geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00068701,29.9,55.1,12.9,2
E00068703,37.9,43.2,16.7,2.3
E00068704,26.1,51.4,19.8,2.7
E00068705,20.5,39.4,29.9,10.2
E00068706,17.8,51.9,24,6.2
E00068710,23.8,46,23.8,6.4
E00068711,17.3,48.9,27.1,6.8
E00068712,19,51.6,20.7,8.7
E00068713,19.6,38.2,28.4,13.7
E00068714,13.7,46,35.5,4.8
E00068717,23.9,56.6,15,4.4
E00068718,27.3,40.9,25,6.8
E00068719,16.7,35.1,31.6,16.7
E00068720,24.3,49.7,21,5
E00068721,11.7,49.5,26.1,12.6
E00068722,19.5,43.6,27.8,9
E00068723,21.2,41.5,32.2,5.1
E00068724,18.6,47.5,27.1,6.8
E00068725,17.5,47.6,28.7,6.3
E00068726,14.4,42.4,34.5,8.6
E00068727,16.8,50.4,27.4,5.3
E00068728,45.9,36.7,11.9,5.5
E00068729,19.5,43.9,32.5,4.1
E00068730,47.6,39.7,11.9,0.8
E00068731,7.7,33.3,41,17.9
E00068732,13.2,37.7,37.1,11.9
E00068733,53.9,22.5,14.7,8.8
E00068734,31.9,40.5,21.6,6
E00068736,17.7,41.7,33.3,7.3
E00068738,23.2,47.2,21.1,8.5
E00068813,7.2,42.4,37.4,12.9
E00068814,16.4,46.9,32.8,3.9
E00068815,31,40.7,24.1,4.1
E00068816,44.2,38.5,12,5.3
E00068817,37.6,35.2,22.4,4.8
E00068818,38.7,33.9,23.4,4
E00068819,27,45.4,21.3,6.4
E00068820,38.1,39.2,15.9,6.8
E00068821,50.4,35.3,12.9,1.4
E00068822,26.1,44,23.1,6.7
E00068823,37.5,44.6,17,0.9
E00068824,30.1,43.8,18.5,7.5
E00068825,22.6,42.7,23.4,11.3
E00068826,47.1,39.4,7.7,5.8
E00068827,54.7,32.8,11.7,0.8
E00068828,31.6,47.8,16.2,4.4
E00068829,40.1,40.7,16.3,2.9
E00068830,59.7,29.1,9,2.2
E00068831,24.6,46.3,20.9,8.2
E00068832,29.6,40.9,23.5,6.1
E00068833,18.2,52.3,25.8,3.8
E00068834,27.2,46.3,19.9,6.6
E00068835,15.7,44.6,31.3,8.4
E00068836,25.8,40.8,21.7,11.7
E00068837,23.4,46,21,9.7
E00068838,19,42.2,26.7,12.1
E00068839,18.8,41.6,25.7,13.9
E00068840,38.7,39.5,14.3,7.6
E00068841,14.7,38.8,32.8,13.8
E00068842,50,36.1,11.1,2.8
E00068843,10.5,38.6,32.5,18.4
