geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00068701,87.7,11,1.3
E00068703,98.3,0.8,0.8
E00068704,90,8.7,1.3
E00068705,91.5,7,1.5
E00068706,89.9,8.8,1.3
E00068710,92.6,5.7,1.6
E00068711,89.5,8.9,1.5
E00068712,87.4,10.6,2
E00068713,90.4,8.9,0.7
E00068714,92,7.7,0.3
E00068717,98.4,1.6,0
E00068718,96.5,2.8,0.7
E00068719,92.7,5.1,2.2
E00068720,82.9,14.8,2.3
E00068721,91.5,6.5,2
E00068722,94,4.9,1.1
E00068723,84.6,13.8,1.7
E00068724,94.9,4.4,0.7
E00068725,92.6,6,1.4
E00068726,98.5,1.2,0.3
E00068727,88.9,10.5,0.6
E00068728,88.2,7.9,3.9
E00068729,91.4,7,1.7
E00068730,87.6,9.2,3.3
E00068731,91.2,6,2.8
E00068732,91.6,6.9,1.5
E00068733,87,10.7,2.3
E00068734,88.7,11,0.3
E00068736,97,1.7,1.3
E00068738,90.6,6,3.3
E00068813,67.1,27.2,5.7
E00068814,76.2,20.9,2.9
E00068815,87.9,9.9,2.2
E00068816,84.7,11.6,3.8
E00068817,87.3,10.7,1.9
E00068818,84.9,11.1,4
E00068819,90.1,8.2,1.8
E00068820,67.4,25,7.6
E00068821,94.2,5.4,0.3
E00068822,87.3,11.1,1.6
E00068823,59.4,33.3,7.3
E00068824,82.1,14.3,3.6
E00068825,89.8,8.8,1.4
E00068826,65.8,20.8,13.4
E00068827,83.8,14.4,1.8
E00068828,81.9,16.6,1.5
E00068829,86.8,9.6,3.6
E00068830,73.3,23.6,3.1
E00068831,78,17,5.1
E00068832,67.1,26.9,5.9
E00068833,86.2,11.1,2.7
E00068834,78.3,16.8,4.9
E00068835,76.8,18.1,5.1
E00068836,88.9,7.4,3.7
E00068837,85.5,12.4,2.1
E00068838,75,18.8,6.3
E00068839,68.4,23.3,8.3
E00068840,78.1,15.8,6.1
E00068841,78.6,16.2,5.2
E00068842,87,10.4,2.6
E00068843,70.4,24.8,4.8
E00068844,85,12,2.9
E00068845,82.6,13.8,3.6
E00068846,76.6,17.8,5.6
E00068847,83,14.8,2.2
E00068848,89.1,6.9,4
E00068849,87.6,10.4,2.1
E00068850,93.6,4.7,1.7
E00068851,90.6,7.9,1.6
E00068852,79.7,16.8,3.5
E00068853,93.4,5.5,1.2
E00068854,88.9,10.4,0.7
E00068855,77.6,16.8,5.6
E00068856,89.1,9.4,1.5
E00068857,83.9,13.5,2.6
E00068858,86.8,11.7,1.5
E00068859,84.7,12.4,3
E00068860,80,14.5,5.4
E00068861,83.6,13,3.4
E00068862,80.1,15.9,4
E00068863,61.6,30.3,8.1
E00068864,83.5,14,2.5
E00068865,82.4,13.3,4.3
E00069016,90.6,7,2.3
E00069017,85.6,10,4.4
