geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00032987,67.8,23.3,8.9
E00032988,95.6,4.2,0.3
E00032989,89.4,8.2,2.4
E00032990,83.8,7.6,8.6
E00032991,93.4,5.9,0.7
E00032992,84.8,12.9,2.4
E00032993,83.9,13,3.2
E00032994,98.2,0,1.8
E00032995,84.4,12.8,2.8
E00032996,94.8,3.6,1.7
E00032997,70.5,21,8.6
E00032998,89,9.3,1.8
E00032999,87.7,9.6,2.6
E00033000,70.8,5.3,24
E00033002,88.8,10.8,0.4
E00033004,92.3,6.2,1.5
E00033005,92.5,5.5,2
E00033006,83.6,11.3,5.1
E00033007,87.5,7,5.5
E00033008,84.6,12.2,3.2
E00033015,68,28,4
E00033016,77.1,20,2.9
E00033020,93.3,6.2,0.5
E00033021,78.2,5.7,16.1
E00033023,93.4,6.4,0.2
E00033032,92.4,6.2,1.4
E00033066,91.5,6.5,2
E00033067,92.9,6.3,0.9
E00033069,88.3,7.1,4.6
E00033070,88,9.3,2.7
E00033132,82.3,11.7,6
E00033133,89.2,8.6,2.2
E00033134,86.5,12.4,1.1
E00033135,88.6,7,4.3
E00033136,82.3,15,2.7
E00033137,74.6,15.9,9.5
E00033138,70.1,21.6,8.3
E00033139,92.1,7.5,0.4
E00033140,99.5,0,0.5
E00033141,82.1,12.9,5
E00033142,89.7,6.2,4.1
E00033143,68.5,26.2,5.2
E00033144,90.1,7.9,2
E00033145,81.8,14.4,3.8
E00033146,89.5,7.6,2.9
E00033147,94.5,5.1,0.4
E00033148,89.4,6,4.7
E00033149,90,8.3,1.7
E00033150,82.6,11,6.4
E00033151,69.1,25.7,5.3
E00033152,70.3,23.8,5.9
E00033153,88.7,7.8,3.5
E00033154,62.6,30.6,6.8
E00033155,80.6,11.3,8.1
E00033156,68,22.8,9.1
E00033157,59.7,24,16.3
E00033158,71.2,17.9,10.9
E00033159,81.6,9.5,8.9
E00033160,69.3,20.7,10.1
E00033161,87.3,9.9,2.7
E00033162,81.2,10.5,8.3
E00033163,80.5,14.1,5.5
E00033164,94.7,3.1,2.2
E00033171,98,0.7,1.3
E00033172,82,13.6,4.4
E00033173,99.3,0.7,0
E00033174,98.3,1.4,0.3
E00033175,99.2,0.4,0.4
E00033176,85.8,11,3.2
E00033177,98.9,1.1,0
E00033178,93.3,6.7,0
E00033179,96.9,1.8,1.2
E00033181,92.2,6.1,1.7
E00033182,84.3,10.4,5.3
E00033183,89.4,8.4,2.2
E00033185,96.5,2.5,1
E00033186,96.4,3.1,0.5
E00033187,88.9,10.6,0.6
E00033188,95.8,4.2,0
E00033189,71.4,17.6,11
E00033190,65.5,25.3,9.2
E00033191,94.2,5.5,0.3
E00033192,94.1,5.2,0.7
E00033193,96.8,3.2,0
E00033194,90.9,7.5,1.6
E00033195,97.4,2.1,0.5
E00033196,88.5,9.6,1.9
E00033197,96.6,2.6,0.8
E00033198,98.2,1.8,0
E00033199,94.9,2.5,2.5
E00033200,93.8,1.5,4.6
E00033201,95.7,2.2,2.2
E00033202,97,2.4,0.7
E00033203,97.2,2.4,0.5
E00033204,99.1,0.5,0.5
E00033206,88.9,10,1.1
E00033207,66,19.1,14.8
E00033208,46.5,32,21.5
E00033209,76.1,13.8,10
E00033210,74.1,17.9,8
E00033211,70.5,19.2,10.3
E00033212,70.6,20.3,9.2
E00033213,94.3,4.1,1.6
E00033214,67.2,20.7,12.1
E00033215,78.3,17.1,4.7
E00033216,91.2,5.3,3.5
E00033217,89.6,9.2,1.3
E00033218,95.6,4.1,0.4
E00033219,89.9,8.4,1.7
E00033220,92.5,6.4,1.1
E00033221,75.9,18.1,6
E00033222,97,3,0
E00033223,70.7,21.9,7.4
E00033224,90.6,5.8,3.6
E00033225,77.5,19.3,3.1
E00033226,83.3,10.5,6.2
E00033227,86.5,11.4,2
E00033228,82.9,14.4,2.8
E00033229,92.8,7.2,0
E00033230,96.9,2.6,0.4
E00033235,87.1,6.4,6.4
E00033237,92.2,4.8,3
E00033238,87.8,8.3,3.9
E00033242,99.1,0.9,0
E00033245,96.2,2.9,0.8
E00033246,87.6,9.4,3
E00033247,82.6,6.3,11.1
E00033248,85.7,11,3.3
E00033249,79.4,18,2.6
E00033250,88.1,10,1.8
E00033251,72.5,19.3,8.2
E00033252,88.7,8.9,2.3
E00033253,88.9,7.7,3.4
E00033254,87.9,9.8,2.4
E00033255,88.4,10.8,0.7
E00033256,95.8,3.7,0.5
E00033257,88.6,8.5,2.9
E00033258,87,9.3,3.7
E00033259,83.1,14.4,2.5
E00033260,88.4,6.2,5.4
E00033261,82.6,14,3.4
E00033264,87.7,8.1,4.2
E00033267,98.6,0.5,0.9
E00033268,98.3,1,0.7
E00033269,94.9,3.2,1.9
E00033270,93.2,5.7,1.2
E00033276,96.2,3.4,0.4
E00033278,93.4,6.6,0
E00033279,94.1,3.5,2.4
E00033281,92.1,4.6,3.3
E00033282,97.3,2.7,0
E00033283,97.8,1.5,0.7
E00033284,67.2,17,15.7
E00033285,96.6,2.4,1
E00033286,89.2,4.9,5.9
E00033287,99.2,0.8,0
E00033288,98.9,1.1,0
E00033298,100,0,0
E00033299,98.1,1.3,0.6
E00033300,99.1,0.9,0
E00033306,100,0,0
E00033312,98.5,1.1,0.4
E00033315,95.8,2.9,1.3
E00033318,95,3.4,1.6
E00033319,99,1,0
E00033328,95.5,2.2,2.2
E00033329,98,1.6,0.3
E00033330,97.9,2.1,0
E00033338,97.4,1.5,1.1
E00033351,95.6,3.4,1
E00033354,93.3,5.2,1.5
E00033356,98.2,0.9,0.9
E00033357,96.8,2.5,0.7
E00033358,92.8,4.9,2.2
E00033359,96.5,2.6,1
E00033360,96,3.7,0.3
E00033367,96.7,2.6,0.7
E00033368,93,4.8,2.2
E00033369,98.8,0.9,0.3
E00033370,96.8,3.2,0
E00033372,89,9.5,1.5
E00033373,97.3,2,0.7
E00033374,98.1,1.9,0
E00033378,96.8,2.6,0.6
E00033379,96.9,2.3,0.8
E00033380,97.4,2.1,0.4
E00033382,96.9,2.8,0.3
E00033386,95,4.6,0.3
E00033387,94.6,4.3,1.1
E00033388,93.8,5.9,0.4
E00033389,95.3,3.2,1.4
E00033391,92.1,6.2,1.7
E00033392,95.3,4.3,0.4
E00033394,93.3,5.8,0.9
E00033395,94.4,4.7,0.9
E00033396,94.9,2.5,2.5
E00033397,96.5,2.8,0.6
E00033399,97,2.7,0.3
E00033400,98.6,1.4,0
E00033401,95.5,2,2.4
E00033402,96.5,2.8,0.7
E00033403,96.7,2.2,1.1
E00033404,95.9,3.6,0.5
E00033405,99,1,0
E00033406,98.1,1.9,0
E00033407,95.3,4.4,0.3
E00033408,98.5,1.5,0
E00033409,95.9,3.4,0.7
E00033410,95.6,4,0.4
E00033411,98.7,1.3,0
E00033412,97.3,2.3,0.3
E00033413,93.1,3.5,3.5
E00033414,91,8.4,0.7
E00033415,99.2,0.8,0
E00033416,93.5,5.8,0.7
E00033417,94.5,4.8,0.7
E00033419,98.1,1.9,0
E00033420,97.8,1.9,0.3
E00033421,93.4,5.8,0.7
E00033423,96.7,2.6,0.7
E00033424,98.6,1.4,0
E00033425,96.3,2.8,0.9
E00033426,96.5,3.2,0.4
E00033427,92,5.4,2.7
E00033438,100,0,0
E00033439,96.5,2.7,0.9
E00033448,94.1,3.9,2
E00033449,94,4.6,1.4
E00033450,96,3,1
E00033451,97.8,2.2,0
E00033452,96.9,3.1,0
E00033453,89.5,10.5,0
E00033454,95.5,2.9,1.6
E00033455,93.4,5,1.7
E00033456,92.6,7.1,0.3
E00033525,98,0,2
E00033526,96.7,2.8,0.5
E00033527,96.2,3.3,0.5
E00033534,99.1,0.4,0.4
E00033535,99.3,0.7,0
E00033536,97.6,2.4,0
