geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00081774,7,0.2,3.9,86.5,2.3
E00081775,10.1,1.3,0,87.3,1.3
E00081776,6.5,0.7,5.5,86.1,1.2
E00081777,3,0.3,3.6,93.1,0
E00081779,6.3,0.9,1.6,91.1,0
E00081780,8.5,2.4,4,83.6,1.4
E00081781,13.1,0,4.5,81,1.4
E00081783,7.2,0,6.6,85.9,0.3
E00081784,9.6,0,4.2,86.2,0
E00081785,7.1,3.9,2.3,80.5,6.2
E00081786,10.4,0,2.7,85.2,1.7
E00081787,10.9,0,2.1,87.1,0
E00081788,6.1,1.8,3.8,87.4,0.9
E00081789,8.7,1.3,5.1,84,1
E00082111,3.9,2.3,3.2,89,1.6
E00082113,4.5,1.7,4.5,86.7,2.4
E00082114,3.5,0,4.3,91.6,0.5
E00082115,0.5,0.5,0.5,98.5,0
E00082117,0.7,2,2,95.3,0
E00082118,4.6,0.6,2.7,91.2,0.9
E00083128,57.8,5.1,5.6,24.3,7.3
E00083139,57.7,5.9,5.5,25.8,5.1
E00083141,54.7,4.7,4.3,29.2,7.1
E00083142,68.7,12.7,3.6,9,6
E00083144,28,8.6,5.4,53,5.1
E00083145,62.8,8.5,0.8,22.4,5.6
E00083146,58,11,3.9,22.4,4.7
E00083148,58.3,8.7,2,27.2,3.9
E00083150,62.7,8.3,1.7,22.4,5
E00083151,59.5,5.2,4.2,26.6,4.5
E00083153,36.4,14.8,4.1,32.8,11.8
E00083189,47.5,5.9,7,35.3,4.3
E00083208,40.9,6.8,3.4,47.6,1.4
E00083209,29.9,11.3,4.2,47.7,6.8
E00083210,27.9,5,3.5,60.1,3.5
E00083211,41.8,3.4,4.4,38.9,11.6
E00083212,38.3,10.7,4.2,43.8,2.9
E00083213,45.9,8.6,3.7,34.8,7.1
E00083214,44.9,10.9,4.9,35.1,4.2
E00083217,55.7,6.6,5,28.5,4.2
E00083218,38.1,15.5,4.3,37.7,4.4
E00083219,49.2,9.8,1.9,34,5.2
E00083220,48.6,3.1,2.4,40,6
E00083222,25.1,5,1,66.7,2.3
E00083223,12.7,7.3,4.9,68.4,6.7
E00083231,50.7,9.5,2,32.3,5.5
E00083258,54,6.8,2.7,33.4,3
E00083259,39.3,7.2,1.9,44.3,7.4
E00083260,47,9.4,3.2,33.3,7.1
E00083261,40.9,4.1,4.1,48.5,2.5
E00083262,50.4,0,2.3,39.7,7.6
E00083263,51.1,5.3,7.8,30.2,5.6
