geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00039247,7.1,28.8,38.6,25.5
E00098596,17.9,50,25.6,6.5
E00098597,29.6,51.3,13.9,5.2
E00098599,45.6,38.2,15.4,0.7
E00098600,12.8,33.9,41.7,11.5
E00098601,22.7,50,20.9,6.4
E00098602,31.9,44,19,5.2
E00098603,18.9,47.7,26.1,7.2
E00098604,38.9,45.6,14,1.6
E00098605,20,40,29.2,10.8
E00098606,28.3,50,18.3,3.3
E00098607,24.4,43,25.9,6.7
E00098608,19.8,51.2,24,5
E00098609,9,41.3,32.3,17.4
E00098612,15.6,41.4,30.5,12.5
E00098613,19.6,43.7,25.9,10.8
E00098614,17.4,45.3,30.2,7
E00098641,27.7,47.3,22.3,2.7
E00098646,21.1,42.2,29.4,7.3
E00098647,18.4,40.8,29.6,11.2
E00098648,20.2,43.9,28.1,7.9
E00098649,12.3,37.7,41.8,8.2
E00098737,6.1,47,32.6,14.4
E00098738,4.8,46,35.5,13.7
E00098739,13.9,40.3,31.9,13.9
E00098740,24.4,48.9,23.7,3.1
E00098741,14,45.3,31.3,9.3
E00098742,39.4,44.9,15,0.8
E00098743,20.5,47,25,7.6
E00098744,19.3,42.1,30.7,7.9
E00098745,12.3,28.4,35.8,23.5
E00098746,12.8,45.1,33.1,9
E00098747,15.9,38.6,37.9,7.6
E00098748,18.8,41.4,29.7,10.2
E00098749,20.3,48.1,29.3,2.3
E00098750,16,39.3,34.7,10
E00142873,10.2,37.8,39.8,12.2
E00142877,1.3,51.9,31.2,15.6
E00142878,13.6,43.2,29.6,13.6
E00142879,17.2,37.7,33.6,11.5
E00142880,11.7,53.3,25,10
E00142882,11.3,51.3,27,10.4
E00142883,24.1,47,22.9,6
E00142884,19.3,37,34.5,9.2
E00142885,9,37.8,42.3,10.8
E00142886,51.5,37.3,10.4,0.7
E00142887,7,45.3,36.7,10.9
E00142888,6.4,36,38.4,19.2
E00142889,18,46.9,31.3,3.9
E00142891,15.7,37.1,32.6,14.6
E00142892,19.4,49.5,24.7,6.5
E00142893,27.4,43.6,23.9,5.1
E00142894,40.7,42.5,15,1.8
E00142895,12.2,55.7,27,5.2
E00142896,12.8,36.8,35.9,14.5
E00142897,19.8,49.5,24.3,6.3
E00142898,23.1,47.2,25,4.6
E00142899,42,52.7,2.7,2.7
E00142901,12.5,45,33.3,9.2
E00142902,12.7,39.8,33.9,13.6
E00142903,33.3,48,16,2.7
E00142904,17.1,44.3,27.1,11.4
E00142905,35,39.2,20.8,5
E00142906,21.4,45,27.1,6.4
E00142909,15,48.7,29.2,7.1
E00142913,18.5,46.7,31.9,3
E00142914,12.8,35.8,39.4,11.9
E00142916,18.1,45.7,27.6,8.7
E00142917,12.1,41,35.8,11
E00142918,15.1,45.9,32.2,6.8
