areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00031574,12.8,63.8,23.4
E00031575,5,85,10
E00031576,16.8,58.8,24.4
E00031577,8.6,79.7,11.7
E00031578,17.1,71.2,11.7
E00031579,18.7,69.3,12
E00031580,5,73.3,21.7
E00031581,6,79.9,14.1
E00031582,4.9,80.5,14.6
E00031583,5.8,76.7,17.5
E00031584,17.6,66.7,15.7
E00031602,22.5,56.7,20.8
E00031603,6.6,73.5,19.9
E00031604,17.4,67.4,15.1
E00031605,12.1,56,31.9
E00031607,8.8,67.6,23.5
E00031608,11.3,55,33.8
E00031609,8.5,66,25.5
E00031610,6.7,71.7,21.7
E00031611,9.4,70.9,19.7
E00031612,14.3,56,29.7
E00031613,5,70,25
E00031614,11.4,61.9,26.7
E00031615,4.3,70.2,25.5
E00031616,7.9,70.1,22
E00031617,3.4,82.2,14.4
E00031696,17.6,40,42.4
E00031697,9.6,67.5,22.9
E00031698,14.6,65,20.4
E00031699,10.2,65.3,24.6
E00031700,11.2,62.4,26.4
E00031701,15.5,56.9,27.6
E00031702,7.6,60.6,31.8
E00031703,6.9,75,18.1
E00031704,10.3,69.2,20.6
E00031705,13,61.8,25.2
E00031706,9.7,71,19.4
E00031707,18.4,48.5,33
E00031708,8.2,57.3,34.5
E00031709,10.5,60,29.5
E00031710,6.4,66.4,27.2
E00031711,11,58.7,30.3
E00031712,5.7,76.4,17.9
E00031713,6.5,75.7,17.8
E00031714,8.2,74.5,17.3
E00031715,7.1,62.7,30.2
E00031716,8.8,64,27.2
E00031717,6.8,68,25.2
E00031718,11.4,70.5,18.2
E00031719,5.3,54.7,40
E00031720,9.3,69.8,20.9
E00031721,7.6,66.9,25.5
E00031722,15.4,46.2,38.5
E00031723,13.6,60.2,26.1
E00031725,10.3,74.2,15.5
E00031726,12.6,73.7,13.7
E00031727,16.5,68,15.5
E00031728,7.6,67.4,25
E00031729,12.7,76.2,11.1
E00031730,8.8,64.6,26.5
E00031731,8,65.5,26.4
E00031732,7.6,54.6,37.8
E00031990,10.6,75.3,14.1
E00031991,12,69.9,18.1
E00031993,8,75.2,16.8
E00031994,4,78.8,17.2
E00031995,5.3,83.3,11.4
E00031996,14.9,63.4,21.8
E00031997,16.2,70,13.8
E00031998,10.4,73,16.5
E00031999,4.5,78.4,17.1
E00032000,14.7,65.7,19.6
E00032001,17.4,47.7,34.9
E00032002,10.4,65.2,24.3
E00032003,14,58.1,27.9
E00032004,18.5,66.7,14.8
E00032005,6.8,78.1,15.1
E00032006,9.7,77.6,12.7
E00032007,5.8,76.7,17.5
E00032008,8.4,78.3,13.3
E00032009,4.7,80.2,15.1
E00032010,4.2,83.3,12.5
E00032011,11,76,13
E00032012,9.5,64.9,25.7
E00032013,17.2,69.8,12.9
E00032014,11.5,75,13.5
E00032015,5.3,81.6,13.2
E00032016,10.1,74.8,15.1
E00032017,6.8,71.2,21.9
E00032018,4.8,74.2,21
E00032019,11.2,68.5,20.2
E00032020,8.7,79.5,11.8
E00032021,12.5,72.9,14.6
E00032022,7.9,72.8,19.3
E00032023,2.9,77.9,19.3
E00032024,6.1,76.3,17.6
E00032025,8.6,82.7,8.6
E00032026,6.3,79.3,14.4
E00032027,9.1,49,42
E00032029,12,56.4,31.6
E00032030,9.6,69.2,21.2
E00032031,7.7,79.5,12.8
E00032032,8.9,76.6,14.5
E00032033,8,77.3,14.7
E00032034,5,73,22
E00032035,11.6,78.6,9.8
E00032036,6.9,83.2,9.9
E00032037,4.3,78.5,17.2
E00032038,8,72.4,19.5
E00032197,9.2,58.9,31.9
E00032198,12.4,44.8,42.8
E00032200,8.5,44.4,47
E00032201,7.1,60.4,32.4
E00032202,12.9,61.9,25.2
E00032203,10.8,47.6,41.6
E00032204,8.3,57.8,33.9
E00032205,12.8,50,37.2
E00032212,8.1,54.5,37.4
E00032213,10.3,45.4,44.3
E00032214,17.2,46.6,36.2
E00032215,6.4,50,43.6
E00032216,8.8,44.7,46.5
E00032217,6.5,50,43.5
E00032218,11.5,64.1,24.4
