areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00031574,60.3,3.8,35.9
E00031575,40.9,0.4,58.6
E00031576,58.3,3.5,38.2
E00031577,50.8,1.2,48.1
E00031578,60.4,1.4,38.2
E00031579,70.3,1.5,28.1
E00031580,59,2.4,38.6
E00031581,43.8,0.4,55.8
E00031582,57.3,3,39.7
E00031583,47,1.5,51.5
E00031584,62.1,1.4,36.5
E00031602,68.4,2.9,28.7
E00031603,47.6,2.8,49.5
E00031604,69.9,2.4,27.7
E00031605,47.5,5.4,47.1
E00031607,46,3.7,50.3
E00031608,62.4,3.2,34.4
E00031609,53.9,5.3,40.8
E00031610,50.2,2.5,47.3
E00031611,56.5,4.4,39.1
E00031612,53.8,3,43.1
E00031613,54.6,5.2,40.2
E00031614,48.8,5.3,45.9
E00031615,54.9,1.9,43.2
E00031616,41.5,2.5,56
E00031617,43.3,2.9,53.8
E00031696,53.6,4.9,41.6
E00031697,65.2,2.1,32.6
E00031698,65.6,0,34.4
E00031699,46.2,6.7,47.1
E00031700,52.3,3.9,43.8
E00031701,58.6,7.2,34.2
E00031702,41.5,4.8,53.7
E00031703,54.4,1.2,44.4
E00031704,54.4,2.5,43.1
E00031705,61.3,2.5,36.2
E00031706,60.9,3,36.2
E00031707,47.2,8.8,44
E00031708,56,5.2,38.8
E00031709,55.6,5.1,39.3
E00031710,51.6,3.5,44.9
E00031711,51.3,2.2,46.5
E00031712,47.2,3.4,49.4
E00031713,59.6,1.5,38.9
E00031714,59.5,2,38.5
E00031715,48.1,4.2,47.7
E00031716,46.2,3.2,50.6
E00031717,59,3.6,37.5
E00031718,64,1.2,34.8
E00031719,52.5,1.1,46.3
E00031720,62.9,1.7,35.3
E00031721,51.6,2.3,46.1
E00031722,66.9,3.1,30
E00031723,69.9,4.2,25.9
E00031725,65.3,1.5,33.2
E00031726,62.5,2.4,35.1
E00031727,64.4,2.5,33.1
E00031728,60.3,3,36.6
E00031729,69.2,5.5,25.4
E00031730,54,3.2,42.7
E00031731,61.8,2.6,35.5
E00031732,52,6.3,41.8
E00031990,65.9,0,34.1
E00031991,68.6,1.2,30.2
E00031993,72.4,1.7,25.9
E00031994,44.5,0,55.5
E00031995,55.1,0.8,44.1
E00031996,71.8,2,26.3
E00031997,61.4,3,35.6
E00031998,65.7,1.8,32.5
E00031999,50.9,1.8,47.3
E00032000,62.2,2.7,35.1
E00032001,75.5,2.4,22
E00032002,46.1,5.5,48.4
E00032003,66.5,3.4,30
E00032004,75.5,2.7,21.8
E00032005,64,1,35
E00032006,66.3,1.3,32.5
E00032007,56.4,0,43.6
E00032008,61.6,0.5,38
E00032009,60.4,0.9,38.7
E00032010,54.1,1,45
E00032011,56.9,1.8,41.3
E00032012,43,3.1,53.9
