areacd,disability_3a-001,disability_3a-002
E00031574,16.9,83.1
E00031575,14.6,85.4
E00031576,17.3,82.7
E00031577,18,82
E00031578,9.3,90.7
E00031579,8.1,91.9
E00031580,16,84
E00031581,21.7,78.3
E00031582,12.6,87.4
E00031583,21.2,78.8
E00031584,13.6,86.4
E00031602,11,89
E00031603,20.6,79.4
E00031604,11.3,88.7
E00031605,24.1,75.9
E00031607,29.2,70.8
E00031608,17.8,82.2
E00031609,26.1,73.9
E00031610,21.6,78.4
E00031611,14.5,85.5
E00031612,25.4,74.6
E00031613,23.4,76.6
E00031614,19.9,80.1
E00031615,20.9,79.1
E00031616,19.5,80.5
E00031617,22,78
E00031696,25.4,74.6
E00031697,18.2,81.8
E00031698,12.3,87.7
E00031699,25.8,74.2
E00031700,26.9,73.1
E00031701,22.6,77.4
E00031702,29.9,70.1
E00031703,21,79
E00031704,18.8,81.3
E00031705,19.8,80.2
E00031706,20.9,79.1
E00031707,24.7,75.3
E00031708,23.8,76.3
E00031709,22.7,77.3
E00031710,21.3,78.7
E00031711,25.6,74.4
E00031712,23.1,76.9
E00031713,17.9,82.1
E00031714,23.4,76.6
E00031715,21.9,78.1
E00031716,24.1,75.9
E00031717,18.2,81.8
E00031718,19,81
E00031719,26.5,73.5
E00031720,17.7,82.3
E00031721,21.6,78.4
E00031722,15.7,84.3
E00031723,16.3,83.7
E00031725,21,79
E00031726,18.8,81.2
E00031727,17.7,82.3
E00031728,22.5,77.5
E00031729,17.1,82.9
E00031730,20.5,79.5
E00031731,14.3,85.7
E00031732,22.3,77.7
E00031990,12.2,87.8
E00031991,10.8,89.2
E00031993,13.5,86.5
E00031994,20.3,79.7
E00031995,16.5,83.5
E00031996,13.1,86.9
E00031997,15.1,84.9
E00031998,13.6,86.4
E00031999,25.5,74.5
E00032000,19.1,80.9
E00032001,10,90
E00032002,30.8,69.2
E00032003,15.5,84.5
E00032004,8.1,91.9
E00032005,16.7,83.3
E00032006,15.2,84.8
E00032007,21,79
E00032008,17,83
E00032009,15.9,84.1
E00032010,18.6,81.4
E00032011,14.7,85.3
E00032012,21.6,78.4
E00032013,15.5,84.5
E00032014,10,90
E00032015,14.5,85.5
E00032016,21.1,78.9
E00032017,20,80
E00032018,19.3,80.7
E00032019,22.5,77.5
E00032020,17.2,82.8
E00032021,11.9,88.1
E00032022,19.9,80.1
E00032023,26.7,73.3
E00032024,27.8,72.2
E00032025,15.8,84.2
E00032026,25.2,74.8
E00032027,25.4,74.6
E00032029,28.1,71.9
E00032030,20.7,79.3
E00032031,14.8,85.2
E00032032,13.5,86.5
E00032033,13,87
E00032034,30.7,69.3
E00032035,21.8,78.2
E00032036,22.3,77.7
E00032037,18.6,81.4
E00032038,18.5,81.5
E00032197,28,72
E00032198,20.5,79.5
E00032200,19,81
E00032201,29.8,70.2
E00032202,17.9,82.1
E00032203,33.1,66.9
E00032204,29.9,70.1
E00032205,29.7,70.3
E00032212,28.9,71.1
E00032213,25.2,74.8
E00032214,19.5,80.5
E00032215,21.8,78.2
E00032216,18.2,81.8
E00032217,29.1,70.9
E00032218,20.8,79.2
E00032219,27.1,72.9
E00032220,19.2,80.8
E00032222,19.1,80.9
E00032223,27.2,72.8
E00032224,24.1,75.9
E00032225,22.4,77.6
E00032226,34.2,65.8
E00032239,25.7,74.3
E00032240,23.2,76.8
E00032241,24.6,75.4
E00032242,24.4,75.6
E00032243,24.2,75.8
E00032244,27.3,72.7
E00032245,26.5,73.5
E00032246,30.7,69.3
E00032278,23.6,76.4
E00032279,17.9,82.1
E00032280,18.9,81.1
E00032281,21.2,78.8
E00032282,25,75
E00032283,23.4,76.6
E00032285,27.5,72.5
E00032288,15.4,84.6
E00032294,17.6,82.4
E00032295,15.6,84.4
E00032298,18.8,81.2
E00032299,19.1,80.9
E00032303,18.8,81.2
E00032308,21.5,78.5
E00032309,20.1,79.9
E00032311,20.2,79.8
E00032312,16.5,83.5
E00032313,36.7,63.3
E00032315,16.3,83.7
E00032318,11.9,88.1
E00032319,14.6,85.4
E00032322,14.1,85.9
E00032426,34.5,65.5
E00032427,17.9,82.1
E00032428,20.1,79.9
E00032429,11.3,88.7
E00032430,43.5,56.5
E00032431,17.1,82.9
E00032432,18.6,81.4
E00032433,31.3,68.8
E00032434,24.7,75.3
E00032435,29,71
E00032436,20.4,79.6
E00032437,19,81
E00032438,46.5,53.5
E00126500,28.1,71.9
E00126501,18.5,81.5
E00126502,16.1,83.9
E00126503,18.1,81.9
E00126504,14.1,85.9
E00126505,24.3,75.7
E00126506,23.4,76.6
E00126507,18.4,81.6
E00126508,14.1,85.9
E00126509,18.1,81.9
E00126510,18.7,81.3
E00126511,10.4,89.6
E00126512,16.4,83.6
E00126600,43.1,56.9
E00126601,21.7,78.3
E00126602,19.5,80.5
E00126604,32.6,67.4
E00126605,19.9,80.1
E00126607,15.3,84.7
E00126613,22.7,77.3
E00126614,15.8,84.2
E00126615,23.1,76.9
E00126616,16.4,83.6
E00126617,21.5,78.5
E00126618,35.9,64.1
E00126619,32.2,67.8
E00126679,20.6,79.4
E00126680,17.9,82.1
E00126681,27.2,72.8
E00126682,27.4,72.6
E00126683,23.5,76.5
E00126684,16.6,83.4
E00126685,22.4,77.6
E00126686,20.1,79.9
E00126687,15,85
E00126688,39.6,60.4
E00126689,26.9,73.1
E00126690,15.5,84.5
E00126691,19.6,80.4
E00126692,29.5,70.5
E00126693,19.4,80.6
E00126694,15.8,84.2
E00126695,31.1,68.9
E00126696,16.9,83.1
E00126697,21.5,78.5
E00126698,18.3,81.7
E00126699,28,72
E00126701,16.4,83.6
E00126702,14.2,85.8
E00126710,14.2,85.8
E00126712,14.6,85.4
E00126714,13.7,86.3
E00126715,11.4,88.6
E00126716,18.5,81.5
E00126717,12.9,87.1
E00126718,20.8,79.2
E00126719,10,90
E00129250,22.7,77.3
E00129251,17.2,82.8
E00129253,12.9,87.1
E00129254,7.4,92.6
E00129255,16.7,83.3
E00129256,18.9,81.1
E00129257,13.5,86.5
E00129258,28.4,71.6
E00129259,24.2,75.8
E00129260,24.7,75.3
E00129261,22.5,77.5
E00129262,18.7,81.3
E00129263,27.1,72.9
E00129264,22.1,77.9
E00129265,11.6,88.4
E00129266,17.9,82.1
E00129267,15.5,84.5
E00129268,20.8,79.2
E00129269,20.2,79.8
E00129307,20.4,79.6
E00129308,27.3,72.7
E00129309,33.9,66.1
E00129310,26,74
E00129311,20.8,79.2
E00129312,15.9,84.1
E00129313,18.4,81.6
E00129314,14.7,85.3
E00129315,20.6,79.4
E00129316,26,74
E00129317,25.5,74.5
E00129318,24,76
E00129319,28.1,71.9
E00129320,22.2,77.8
E00129367,27.8,72.2
E00129368,17.7,82.3
E00129370,22.4,77.6
E00129371,28.1,71.9
E00129372,18.7,81.3
E00129373,27.7,72.3
E00129380,21.5,78.5
E00129421,22.3,77.7
E00129422,18.3,81.7
E00129423,21.6,78.4
E00129435,18.4,81.6
E00129436,13,87
E00129437,12.3,87.7
E00129438,21.2,78.8
E00129451,14.4,85.6
E00129452,13.5,86.5
E00129453,12.4,87.6
E00129454,11.7,88.3
E00129455,19.1,80.9
E00129456,18.4,81.6
E00129457,12.5,87.5
E00129458,13.4,86.6
E00129459,15.6,84.4
E00129460,18.1,81.9
E00129461,14.8,85.2
E00129462,13.3,86.7
E00129463,17.1,82.9
E00129501,28.8,71.2
E00129502,35.3,64.7
E00129503,25.9,74.1
E00129504,20.8,79.2
E00129505,20,80
E00129506,24.9,75.1
E00129507,22.1,77.9
E00129508,26.8,73.2
E00129509,24.5,75.5
E00129510,22.3,77.7
E00129511,21.2,78.8
E00129512,20.5,79.5
