geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00070609,79.3,17.9,2.8
E00070610,77.7,16.1,6.2
E00070611,85.8,12.3,1.9
E00070612,84.1,12.5,3.3
E00070613,79.9,17.1,3
E00070615,82,13.4,4.6
E00070616,85.9,10.7,3.4
E00070620,89.1,8.5,2.4
E00070622,87,10.6,2.4
E00070623,85.4,11.1,3.4
E00070624,83.4,13.7,2.9
E00070625,80.9,15.1,4
E00070626,85.7,10.5,3.8
E00070627,80.3,14.6,5
E00070628,80.4,13.2,6.4
E00070629,83.1,14.6,2.3
E00070630,86.4,11.5,2
E00070631,89.6,7.1,3.3
E00070632,81.1,13.8,5.1
E00070633,79.8,13,7.3
E00070634,81.7,15,3.4
E00070635,76.8,16.6,6.7
E00070636,72.7,18,9.3
E00070637,78.9,12,9.2
E00070638,73.4,21.5,5.1
E00070639,62.1,20.3,17.5
E00070640,75.9,15.4,8.7
E00070641,87.2,9.7,3.1
E00070642,75.1,12.8,12.1
E00070643,72.4,15.5,12.1
E00070644,82.4,10.8,6.8
E00070645,80.5,11.9,7.6
E00070646,82.1,11.4,6.5
E00070647,76,14.9,9.2
E00070648,76.5,16.2,7.3
E00070649,75.8,14.6,9.6
E00070650,77.1,14.1,8.8
E00070651,73.4,17.5,9.1
E00070722,82.2,14.8,3
E00070723,86.6,9.4,4
E00070743,87.9,11.4,0.7
E00070748,89.7,8.7,1.6
E00070751,82.1,13.6,4.3
E00070813,83.8,12.2,4.1
E00070814,81.2,14.9,4
E00070815,84.8,9,6.3
E00070816,82.5,10.6,6.9
E00070817,82.1,15.5,2.4
E00070818,81.8,12.8,5.4
E00070819,80.3,13.3,6.4
E00070841,88.6,9.8,1.5
E00070842,85.8,10.8,3.4
E00070843,79.8,12.3,8
E00070844,76.7,17.6,5.8
E00070845,85.6,11.7,2.8
E00070846,86.1,11.1,2.8
E00070847,85.2,11.2,3.6
E00070848,82.7,14.9,2.4
E00070849,62.4,19.3,18.2
E00070933,84.3,11.4,4.3
E00070934,76.4,18.2,5.4
E00070935,80.1,15.8,4.1
E00070936,83.6,13.8,2.5
E00070937,85.6,11.7,2.7
E00070938,83.3,13.1,3.7
E00070939,86.8,8.5,4.7
E00070940,78.8,16.6,4.6
E00070941,85.4,12.6,2
E00070942,83.3,12,4.7
E00070957,83.2,13.1,3.7
E00070958,79.3,16.8,3.9
E00070959,86.5,11,2.5
E00070960,82,12.8,5.3
E00070961,84.9,10,5
E00070962,82,13.3,4.6
E00070963,79.9,12.9,7.2
E00070964,81.3,13,5.7
E00070965,85.4,11.8,2.8
E00070966,77.1,16.1,6.8
E00070967,87.4,9.9,2.8
E00070968,84.8,10,5.2
E00070980,83.9,12.9,3.2
E00070981,84.4,10.9,4.7
E00070982,80,14.2,5.8
E00070983,81.4,14,4.6
E00070984,82.7,14.7,2.6
E00070985,86.3,9.4,4.3
E00070986,84.7,12.9,2.4
E00070987,74.3,17.4,8.3
E00070988,84.3,10.8,4.9
E00070989,85.4,12.1,2.5
E00070990,83.4,10.3,6.4
E00070991,82.5,13.3,4.1
E00070992,84.8,12.4,2.8
E00070993,86,9,5
E00070994,75.4,19.6,5
E00070995,86.9,11.2,1.9
E00070996,84.3,12.4,3.3
E00070997,82.7,14,3.3
E00070998,84.2,11.8,4
E00070999,84.3,11.7,4
E00071001,77.8,16.6,5.6
E00071002,64.8,17.2,18
E00071003,79.4,15.5,5.1
E00071004,76.4,18.5,5.1
E00071005,80,13.8,6.2
E00071006,77,15,8.1
E00071007,72.8,17.5,9.6
E00071008,86.7,9.7,3.7
E00071009,76.5,17.7,5.8
E00071011,77.4,17.4,5.3
E00071012,81.4,12.4,6.2
E00071013,84.4,11.9,3.7
E00071014,85.5,12,2.5
E00071015,79.3,15.4,5.3
E00071016,74,20.8,5.2
E00071017,83.9,13,3.2
E00071018,87.1,9.6,3.3
E00071019,73.6,18.7,7.7
E00071020,77,16.7,6.3
E00071021,84.8,11.5,3.7
E00071022,84.7,13,2.3
E00071023,78.8,15.4,5.8
E00071024,83.8,11.1,5.1
E00071025,78.2,15.7,6
E00071026,85.8,10.1,4.1
E00071027,80.6,13.5,5.9
E00071028,81.7,12.5,5.9
E00071029,72.1,21.6,6.3
E00071030,67.1,19.3,13.6
E00071031,69.8,21.9,8.3
E00071032,79.6,13,7.4
E00071033,83.4,14,2.6
E00071034,80.1,13.1,6.9
E00071035,79.9,16,4.1
E00071036,80.4,13.9,5.7
E00071037,85.2,10.9,3.9
E00071038,84.2,11.4,4.4
E00071039,86.1,9.9,4
E00071040,83.6,12.9,3.5
E00071041,81.1,13,5.9
E00071042,92.9,5.5,1.6
E00071044,78.3,14.9,6.8
E00071045,79.4,15.6,4.9
E00071046,73.9,17.1,9
E00071047,61.4,25.2,13.3
E00071048,72.1,16.8,11.1
E00071049,82.4,12.1,5.5
E00071050,80,14.6,5.4
E00071051,71.4,19.8,8.7
E00071052,77.7,15.7,6.7
E00071053,66.2,21,12.8
E00071054,77,17.2,5.9
E00071055,80.6,15,4.4
E00071056,67.4,19.5,13
E00071057,79.8,13.2,6.9
E00071058,70.6,20,9.4
E00071059,79.6,15.8,4.6
E00071060,76.6,16.5,6.9
E00071061,80.1,14.3,5.6
E00071062,72.2,15,12.8
E00071063,85.2,10.9,3.9
E00071064,74.7,14.8,10.4
E00071065,80.2,12.1,7.8
E00071067,70.2,18.6,11.2
E00071068,54.5,25.6,19.9
E00071069,73.9,15.7,10.4
E00071070,71.2,18.3,10.5
E00071072,69.8,21.4,8.8
E00071095,74.9,15.6,9.5
E00071096,78.6,15.2,6.2
E00071097,83.8,12.3,3.9
E00071098,75.6,16.7,7.7
E00071154,64.4,23.8,11.9
E00071155,85.9,10.7,3.4
E00071168,82.9,11.7,5.4
E00071169,84.2,12.8,3
E00071170,78,17,4.9
E00071171,78,15.5,6.4
E00071172,81.2,15.5,3.3
E00071173,84,11.5,4.6
E00071174,79.2,15,5.8
E00071175,77,19.8,3.2
E00071176,80.7,15.3,4
