geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00070609,85.1,2,12.9
E00070610,71.5,1.6,26.8
E00070611,84.1,1.9,14
E00070612,90.4,3,6.6
E00070613,80.8,3.9,15.3
E00070615,77.3,1.6,21.1
E00070616,82.5,0.8,16.7
E00070620,61.9,23.1,15
E00070622,80.2,5.7,14.1
E00070623,82,4.5,13.5
E00070624,61.4,21,17.6
E00070625,82,6.6,11.4
E00070626,66.9,20.2,12.9
E00070627,59.5,21.5,19
E00070628,64.2,17.6,18.1
E00070629,66.3,16.9,16.9
E00070630,82.4,4.7,12.9
E00070631,81.5,8.3,10.2
E00070632,58.6,18,23.4
E00070633,70.3,10.1,19.6
E00070634,60.5,18.9,20.7
E00070635,65.4,6,28.6
E00070636,68.1,5.7,26.2
E00070637,49.8,14.8,35.3
E00070638,63.7,7.9,28.4
E00070639,57.6,8.5,33.9
E00070640,58.9,14.5,26.6
E00070641,49.8,26.8,23.5
E00070642,51.8,9.7,38.5
E00070643,42.8,19.1,38.1
E00070644,62.5,10.5,26.9
E00070645,53.7,15.7,30.6
E00070646,63.2,17.1,19.7
E00070647,58.3,15.8,25.9
E00070648,53.7,7,39.3
E00070649,55.1,15.9,29
E00070650,49.8,8.5,41.7
E00070651,63.3,10.1,26.6
E00070722,79.5,7.2,13.3
E00070723,76.7,11.6,11.6
E00070743,87.7,5.1,7.2
E00070748,84.1,3.2,12.7
E00070751,78.6,0.8,20.6
E00070813,87,2.6,10.4
E00070814,80.7,1.5,17.8
E00070815,82.3,5.5,12.2
E00070816,79.8,2.1,18.1
E00070817,84.4,4.2,11.4
E00070818,81.5,1.6,16.9
E00070819,67.7,4.3,28.1
E00070841,78.6,3.8,17.6
E00070842,86.5,3.7,9.7
E00070843,79.3,4,16.8
E00070844,78.9,1.6,19.5
E00070845,83.5,4.4,12.1
E00070846,85.4,4.9,9.7
E00070847,84.2,3.8,11.9
E00070848,82.2,1.9,15.9
E00070849,64.1,1.7,34.3
E00070933,85.6,3,11.4
E00070934,72.1,3.6,24.3
E00070935,82.5,5.2,12.4
E00070936,83.1,4.4,12.5
E00070937,83.3,3.3,13.4
E00070938,88.6,1.6,9.8
E00070939,80.9,1.5,17.6
E00070940,81.4,3.4,15.1
E00070941,89.2,1.6,9.2
E00070942,87.7,2.2,10.1
E00070957,80.6,4,15.4
E00070958,76.3,3.4,20.3
E00070959,82.2,1.2,16.6
E00070960,82.7,2.3,15
E00070961,85.4,3,11.6
E00070962,80.3,1.7,18
E00070963,72.8,1.4,25.7
E00070964,78.7,0.3,21
E00070965,87.2,2.1,10.8
E00070966,74.3,3.8,21.9
E00070967,83,0,17
E00070968,80.1,7.6,12.3
E00070980,85.8,2.2,12
E00070981,84.9,4.2,10.8
E00070982,78.5,1.8,19.6
E00070983,70.8,2.4,26.8
E00070984,85.9,1.9,12.1
E00070985,80.1,2.3,17.7
E00070986,88.5,2.7,8.8
E00070987,81.6,1.2,17.2
E00070988,88.6,3.9,7.5
E00070989,89.8,0.3,9.9
E00070990,83.2,3.2,13.6
E00070991,86.4,1.7,11.9
E00070992,86.5,1.8,11.7
E00070993,80.2,5.8,14
E00070994,81.3,2.5,16.2
E00070995,80.4,4.8,14.8
E00070996,86.3,1,12.7
E00070997,83.6,2.1,14.3
E00070998,77.5,4.4,18.1
E00070999,84.6,1.9,13.6
E00071001,78.5,2.6,18.8
E00071002,63,4.7,32.3
E00071003,74.9,10,15.1
E00071004,80.4,3.1,16.5
E00071005,77.8,2.7,19.6
E00071006,68.3,3.2,28.5
E00071007,78.2,0,21.8
E00071008,77,3.7,19.3
E00071009,74.3,12.3,13.4
E00071011,70.5,15.7,13.8
E00071012,78.7,8.5,12.8
E00071013,76.7,7,16.3
E00071014,80.5,6.2,13.3
E00071015,76.8,3.9,19.3
E00071016,80.7,0.4,18.9
E00071017,83.5,2.9,13.7
E00071018,78.2,3.3,18.5
E00071019,52.3,10.6,37
E00071020,80.6,2.5,16.9
E00071021,89.3,3.7,7
E00071022,82.5,0.8,16.7
E00071023,61.5,10.2,28.3
E00071024,56.8,18.4,24.8
E00071025,57.9,5.8,36.3
E00071026,69.5,15.6,14.9
E00071027,59.2,18.3,22.5
E00071028,79.2,4.2,16.6
E00071029,63.8,11.6,24.6
E00071030,51.7,9.1,39.1
E00071031,74.3,3.6,22.1
E00071032,67.4,12.3,20.4
E00071033,75,5.8,19.2
E00071034,86.9,1.2,11.8
E00071035,85,1.1,13.9
E00071036,68.8,11.5,19.8
E00071037,73.4,10.5,16
E00071038,67.2,10.6,22.3
E00071039,76.7,5.1,18.2
E00071040,76.7,8.6,14.7
E00071041,72.4,6.4,21.3
E00071042,75.7,8.2,16.1
E00071044,70.8,7.8,21.4
E00071045,75.2,7.9,16.9
E00071046,65.1,19.1,15.8
E00071047,48.1,16.3,35.6
E00071048,50.4,15.7,33.9
E00071049,54.2,13.1,32.7
E00071050,61.3,12,26.6
E00071051,50.8,19,30.2
E00071052,71.3,10.5,18.2
E00071053,73.4,4.6,22
E00071054,68.4,13.7,18
E00071055,53.9,14.2,31.9
E00071056,56.9,13.9,29.2
E00071057,69.1,4.1,26.8
E00071058,63.3,8.7,28
E00071059,57.2,10.5,32.2
E00071060,79.2,7.6,13.2
E00071061,77,5.2,17.7
E00071062,58.7,8.3,33
E00071063,74.5,6,19.5
E00071064,70.3,2.7,27
E00071065,54.4,10.8,34.7
E00071067,64.3,8.5,27.1
E00071068,51.6,10.3,38.1
E00071069,66.8,7.1,26.1
E00071070,56.8,3.2,40
E00071072,60.4,8.1,31.6
E00071095,67.4,0.6,31.9
E00071096,82.1,2.1,15.8
E00071097,72.4,5.5,22.1
E00071098,84.3,0.7,15
E00071154,65.7,5.1,29.3
E00071155,75,12.8,12.2
E00071168,79.8,1.7,18.5
E00071169,82.9,4.7,12.4
E00071170,87,2.3,10.7
E00071171,89.8,3,7.2
E00071172,88.9,2,9
E00071173,81.5,7.9,10.7
E00071174,73.9,9.2,16.8
E00071175,85.2,0.3,14.5
E00071176,89.4,2.4,8.2
E00071195,83.2,1,15.8
E00071196,77.2,2,20.8
E00071205,62.7,4,33.3
E00071206,88.5,3.3,8.2
E00071207,79.2,5.3,15.5
E00113000,80.2,2.7,17.1
E00113018,76.2,3.5,20.2
E00113046,66.5,2.7,30.8
E00113110,84.6,0.6,14.8
E00113111,82.3,1.9,15.8
E00113112,79.4,1.1,19.5
E00113113,72.6,1.9,25.5
E00113114,66.7,5.2,28.1
E00113115,84.1,0.4,15.5
E00113118,76.2,0,23.8
E00113119,63.7,3.6,32.7
E00113120,81.4,0.8,17.7
E00113122,74.5,0.7,24.8
E00113123,77.8,0.9,21.3
E00113124,67.8,0.3,31.9
E00113125,62.4,0.8,36.9
E00113126,85.7,1.2,13.1
E00113150,78.9,1.5,19.6
E00113151,79.1,1.5,19.4
E00113152,83,0.2,16.8
E00113153,53.3,0.9,45.8
E00113154,73.4,0,26.6
E00113155,83.6,1.3,15.1
E00113156,74.7,1.5,23.8
E00113157,74.7,2.4,22.9
E00113158,62.5,2.9,34.6
E00113159,78.2,0.7,21.1
E00113160,79,3,18
E00113161,79.1,1.7,19.2
E00113162,81.1,2.2,16.7
E00168505,72.8,12,15.2
E00168522,77.3,16.8,5.9
E00168524,87,4.1,8.9
E00168525,72.4,10.5,17
E00168527,75.7,9.1,15.2
E00168528,68.3,10.8,21
E00168530,85.1,6.1,8.8
E00168531,88.8,6.5,4.7
E00187156,82.5,0.7,16.8
E00187157,77.1,2.8,20.1
E00187184,59.5,11.5,29
E00187241,68.9,3.7,27.4
E00187285,75.2,5.7,19.1
E00187294,50.2,31.2,18.6
E00187314,67.7,1.8,30.5
E00187315,59.6,26.9,13.5
W00008169,88.5,0.6,11
