geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00070609,96.8,2.8,0.4
E00070610,96.7,1.2,2
E00070611,97.7,0.5,1.8
E00070612,97,0.4,2.6
E00070613,94.6,0.3,5.1
E00070615,95.7,2,2.3
E00070616,96.6,1.9,1.5
E00070620,79.6,0.4,20
E00070622,94.9,0.9,4.2
E00070623,95.3,1.1,3.7
E00070624,80.7,1.7,17.6
E00070625,92.3,1.5,6.3
E00070626,84.3,1.7,13.9
E00070627,79.2,2.1,18.8
E00070628,83.3,2.5,14.2
E00070629,82.8,0.4,16.9
E00070630,95.2,1,3.7
E00070631,93.1,0.5,6.3
E00070632,83.5,1.2,15.4
E00070633,86.9,1.5,11.6
E00070634,79.6,2.3,18.1
E00070635,95.2,0,4.8
E00070636,94.9,1.4,3.7
E00070637,82.3,2.5,15.2
E00070638,91.1,1.4,7.5
E00070639,91.5,1.1,7.3
E00070640,85.3,3.8,10.9
E00070641,73.2,2.1,24.7
E00070642,90.3,1.9,7.8
E00070643,84,1.7,14.3
E00070644,87.9,1.6,10.6
E00070645,80.1,2.5,17.4
E00070646,85.1,1.5,13.4
E00070647,84.2,0,15.8
E00070648,91.7,0.6,7.6
E00070649,82.8,2.5,14.7
E00070650,89.3,1.6,9.1
E00070651,89.5,0.3,10.1
E00070722,92,1.9,6.1
E00070723,81.5,1.1,17.5
E00070743,96.4,0,3.6
E00070748,96,0.8,3.2
E00070751,94.2,1.6,4.3
E00070813,94.3,2.1,3.6
E00070814,96,2.2,1.8
E00070815,93.7,2,4.3
E00070816,98.4,0,1.6
E00070817,95,1.5,3.5
E00070818,97.1,1.1,1.8
E00070819,94.9,0.4,4.7
E00070841,91,1.5,7.5
E00070842,95.1,0,4.9
E00070843,91.5,2.3,6.3
E00070844,95.8,0.3,3.9
E00070845,95.3,0.3,4.4
E00070846,91.3,2.4,6.3
E00070847,93.8,1.9,4.3
E00070848,97.3,0.4,2.3
E00070849,97.2,1.1,1.7
E00070933,95.7,0,4.3
E00070934,95,1.1,3.9
E00070935,91.7,1.7,6.6
E00070936,92.8,0.3,6.9
E00070937,94.6,1.5,3.9
E00070938,96.1,1.4,2.5
E00070939,93.8,2.5,3.7
E00070940,96.1,0.5,3.5
E00070941,98.4,0,1.6
E00070942,93.4,2.5,4.1
E00070957,91.3,2,6.8
E00070958,96.9,0.9,2.2
E00070959,99.4,0,0.6
E00070960,93.3,5.2,1.5
E00070961,93.4,2.3,4.3
E00070962,96.6,1.1,2.3
E00070963,95.3,1.4,3.2
E00070964,98.4,0,1.6
E00070965,95.1,2.8,2.1
E00070966,93.6,2.1,4.3
E00070967,98.8,0,1.2
E00070968,92.4,0,7.6
E00070980,97.5,1.2,1.2
E00070981,94.1,2,3.9
E00070982,97.2,1.5,1.2
E00070983,97,0.8,2.2
E00070984,96.5,2.9,0.6
E00070985,97.7,0,2.3
E00070986,95.8,1.2,3
E00070987,97.6,0.9,1.5
E00070988,94.8,1.6,3.6
E00070989,96.6,1.6,1.9
E00070990,93,3.4,3.6
E00070991,95.4,2.4,2.2
E00070992,96.5,1.8,1.8
E00070993,95.2,0.3,4.5
E00070994,92.1,4.1,3.7
E00070995,93.8,1.8,4.4
E00070996,95.7,2.3,2
E00070997,96,0,4
E00070998,94,1.5,4.5
E00070999,98.4,0.5,1.1
E00071001,96.1,1.8,2.1
E00071002,94.4,0,5.6
E00071003,87,1.8,11.2
E00071004,96.9,0,3.1
E00071005,96.9,0.9,2.2
E00071006,97.7,0.7,1.6
E00071007,98.3,1.7,0
E00071008,95.2,0.8,4.1
E00071009,83.1,1.1,15.7
E00071011,81.9,2.6,15.5
E00071012,91,0.8,8.2
E00071013,93.7,0.7,5.6
E00071014,91.3,2.1,6.6
E00071015,94.9,2.4,2.8
E00071016,98,0.4,1.6
E00071017,95.9,1.9,2.2
E00071018,96,0.3,3.6
E00071019,88.9,0.4,10.6
E00071020,97.9,0,2.1
