geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00070609,90.9,9.1
E00070610,96.8,3.2
E00070611,92.6,7.4
E00070612,94.5,5.5
E00070613,93.7,6.3
E00070615,95.4,4.6
E00070616,94,6
E00070620,71.8,28.2
E00070622,93,7
E00070623,92.3,7.7
E00070624,73.6,26.4
E00070625,91.2,8.8
E00070626,76.2,23.8
E00070627,79.5,20.5
E00070628,80.8,19.2
E00070629,80.8,19.2
E00070630,94.6,5.4
E00070631,89.3,10.7
E00070632,81.6,18.4
E00070633,90.1,9.9
E00070634,81.7,18.3
E00070635,93,7
E00070636,94,6
E00070637,83.7,16.3
E00070638,91.5,8.5
E00070639,90.4,9.6
E00070640,83.4,16.6
E00070641,76.5,23.5
E00070642,88.7,11.3
E00070643,80.2,19.8
E00070644,86.6,13.4
E00070645,80.1,19.9
E00070646,80.3,19.7
E00070647,81.3,18.7
E00070648,91.2,8.8
E00070649,81.1,18.9
E00070650,88.4,11.6
E00070651,89.1,10.9
E00070722,86.9,13.1
E00070723,83.2,16.8
E00070743,91.3,8.7
E00070748,90.5,9.5
E00070751,94.6,5.4
E00070813,93.8,6.2
E00070814,96.7,3.3
E00070815,90,10
E00070816,93.2,6.8
E00070817,92.6,7.4
E00070818,95.3,4.7
E00070819,92.8,7.2
E00070841,91.5,8.5
E00070842,94.3,5.7
E00070843,91.2,8.8
E00070844,96.2,3.8
E00070845,90.9,9.1
E00070846,89.9,10.1
E00070847,92.1,7.9
E00070848,96.5,3.5
E00070849,95.6,4.4
E00070933,93.3,6.7
E00070934,92.5,7.5
E00070935,90.7,9.3
E00070936,94.6,5.4
E00070937,93.6,6.4
E00070938,96.3,3.7
E00070939,94.1,5.9
E00070940,93.1,6.9
E00070941,95.6,4.4
E00070942,92.1,7.9
E00070957,91.8,8.2
E00070958,91.4,8.6
E00070959,94.5,5.5
E00070960,94,6
E00070961,93,7
E00070962,97.1,2.9
E00070963,94.9,5.1
E00070964,96.8,3.2
E00070965,94.4,5.6
E00070966,90.8,9.2
E00070967,96,4
E00070968,88.7,11.3
E00070980,94.2,5.8
E00070981,93.8,6.2
E00070982,96.3,3.7
E00070983,95.6,4.4
E00070984,93.9,6.1
E00070985,96.3,3.7
E00070986,93.1,6.9
E00070987,96,4
E00070988,93.3,6.7
E00070989,97.5,2.5
E00070990,95.2,4.8
E00070991,93.7,6.3
E00070992,96.1,3.9
E00070993,92.9,7.1
E00070994,93.8,6.3
E00070995,91.5,8.5
E00070996,93.7,6.3
E00070997,93.6,6.4
E00070998,92.6,7.4
E00070999,96.8,3.2
E00071001,93,7
E00071002,93.1,6.9
E00071003,88,12
E00071004,94.9,5.1
E00071005,95.1,4.9
E00071006,97.9,2.1
E00071007,99.1,0.9
E00071008,94,6
E00071009,85.8,14.2
E00071011,77.7,22.3
E00071012,90.8,9.2
E00071013,88.5,11.5
E00071014,91.7,8.3
E00071015,93.5,6.5
E00071016,97.2,2.8
E00071017,95.6,4.4
E00071018,94.7,5.3
E00071019,89.8,10.2
E00071020,95.4,4.6
E00071021,94.1,5.9
E00071022,98.5,1.5
E00071023,89.2,10.8
E00071024,83.7,16.3
E00071025,92.5,7.5
E00071026,80.3,19.7
E00071027,80.9,19.1
E00071028,93.8,6.2
E00071029,84.1,15.9
E00071030,88.6,11.4
E00071031,94.7,5.3
E00071032,82.1,17.9
E00071033,93.8,6.2
E00071034,95,5
E00071035,96.6,3.4
E00071036,86.5,13.5
E00071037,87.9,12.1
E00071038,88.9,11.1
E00071039,92.7,7.3
E00071040,87.3,12.7
E00071041,91.2,8.8
E00071042,80.2,19.8
E00071044,91.6,8.4
E00071045,87.3,12.7
E00071046,81.3,18.7
E00071047,80.6,19.4
E00071048,81.1,18.9
E00071049,86.9,13.1
E00071050,87.7,12.3
E00071051,74.9,25.1
E00071052,87.4,12.6
E00071053,94.2,5.8
E00071054,85.2,14.8
E00071055,84.7,15.3
E00071056,84.6,15.4
E00071057,93.4,6.6
E00071058,88.6,11.4
E00071059,88.5,11.5
E00071060,91.7,8.3
E00071061,93.2,6.8
E00071062,89.8,10.2
E00071063,92,8
E00071064,95.3,4.7
E00071065,90.3,9.7
E00071067,89.5,10.5
E00071068,85.3,14.7
E00071069,92.1,7.9
E00071070,90.2,9.8
E00071072,91.9,8.1
E00071095,97.5,2.5
E00071096,96.2,3.8
E00071097,93.2,6.8
E00071098,97.3,2.7
E00071154,92.5,7.5
E00071155,83.7,16.3
E00071168,98.3,1.7
E00071169,93.2,6.8
E00071170,93.2,6.8
E00071171,91.7,8.3
E00071172,95.9,4.1
E00071173,88,12
E00071174,86.6,13.4
E00071175,94.4,5.6
E00071176,93.3,6.7
E00071195,97.4,2.6
E00071196,96,4
E00071205,94.1,5.9
E00071206,95,5
E00071207,91.4,8.6
E00113000,90.5,9.5
E00113018,93.7,6.3
E00113046,95,5
E00113110,97.6,2.4
E00113111,96.5,3.5
E00113112,96.6,3.4
E00113113,96.2,3.8
E00113114,94.8,5.2
E00113115,98.9,1.1
E00113118,94.4,5.6
E00113119,96.4,3.6
E00113120,97.9,2.1
E00113122,97.3,2.7
E00113123,98.1,1.9
E00113124,98.4,1.6
E00113125,98.4,1.6
E00113126,94.7,5.3
E00113150,96.4,3.6
E00113151,95.9,4.1
E00113152,98.7,1.3
E00113153,97.9,2.1
E00113154,98.1,1.9
E00113155,97,3
E00113156,95.6,4.4
E00113157,95.2,4.8
E00113158,94.2,5.8
E00113159,97.5,2.5
E00113160,95.8,4.2
E00113161,95.7,4.3
E00113162,95.3,4.7
E00168505,84.3,15.7
E00168522,84.1,15.9
E00168524,88.9,11.1
E00168525,85.9,14.1
E00168527,90.8,9.2
E00168528,84.9,15.1
E00168530,95.1,4.9
E00168531,93.1,6.9
E00187156,94.8,5.2
E00187157,94.7,5.3
E00187184,84.1,15.9
E00187241,94.2,5.8
E00187285,87.8,12.2
E00187294,68,32
E00187314,98.2,1.8
E00187315,64.5,35.5
W00008169,96.3,3.7
