areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00075206,100,0,0
E00075207,99.1,0.9,0
E00075208,96.6,2.8,0.6
E00075210,96.7,3.3,0
E00075211,98.2,1.8,0
E00075212,47.4,51.3,1.3
E00075213,98.4,1.6,0
E00075214,98.5,1.5,0
E00075217,91.7,8.3,0
E00112689,81.6,18.4,0
E00112690,85.2,14.8,0
E00112692,96.9,3.1,0
E00112694,96.6,1.1,2.3
E00112857,92.1,7.9,0
E00112858,96.7,3.3,0
E00112860,99.1,0.9,0
E00112927,100,0,0
E00112928,100,0,0
E00112930,92.9,7.1,0
E00112931,62.1,37.9,0
E00112932,99.2,0.8,0
E00112934,78.7,21.3,0
E00112935,76.6,23.4,0
E00112936,89.1,10.9,0
E00112937,53.4,46.6,0
E00112938,56.6,43.4,0
E00112939,98.2,1.8,0
E00112940,64.8,34.4,0.8
E00112941,91.4,8.6,0
E00112942,100,0,0
E00112944,72.2,27.8,0
E00112950,98.4,1.6,0
E00112990,95,4.3,0.7
E00113186,98.8,1.2,0
E00113187,85.6,14.4,0
E00113188,89.7,10.3,0
E00113190,91.7,8.3,0
E00113191,96.6,2.7,0.7
E00113192,96.5,1.4,2.1
E00113194,88.5,11.5,0
E00113255,99.1,0.9,0
E00113256,100,0,0
E00113257,100,0,0
E00113350,99.2,0.8,0
E00113351,94.7,5.3,0
E00113352,17,10.6,72.3
E00113353,93.2,6.8,0
E00113354,100,0,0
E00113355,96.7,3.3,0
E00113356,96.5,3.5,0
E00113357,100,0,0
E00113358,98.4,1.6,0
E00113359,99.2,0,0.8
E00113360,100,0,0
E00113361,99.2,0,0.8
E00113362,98.4,1.6,0
E00113363,78.7,21.3,0
E00113364,96.4,3.6,0
E00113365,62.1,37.9,0
E00113366,81.7,18.3,0
E00113367,99.2,0.8,0
E00113368,100,0,0
E00113369,100,0,0
E00113456,89.7,10.3,0
E00113457,68.1,31.9,0
E00113458,49.6,50.4,0
E00113459,95.5,4.5,0
E00113460,21.2,78.8,0
E00113461,100,0,0
E00113462,84.6,15.4,0
E00113463,49.6,50.4,0
E00113531,90.7,9.3,0
E00113534,81.7,18.3,0
E00113535,78.4,21.6,0
E00113536,71.5,28.5,0
E00113537,26.4,8.3,65.3
E00113538,94.2,1,4.9
E00113539,98.3,1.7,0
E00113540,97.1,2.9,0
E00113541,100,0,0
E00113542,100,0,0
E00113543,98.1,1.9,0
E00113544,99.1,0.9,0
E00113545,75.7,24.3,0
E00113546,99.3,0.7,0
E00113547,72.4,27.6,0
E00113548,89.8,10.2,0
E00113549,99.2,0.8,0
E00113550,99.5,0.5,0
E00113551,98.8,1.2,0
E00113552,100,0,0
E00113553,99.3,0.7,0
E00113554,94.2,5.8,0
E00113555,87,13,0
E00113556,99.4,0.6,0
E00113557,88.4,11.6,0
E00113560,81.4,18.6,0
E00113561,100,0,0
E00113562,100,0,0
E00113563,93.9,6.1,0
E00113564,98.1,1.9,0
E00113565,100,0,0
E00113566,100,0,0
E00113567,90.4,9.6,0
E00113568,72.9,26.3,0.8
E00113569,97.9,2.1,0
E00113570,90.1,9.9,0
E00113571,91.6,8.4,0
E00113572,94.7,5.3,0
E00113573,95.5,4.5,0
E00113579,100,0,0
E00113580,97.6,2.4,0
E00113582,93.8,5.5,0.8
E00113583,100,0,0
E00113584,96.9,3.1,0
E00113585,100,0,0
E00113586,93.6,6.4,0
E00113587,62.3,37.7,0
E00113588,79.7,20.3,0
