areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00075206,95.8,2.6,0,0,1.5
E00075207,93.6,3.9,1.1,0,1.4
E00075208,96.6,3.4,0,0,0
E00075210,96.2,3.1,0,0,0.7
E00075211,96.6,2.7,0.7,0,0
E00075212,94,2.4,3.6,0,0
E00075213,95.7,3.1,0.9,0.3,0
E00075214,94.9,3.8,0.3,0,1.1
E00075217,82.7,4.6,3.5,6.9,2.3
E00112689,92.6,5.9,1.2,0.3,0
E00112690,95.9,4.1,0,0,0
E00112692,91.4,7.5,0.3,0.6,0.3
E00112694,86.6,8.4,1.1,0.6,3.4
E00112857,79.2,13.6,2.4,3.2,1.6
E00112858,93.7,5.9,0,0,0.3
E00112860,87.3,6.5,1,2,3.3
E00112927,91.7,6.7,0.3,0.6,0.6
E00112928,95.1,3.7,0.4,0.7,0
E00112930,94.9,4.1,0,1,0
E00112931,83.9,6,3.9,3.5,2.8
E00112932,92,3.8,2.3,1.9,0
E00112934,96.6,3,0.4,0,0
E00112935,92.2,2.6,2.3,0.7,2.3
E00112936,92.5,5.1,1.1,0.2,1.1
E00112937,89.7,6.3,0.4,0.4,3.1
E00112938,82,10.3,2.6,4.6,0.5
E00112939,91.6,5.8,1.6,0.8,0.3
E00112940,90.8,4.2,1.3,1.7,2.1
E00112941,97.4,2.4,0.3,0,0
E00112942,91.9,4.7,0.3,1.9,1.3
E00112944,93.5,4.6,0.8,1,0
E00112950,92.9,5.4,0.9,0.7,0
E00112990,95.8,3.7,0,0.5,0
E00113186,96.1,3.3,0.3,0,0.3
E00113187,96.1,3.4,0.3,0.3,0
E00113188,93.7,4.8,1.2,0.3,0
E00113190,91,4.8,1.1,0.8,2.2
E00113191,96.2,3.1,0.8,0,0
E00113192,99.1,0.9,0,0,0
E00113194,97.6,1.8,0.6,0,0
E00113255,95.8,4.2,0,0,0
E00113256,93.4,5.7,0.8,0,0
E00113257,95.7,3.6,0.7,0,0
E00113350,93.3,5.8,0.9,0,0
E00113351,94.5,4.7,0.8,0,0
E00113352,90,10,0,0,0
E00113353,92.4,3.8,2.3,0.4,1.1
E00113354,96.1,3.5,0,0,0.4
E00113355,92.9,5.6,0.7,0.7,0
E00113356,92.7,4.6,2.1,0,0.6
E00113357,94.8,2.4,0.5,0,2.4
E00113358,91.9,7.7,0.4,0,0
E00113359,91.2,6.4,2,0.4,0
E00113360,90.9,6.4,0,1.9,0.8
E00113361,93.7,4.4,0.7,0,1.1
E00113362,96.6,0,1.5,1.9,0
E00113363,91.8,6.1,1.5,0.3,0.3
E00113364,91.4,7.4,0,0,1.2
E00113365,89.9,6.9,1.8,1.1,0.4
E00113366,93,4,2,1,0
E00113367,97.8,2.2,0,0,0
E00113368,89.7,7.9,2.2,0,0.3
E00113369,92.6,6.4,0.3,0.3,0.3
E00113456,92.3,6.2,0.4,1.2,0
E00113457,85.3,7.7,2.9,1.5,2.7
E00113458,86.4,8.3,2.3,2.3,0.8
E00113459,91.1,7.3,0.3,0.3,1
E00113460,82.1,10.8,6.4,0.8,0
E00113461,93,5.3,1.7,0,0
E00113462,91,4.9,3.5,0.7,0
E00113463,88,7.1,3.1,1.3,0.4
E00113531,89.6,5.8,2.9,1.1,0.7
E00113534,90.2,6.7,2.5,0,0.6
E00113535,87.5,5.9,2.8,3.1,0.7
E00113536,93.3,6.7,0,0,0
E00113537,96.5,3.5,0,0,0
E00113538,96.7,2.4,0.4,0.4,0
E00113539,94.5,5.5,0,0,0
E00113540,94.9,3.1,1.2,0.4,0.4
E00113541,91.9,3.8,3.2,1.2,0
E00113542,91.9,4.2,2.5,1.1,0.4
E00113543,92.9,2.9,0.8,3.3,0
E00113544,93.7,3.7,0.7,0,1.8
E00113545,81.9,6.2,5.8,4.6,1.5
E00113546,89.2,5.6,3.5,1.4,0.3
E00113547,87.7,5.9,3,2.1,1.3
E00113548,82.7,6.5,7.6,2.2,1.1
E00113549,88.6,7.7,1.6,1.2,0.8
E00113550,87.5,7.2,3.8,1.5,0
E00113551,93.2,5.7,0.2,0.5,0.5
E00113552,94.9,2.9,1.8,0.4,0
E00113553,92.4,5,0.8,1.8,0
E00113554,88.8,7.2,2.5,1.2,0.3
E00113555,89.8,6.3,3,1,0
E00113556,93.2,5.2,0.9,0.7,0
E00113557,92.9,4.1,1,1.7,0.3
E00113560,95,1.7,1.5,0,1.7
E00113561,96.2,2.7,1.1,0,0
E00113562,93.5,5.6,0.7,0,0.3
E00113563,93.1,4.3,1.6,0,1
E00113564,88.9,6.2,2.5,2.5,0
E00113565,95.1,3.7,0.9,0.3,0
E00113566,92.5,5.5,0.8,0.4,0.8
E00113567,90.8,6.2,2,0.7,0.3
E00113568,91.8,2.4,4.3,1.4,0
E00113569,88.5,8.8,2.2,0.4,0
E00113570,91,4,2.5,1.4,1.1
E00113571,96.6,3.4,0,0,0
E00113572,94.7,3.8,1.3,0.3,0
E00113573,91.5,4.5,2.7,1.1,0.2
E00113579,94.8,4.3,0.3,0,0.6
E00113580,93.8,5.2,0.3,0.3,0.3
E00113582,90.5,7.1,0.9,0,1.5
E00113583,92.4,5.2,1.2,0,1.2
E00113584,95.1,4.9,0,0,0
E00113585,92.8,5.3,1.1,0,0.8
E00113586,94.5,5.5,0,0,0
E00113587,93.8,4.3,1.6,0.4,0
E00113588,90.1,7,1.7,1.3,0
E00113589,94.3,4.5,0.2,0.9,0
E00113608,91.1,8,0.6,0,0.3
E00113609,92.9,6,0,1.1,0
E00113610,92.7,7,0.3,0,0
E00113611,90,7.6,1.8,0.3,0.3
E00113612,93.7,6,0.3,0,0
E00113613,91.7,6.3,1,0.7,0.3
E00113614,94.7,5.3,0,0,0
E00113617,93.9,5.1,0.3,0.7,0
E00113618,97.5,1.4,1.1,0,0
E00113620,94,3.6,1.9,0.2,0.4
E00113621,93.7,4.1,0.6,1.3,0.3
E00113623,92.1,6.4,0.9,0.6,0
E00113624,98.8,0.9,0,0.3,0
E00113626,96.9,2.5,0,0.6,0
E00113627,96.3,3.2,0.5,0,0
E00113630,96.4,3.3,0,0.3,0
E00113631,93.3,6,0.4,0,0.4
E00113632,93.1,5.1,0.3,1.3,0.3
E00113633,92.3,5.9,1.8,0,0
E00113634,90.5,7,1,1.6,0
E00113635,92.8,5.3,0.3,1.6,0
E00113636,92.8,4.8,1.2,1.2,0
E00113637,97.6,2,0.3,0,0
E00113638,94,3.8,0.6,0.9,0.6
E00113639,89.7,4.8,3.1,1.8,0.7
E00113640,95,5,0,0,0
E00113641,96,2.7,0.4,0.2,0.7
E00113642,91.9,5.2,2.2,0.2,0.5
E00113643,93.7,4.2,1.4,0.7,0
E00113644,93.2,5.1,1.3,0,0.4
E00113646,92.3,5.1,1,1.3,0.3
E00113647,94.1,5,0.8,0,0
E00113648,92.5,5.6,0.9,0.5,0.5
E00113649,94,5.3,0,0,0.7
E00113650,95.4,4.6,0,0,0
E00113651,96.8,2.9,0.3,0,0
E00113652,96.1,3.6,0,0.3,0
E00113653,96.6,2.7,0,0,0.7
E00113654,97.6,2.4,0,0,0
E00113655,93.7,4.3,1.3,0.7,0
E00113656,95.1,3.4,0.5,0,1
E00113657,92.7,3,2.4,1.9,0
E00113658,93.9,3.9,1.3,0.9,0
E00113659,94.9,4.6,0.5,0,0
E00113660,92.5,7.5,0,0,0
E00113661,96,2.2,1.1,0.7,0
E00113662,95.6,2.2,1.7,0,0.4
E00113663,97.5,2.2,0,0,0.4
E00113664,96.4,3.1,0,0.4,0
E00113665,98.7,1.3,0,0,0
E00113666,97.9,2.1,0,0,0
E00113667,97.5,1.9,0.3,0,0.3
E00113668,96.2,2.3,0.2,1.1,0.2
E00113669,95.4,2.6,0.9,0.9,0.3
E00113670,95.1,2.6,1,0.3,1
E00113671,97.1,2.3,0,0,0.6
E00113672,96,3.6,0,0,0.3
E00113673,96.7,3.3,0,0,0
E00113674,95.3,4.2,0.3,0.3,0
E00113675,96.3,2,0,1.4,0.3
E00113676,93.5,6.5,0,0,0
E00113677,94.3,4.7,0.3,0,0.6
E00113678,94.3,4.3,0.7,0.7,0
E00113679,96.6,2.7,0.3,0.3,0
E00113680,94.4,5,0,0.6,0
E00113681,95.4,3.2,0.9,0.5,0
E00113682,98.3,1.7,0,0,0
E00113683,93.9,4.6,1.2,0,0.3
E00113684,97.4,0.9,1.3,0.4,0
E00113685,95.4,4,0,0.3,0.3
E00113687,84.3,7.9,3.9,3.9,0
E00113688,89.1,8.7,2.2,0,0
E00113690,91.7,7.1,0.3,0.9,0
E00113691,91.4,4.3,3.7,0,0.6
E00113692,94.9,3.3,0,0.5,1.3
E00113693,95.6,2.9,0.3,0.3,0.9
E00113694,93.7,2.8,2.8,0.4,0.4
E00113695,98,1.1,0.3,0,0.6
E00113696,93.5,4.6,1.6,0,0.3
E00113697,93.7,5.2,0.7,0,0.4
E00113698,94,5.2,0.3,0.3,0.3
E00113699,93.1,5,1.3,0,0.6
E00113700,93.2,4.4,0.4,1.6,0.4
E00113701,94,5.8,0.2,0,0
E00113702,92.7,4.6,0.9,1.8,0
E00113703,96.8,2.6,0,0,0.6
E00113704,97.4,2.4,0.3,0,0
E00113705,95.4,4.2,0,0.5,0
E00113706,94.7,5,0.3,0,0
E00113707,96.2,3,0,0.4,0.4
