areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00075206,22.4,48.3,14.7,14.7
E00075207,20,36.4,20.9,22.7
E00075208,17.3,33.5,22.3,26.8
E00075210,26.4,38,13.2,22.3
E00075211,14.3,44.6,17.9,23.2
E00075212,31.2,36.4,15.6,16.9
E00075213,20.5,31.5,23.6,24.4
E00075214,15,36.1,20.3,28.6
E00075217,39.3,23,21.3,16.4
E00112689,21.1,40.1,17.6,21.1
E00112690,21.8,35.9,16.9,25.4
E00112692,26.4,48.4,10.1,15.1
E00112694,33.3,42.5,10.3,13.8
E00112857,30.6,50,9.7,9.7
E00112858,21.3,43.4,19.7,15.6
E00112860,22.6,39.1,13.9,24.3
E00112927,24,38,20.9,17.1
E00112928,19.5,48.7,13.3,18.6
E00112930,30.4,46.4,7.2,16
E00112931,52.1,29.4,9.2,9.2
E00112932,32.3,44.1,11,12.6
E00112934,37.4,34.1,11.4,17.1
E00112935,30.9,38.8,16.5,13.7
E00112936,25.7,45,13.4,15.8
E00112937,55.7,36.9,4.7,2.7
E00112938,43.9,43.9,9.6,2.6
E00112939,23.5,47,14.5,15.1
E00112940,40.7,42.3,8.1,8.9
E00112941,27.1,37.9,16.4,18.6
E00112942,18.3,47.3,13,21.4
E00112944,40.4,32.5,13.6,13.6
E00112950,22.5,46.2,17.6,13.7
E00112990,23.2,37.3,12.7,26.8
E00113186,45.7,26.8,12.8,14.6
E00113187,37.2,37.8,16.3,8.7
E00113188,34.4,41.6,11.7,12.3
E00113190,19.4,43.4,17.8,19.4
E00113191,23.8,51.7,10.2,14.3
E00113192,24.3,43.6,12.1,20
E00113194,25.2,36.6,15.4,22.8
E00113255,33.6,53.4,9.5,3.4
E00113256,19.4,41.9,11.8,26.9
E00113257,23.7,38.6,15.8,21.9
E00113350,34.7,47.5,12.7,5.1
E00113351,28,36,17.3,18.7
E00113352,66.7,28.1,1,4.2
E00113353,31.4,41.3,9.9,17.4
E00113354,29.5,53.5,8.5,8.5
E00113355,28.7,45.1,10.7,15.6
E00113356,26.2,37.2,19.3,17.2
E00113357,30.5,48.6,15.2,5.7
E00113358,35,44.7,9.8,10.6
E00113359,33.3,43.3,10.8,12.5
E00113360,25.9,38.4,14.3,21.4
E00113361,31.5,44.6,12.3,11.5
E00113362,34.1,38.1,11.9,15.9
E00113363,31,35.6,13.2,20.1
E00113364,24.8,32.1,22.6,20.4
E00113365,40.7,40,10.3,9
E00113366,20.5,40.2,18,21.3
E00113367,15.8,38.3,18.3,27.5
E00113368,22.2,34,21.5,22.2
E00113369,29.8,25.8,14.5,29.8
E00113456,26.4,34.6,17.6,21.4
E00113457,30.4,26.7,15.6,27.4
E00113458,39,25.4,15.3,20.3
E00113459,32.3,37.6,10.5,19.5
E00113460,20.6,34,20.6,24.7
E00113461,16.5,41.7,22.8,18.9
E00113462,33.1,29,16.1,21.8
E00113463,47.4,24.1,20.7,7.8
E00113531,30.5,29.7,21.2,18.6
E00113534,27.4,43.3,17.7,11.6
E00113535,16.5,45.2,19.1,19.1
E00113536,52.7,32.8,7.6,6.9
E00113537,49.3,48,2.7,0
E00113538,22.9,33.3,25.7,18.1
E00113539,31.4,33.1,19,16.5
E00113540,12.6,51.5,15.5,20.4
E00113541,20,36.2,18.5,25.4
E00113542,32.5,29.3,19.5,18.7
E00113543,28.6,38.1,18.1,15.2
E00113544,27,35.7,18.3,19.1
E00113545,23.3,32,24.3,20.4
E00113546,34.5,38.1,18.7,8.6
E00113547,54.8,24.4,13.3,7.4
E00113548,39.6,28.4,20.1,11.9
E00113549,42.7,35.5,6.5,15.3
E00113550,20.9,34.1,20.3,24.7
E00113551,9.9,44.4,17.3,28.4
E00113552,14.3,46.4,21.4,17.9
E00113553,16,38.7,18,27.3
E00113554,28.1,35.6,20,16.3
E00113555,38.6,32.4,13.8,15.2
E00113556,15,33.3,22.9,28.8
E00113557,29.5,38.6,15.2,16.7
E00113560,27.8,33.3,18.1,20.8
E00113561,15.4,38.5,24,22.1
E00113562,20.8,33.3,25.8,20
E00113563,14.8,41.7,19.1,24.3
E00113564,26.9,44.4,8.3,20.4
E00113565,28.1,40.5,17.4,14
E00113566,24.5,30.4,21.6,23.5
E00113567,29.2,37.2,13.9,19.7
E00113568,47.2,35.8,12.2,4.9
E00113569,30.9,30.9,15.5,22.7
E00113570,28.6,34.5,16,21
E00113571,47.3,38.2,6.9,7.6
E00113572,22,42.4,14.4,21.2
E00113573,24.2,37.1,17.4,21.3
E00113579,21,37.9,13.7,27.4
E00113580,24.8,36.8,16.8,21.6
E00113582,19,47.6,17.5,15.9
E00113583,25,36.4,15.2,23.5
E00113584,30,49.2,13.8,6.9
E00113585,42.9,34.6,10.5,12
E00113586,35.5,37.6,15.6,11.3
E00113587,36.9,36.9,13.1,13.1
E00113588,26.3,29.7,24.6,19.5
E00113589,17.9,35.9,17.9,28.2
E00113608,18.4,50.7,9.6,21.3
E00113609,30.8,39.2,12.3,17.7
E00113610,25.2,46.6,11.5,16.8
E00113611,16.9,46.3,13.2,23.5
E00113612,34.8,41.8,7.6,15.8
E00113613,25.4,38.5,18,18
E00113614,31.3,35.9,16.4,16.4
E00113617,40,29.7,16.6,13.8
E00113618,26.9,36.1,23.5,13.4
E00113620,26.3,40.1,18.5,15.1
E00113621,28.7,35.7,10.1,25.6
E00113623,23.4,44.5,13.3,18.8
E00113624,29.4,45.6,10,15
E00113626,23.4,45.5,19.5,11.7
E00113627,14.1,50,19.6,16.3
E00113630,26.8,43.6,15.6,14
E00113631,34.9,28.7,20.9,15.5
E00113632,21.7,41.6,16.1,20.5
E00113633,25.4,45.1,9.8,19.7
E00113634,24.4,48.1,8.9,18.5
E00113635,20.1,47,12.7,20.1
E00113636,28.7,40.9,14.8,15.7
E00113637,26.6,41.4,14.1,18
E00113638,23.1,32.2,22.3,22.3
E00113639,32.7,36.1,14.6,16.6
E00113640,24.6,38.1,15.9,21.4
E00113641,25.5,30.4,18,26.1
E00113642,25.3,36.7,18.1,19.9
E00113643,20.3,28.1,22.2,29.4
E00113644,35.4,33,14.8,16.7
E00113646,41.7,21.6,15.1,21.6
E00113647,17.9,25.2,27.6,29.3
E00113648,28.2,33.7,19.9,18.2
E00113649,25.4,48.6,11.6,14.5
E00113650,47.1,33.9,8.3,10.7
E00113651,28.4,37.8,16.2,17.6
E00113652,29.6,35.2,14.8,20.4
E00113653,36.4,32.6,8.3,22.7
E00113654,18.7,41,20.1,20.1
E00113655,37.2,44.1,9,9.7
E00113656,53.8,28.2,12,6
E00113657,25.2,37.1,16.6,21.2
E00113658,48.8,32.8,7.2,11.2
E00113659,37.7,39.6,11.3,11.3
E00113660,23.4,41.9,17.7,16.9
E00113661,34.8,37.9,15.2,12.1
E00113662,42.7,35,7.7,14.5
E00113663,26,44.9,18.9,10.2
E00113664,15.1,51.4,13.4,20.1
E00113665,21.9,45.3,12.5,20.3
E00113666,22,51.5,14.4,12.1
E00113667,24.5,41.7,13.9,19.9
E00113668,22.2,43.4,14.6,19.7
E00113669,30,36.7,12.7,20.7
E00113670,25.6,35.3,23.3,15.8
E00113671,34.9,34.9,14,16.3
E00113672,24.8,44.4,12.8,18
E00113673,37.1,41.1,14.5,7.3
E00113674,24,41.8,19.2,15.1
E00113675,25.2,42,15.3,17.6
E00113676,34.6,43.8,10.8,10.8
E00113677,23.2,49.3,16.2,11.3
E00113678,37,26.1,16,21
E00113679,38.6,35.7,11.4,14.3
E00113680,21.6,35.3,20.1,23
E00113681,43,36.8,9.6,10.5
E00113682,46.2,29.4,10.9,13.4
E00113683,18.8,37.2,19.3,24.7
E00113684,40.4,30.7,19.3,9.6
E00113685,32.7,37.1,13.8,16.4
E00113687,61.9,21.6,7.9,8.6
E00113688,40.6,38.3,7.2,13.9
E00113690,36.1,27.7,20,16.1
E00113691,29.1,34,14.2,22.7
E00113692,31.6,44.4,10.2,13.9
E00113693,31.8,34.4,17.5,16.2
E00113694,39.7,31.9,12.1,16.4
E00113695,14.2,30.7,24.4,30.7
E00113696,19.5,38.1,16.1,26.3
E00113697,26.1,38.3,15.7,20
E00113698,25.2,40.8,14.3,19.7
E00113699,17.2,47.7,10.9,24.2
E00113700,33,36.5,17.4,13
E00113701,22.2,49.5,16,12.4
E00113702,22.7,47.4,17.5,12.4
E00113703,21.7,34.8,21,22.5
E00113704,16.4,39.1,14.8,29.7
E00113705,28.7,48.5,8.9,13.9
E00113706,28.3,37,16.7,18.1
E00113707,40.9,34.1,14.4,10.6
E00113708,28.1,37.2,17.4,17.4
E00113709,25,41.3,14.4,19.2
E00113710,15.4,50.7,16.9,16.9
E00113711,37.2,39.7,12.8,10.3
E00113712,23.1,42.3,18.5,16.2
E00113713,16.7,48.9,14.5,19.9
E00113714,19.1,43.4,15.1,22.4
E00113715,21.5,43.5,10.2,24.9
E00113716,30.6,32.7,10.2,26.5
E00113717,9.7,54.9,15.9,19.5
E00113718,32,41.7,13.6,12.6
E00113719,22.9,44,13.8,19.3
E00113720,18.8,45.3,15.6,20.3
E00113721,22.1,50.7,8.1,19.1
E00113722,22.3,51.1,12.2,14.4
E00113723,34.2,35.8,14,16.1
E00113724,57.3,26.7,8.4,7.6
E00113725,27.1,31,19.4,22.6
E00113726,36.7,34.4,16.4,12.5
E00113727,35.9,30.5,13.5,20.2
E00113728,35.8,34.1,17.9,12.2
E00113729,26.1,47.9,13.4,12.6
E00113730,24.2,45.3,16.4,14.1
E00113731,39,31.4,17.8,11.9
E00113732,24,26.4,23.1,26.4
E00113733,19.3,37.8,21,21.8
E00113734,16.5,30.7,20.5,32.3
E00113735,30.5,30.5,22,16.9
E00113737,18.6,45.7,19.4,16.3
E00113738,50.7,28.1,10.6,10.6
E00113740,37.3,34.9,11.6,16.2
E00113741,21,43,16.7,19.4
E00113742,39.3,27.9,13.6,19.3
E00113743,18.3,45.7,14,22
E00113745,25.1,40.9,15.8,18.1
E00113746,15.2,42.9,17.9,24.1
E00113747,24,44,14.4,17.6
E00113748,31.7,35.9,12.4,20
E00113749,47.1,27.5,17.6,7.8
E00113750,62.3,15.8,10.5,11.4
E00113751,53.3,25.8,6.7,14.2
E00113752,24.2,40.9,9.8,25
E00113753,26,43.3,14.2,16.5
E00113754,20.2,38.6,18.4,22.8
