areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00075206,95.1,0,4.9,0
E00075207,92.4,0.4,5.8,1.4
E00075208,94.9,0,5.1,0
E00075210,92.5,0,7.5,0
E00075211,93.9,0,6.1,0
E00075212,95,0,5,0
E00075213,94,0,5.7,0.3
E00075214,91.9,0.3,7,0.8
E00075217,90.1,0.6,9.4,0
E00112689,96.9,0,2.8,0.3
E00112690,96.2,0,2.7,1.1
E00112692,92.5,0.6,6.6,0.3
E00112694,92.6,0,7.4,0
E00112857,89.6,3.2,7.2,0
E00112858,92.6,0,6.7,0.7
E00112860,86,0.3,11,2.7
E00112927,94.8,0.3,4.5,0.3
E00112928,85.8,0.4,13.9,0
E00112930,87.3,0,12,0.7
E00112931,82.5,0,13.7,3.9
E00112932,91.6,0,7.2,1.1
E00112934,92.4,0.4,6.8,0.4
E00112935,86.6,0,11.5,2
E00112936,91.7,0.2,8.1,0
E00112937,87.4,0,10.3,2.2
E00112938,82.7,0.5,13.2,3.6
E00112939,72.9,0,26.8,0.3
E00112940,74.3,2.1,20.7,3
E00112941,94.4,0,5,0.6
E00112942,92.7,0,7.3,0
E00112944,86.5,0,12.9,0.6
E00112950,90.2,0.2,9.1,0.5
E00112990,93.7,0,6.3,0
E00113186,96.4,0,3.3,0.3
E00113187,94.3,0,5.7,0
E00113188,92.1,0.3,6.7,0.9
E00113190,93.3,0,4.8,2
E00113191,90.7,0.3,9,0
E00113192,95.6,0.3,4.1,0
E00113194,91.9,0.3,7.8,0
E00113255,93.3,0,6.7,0
E00113256,92.1,0,7.5,0.4
E00113257,95.6,0,4.4,0
E00113350,91.9,0,8.1,0
E00113351,92.3,0,7.7,0
E00113352,95.6,0,4.4,0
E00113353,95.1,0,4.2,0.8
E00113354,96.9,0,3.1,0
E00113355,95.5,0,4.5,0
E00113356,95.1,0,3.7,1.2
E00113357,91.5,0,8.5,0
E00113358,92.7,0,6.5,0.8
E00113359,95.1,0,4.9,0
E00113360,95.8,0,3.4,0.8
E00113361,93.3,0.4,6.3,0
E00113362,94.7,0,5.3,0
E00113363,88.3,0,11.5,0.3
E00113364,94.6,0,4.5,0.9
E00113365,89.1,0,10.9,0
E00113366,90.6,0,9.4,0
E00113367,93.4,0.6,6,0
E00113368,92.6,0,6.8,0.5
E00113369,93.8,0,5.9,0.3
E00113456,95.2,0.2,4.6,0
E00113457,86.7,0,11.5,1.8
E00113458,90.1,0,9.5,0.4
E00113459,92,0,7.6,0.3
E00113460,91.5,0.4,8.1,0
E00113461,95,0.3,4.6,0
E00113462,93.3,0.7,6,0
E00113463,90.6,0,9.4,0
E00113531,91.5,0.4,8.1,0
E00113534,91.8,0,8.2,0
E00113535,90.9,0.3,8.7,0
E00113536,95,0,5,0
E00113537,94.8,0,5.2,0
E00113538,94.8,0.8,4,0.4
E00113539,95.1,0,4.9,0
E00113540,95.6,0,4,0.4
E00113541,91.5,0.3,8.2,0
E00113542,97.5,0.4,2.1,0
E00113543,92.3,2.1,5.5,0
E00113544,95.9,0,4.1,0
E00113545,84.1,0,15.5,0.4
E00113546,93.7,0,5.9,0.3
E00113547,83.3,0,15.4,1.3
