areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00034366,10.1,40.5,49.4
E00035156,8.9,57,34.2
E00035157,12,60.1,27.8
E00035158,7.7,81.7,10.6
E00035159,11,70.6,18.3
E00035160,12.1,65.7,22.2
E00035161,6.4,71.8,21.8
E00035162,13.7,61.8,24.4
E00035163,8.4,66.5,25.1
E00035164,8.8,73.6,17.6
E00035165,9.4,71.9,18.8
E00035166,6.3,82.3,11.4
E00035167,9.1,70,20.9
E00035168,10.4,70.8,18.8
E00035169,10.4,77.1,12.5
E00035170,13,66,21
E00035171,8.3,74.3,17.4
E00035172,8.4,72,19.6
E00035173,10.8,68.8,20.4
E00035174,13.3,70.8,15.9
E00035175,9.3,71,19.6
E00035176,7.4,68.6,24
E00035177,9.5,77.9,12.6
E00035178,9.4,75,15.6
E00035179,4.3,83.3,12.4
E00035180,9.2,70.6,20.2
E00035181,5.4,75.9,18.8
E00035182,12,74.4,13.7
E00035183,4.6,75.5,19.9
E00035184,9.8,74.4,15.9
E00035185,18,54.1,27.9
E00035186,1.8,72.5,25.7
E00035187,9.9,78,12.1
E00035188,15.7,65.3,19
E00035189,6.7,66.7,26.7
E00035190,20.4,64.1,15.5
E00035191,13,67.5,19.5
E00035192,13.9,63,23.1
E00035193,5.6,80.6,13.8
E00035242,8.8,72.5,18.6
E00035243,10.6,69.2,20.2
E00035244,16.5,56.9,26.6
E00035245,11.7,57.7,30.6
E00035246,10.6,68.1,21.2
E00035247,15.2,71.4,13.4
E00035248,12.9,74.3,12.9
E00035249,8.4,54.5,37.1
E00035250,21.4,58.1,20.5
E00035251,9.8,75.6,14.6
E00035252,4.9,68.9,26.1
E00035253,23,58.1,18.9
E00035254,12,61.1,26.9
E00035256,7.9,58.4,33.7
E00035258,7.3,56.9,35.8
E00035259,10.1,58.2,31.6
E00035261,10.5,75.8,13.7
E00035262,14.3,48.6,37.1
E00035263,14.4,55.7,29.9
E00035264,7.8,59.8,32.4
E00035265,12.1,42.1,45.8
E00035266,16,63.9,20.2
E00035267,18.8,56.3,25
E00035268,13,72.8,14.1
E00035269,2.3,76.6,21.1
E00035270,14.4,62.2,23.3
E00035271,9.2,54,36.8
E00035272,17.6,52.9,29.4
E00035273,6.4,70.2,23.4
E00035274,7.2,71,21.7
E00035275,7.2,73.6,19.2
E00035276,15.3,68.4,16.3
E00035277,21.8,55.6,22.6
E00035278,21.1,51.6,27.4
E00035279,9.4,75.5,15.1
E00035280,24.1,26.5,49.4
E00035281,18.8,55.1,26.1
E00035282,16.2,66.2,17.6
E00035283,6,56,38.1
E00035284,10.3,58.8,30.9
E00035291,12.2,61.2,26.5
E00035301,16.6,47.4,36
E00035305,14.3,52.4,33.3
E00035311,6,50.4,43.6
E00035314,13.7,36.3,50
E00035315,8.2,46.6,45.2
E00035373,10.1,69.7,20.2
E00035374,8.3,61.7,30
E00035375,8.2,53.6,38.2
E00035376,12.9,59.1,28
E00035377,12.4,55.8,31.9
E00035378,11.6,64.3,24.1
E00035380,9.7,60.2,30.1
E00035381,14.9,62.1,23
E00035382,7,66.7,26.3
E00035385,12,62,25.9
E00035386,11.3,64.3,24.3
E00035387,14.1,58.7,27.2
E00035388,14.2,52.8,33
E00035389,7.8,57.3,35
E00035390,11.8,64.7,23.5
E00035391,3.7,67.6,28.7
E00035392,12.3,51.9,35.8
E00035394,11.1,68.1,20.7
E00035395,9,40.2,50.8
E00035396,15.6,58.2,26.2
E00035397,2.2,62.7,35.1
E00035398,9.6,58.7,31.7
E00035399,7.1,62.6,30.3
E00035400,10.7,59.2,30.1
E00035401,11.1,66.7,22.2
E00035402,7.2,73,19.8
E00035404,17.5,50.9,31.6
E00035405,9.6,56.1,34.2
E00035406,12.7,48,39.2
E00035407,6.6,53.8,39.6
E00035408,15.2,50.5,34.3
E00035409,10.6,52.9,36.5
E00035410,16,46.8,37.2
E00035411,10.8,54.1,35.1
E00035412,6.6,58.5,34.9
E00035413,10,70,20
E00035414,7.7,69.2,23.1
E00035501,18.3,45.2,36.5
E00035502,21.1,56.9,22
E00035503,7.1,45.2,47.7
E00035504,10.8,52.9,36.3
E00035505,16.3,47.8,35.9
E00035506,7.5,40.8,51.7
E00035507,8.8,41.3,50
E00035508,13.6,60.2,26.2
E00035509,9.3,48.8,41.9
E00035510,10.7,45.6,43.7
E00035511,13,56.5,30.4
E00035512,10.5,47.7,41.9
E00035513,6.6,59.2,34.2
E00035514,11,57,32
E00035515,2.7,50.5,46.8
E00035520,4.6,42,53.4
E00035521,5.8,56.1,38.1
E00035523,11.6,50,38.4
E00035524,19.6,44.6,35.9
E00035525,14.1,59.2,26.8
E00035526,26.5,50.6,22.9
E00035527,13.3,33.3,53.3
E00035528,6.2,64.4,29.5
E00035529,9.2,50.5,40.4
E00035530,14.7,56,29.3
E00035531,11.5,53.8,34.6
E00035532,7.1,51.3,41.6
E00035533,13.4,40.2,46.3
E00035534,6.7,65.2,28.1
E00035535,8,54.5,37.5
E00035536,11.9,58.3,29.8
E00035537,6.4,58.7,34.9
E00035538,10.5,52.4,37.1
E00035539,9,47.7,43.2
E00035540,20.9,39.1,40
E00035541,11.1,55.6,33.3
E00035542,18.2,42.4,39.4
E00035543,10.9,41.3,47.8
E00035544,9.6,61.5,28.8
E00035545,11.6,47.7,40.6
E00035546,8.3,63.6,28.1
E00035548,10.1,64.9,25
E00035549,6.6,59.2,34.2
E00035550,16.9,53.2,29.9
E00035552,11.5,63.5,25
E00035553,10.3,61.5,28.2
E00035554,7.7,64.5,27.9
E00035555,11.3,57.4,31.3
E00035556,10.3,53.4,36.2
E00035559,10.3,62.9,26.8
E00035563,12,54.3,33.7
E00035564,16.2,47.5,36.4
E00035565,12.2,48.9,38.9
E00035568,17.6,51,31.4
E00035572,11.5,49.6,38.9
E00035573,19.4,47.6,33
E00035574,14.9,51.5,33.7
E00035575,5.7,60.2,34.1
E00035576,14.1,44.4,41.4
E00035581,15,56.6,28.3
E00035583,6.3,69.8,23.8
E00035584,14.8,49.1,36.1
E00035585,9.7,59,31.3
E00035586,11.6,68.6,19.8
E00035587,9.4,53.9,36.7
E00035588,12.6,71.7,15.7
E00035589,11.3,59.8,28.9
E00035590,3.6,47.7,48.6
E00035591,12.8,43.6,43.6
E00035592,6.4,60,33.6
E00035593,6.7,73.3,20
E00035594,8.1,63.4,28.5
E00035595,12.6,47.1,40.2
E00035596,15.7,65.7,18.6
E00035597,4.1,59.6,36.3
E00035598,10.4,61.5,28.1
E00035599,12.3,59.3,28.4
E00035600,9.4,58.7,31.9
E00035601,7,54.3,38.8
E00035602,6.5,53.9,39.6
E00035603,9.1,78.8,12.1
E00035604,12.4,66.9,20.7
E00035605,5.4,79.8,14.9
E00035606,5,80,15
E00035607,6.3,72.6,21.1
E00035608,10,75,15
E00035609,9.4,79.2,11.3
E00035610,10.7,74.3,15
E00035611,13.8,70.6,15.6
E00035612,5.6,80.6,13.9
E00035613,11.4,78.8,9.8
E00035614,6.7,79.8,13.4
E00035615,10.6,75,14.4
E00035616,8.8,75.4,15.8
E00035617,12.8,80,7.2
E00035618,5.9,81.5,12.6
E00035619,13.1,73.1,13.8
E00035620,9.8,70.5,19.7
E00035621,8.5,80,11.5
E00035698,10.7,54.7,34.7
E00035699,10.1,62.2,27.7
E00035700,5.7,75.6,18.7
E00035701,5,79.3,15.7
E00035702,12.6,74.8,12.6
E00035703,8.8,82.3,8.8
E00035704,8.1,74,17.9
E00035705,13.9,65.3,20.8
E00035706,4.8,72.1,23.1
E00035876,13.2,61.3,25.5
E00035877,15.7,67,17.4
E00035885,10.2,61.1,28.7
E00035892,5.5,69.9,24.5
E00035893,9.9,59.5,30.6
E00035895,14,59.3,26.7
E00035896,9.8,56.3,33.9
E00035898,11.7,55.3,33
E00035972,10.4,59.7,29.9
E00035973,12.5,63.5,24
E00035974,13.4,60.8,25.8
E00035975,8.5,69.5,22
E00035976,13.6,70.9,15.5
E00035977,16.7,60.8,22.5
E00035978,12.4,69.1,18.6
E00035979,9.9,63.4,26.7
E00035980,10.8,70.3,18.9
E00035981,12.2,58.5,29.3
E00035982,6.6,72.2,21.2
E00035983,9.2,58.6,32.2
E00035984,11.1,68.9,20
E00035985,12.9,74.2,12.9
E00035986,18.4,56.1,25.5
E00035987,12.9,69.4,17.6
E00035988,6.8,75,18.2
E00035989,12,73,15
E00035990,9.8,71.4,18.8
E00035991,11.9,64.3,23.8
E00035992,8.2,60.3,31.5
E00035993,13.9,66.7,19.4
E00035994,12.3,64.4,23.3
E00035995,8,66.7,25.3
E00035996,15.6,62.5,21.9
E00035997,10.4,66,23.6
E00035998,9.8,69.3,20.9
E00035999,12.8,65.1,22.1
E00036000,8.7,63.5,27.8
E00036001,8.6,62.9,28.4
E00036002,17.6,54.6,27.7
E00036003,12.5,73.1,14.4
