areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00034366,55.8,35,7.4,1.8
E00035156,26.7,47.5,17.8,7.9
E00035157,4.3,35.3,42.4,18
E00035158,5.7,35,45.7,13.6
E00035159,3.2,27,53.2,16.7
E00035160,15.9,41.3,23.8,19
E00035161,53.6,23.2,21,2.2
E00035162,11.9,52.8,27.7,7.5
E00035163,6.8,36.5,39.2,17.6
E00035164,7,41.7,39.1,12.2
E00035165,7.6,27.7,45.4,19.3
E00035166,8.1,62.2,23.6,6.1
E00035167,8.6,28.4,45.7,17.2
E00035168,10.2,39.5,38.8,11.6
E00035169,22.5,55.9,16.2,5.4
E00035170,9.4,50,30.6,10
E00035171,4.9,41,45.1,9
E00035172,7.1,33.1,46.5,13.4
E00035173,7,42.2,36.7,14.1
E00035174,11.3,34.7,45.2,8.9
E00035175,33.1,47.5,18,1.4
E00035176,10.4,42.4,35.4,11.8
E00035177,36.1,41.8,14.8,7.4
E00035178,25.2,58.3,13.6,2.9
E00035179,30.1,49.1,15,5.8
E00035180,20.3,44.9,29.7,5.1
E00035181,36.1,31.9,25.2,6.7
E00035182,22.5,42.6,30.2,4.7
E00035183,29,49.7,18.6,2.8
E00035184,19.4,50,25,5.6
E00035185,34.8,42.2,18.6,4.3
E00035186,18.8,49.3,21.5,10.4
E00035187,14,48.6,31.8,5.6
E00035188,20.9,43.2,30.4,5.4
E00035189,32.8,45.9,18.9,2.5
E00035190,22.5,49.6,24,3.9
E00035191,17.1,50.4,29.9,2.6
E00035192,9.1,47.3,32.7,10.9
E00035193,21.4,43.4,24.1,11
E00035242,27.1,51.2,19.4,2.3
E00035243,19.3,36.3,28.9,15.6
E00035244,50.7,36.2,11.6,1.4
E00035245,38.9,43,14,4.1
E00035246,41.7,46.4,9.9,2
E00035247,43.9,40,11,5.2
E00035248,25.7,45.9,21.1,7.3
E00035249,45.5,41,12.2,1.3
E00035250,51.3,36.7,9.3,2.7
E00035251,13.2,51.8,22.8,12.3
E00035252,46.6,37.3,14,2.1
E00035253,33.1,56.1,8.1,2.7
E00035254,37.3,49.3,12,1.3
E00035256,51.4,40.5,8.1,0
E00035258,64.8,28.3,6.2,0.7
E00035259,48.9,30.9,13.8,6.4
E00035261,37,49.4,12.3,1.2
E00035262,27.7,50.9,13.4,8
E00035263,45.6,36,14,4.4
E00035264,61,30.1,8.9,0
E00035265,36.4,54.3,9.3,0
