areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00034366,3.1,54.3,42.6
E00035156,6.9,40.6,52.5
E00035157,7.2,20.1,72.7
E00035158,8.1,17.8,74.1
E00035159,1.6,14.2,84.3
E00035160,10.3,37.3,52.4
E00035161,2.2,57.6,40.3
E00035162,2.5,26.9,70.6
E00035163,4.6,21.9,73.5
E00035164,3.5,16.5,80
E00035165,2.5,17.2,80.3
E00035166,3.4,39.2,57.4
E00035167,0.9,16.2,82.9
E00035168,4.9,24.5,70.6
E00035169,0.9,58.2,40.9
E00035170,8.9,27.2,63.9
E00035171,6.5,19.4,74.2
E00035172,6.4,20.8,72.8
E00035173,4.8,22.4,72.8
E00035174,6.4,16,77.6
E00035175,2.9,40.7,56.4
E00035176,4.9,27.3,67.8
E00035177,3.3,57.7,39
E00035178,0.9,40.6,58.5
E00035179,4.1,50,45.9
E00035180,1.7,44.8,53.4
E00035181,5,48.7,46.2
E00035182,2.3,45,52.7
E00035183,3.4,51.7,44.8
E00035184,8.7,34.1,57.1
E00035185,8.8,41.3,50
E00035186,6.8,23.8,69.4
E00035187,7.5,32.7,59.8
E00035188,4.1,24.5,71.4
E00035189,3.3,35.8,60.8
E00035190,6.2,36.9,56.9
E00035191,4.3,30.8,65
E00035192,11.7,21.6,66.7
E00035193,1.4,44.4,54.2
E00035242,6.2,27.9,65.9
E00035243,9,20.3,70.7
E00035244,2.9,58,39.1
E00035245,6.3,41.4,52.4
E00035246,3.3,68.6,28.1
E00035247,9.6,48.4,42
E00035248,7.3,44,48.6
E00035249,8.3,56.1,35.7
E00035250,6,54.3,39.7
E00035251,1.7,18.3,80
E00035252,6.4,67.5,26.1
E00035253,4.7,60.4,34.9
E00035254,3.3,52.6,44.1
E00035256,5.4,41.1,53.6
E00035258,1.4,61,37.7
E00035259,1.1,49.5,49.5
E00035261,3.7,57.9,38.4
E00035262,9,22.5,68.5
E00035263,5.3,41.2,53.5
E00035264,3.3,51.2,45.5
E00035265,4.6,36.6,58.8
E00035266,5.8,23.7,70.5
E00035267,4.7,27.4,67.9
E00035268,6.9,36.2,56.9
E00035269,0,49.7,50.3
E00035270,5.8,11.5,82.7
E00035271,6.3,62.5,31.3
E00035272,6.9,35.6,57.4
E00035273,6.5,40.7,52.8
E00035274,11.5,44.3,44.3
E00035275,2.4,64.3,33.3
E00035276,6.8,27.2,66
E00035277,4.4,47.1,48.5
E00035278,5.5,46.2,48.3
E00035279,2.6,25,72.4
E00035280,15.4,55.1,29.5
E00035281,5.1,37.2,57.7
E00035282,5.6,43.5,50.9
E00035283,5.9,23.8,70.3
E00035284,5.5,37.4,57.1
E00035291,5.1,42,52.9
E00035301,14.2,37.4,48.4
E00035305,7.5,27.1,65.4
E00035311,6.8,47.7,45.5
E00035314,4.6,43.8,51.6
E00035315,8.9,37,54.1
E00035373,2.3,33.1,64.6
E00035374,4,28.8,67.2
E00035375,5.6,47.2,47.2
E00035376,2.5,19.5,78
E00035377,6.8,21.2,72
E00035378,6,29.9,64.2
E00035380,7.3,39.1,53.6
E00035381,6.7,15,78.3
E00035382,4.8,27,68.3
E00035385,9.2,28.4,62.4
E00035386,7.3,31.5,61.3
E00035387,2.8,20.4,76.9
E00035388,2.1,28,69.9
E00035389,4.7,27.3,68
E00035390,10,17.5,72.5
E00035391,0.8,66.9,32.2
E00035392,7,39.1,53.9
E00035394,4.3,29.7,65.9
E00035395,3.6,18.2,78.1
E00035396,1.8,25.8,72.4
E00035397,0,88.2,11.8
E00035398,6.9,41.4,51.7
E00035399,0.8,64.8,34.4
E00035400,3.8,46.6,49.6
E00035401,3.9,29.5,66.7
E00035402,4.4,27.7,67.9
E00035404,3.1,46.6,50.4
E00035405,6.4,28.6,65
E00035406,5,39.6,55.4
E00035407,4.2,31.3,64.6
E00035408,6.2,34.6,59.2
E00035409,3.8,50.9,45.3
E00035410,3.4,47.9,48.7
E00035411,7.8,34.1,58.1
E00035412,5.8,31.4,62.8
E00035413,3.8,51.3,44.9
E00035414,1.8,27.7,70.5
E00035501,15.2,34.1,50.8
E00035502,29,25,46
E00035503,3.2,50.3,46.5
E00035504,3.1,35.9,61.1
E00035505,10.4,45.2,44.3
E00035506,0,42.3,57.7
E00035507,4.1,68,27.9
E00035508,6,47.8,46.3
E00035509,12,37.6,50.4
E00035510,12.4,41.6,46
E00035511,5.4,42.3,52.3
E00035512,6.9,49.5,43.6
E00035513,4.3,43.6,52.1
E00035514,2.6,57.1,40.4
E00035515,3.2,41.3,55.6
E00035520,8.1,29,62.9
E00035521,5.6,72.2,22.2
E00035523,11.7,32,56.3
E00035524,8.5,53.4,38.1
E00035525,7.1,45.5,47.5
E00035526,11.1,32.5,56.4
E00035527,4.1,41.2,54.6
E00035528,6.1,55.8,38.1
E00035529,3.2,35.5,61.3
E00035530,6.2,36.6,57.2
E00035531,4.4,36.5,59.1
E00035532,1.5,54.2,44.3
E00035533,2.5,33.6,63.9
E00035534,2.6,43,54.4
E00035535,3.2,44.4,52.4
E00035536,7.3,49.1,43.6
E00035537,7.3,39.8,52.8
E00035538,2.2,31.9,65.9
E00035539,7.6,28.8,63.6
E00035540,7.3,41.7,51
E00035541,6.7,46.3,47
E00035542,5.3,38.1,56.6
E00035543,8,41.1,50.9
E00035544,0,51.4,48.6
E00035545,10.4,25.2,64.3
E00035546,2.8,57,40.1
E00035548,5,33,61.9
E00035549,3.9,41.7,54.4
E00035550,7.1,28.6,64.3
E00035552,4.4,25.4,70.2
E00035553,4.1,31.1,64.8
E00035554,0.4,36.8,62.8
E00035555,4.9,31.7,63.4
E00035556,3.1,39.4,57.5
E00035559,2.3,53,44.7
E00035563,5.6,24,70.4
E00035564,5.4,44.2,50.4
E00035565,4,47.2,48.8
E00035568,6.2,29.2,64.6
E00035572,2.6,39,58.4
E00035573,4,49.7,46.4
E00035574,5.4,40.3,54.3
E00035575,7.6,27.8,64.6
E00035576,3.3,44.3,52.5
E00035581,2.3,18.9,78.8
E00035583,4.1,23.1,72.8
E00035584,7.7,17,75.3
E00035585,3.6,42.4,53.9
E00035586,2.9,23.2,73.9
E00035587,4.6,29.4,66
E00035588,5.3,45,49.7
E00035589,2.5,40,57.5
E00035590,4.5,24.5,70.9
E00035591,4.6,31.2,64.2
E00035592,10.1,34.9,55
E00035593,4.6,23.8,71.5
E00035594,6.4,35.2,58.4
E00035595,3.5,38.3,58.3
E00035596,6.7,36,57.3
E00035597,2.2,46,51.8
E00035598,4.3,27.8,67.8
E00035599,4.7,36.4,58.9
E00035600,6.9,44.1,49
E00035601,5.5,43,51.6
E00035602,2.4,45.7,52
E00035603,4.7,18.8,76.6
E00035604,5.1,22.8,72.1
E00035605,8.3,21.8,69.9
E00035606,0.7,31.4,67.9
E00035607,2.5,40.3,57.1
E00035608,3.2,15.2,81.6
E00035609,6.7,17.5,75.8
E00035610,5.7,22,72.3
E00035611,4.8,49.6,45.6
E00035612,2.8,27.8,69.4
E00035613,3.5,16.1,80.4
E00035614,3.1,25.2,71.7
E00035615,0.8,22.3,76.9
E00035616,1.5,17.6,80.9
E00035617,3.1,23.8,73.1
E00035618,3.1,44.2,52.7
E00035619,2.9,26.5,70.6
E00035620,7.8,14.7,77.5
E00035621,1.6,27,71.4
E00035698,3.6,23.6,72.7
E00035699,4.4,28.9,66.7
E00035700,5.2,40,54.8
E00035701,3.8,47.4,48.9
E00035702,2.3,20.5,77.3
E00035703,5.3,13.6,81.1
E00035704,6.1,22.2,71.7
E00035705,3.7,20.7,75.6
E00035706,4.6,16.9,78.5
E00035876,3.8,30.5,65.7
E00035877,7.4,25.5,67
E00035885,5.2,30.6,64.2
E00035892,1.2,58.4,40.4
E00035893,0.8,33.1,66.1
E00035895,2.5,48.4,49.2
E00035896,8.2,28.7,63.1
E00035898,4.7,33.6,61.7
E00035972,3.6,29.3,67.1
E00035973,5.1,18.2,76.6
E00035974,5.3,21.4,73.3
E00035975,3.7,60.7,35.6
E00035976,4.7,14.2,81.1
E00035977,5.6,22.2,72.2
E00035978,8.8,13.3,77.9
E00035979,5.6,22.2,72.2
E00035980,2.9,23.6,73.6
E00035981,1.9,36.4,61.7
E00035982,2.3,21.2,76.5
E00035983,3.8,15.1,81.1
E00035984,2.3,32.8,64.9
E00035985,1.9,30.5,67.6
E00035986,3.3,17.4,79.3
E00035987,3.4,22.2,74.4
E00035988,2.6,25,72.4
E00035989,7,30.8,62.2
E00035990,3.2,16.7,80.2
E00035991,8.8,25.7,65.5
E00035992,3.8,8.5,87.7
E00035993,2.8,17.4,79.8
E00035994,6.8,24.8,68.4
E00035995,10.2,29.6,60.2
E00035996,5.1,23.1,71.8
E00035997,4.2,22.4,73.4
E00035998,2.5,41.4,56.2
E00035999,2.7,38.4,58.9
E00036000,2.4,61.8,35.8
E00036001,5.6,27.8,66.7
E00036002,3.8,15.4,80.8
E00036003,3.4,21,75.6
E00036004,3.3,25.2,71.5
E00036005,4.9,43.4,51.6
E00036006,6,25.6,68.4
E00036007,3.4,36.2,60.3
E00036008,2,29.3,68.7
E00036009,1.7,25,73.3
E00036630,4.7,38.2,57.1
E00036636,1.7,61.1,37.1
E00036637,0,63,37
E00036638,7.6,52.3,40.2
E00036639,4,59.7,36.3
E00036644,1.8,58.7,39.4
E00036645,0,64.1,35.9
E00036646,5.5,63.4,31
E00036647,5,46.8,48.2
E00036648,7,50.5,42.5
E00036649,4.4,70.4,25.2
E00036650,4.7,43.2,52
E00036651,4.3,49.6,46.1
E00036652,1.5,73.3,25.2
E00170482,2.9,59,38.2
E00170487,3.1,30.2,66.7
E00170488,1.9,17.8,80.4
E00170489,4.4,53.8,41.8
E00170490,4.6,28.7,66.7
E00170491,4.6,24.8,70.6
E00170493,2.1,23.2,74.6
E00170494,10.9,21.7,67.4
E00176985,4.9,47.5,47.5
E00176986,3.1,39.2,57.6
E00176991,10.2,39.8,50
E00176993,0,86,14
E00176994,4.1,17.6,78.4
E00176996,4.4,13.2,82.5
E00177004,3,23.9,73.1
E00177007,4,35.8,60.1
E00177018,2.6,71.5,25.8
E00177022,2.7,50.7,46.6
E00177026,0,50,50
E00177027,3.1,62.9,34
