areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00034366,54.6,16.6,11,17.8
E00035156,40.6,31.7,19.8,7.9
E00035157,20.1,39.6,14.4,25.9
E00035158,19,25.5,24.1,31.4
E00035159,13.2,40.5,25.6,20.7
E00035160,37.3,31.7,14.3,16.7
E00035161,58,22.5,8,11.6
E00035162,27,38.4,10.7,23.9
E00035163,21.7,42.8,18.4,17.1
E00035164,15.8,32.5,19.3,32.5
E00035165,17.6,40.3,18.5,23.5
E00035166,39.2,42.6,12.8,5.4
E00035167,15.5,37.9,20.7,25.9
E00035168,23.8,49,13.6,13.6
E00035169,58.2,33.6,6.4,1.8
E00035170,27.2,32.9,21.5,18.4
E00035171,19.5,33.3,17.1,30.1
E00035172,20.9,41.9,11.6,25.6
E00035173,22.1,28.2,19.1,30.5
E00035174,14.4,32,18.4,35.2
E00035175,39.6,36.7,11.5,12.2
E00035176,27.7,35.5,9.9,27
E00035177,58.2,22.1,9,10.7
E00035178,40.6,35.8,15.1,8.5
E00035179,49.7,33.5,7.5,9.2
E00035180,44.4,37.6,9.4,8.5
E00035181,49.2,19.5,15.3,16.1
E00035182,46.4,31.2,5.6,16.8
E00035183,51.7,35.9,6.2,6.2
E00035184,34.1,32.5,14.3,19
E00035185,41.1,28.8,15.3,14.7
E00035186,24.3,30.6,20.1,25
E00035187,33,42.5,10.4,14.2
E00035188,23,37.8,23,16.2
E00035189,35.5,31.4,22.3,10.7
E00035190,36.9,28.5,15.4,19.2
E00035191,31.1,35.3,18.5,15.1
E00035192,20,32.7,18.2,29.1
E00035193,43.4,37.8,9.8,9.1
E00035242,27.3,43.9,12.9,15.9
E00035243,18.5,35.6,17.8,28.1
E00035244,58.8,21.3,11,8.8
E00035245,40.8,29.8,17.8,11.5
E00035246,70.5,21.5,4.7,3.4
E00035247,49.4,19.5,14.3,16.9
E00035248,43.6,30.9,10.9,14.5
E00035249,55.6,23.5,10.5,10.5
E00035250,53.9,19.7,16.4,9.9
E00035251,18.4,36,24.6,21.1
E00035252,67.5,17.9,6.4,8.1
E00035253,60.8,27.7,6.8,4.7
E00035254,54.1,34.5,6.1,5.4
E00035256,41.8,26.4,21.8,10
E00035258,60.7,20,11,8.3
E00035259,48.9,30.4,7.6,13
E00035261,57.6,21.2,12.1,9.1
E00035262,23.9,22.9,24.8,28.4
E00035263,41.2,23.7,16.7,18.4
E00035264,50.8,30.6,8.9,9.7
E00035265,37.8,33.1,15.7,13.4
E00035266,23.7,33.8,19.4,23
E00035267,27.4,33,23.6,16
E00035268,37.2,33.6,13.3,15.9
E00035269,49.4,34.9,7,8.7
E00035270,11.7,38.8,25.2,24.3
E00035271,62.2,17.5,9.1,11.2
E00035272,36,31,12,21
E00035273,40.7,38.2,8.1,13
E00035274,43.4,21.3,19.7,15.6
E00035275,64.2,19.5,9.8,6.5
E00035276,26.5,38.2,19.6,15.7
E00035277,46.4,28.7,12.4,12.4
E00035278,46.2,30.3,6.9,16.6
E00035279,25,34.5,24.1,16.4
E00035280,55.3,18.4,5.3,21.1
E00035281,37.2,29.5,15.4,17.9
E00035282,43.5,24.1,14.8,17.6
E00035283,23.5,35.3,11.8,29.4
E00035284,37.4,33,8.8,20.9
E00035291,42.2,27.4,12.6,17.8
E00035301,37,22.7,14.3,26
E00035305,26.9,31.3,19.4,22.4
E00035311,47,25,11.4,16.7
E00035314,44.1,28.9,9.9,17.1
E00035315,37.4,14.4,22.3,25.9
E00035373,32.3,39.4,18.1,10.2
E00035374,28.6,44.4,15.1,11.9
E00035375,47.2,25.6,15.2,12
E00035376,19.5,32.2,14.4,33.9
E00035377,21.9,25,26.6,26.6
E00035378,29.6,38.5,17.8,14.1
E00035380,38.4,29.5,12.5,19.6
E00035381,16.9,39.5,21,22.6
E00035382,26.8,36.2,18.9,18.1
E00035385,27.3,32.7,16.4,23.6
E00035386,32.5,26,22,19.5
E00035387,20.2,34.9,20.2,24.8
E00035388,27.8,34,19.4,18.8
E00035389,28.2,39.5,19.4,12.9
E00035390,17.4,24,29.8,28.9
E00035391,66.4,19.3,9.2,5
E00035392,39,21.2,22,17.8
E00035394,29.7,35.7,16.2,18.4
E00035395,18.7,37.3,18.7,25.4
E00035396,26.1,40.1,19.4,14.4
E00035397,88.2,9.7,1.4,0.7
E00035398,38.8,24.1,12.9,24.1
E00035399,63.8,26,5.5,4.7
E00035400,45.9,21.1,16.5,16.5
E00035401,29.2,36.9,19.2,14.6
E00035402,27.7,31.4,25.5,15.3
E00035404,46.9,33.8,7.7,11.5
