geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00103353,3.9,34.3,36.3,25.5
E00116922,8.1,21.3,45,25.6
E00116927,5.8,22.1,40.1,32
E00116928,2.9,32.9,40,24.3
E00116930,4.4,30.8,42.9,22
E00163064,6,35,49,10
E00163065,11.4,40.5,33.8,14.3
E00163067,5.7,31.1,50.9,12.3
E00163068,5.4,48.1,31.8,14.7
E00163069,8.1,49.5,32.3,10.1
E00163073,36.3,40.7,17.6,5.5
E00163074,17.8,34.1,34.1,14
E00163075,28.9,36.7,22.7,11.7
E00163076,17.3,45.7,25.2,11.8
E00163077,22.1,37.7,27.3,13
E00163078,31.5,45.1,18.5,4.9
E00163079,15.7,40.2,32.3,11.8
E00163080,22.6,36.3,25,16.1
E00163081,31.6,37.7,21.1,9.6
E00163082,18.2,38.8,33.9,9.1
E00163083,12.1,40.9,33.3,13.6
E00163084,6.1,28.9,50.9,14
E00163085,24.5,40,22.7,12.7
E00163087,8.2,38.1,43.3,10.4
E00163088,19.2,36,32.8,12
E00163089,7.6,46.2,29,17.2
E00163090,21,43.4,26.6,9.1
E00163092,22.1,49.5,21.2,7.2
E00163093,20,43.3,28.3,8.3
E00163094,13.6,31.8,37.1,17.4
E00163095,29.9,40.2,22.8,7.1
E00163096,6.1,34.7,46.9,12.2
E00163097,41.3,44.6,8.3,5.8
E00163098,49.2,34.1,15.1,1.6
E00163099,36.4,43,17.4,3.3
E00163100,23.8,42.1,27,7.1
E00163101,14.3,42,33.6,10.1
E00163102,8.1,45,29.7,17.1
E00163105,5,46.3,38.8,9.9
E00163106,19.7,47.2,24.4,8.7
E00163107,21.2,49.2,20.3,9.3
E00163108,24.4,39.8,28.5,7.3
E00163109,14,42.1,34.2,9.6
E00163110,20.5,50,22.3,7.1
E00163111,21.8,47.9,25.2,5
E00163112,24.8,37.2,27.3,10.7
E00163113,29,43.5,24.6,2.9
E00163114,33.1,34.6,22.8,9.6
E00163115,6.3,42.9,38.9,11.9
E00163116,32.8,36.7,24.2,6.3
E00163117,29.7,33.9,30.5,5.9
E00163118,30.3,45.9,18.3,5.5
E00163119,30.2,44.4,21.4,4
E00163120,20.5,35.9,33.3,10.3
E00163121,3.2,36.8,45.6,14.4
E00163122,8.8,40,37.6,13.6
E00163123,26.9,35.4,28.5,9.2
E00163124,26.9,44.8,21.6,6.7
E00163125,11.4,41.4,35.7,11.4
E00163127,5.5,34.7,44.3,15.5
E00163143,2.8,30.2,43.4,23.6
E00163144,12.8,45.3,23.3,18.6
E00163145,1,30.3,39.4,29.3
E00163146,3.7,31.3,41.1,23.9
E00163147,3.3,38.5,46.7,11.5
E00163148,6.3,31.6,37.9,24.2
E00163149,15.5,19.6,43.3,21.6
E00163150,4.6,32,42.5,20.9
E00163157,7.4,20.4,53.7,18.5
E00163160,8.6,35.1,43.7,12.6
E00163161,8.7,37.3,37.3,16.8
E00163164,12.3,41.5,32.3,13.8
E00163197,20.7,37.3,29,13
E00163198,8,28.6,40.2,23.2
E00163199,5.3,29.8,31.9,33
E00163200,9.8,25.6,29.3,35.4
E00163201,10.1,44.2,37,8.7
E00163202,4.6,32.1,39.7,23.7
E00163203,14.5,38.2,29.1,18.2
E00163204,24.8,43.8,27.3,4.1
E00163205,41.7,43.5,11.3,3.6
E00163206,34.4,51.6,10.8,3.2
E00163207,23.2,43.9,27.7,5.2
E00163208,37.8,44.4,16.3,1.5
E00163209,8.1,35.1,42.3,14.4
E00163210,16.5,38.8,34,10.7
E00163211,26.1,46.8,20.7,6.3
E00163212,20.5,55,23.2,1.3
E00163213,18.5,40,26.2,15.4
E00163214,17.9,47.2,30.9,4.1
E00163215,9.2,48.5,31.5,10.8
E00163216,33.6,40,19.1,7.3
E00163217,19.7,42.3,29.9,8
E00163218,23.3,48.8,22.5,5.4
E00163219,59.5,26.7,10.3,3.4
E00163222,15.4,36.5,30.8,17.3
E00163223,14.1,34.1,35.3,16.5
E00163224,3.7,28.1,46.7,21.5
E00163226,3.2,31,39.4,26.5
E00163228,11.6,40.6,34.8,13
E00163229,3.4,29.9,41,25.6
E00163230,8.7,55.7,28.7,7
E00163231,12.2,43.1,33.3,11.4
E00163232,15.2,41.1,33.9,9.8
E00163233,11,49.2,32.2,7.6
E00163234,10.5,45.1,28.6,15.8
E00163235,11.5,55.4,23.8,9.2
