geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00103353,93.6,5,0.9,0.5,0
E00116922,92.6,4.7,1.1,1.6,0
E00116927,93,6.1,0,0,1
E00116928,85.2,11.3,0,2.8,0.7
E00116930,91.8,3.2,2.7,2.3,0
E00163064,91.3,6.5,1.1,0,1.1
E00163065,90,6.3,0.6,0.8,2.2
E00163067,91.2,6.1,1.9,0.8,0
E00163068,87.4,9.4,1.9,1,0.3
E00163069,90.1,7.4,1.7,0,0.8
E00163073,89.9,10.1,0,0,0
E00163074,93.8,5.8,0.3,0,0
E00163075,91.6,7.7,0.7,0,0
E00163076,89.6,10,0.4,0,0
E00163077,91.2,7.2,0.6,0,1.1
E00163078,90.7,5.1,3.3,0,0.9
E00163079,86.6,11.9,1.1,0.4,0
E00163080,92,4.5,1.8,0.9,0.9
E00163081,89.8,8.4,1.5,0,0.4
E00163082,87.6,6.6,2.7,2.3,0.8
E00163083,95.1,4.9,0,0,0
E00163084,89.2,8.8,0.7,0.7,0.7
E00163085,91.3,5.8,1.8,1.1,0
E00163087,91,7.7,0.6,0.3,0.3
E00163088,86.5,9.4,0.9,1.3,1.9
E00163089,89.3,6.8,1.5,1.2,1.2
E00163090,92.1,5.7,1.1,1.1,0
E00163092,89.9,5.4,0.9,2.9,0.9
E00163093,91.1,7.3,0.8,0,0.8
E00163094,81.7,14,2.7,1.7,0
E00163095,90.7,6.8,1.4,1.1,0
E00163096,94.9,3.5,1.2,0,0.4
E00163097,86.1,11.6,0.4,0.4,1.6
E00163098,88,7.9,1,0.7,2.4
E00163099,88.4,7.7,2.5,0.4,1.1
E00163100,91.2,5.3,2.2,0.9,0.3
E00163101,94.4,4.1,0.7,0,0.7
E00163102,93.8,4.9,0.3,0.6,0.3
E00163105,87.6,7.1,3,1.1,1.1
E00163106,94.1,3.1,0.7,1.7,0.3
E00163107,88,8.6,2.1,1.2,0
E00163108,91.2,4.7,1.6,0,2.5
E00163109,92.2,6.2,0,1.6,0
E00163110,90.7,6.1,0.3,2.2,0.6
E00163111,91.8,6,2.3,0,0
E00163112,98.1,1.3,0.6,0,0
E00163113,89.6,3.5,3.2,1.1,2.7
E00163114,89.7,7.3,1.8,1.2,0
E00163115,86.7,8.4,1.7,2.1,1
E00163116,89.5,7,1.2,1.9,0.4
E00163117,91.2,7,0.4,1.3,0
E00163118,92.3,4.5,0,2.3,0.9
E00163119,85.9,11.8,1.9,0,0.4
E00163120,93,3.9,2.3,0.4,0.4
E00163121,90.7,8.3,1,0,0
E00163122,90.6,8.1,1,0.3,0
E00163123,92.2,4.1,0.7,2.4,0.7
E00163124,88.4,9.8,0.9,0.6,0.3
E00163125,91.5,5.9,1.5,1,0
E00163127,89,7.5,1.7,1.2,0.7
E00163143,91.5,7.3,0.8,0.4,0
E00163144,95.9,3.2,0.5,0.5,0
E00163145,89.9,8,2.1,0,0
E00163146,90.9,8.5,0.6,0,0
E00163147,94.3,4.8,0.5,0.2,0.2
E00163148,89.1,7.6,0.4,2.1,0.8
E00163149,95.3,4.7,0,0,0
E00163150,91.5,5.4,1.6,0.5,0.9
E00163157,88.3,9.9,0.9,0,0.9
E00163160,94,4.4,0.7,0.7,0.2
E00163161,96.2,3,0.5,0,0.3
E00163164,95.4,1.4,1.4,1.8,0
E00163197,70.6,5.3,1.3,4.2,18.6
E00163198,90.2,7.4,2.5,0,0
E00163199,91.7,6,1.4,0,0.9
E00163200,88,9,0.5,0.5,2
E00163201,91.1,4.9,0.2,1.8,2
E00163202,90.9,6.3,0.6,0.6,1.6
E00163203,91.6,7.1,0.4,0,0.8
E00163204,80.3,8.6,5.7,1.4,3.9
E00163205,78.4,8.6,5,6.6,1.3
E00163206,80.4,7.3,2.6,3.2,6.4
E00163207,87.1,9.2,0.6,1.4,1.7
E00163208,66,15.2,6,7.2,5.6
E00163209,93.3,5.4,0,1.3,0
E00163210,93.5,2.4,2,2,0
E00163211,91.5,3.9,0,1.8,2.8
E00163212,85.5,5.7,2.3,4.8,1.7
E00163213,93.8,4.6,0,0.6,0.9
E00163214,84.9,8.8,2.5,0.8,2.9
E00163215,87.3,9.5,0.8,0,2.4
E00163216,91.7,5.3,1.5,1.5,0
E00163217,81.7,10,3.3,1.3,3.7
E00163218,85.3,7.4,2.8,2.8,1.8
E00163219,86.1,6.4,2.4,2.4,2.8
E00163222,95.6,4.4,0,0,0
E00163223,87.6,7.5,3.2,1.1,0.5
E00163224,90.9,8.4,0.3,0,0.3
E00163226,94.7,3.8,1.2,0,0.2
E00163228,91.3,6.5,1.4,0,0.7
