geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00103353,99,0,1
E00116922,99.4,0.6,0
E00116927,95.9,2.3,1.8
E00116928,100,0,0
E00116930,97.8,2.2,0
E00163064,93.9,6.1,0
E00163065,96.7,2.9,0.5
E00163067,100,0,0
E00163068,92.2,7.8,0
E00163069,98,2,0
E00163073,51.7,48.3,0
E00163074,84.8,15.2,0
E00163075,89.8,9.4,0.8
E00163076,100,0,0
E00163077,77.9,0,22.1
E00163078,83.9,0,16.1
E00163079,92.1,7.9,0
E00163080,100,0,0
E00163081,66.7,33.3,0
E00163082,73.6,26.4,0
E00163083,73.5,0,26.5
E00163084,100,0,0
E00163085,98.2,1.8,0
E00163087,98.5,0.7,0.7
E00163088,66.4,32.8,0.8
E00163089,88.6,11.4,0
E00163090,88.7,10.6,0.7
E00163092,64.6,35.4,0
E00163093,100,0,0
E00163094,98.5,0.8,0.8
E00163095,49.6,50.4,0
E00163096,100,0,0
E00163097,52.5,47.5,0
E00163098,40.2,59.8,0
E00163099,59.5,40.5,0
E00163100,98.4,1.6,0
E00163101,100,0,0
E00163102,100,0,0
E00163105,86.7,13.3,0
E00163106,90.4,9.6,0
E00163107,97.4,2.6,0
E00163108,89.3,9.9,0.8
E00163109,96.5,2.6,0.9
E00163110,99.1,0.9,0
E00163111,86.7,13.3,0
E00163112,93.5,6.5,0
E00163113,66.7,33.3,0
E00163114,61,39,0
E00163115,97.6,2.4,0
E00163116,64.1,35.2,0.8
E00163117,72.9,27.1,0
E00163118,49.5,50.5,0
E00163119,71.7,28.3,0
E00163120,81.4,18.6,0
E00163121,100,0,0
E00163122,100,0,0
E00163123,90.7,9.3,0
E00163124,77.6,22.4,0
E00163125,95,5,0
E00163127,100,0,0
E00163143,98.1,1.9,0
E00163144,100,0,0
E00163145,96,2,2
E00163146,100,0,0
E00163147,99.5,0.5,0
E00163148,95.8,4.2,0
E00163149,97.9,2.1,0
E00163150,95.4,3.9,0.7
E00163157,98.1,1.9,0
E00163160,91.5,8.5,0
E00163161,90.2,9.8,0
E00163164,96.2,3.8,0
E00163197,76.6,17.4,6
E00163198,100,0,0
E00163199,98.9,1.1,0
E00163200,95.1,2.5,2.5
E00163201,86.6,12,1.4
E00163202,98.5,1.5,0
E00163203,86.1,13.9,0
E00163204,79.2,20.8,0
E00163205,58.1,41.9,0
E00163206,51.6,48.4,0
E00163207,83.8,16.2,0
E00163208,39.3,60,0.7
E00163209,94.6,5.4,0
E00163210,77.7,22.3,0
E00163211,81.8,18.2,0
E00163212,90.2,9.8,0
E00163213,92.2,7.8,0
E00163214,85.4,14.6,0
E00163215,96.1,3.9,0
E00163216,61.3,38.7,0
E00163217,69.9,30.1,0
E00163218,74.2,25.8,0
E00163219,19.1,80.9,0
E00163222,100,0,0
E00163223,100,0,0
E00163224,97.8,2.2,0
E00163226,100,0,0
E00163228,88.4,11.6,0
E00163229,95.7,4.3,0
E00163230,94.9,5.1,0
E00163231,98.4,1.6,0
E00163232,77.7,22.3,0
E00163233,99.2,0.8,0
E00163234,97,3,0
E00163235,100,0,0
E00163236,92.6,7.4,0
E00163238,97.4,2.6,0
E00163239,70.4,29.6,0
E00163240,100,0,0
E00163241,96.7,3.3,0
E00163242,99.3,0.7,0
E00163243,68.1,31.9,0
E00163244,86,14,0
E00163245,72.8,27.2,0
E00163246,100,0,0
E00163247,78.2,21.8,0
E00163248,24.4,75.6,0
E00163249,58.1,41.9,0
E00163250,93.9,6.1,0
E00163251,96,4,0
E00163252,100,0,0
E00163253,98.4,1.6,0
E00163254,99.1,0.9,0
E00163263,86.1,13.9,0
E00163265,96.9,3.1,0
E00163266,100,0,0
E00163267,98.1,0,1.9
E00163268,98.8,1.2,0
E00163269,100,0,0
E00163270,100,0,0
E00163271,72.1,27.9,0
E00163272,98.3,0.8,0.8
E00163273,100,0,0
E00163274,99.1,0.9,0
E00163275,100,0,0
E00163276,99.4,0.6,0
E00163277,91.1,8.9,0
E00163278,98.5,1.5,0
E00163279,97.8,2.2,0
