areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00064578,51.5,10.4,20.8,17.3
E00064579,53.4,11.3,23.5,11.7
E00064580,55.5,4.7,35.2,4.7
E00064605,70.5,12.9,9.1,7.6
E00064608,67.9,11.4,8.6,12.1
E00064609,66.2,10.8,10.8,12.2
E00064610,62.1,11,16.9,9.9
E00064611,60.7,8.3,20.2,10.7
E00064612,48.6,5.8,36.4,9.2
E00064613,46.1,10.1,30.3,13.5
E00064614,59.8,12.8,18.8,8.5
E00064615,53,6.5,32.7,7.7
E00064815,60.3,7.1,24.1,8.5
E00064816,60,7.1,20.7,12.1
E00064818,61.1,5.6,7.4,25.9
E00064820,61.1,16.6,7,15.3
E00064822,53.6,24,7.3,15.1
E00064823,47.7,15.1,25,12.2
E00064824,62.2,7.6,19.8,10.5
E00064826,59.3,13.6,9.9,17.3
E00064853,59,8,22,11
E00064858,63.5,16.2,6.8,13.5
E00064859,76.9,9,2.6,11.5
E00064860,63.6,16.9,6.5,13
E00065733,21.2,36.4,20.5,21.9
E00065734,33.3,41,10.5,15.2
E00065735,21.5,45.5,17.8,15.2
E00065736,19.4,39.4,26.9,14.4
E00065737,31.3,47.3,12,9.3
E00065738,24.1,49.4,15.8,10.8
E00065994,17.3,40.4,25,17.3
E00065998,11.6,48.6,20.5,19.2
E00065999,18.1,53.9,15.5,12.4
E00066000,16,44.4,17.9,21.6
E00066001,17.8,48.1,17.1,17.1
E00066002,17.8,53.4,11,17.8
E00066003,19.7,49,20.4,10.8
E00066004,22.8,45.5,15.3,16.4
E00066005,22.3,36.6,24.1,17
E00066006,22.5,37.4,25.7,14.4
E00066007,17.8,46.5,24.8,10.9
E00066008,27.3,38.8,18,15.8
E00066009,19.5,38.9,27.4,14.2
E00066010,10.8,40,21.5,27.7
E00066011,17.6,41.7,17.6,23.1
E00066012,26.1,31.5,21.2,21.2
E00066013,24.5,39.6,23.6,12.3
E00066014,21.1,37.8,21.1,20
E00066020,6.6,40.6,35.8,17
E00066073,29.5,32.2,18.8,19.5
E00066074,42.3,30.8,16.7,10.3
E00066075,33.6,26.9,21,18.5
E00066076,37.3,28.8,16.1,17.8
E00066077,39.4,27.7,20.2,12.8
E00066078,31.6,32.9,20.4,15.1
E00066080,32.8,30.5,26.7,9.9
E00066081,41,22.2,22.2,14.5
E00066082,28.7,39.8,14.8,16.7
E00066083,38.5,30,18.5,13.1
E00066084,36.3,25.9,18.5,19.3
E00066085,38.5,27.3,19.6,14.7
E00066086,37.5,24.2,25,13.3
E00066087,28.7,44.3,17.4,9.6
E00066088,31.5,31.5,20.4,16.7
E00066089,43.1,29.4,15.7,11.8
E00066090,38.3,26.2,17,18.4
E00066091,41.3,22.1,23.1,13.5
E00066092,31.7,38.1,11.1,19
E00066093,25.4,35.2,23.2,16.2
E00066094,38.9,24.1,16.7,20.4
E00066095,28.7,21.7,34.1,15.5
E00066096,45.4,28.6,16.8,9.2
E00066098,46.4,19.4,17.9,16.3
E00066099,44.5,19.8,22.5,13.2
E00066100,40.9,21.2,24.1,13.8
E00066107,26.5,30.2,28.4,14.8
E00066108,17.8,44.6,22.3,15.3
E00066109,29,42.7,11.5,16.8
E00066110,23.9,43.1,20.6,12.4
E00066111,36,41.2,16.2,6.6
E00066112,32,37.7,16.2,14.2
E00066113,22.6,46.8,16.1,14.5
E00066114,22.5,37.8,19.8,19.8
E00066115,20.5,54.8,15.8,8.9
E00066116,22.1,50.4,13.3,14.2
E00066247,52.2,16.3,15.2,16.3
E00066248,57.1,8.9,20.5,13.4
E00066249,56.6,11.5,10.6,21.2
E00066250,60.9,10.1,13,15.9
E00066251,53.5,14.1,18.2,14.1
E00066252,53.9,10.4,14.9,20.8
E00066253,54.5,14.5,17.3,13.6
E00066254,54.1,17.6,11.8,16.5
E00066255,50,14.2,18.3,17.5
E00066256,52,16.7,16.7,14.7
E00066257,65.7,7.6,11.4,15.2
E00066258,77.8,8.9,6.7,6.7
E00066259,64.7,13.7,5.9,15.7
E00066260,50.3,19,15,15.6
E00066261,54.8,11.9,15.5,17.9
E00066262,54.6,20.4,10.2,14.8
E00066263,54.2,16.1,13.6,16.1
E00066264,60.6,13.8,14.7,11
E00066265,54.8,9.7,12.9,22.6
E00066266,57.9,9.2,17.1,15.8
E00066267,53.9,15.6,17.2,13.3
E00066268,60.2,11.7,14.8,13.3
E00066269,46.9,14,22.9,16.2
E00066270,57.2,12.3,13,17.4
E00066271,50,20.5,13.6,15.9
E00066272,51,15.4,17.5,16.1
E00066273,54,11.5,16.5,18
E00066274,48.2,13.6,20.9,17.3
E00066275,45.2,18.1,18.7,18.1
E00066276,48.2,11.8,12.9,27.1
E00066277,59.7,22.6,9.7,8.1
E00066278,60.9,14.5,18.8,5.8
E00066279,61.6,10.5,10.5,17.4
E00066280,44,22,11,22.9
E00066281,64.4,13.9,6.9,14.9
E00066282,70.3,10.9,4.7,14.1
E00066283,47.5,11.9,18.6,22
E00066284,52.6,13.3,16.3,17.8
E00066285,58.6,15.3,9.9,16.2
E00066286,67.6,12.2,9.5,10.8
E00066287,55.6,13.7,12.9,17.7
E00066288,62.3,11.5,7.4,18.9
E00066289,58.3,11.7,13.6,16.5
E00066290,62.4,16.5,7.1,14.1
E00066291,79.7,4.7,1.6,14.1
E00066292,68.4,11.4,7,13.2
E00066293,75.6,6.7,5.2,12.6
E00066294,60.7,12.3,9.2,17.8
E00066295,61.5,14,7.7,16.8
E00066296,64.9,17.5,3.5,14
E00066297,66.2,10.8,4.6,18.5
E00066299,73,12.7,6.3,7.9
E00066300,54.3,13.3,7.6,24.8
E00066301,72.7,11.7,2.6,13
E00066302,74.1,12.1,5.2,8.6
E00066303,73.8,9.3,5.6,11.2
E00066305,51.1,21.6,6.8,20.5
E00066306,71.8,10.6,2.4,15.3
E00066307,59.6,5.3,14,21.1
E00066309,63.6,8.4,7.5,20.6
E00066310,77.9,6.7,3.8,11.5
E00066311,59.3,13.6,9.9,17.3
E00066312,69.7,10.1,1.7,18.5
E00066313,65.7,15.7,9.3,9.3
E00066314,74.7,10.8,6,8.4
E00066315,66,13.2,5,15.7
E00066316,59.5,16.2,13.5,10.8
E00066317,69.5,10.5,5.7,14.3
E00066318,68.4,9.6,7,14.9
E00066319,63.2,6.8,10.3,19.7
E00066320,66.7,5.7,4.8,22.9
E00066321,50.6,19.3,10.8,19.3
E00066322,66.1,13.9,7,13
E00066323,62.5,12.5,13.8,11.3
E00066324,63.4,16,5.3,15.3
