areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00064578,33.1,37,15.6,14.3
E00064579,17.6,32.4,24.1,25.9
E00064580,41.3,37.7,10.1,10.9
E00064605,41.3,34.3,14,10.5
E00064608,49.6,31.9,9.9,8.5
E00064609,47.8,23.3,9.4,19.5
E00064610,43.5,28.2,16.3,12
E00064611,29.6,39.2,16.8,14.4
E00064612,66.9,24.4,6.9,1.9
E00064613,32.3,37,22.8,7.9
E00064614,68.2,25.5,4.5,1.8
E00064615,41.7,30.6,13.2,14.6
E00064815,70.6,25.1,2.7,1.6
E00064816,72.4,25.3,1.1,1.1
E00064818,73.5,17.9,3.4,5.1
E00064820,35.4,29.2,16.1,19.3
E00064822,41.9,21.7,16.7,19.7
E00064823,57.8,32.9,7.5,1.7
E00064824,76,19.9,4.1,0
E00064826,61.1,19.5,5.4,14.1
E00064853,84.8,9.3,5.3,0.7
E00064858,66.4,24,7.5,2.1
E00064859,54.9,32.7,11.5,0.9
E00064860,45.5,24.8,14.5,15.2
E00065733,34.5,40.5,12.8,12.2
E00065734,31,39.8,15,14.2
E00065735,27.1,41.8,16.9,14.1
E00065736,16.1,45.2,10.5,28.2
E00065737,20.7,38.8,19.8,20.7
E00065738,17.5,36.7,22.5,23.3
E00065994,14.8,46.6,18.2,20.5
E00065998,22.3,48.2,13.7,15.8
E00065999,25,39,15.9,20.1
E00066000,21.7,44.1,21.1,13.2
E00066001,29.2,34.4,18.2,18.2
E00066002,26.4,42.1,16.5,14.9
E00066003,21.6,41.8,17.2,19.4
E00066004,29.1,42.4,13.9,14.5
E00066005,38.7,37.2,10.2,13.9
E00066006,24.7,45.5,11.7,18.2
E00066007,26.1,48.6,12.7,12.7
E00066008,26,41.2,9.9,22.9
E00066009,20,44,12,24
E00066010,50.5,31.4,8.6,9.5
E00066011,46.9,33.8,9.7,9.7
E00066012,34,36.6,13.7,15.7
E00066013,19,47.6,15.9,17.5
E00066014,20.5,46.2,19.2,14.1
E00066020,18.7,45.1,18.7,17.6
E00066073,36.6,37.2,17.9,8.3
E00066074,37.5,34.2,12.5,15.8
E00066075,32.5,37.4,17.9,12.2
E00066076,41.3,37.7,14.5,6.5
E00066077,34.2,46.7,10.8,8.3
E00066078,23.1,43.5,17.7,15.6
E00066080,18.9,45.9,11.5,23.8
E00066081,37.6,41.4,13.5,7.5
E00066082,40.6,41.4,11.7,6.3
E00066083,17.7,51.1,16.3,14.9
E00066084,29.2,31.7,17.5,21.7
E00066085,35,35.7,15,14.3
E00066086,51.7,28.2,10.7,9.4
E00066087,35.6,40.2,12.1,12.1
E00066088,27.6,44.9,15.7,11.8
E00066089,40.2,26,18.9,15
E00066090,47.2,34.1,8.3,10.5
E00066091,38,38,10.1,14
E00066092,43.5,40,9.6,7
E00066093,32.8,39.8,17.2,10.2
E00066094,26.5,40.2,15.7,17.6
E00066095,28.7,39.8,15.7,15.7
E00066096,20.9,49.1,19.1,10.9
E00066098,25.3,36.3,17.6,20.9
E00066099,26.2,39.6,18.9,15.2
E00066100,25.1,37.1,20,17.7
E00066107,27.9,34.6,19.1,18.4
E00066108,21.2,46.2,15.2,17.4
E00066109,29.8,44,14.9,11.3
E00066110,20,47.6,13.5,18.8
E00066111,35.8,40.9,12.6,10.7
E00066112,27.4,34.4,12.9,25.3
E00066113,22.8,43,20.2,14
E00066114,25.4,46.7,12.3,15.6
E00066115,22,42.5,18.1,17.3
E00066116,25.8,46.1,18.8,9.4
E00066247,39.4,33.9,12.8,13.8
E00066248,70.3,20,7.6,2.1
E00066249,57.3,28.7,5.6,8.4
E00066250,41.9,24.8,9.3,24
E00066251,48,31.2,8,12.8
E00066252,23.1,35.4,16.9,24.6
E00066253,33.3,37.4,17.1,12.2
E00066254,48.4,33.9,11.3,6.5
E00066255,42.6,36.4,10.1,10.9
E00066256,51.2,26.8,8.7,13.4
E00066257,40.7,30.9,20.3,8.1
E00066258,62.3,25.4,5.3,7
E00066259,57.4,30.4,10.1,2
E00066260,24,30.4,25.6,20
E00066261,63.8,23.3,6.9,6
E00066262,35.1,42,11.5,11.5
E00066263,56.1,27.3,10.1,6.5
E00066264,42.6,34.8,15.7,7
E00066265,68.5,18.1,6.3,7.1
E00066266,33.8,33.8,14.3,18
E00066267,33.6,29.1,22.7,14.5
E00066268,25,32.1,20.5,22.3
E00066269,24.5,37.7,16.6,21.2
E00066270,30.4,41.9,17.6,10.1
E00066271,28,28,18.7,25.2
E00066272,23.6,40.9,18.1,17.3
E00066273,27.7,35,21.9,15.3
E00066274,38.9,45.8,11.1,4.2
E00066275,21.1,51.9,13.5,13.5
E00066276,46.7,34.4,9,9.8
E00066277,42.7,46.8,6.5,4
E00066278,58,24.6,8.7,8.7
E00066279,51.3,30.4,10.4,7.8
E00066280,31.2,44,13.6,11.2
