areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00055463,84.5,11.3,4.2
E00055469,81,13.7,5.2
E00055472,84.4,11.4,4.2
E00055478,81.2,11.5,7.3
E00055481,81.7,11.3,7
E00055486,88.9,8.1,3
E00055783,83.1,14.1,2.8
E00055784,88.5,9.1,2.4
E00055786,81.9,16,2.1
E00055787,80.8,13.8,5.4
E00055788,84.4,10.2,5.4
E00055789,85.7,10.3,4
E00055790,82.2,13,4.8
E00055791,76.4,11.8,11.8
E00055792,78,14.1,7.9
E00055793,84.3,11.4,4.3
E00055794,80,15.3,4.7
E00055795,81.7,13.9,4.4
E00055796,84.8,10.6,4.5
E00055797,82.1,12.6,5.3
E00055798,82.8,13,4.2
E00055799,85.4,10.6,4
E00055800,86.4,10.5,3.1
E00055801,81.3,13.4,5.2
E00055802,84.8,10.3,4.8
E00055803,82.4,13.7,4
E00055804,75.1,15.9,9
E00055805,82.1,13.2,4.6
E00055806,89.2,8.5,2.3
E00055807,84.4,11.9,3.7
E00055808,85.3,10.4,4.2
E00055809,79.9,13.1,7
E00055810,72.8,21.2,6
E00055811,75.8,18.2,5.9
E00055812,73.9,17.6,8.5
E00055813,69,21,10
E00055815,65.4,27,7.6
E00055816,81.4,13.6,5
E00055817,79,14.6,6.4
E00055818,85.1,11.1,3.7
E00055819,70,20.5,9.5
E00055820,86.2,10.9,3
E00055821,80.6,15.1,4.3
E00055822,82.6,11.7,5.7
E00055823,79.4,14.2,6.5
E00055824,84.8,10.8,4.4
E00055825,80.2,9.4,10.4
E00055826,81.7,13.3,4.9
E00055827,83.5,12,4.5
E00055828,88.7,9.2,2.1
E00055829,80.4,12,7.6
E00055830,82.2,10.9,6.9
E00055831,82.7,12.8,4.5
E00055832,74.5,18.9,6.6
E00055833,75.7,14.6,9.7
E00055834,84.5,11.8,3.6
E00055835,79.8,11,9.2
E00055836,83.8,11.6,4.6
E00055837,75.4,15.4,9.3
E00055838,79.9,16.5,3.6
E00055839,75.7,14.1,10.1
E00055840,75.9,17.1,7
E00055841,73.8,16.7,9.5
E00055842,68.6,18,13.4
E00055843,68.7,20.1,11.2
E00055844,78.4,14.4,7.2
E00055845,81.8,14.6,3.6
E00055846,81.8,11.3,6.9
E00055847,79.1,13.1,7.8
E00055848,77.7,13.8,8.5
E00055849,74.2,17.4,8.4
E00055850,84.9,10.8,4.3
E00055851,80.9,13.4,5.8
E00055852,79.1,12.9,7.9
E00055853,78.8,15.2,6
E00055854,79.8,12.6,7.6
E00055855,77,15.7,7.2
E00055856,74.9,18,7
E00055857,79.8,13.4,6.8
E00055858,87,9.8,3.1
E00055859,73.4,15.7,10.9
E00055860,74.1,20.4,5.6
