areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00055463,22,38.6,28.3,11
E00055469,42.3,39.2,16.2,2.3
E00055472,50.3,38.9,9.4,1.3
E00055478,29.6,47.2,20,3.2
E00055481,27.4,49.6,20.5,2.6
E00055486,8.6,26.7,49.1,15.5
E00055783,11.9,42.9,34.1,11.1
E00055784,8.3,47,32.6,12.1
E00055786,5.4,41.4,41.4,11.7
E00055787,9.1,46.2,39.9,4.9
E00055788,23,48.9,25.3,2.9
E00055789,14.7,40.5,31.3,13.5
E00055790,19.7,52.6,19.7,7.9
E00055791,17.5,45.2,33.1,4.2
E00055792,30.6,48.8,15.7,5
E00055793,28.1,43.8,23.1,5
E00055794,32.9,46.6,18,2.5
E00055795,5.4,32.4,37.8,24.3
E00055796,20.3,39.9,30.4,9.5
E00055797,19.8,46.9,28.4,4.9
E00055798,13,43.8,34.9,8.2
E00055799,12.8,44.6,33.8,8.8
E00055800,16.4,37,33.3,13.3
E00055801,21.2,45.3,25.5,8
E00055802,6.3,46.1,33.6,14.1
E00055803,4.4,33.3,38.9,23.3
E00055804,37.5,42.1,14.5,5.9
E00055805,25.6,45,21.7,7.8
E00055806,9.4,39.2,42,9.4
E00055807,8.5,38.5,38.5,14.5
E00055808,17.8,43.4,33.3,5.4
E00055809,23.1,41.3,29.8,5.8
E00055810,17.2,60.7,18.9,3.3
E00055811,27.7,44.5,21.9,5.8
E00055812,37.4,41.7,20.1,0.7
E00055813,22.7,51.3,25.2,0.8
E00055815,35.1,45.6,11.4,7.9
E00055816,15.8,43.7,32.9,7.6
E00055817,24,45.6,26.3,4.1
E00055818,16.7,52.9,25.3,5.2
E00055819,26.8,44.9,21.3,7.1
E00055820,3.6,26.7,42.4,27.3
E00055821,31.5,46.6,16.4,5.5
E00055822,17.5,51.6,24.6,6.3
E00055823,20.3,44.7,26,8.9
E00055824,17.4,40,33.9,8.7
E00055825,18.2,45.5,30.3,6.1
E00055826,11.2,36.4,38.5,14
E00055827,24.4,49.6,18.9,7.1
E00055828,16.8,50.3,26.7,6.2
E00055829,25.2,30.4,33,11.3
E00055830,42,44,10.7,3.3
E00055831,20.1,47.8,24.6,7.5
E00055832,29.4,48.5,19.9,2.2
E00055833,30.8,46,17.7,5.6
E00055834,8.6,42.9,42.1,6.4
E00055835,46.8,34.4,14.9,3.9
E00055836,30.3,43.4,23.8,2.5
E00055837,23.6,45.5,25.2,5.7
E00055838,33.8,41.5,21.1,3.5
E00055839,39.8,43.1,13,4.1
E00055840,51.6,32.8,13.3,2.3
E00055841,37.2,42.6,14.7,5.4
E00055842,61.2,30.6,6.1,2
E00055843,50.3,28.7,15.6,5.4
E00055844,34.9,44.2,17.8,3.1
E00055845,19.9,46.8,24.1,9.2
E00055846,36.6,36.6,20.3,6.5
E00055847,26.4,50.7,18.8,4.2
E00055848,52.7,32.9,10.3,4.1
E00055849,51.6,37.5,10.2,0.8
E00055850,15.1,34.9,37.2,12.8
E00055851,20.4,46,26.3,7.3
E00055852,20.5,47.5,24.6,7.4
E00055853,42.3,39.2,10.8,7.7
E00055854,37.6,40.8,16.8,4.8
E00055855,33.6,44,15.2,7.2
E00055856,15.7,47.2,25.9,11.1
E00055857,18.4,42.9,26.5,12.2
E00055858,18.7,44.9,27.1,9.3
E00055859,41.1,38,15.5,5.4
E00055860,19.8,45,25.2,9.9
E00055861,7.1,33.9,37.8,21.3
E00055862,6.1,35.1,36.8,21.9
E00055863,19.3,55.7,25,0
E00055864,7.8,35.5,36.9,19.9
E00055865,5.2,32.8,48.3,13.8
E00055866,29.4,55.5,12.6,2.5
E00055867,17.6,44.5,30.3,7.6
E00055868,18.6,44.2,32.7,4.4
E00055869,12.9,43.9,35.6,7.6
E00055870,6.1,40.9,42.6,10.4
E00055871,24.4,48,17.3,10.2
E00055872,14.4,40.4,36.5,8.7
E00055873,10.3,32.3,52.3,5.2
E00055874,50.8,40.2,5.7,3.3
E00055875,27,39,27,7
E00055876,28.6,42,16.1,13.4
E00055877,22.9,44.9,20.3,11.9
E00055878,46.5,35.7,14,3.9
E00055879,47.2,38.5,11.2,3.1
E00055880,44.8,27.3,21,7
E00055881,40.5,39.9,15.7,3.9
E00055882,40,47,13,0
E00055883,32.7,48.7,15,3.5
E00055915,40,41.4,14.5,4.1
E00056150,13.6,50.8,26.5,9.1
E00056152,6.6,33.7,40.9,18.8
E00056153,11.9,39.9,35.7,12.6
E00056154,17.5,53.5,23.7,5.3
E00056155,26,46.6,22.9,4.6
E00056156,13,48.8,28.5,9.8
E00056157,43.9,37.1,14.4,4.5
E00056158,7.7,27.7,49.2,15.4
E00056161,17.8,47.2,28.2,6.7
E00056162,41.4,37.5,13.3,7.8
E00056164,40.3,43,16.1,0.7
E00056165,12.6,44.9,34.7,7.8
