areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00055463,42.2,28.9,0.8,28.1
E00055469,22.4,22.4,4.5,50.7
E00055472,20.1,15.4,4,60.4
E00055478,20.2,40.3,1.6,37.9
E00055481,30.8,28.3,13.3,27.5
E00055486,56,38.8,0.9,4.3
E00055783,46.1,39.1,5.5,9.4
E00055784,53,30.3,0.8,15.9
E00055786,56.9,34.9,2.8,5.5
E00055787,35.7,43.4,0.7,20.3
E00055788,18.4,30.5,2.9,48.3
E00055789,28.6,55.9,5.6,9.9
E00055790,29,32.9,4.5,33.5
E00055791,25.7,44.3,10.2,19.8
E00055792,29.8,24.8,2.5,43
E00055793,39.7,38.8,8.3,13.2
E00055794,49.4,20.5,3.6,26.5
E00055795,51.4,33.8,0.7,14.2
E00055796,33.1,35.1,4.7,27
E00055797,34.8,41.6,0,23.6
E00055798,49.3,36.5,0.7,13.5
E00055799,29.9,47.6,10.2,12.2
E00055800,36.6,40.2,1.2,22
E00055801,32.8,41.8,5.2,20.1
E00055802,53.1,38.3,0,8.6
E00055803,50,45.6,1.1,3.3
E00055804,24.5,20.5,43,11.9
E00055805,28.9,34.4,2.3,34.4
E00055806,28.6,59.3,2.2,9.9
E00055807,59.8,30.8,5.1,4.3
E00055808,33.1,38.5,0,28.5
E00055809,33.9,32.2,24.6,9.3
E00055810,41.8,36.9,2.5,18.9
E00055811,38.5,21.5,0.7,39.3
E00055812,29.9,19.7,39.4,10.9
E00055813,35,24.8,17.9,22.2
E00055815,39.5,16.7,18.4,25.4
E00055816,38.6,38.6,3.3,19.6
E00055817,30.2,31.4,1.7,36.6
E00055818,40,38.9,2.9,18.3
E00055819,42.9,25.4,21.4,10.3
E00055820,50,40.9,0.6,8.5
E00055821,23,34.5,4.7,37.8
E00055822,46,34.1,0,19.8
E00055823,24.4,39,16.3,20.3
E00055824,40.9,38.3,18.3,2.6
E00055825,38.8,31.6,15.3,14.3
E00055826,53.1,35,3.5,8.4
E00055827,31.3,28.1,0.8,39.8
E00055828,24.5,47.2,3.1,25.2
E00055829,35.3,32.8,26.7,5.2
E00055830,11.3,8.7,72,8
E00055831,38,37.2,7.3,17.5
E00055832,30.9,25.7,14,29.4
E00055833,28.7,22.8,41.1,7.4
E00055834,55,36.4,0,8.6
E00055835,31.4,19,3.9,45.8
E00055836,28.7,25.4,1.6,44.3
E00055837,32.3,36.3,1.6,29.8
E00055838,30.9,35.3,1.4,32.4
E00055839,19.5,28.5,8.1,43.9
E00055840,16.3,23.3,7.8,52.7
E00055841,32,25.8,3.9,38.3
E00055842,14.1,11.1,42.4,32.3
E00055843,26.9,22.2,37.1,13.8
E00055844,19.8,26.2,14.3,39.7
E00055845,50.4,33.3,0,16.3
E00055846,21.1,26.8,11.4,40.7
E00055847,41.7,28.5,2.1,27.8
E00055848,24.7,19.2,24.7,31.5
E00055849,16.3,9.3,31.8,42.6
E00055850,43.9,38,0.6,17.5
E00055851,54,33.8,0.7,11.5
E00055852,41.5,40.7,0,17.9
E00055853,10.8,9.2,71.5,8.5
E00055854,4.9,13,70.7,11.4
E00055855,32.8,28.8,20,18.4
E00055856,40,28.2,20,11.8
E00055857,42.5,35.6,6.2,15.8
E00055858,35.2,42.9,1.9,20
E00055859,15.3,26,47.3,11.5
E00055860,55.9,29.7,0.9,13.5
E00055861,59.5,34.1,0,6.3
E00055862,59.6,34.2,0.9,5.3
E00055863,26.7,40,10,23.3
E00055864,53.2,38.3,0.7,7.8
E00055865,46.6,46.6,1.7,5.2
E00055866,89.7,4.3,1.7,4.3
E00055867,66.7,26.7,0,6.7
E00055868,64.3,27.8,1.7,6.1
E00055869,53.4,36.8,1.5,8.3
