areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00055463,31,69
E00055469,25.2,74.8
E00055472,33.3,66.7
E00055478,26.4,73.6
E00055481,27,73
E00055486,30.6,69.4
E00055783,25.9,74.1
E00055784,23.1,76.9
E00055786,30.5,69.5
E00055787,27.3,72.7
E00055788,25.9,74.1
E00055789,29.2,70.8
E00055790,31.3,68.7
E00055791,32.2,67.8
E00055792,34.2,65.8
E00055793,33.8,66.2
E00055794,29.5,70.5
E00055795,33.5,66.5
E00055796,25.8,74.2
E00055797,29,71
E00055798,32,68
E00055799,25.8,74.2
E00055800,29.5,70.5
E00055801,24.5,75.5
E00055802,36.2,63.8
E00055803,37.7,62.3
E00055804,25.6,74.4
E00055805,23.8,76.2
E00055806,22.9,77.1
E00055807,29.9,70.1
E00055808,30.3,69.7
E00055809,31,69
E00055810,26.7,73.3
E00055811,34.1,65.9
E00055812,39,61
E00055813,22.7,77.3
E00055815,34.3,65.7
E00055816,23.6,76.4
E00055817,30.8,69.2
E00055818,29.8,70.2
E00055819,35.4,64.6
E00055820,29.6,70.4
E00055821,27.4,72.6
E00055822,26.4,73.6
E00055823,31.3,68.7
E00055824,32.8,67.2
E00055825,33.7,66.3
E00055826,30.1,69.9
E00055827,26.2,73.8
E00055828,34.3,65.7
E00055829,29.3,70.7
E00055830,50.7,49.3
E00055831,32.6,67.4
E00055832,31.1,68.9
E00055833,36,64
E00055834,34,66
E00055835,39.5,60.5
E00055836,45,55
E00055837,36.4,63.6
E00055838,36.3,63.7
E00055839,26.3,73.7
E00055840,32.7,67.3
E00055841,39.2,60.8
E00055842,53.4,46.6
E00055843,33.6,66.4
E00055844,34.6,65.4
E00055845,42.4,57.6
E00055846,38.1,61.9
E00055847,31.4,68.6
E00055848,39.5,60.5
E00055849,35.6,64.4
E00055850,32.6,67.4
E00055851,43.3,56.7
E00055852,33.6,66.4
E00055853,51.4,48.6
E00055854,35.8,64.2
E00055855,39.7,60.3
E00055856,37.4,62.6
E00055857,28.3,71.7
E00055858,29.6,70.4
E00055859,45.5,54.5
E00055860,38.6,61.4
E00055861,29.5,70.5
E00055862,33.3,66.7
E00055863,25,75
E00055864,26.3,73.8
E00055865,27.4,72.6
E00055866,33.3,66.7
E00055867,29.4,70.6
E00055868,26.4,73.6
E00055869,28.5,71.5
E00055870,37,63
E00055871,26.6,73.4
E00055872,32.5,67.5
E00055873,31.6,68.4
E00055874,27.8,72.2
E00055875,38.2,61.8
E00055876,39.9,60.1
E00055877,38.2,61.8
E00055878,47.9,52.1
E00055879,30.9,69.1
E00055880,42,58
E00055881,44.2,55.8
E00055882,38.5,61.5
E00055883,50.5,49.5
E00055915,35.5,64.5
E00056150,22.4,77.6
E00056152,32,68
E00056153,25.3,74.7
E00056154,32.4,67.6
E00056155,38.5,61.5
E00056156,29.5,70.5
E00056157,28.6,71.4
E00056158,22.7,77.3
E00056161,29.1,70.9
E00056162,39.4,60.6
E00056164,24.2,75.8
E00056165,28.1,71.9
E00056166,35.6,64.4
E00056167,27.8,72.2
E00056168,26.6,73.4
E00056169,48.5,51.5
E00056170,28.7,71.3
E00056171,35.9,64.1
E00056172,23.5,76.5
E00056173,25.6,74.4
E00056174,30.3,69.7
E00056175,33.9,66.1
E00056176,35.6,64.4
E00056177,27.9,72.1
E00056178,24.5,75.5
E00056179,24.5,75.5
E00056180,29.2,70.8
E00056181,31.1,68.9
E00056182,24,76
E00056183,23.7,76.3
E00056184,28.3,71.7
E00056185,26.6,73.4
E00056186,31.7,68.3
E00056187,34.8,65.2
E00056188,29.9,70.1
E00056189,28.4,71.6
E00056190,28.7,71.3
E00056191,25.3,74.7
E00056192,28.3,71.7
E00056193,28.9,71.1
E00056194,24.5,75.5
E00056195,24.4,75.6
E00056196,26.7,73.3
E00056197,23.3,76.7
E00056198,29.1,70.9
E00056199,23.2,76.8
E00056200,27.9,72.1
E00056201,30,70
E00056202,40.7,59.3
E00056203,30.5,69.5
E00056264,28.7,71.3
E00056265,33,67
E00056266,27.7,72.3
E00056267,23.9,76.1
E00056268,21.2,78.8
E00056269,27.7,72.3
E00056270,30.2,69.8
E00056271,33.3,66.7
E00056272,33.1,66.9
E00056273,30.6,69.4
E00056274,18.8,81.2
E00056275,35,65
E00056276,34.7,65.3
E00056277,29.2,70.8
E00056278,43,57
E00056279,37.2,62.8
E00056281,25.7,74.3
E00056282,35.1,64.9
E00056283,30.7,69.3
E00056284,34.6,65.4
E00056285,26.8,73.2
E00056286,27,73
E00056287,33.3,66.7
E00056288,31.4,68.6
E00056289,31.3,68.8
E00056290,26.9,73.1
E00056291,26,74
E00056292,28.1,71.9
E00056293,31.2,68.8
E00056294,27.3,72.7
E00056295,29,71
E00056296,26.3,73.7
E00056297,28.1,71.9
E00056298,26.8,73.2
E00056299,27.6,72.4
E00056300,33.7,66.3
E00056301,33.1,66.9
E00056302,34.4,65.6
E00056303,27.9,72.1
E00056304,30.7,69.3
E00056305,28.7,71.3
E00056306,29.1,70.9
E00056307,30.4,69.6
E00056308,28.7,71.3
E00056309,30,70
E00056310,31.2,68.8
E00056311,34.1,65.9
E00056312,40.3,59.7
E00056313,31.9,68.1
E00056314,27.5,72.5
E00056315,32.8,67.2
E00056316,28.9,71.1
E00056317,34.4,65.6
E00056318,38.8,61.2
E00056319,27.2,72.8
E00056320,26.9,73.1
E00056321,27.5,72.5
E00056322,28.5,71.5
E00056323,29.3,70.7
E00056324,33.9,66.1
E00056326,24,76
E00056327,24.7,75.3
E00056328,27.5,72.5
E00056329,34.3,65.7
E00056330,31.4,68.6
E00056332,27.7,72.3
E00056333,29.9,70.1
E00056334,34.4,65.6
E00056336,36.9,63.1
E00056337,27.3,72.7
E00056338,31.3,68.7
E00056339,34.7,65.3
E00056340,28.8,71.2
E00056341,28.6,71.4
E00056342,28.9,71.1
E00056343,30.8,69.2
E00056344,30.9,69.1
E00056345,32.7,67.3
E00056346,33.3,66.7
E00056347,28.3,71.7
E00056348,29,71
E00056349,25.6,74.4
E00056350,30.4,69.6
E00056351,34.7,65.3
E00056352,33.3,66.7
E00056354,31.7,68.3
E00056355,27.3,72.7
E00056356,31.8,68.2
E00056359,30.1,69.9
E00056360,30.2,69.8
E00056361,29.9,70.1
E00056363,27.5,72.5
E00056364,29.4,70.6
E00056365,22.7,77.3
E00056366,37,63
E00056367,36.6,63.4
E00056368,29.8,70.2
E00056369,29.3,70.7
E00056370,34.8,65.2
E00056371,28.4,71.6
E00056372,34.8,65.2
E00056373,32.8,67.2
E00056374,29,71
E00056375,36.4,63.6
E00056376,30.3,69.7
E00056377,26.9,73.1
E00056378,30.9,69.1
E00056542,38.8,61.2
E00056543,29.3,70.7
E00056544,21,79
E00056545,35.5,64.5
E00056546,24.4,75.6
E00056548,30.8,69.2
E00056549,42.7,57.3
E00056550,51.4,48.6
E00056552,26,74
E00056554,44.9,55.1
E00056555,35.9,64.1
E00056556,43.7,56.3
E00056557,25.5,74.5
E00056558,31.8,68.2
E00056559,41,59
E00056560,50,50
E00056561,43.4,56.6
E00056562,45.5,54.5
E00056563,47.1,52.9
E00056564,30.2,69.8
E00056566,37.9,62.1
E00056567,35,65
E00056568,31.1,68.9
E00056569,47.7,52.3
E00056570,41.8,58.2
E00056571,26,74
E00056572,40.9,59.1
E00056573,37.7,62.3
E00056574,35.9,64.1
E00056575,39,61
E00056576,34.6,65.4
