areacd,sex-001,sex-002
E00055463,44.5,55.5
E00055469,50.8,49.2
E00055472,51.9,48.1
E00055478,51.4,48.6
E00055481,50,50
E00055486,50.8,49.2
E00055783,46.7,53.3
E00055784,44.3,55.7
E00055786,47.9,52.1
E00055787,50.9,49.1
E00055788,47.3,52.7
E00055789,50.3,49.7
E00055790,48.8,51.2
E00055791,55.1,44.9
E00055792,52.4,47.6
E00055793,48.5,51.5
E00055794,53,47
E00055795,53.2,46.8
E00055796,50.6,49.4
E00055797,53.7,46.3
E00055798,50.2,49.8
E00055799,51,49
E00055800,51.9,48.1
E00055801,51.1,48.9
E00055802,49.3,50.7
E00055803,48.2,51.8
E00055804,52.9,47.1
E00055805,48.9,51.1
E00055806,49.1,50.9
E00055807,51.8,48.2
E00055808,50.3,49.7
E00055809,49.1,50.9
E00055810,51.2,48.8
E00055811,51.3,48.7
E00055812,52,48
E00055813,51.1,48.9
E00055815,52.1,47.9
E00055816,53.1,46.9
E00055817,46.9,53.1
E00055818,53.8,46.2
E00055819,47.4,52.6
E00055820,50.4,49.6
E00055821,51.7,48.3
E00055822,51.3,48.7
E00055823,48,52
E00055824,51.7,48.3
E00055825,48.5,51.5
E00055826,50.1,49.9
E00055827,51.1,48.9
E00055828,51.9,48.1
E00055829,54.3,45.7
E00055830,54.3,45.7
E00055831,55.8,44.2
E00055832,47.3,52.7
E00055833,51.4,48.6
E00055834,53.5,46.5
E00055835,47.7,52.3
E00055836,53.3,46.7
E00055837,46.6,53.4
E00055838,46.7,53.3
E00055839,52.3,47.7
E00055840,52.2,47.8
E00055841,50.6,49.4
E00055842,37.3,62.7
E00055843,50.6,49.4
E00055844,54.4,45.6
E00055845,52.1,47.9
E00055846,44.5,55.5
E00055847,52.8,47.2
E00055848,49.9,50.1
E00055849,48.5,51.5
E00055850,51.1,48.9
E00055851,54.3,45.7
E00055852,52,48
E00055853,51.8,48.2
E00055854,55.1,44.9
E00055855,54.7,45.3
E00055856,50.8,49.2
E00055857,52.3,47.7
E00055858,52,48
E00055859,55,45
E00055860,49.8,50.2
E00055861,53.6,46.4
E00055862,48,52
E00055863,52.3,47.7
E00055864,52.1,47.9
E00055865,50.3,49.7
E00055866,58.1,41.9
E00055867,52,48
E00055868,52.5,47.5
E00055869,52.6,47.4
E00055870,52.2,47.8
E00055871,50.2,49.8
E00055872,53.7,46.3
E00055873,53.9,46.1
E00055874,48.6,51.4
E00055875,49.6,50.4
E00055876,47,53
E00055877,51.3,48.7
E00055878,48.6,51.4
E00055879,48.3,51.7
E00055880,46.6,53.4
E00055881,51.6,48.4
E00055882,45.1,54.9
E00055883,47.8,52.2
E00055915,47.6,52.4
E00056150,48.3,51.7
E00056152,50.2,49.8
E00056153,50.5,49.5
E00056154,54.2,45.8
E00056155,51.3,48.7
E00056156,49.8,50.2
E00056157,55.3,44.7
E00056158,50.5,49.5
E00056161,51.8,48.2
E00056162,46.6,53.4
E00056164,52.7,47.3
E00056165,50.3,49.7
E00056166,49.4,50.6
E00056167,48.2,51.8
E00056168,49.4,50.6
E00056169,49.7,50.3
E00056170,51.2,48.8
E00056171,50.7,49.3
E00056172,47.6,52.4
E00056173,51.3,48.7
E00056174,52.8,47.2
E00056175,51.9,48.1
E00056176,51.8,48.2
E00056177,52,48
E00056178,50.4,49.6
E00056179,50.7,49.3
E00056180,49.8,50.2
E00056181,52.8,47.2
E00056182,49.3,50.7
E00056183,52.1,47.9
E00056184,50.3,49.7
E00056185,50.3,49.7
E00056186,53.3,46.7
E00056187,49.4,50.6
E00056188,52.3,47.7
E00056189,45.2,54.8
E00056190,46.4,53.6
E00056191,47.6,52.4
E00056192,49.6,50.4
E00056193,49,51
E00056194,51.2,48.8
E00056195,52.7,47.3
E00056196,53.1,46.9
E00056197,53.1,46.9
E00056198,50.9,49.1
E00056199,53,47
E00056200,47.3,52.7
E00056201,53.5,46.5
E00056202,55.9,44.1
E00056203,53.4,46.6
E00056264,52.8,47.2
E00056265,50.9,49.1
E00056266,49.3,50.7
E00056267,50.2,49.8
E00056268,52.4,47.6
E00056269,50.2,49.8
E00056270,52.4,47.6
E00056271,48.8,51.2
E00056272,51.8,48.2
E00056273,48.8,51.2
E00056274,55.6,44.4
E00056275,54.6,45.4
E00056276,51.4,48.6
E00056277,51.1,48.9
E00056278,55.4,44.6
E00056279,52.1,47.9
E00056281,51.7,48.3
E00056282,52.1,47.9
E00056283,51.7,48.3
E00056284,50.7,49.3
E00056285,52.6,47.4
E00056286,50.6,49.4
E00056287,51.3,48.7
E00056288,55.1,44.9
E00056289,51.5,48.5
E00056290,52,48
E00056291,54.5,45.5
E00056292,52.4,47.6
E00056293,57,43
E00056294,47.6,52.4
E00056295,47.4,52.6
E00056296,53.6,46.4
E00056297,50.7,49.3
E00056298,51.3,48.7
E00056299,51.6,48.4
E00056300,54.2,45.8
E00056301,54.2,45.8
E00056302,51,49
E00056303,52.3,47.7
