areacd,disability_3a-001,disability_3a-002
E00055463,13.6,86.4
E00055469,21.8,78.2
E00055472,18.2,81.8
E00055478,18.3,81.7
E00055481,17.9,82.1
E00055486,13.9,86.1
E00055783,16.9,83.1
E00055784,12.2,87.8
E00055786,13.6,86.4
E00055787,13.2,86.8
E00055788,16.7,83.3
E00055789,13.8,86.2
E00055790,19.9,80.1
E00055791,23.8,76.2
E00055792,22.9,77.1
E00055793,15.9,84.1
E00055794,20.9,79.1
E00055795,17.5,82.5
E00055796,15.6,84.4
E00055797,17.4,82.6
E00055798,14.1,85.9
E00055799,16.7,83.3
E00055800,12.7,87.3
E00055801,18.7,81.3
E00055802,16.2,83.8
E00055803,12.8,87.2
E00055804,25.6,74.4
E00055805,14.4,85.6
E00055806,11.5,88.5
E00055807,14.7,85.3
E00055808,17.9,82.1
E00055809,21.7,78.3
E00055810,24.4,75.6
E00055811,23.7,76.3
E00055812,26.8,73.2
E00055813,24,76
E00055815,28,72
E00055816,14.8,85.2
E00055817,22.3,77.7
E00055818,15.1,84.9
E00055819,28.9,71.1
E00055820,11.6,88.4
E00055821,14.8,85.2
E00055822,15.9,84.1
E00055823,23.7,76.3
E00055824,14.3,85.7
E00055825,19,81
E00055826,17.4,82.6
E00055827,15.1,84.9
E00055828,14,86
E00055829,19.9,80.1
E00055830,11.1,88.9
E00055831,18.3,81.7
E00055832,24.7,75.3
E00055833,25,75
E00055834,12.8,87.2
E00055835,16.8,83.2
E00055836,12.8,87.2
E00055837,16.8,83.2
E00055838,18.3,81.7
E00055839,22.5,77.5
E00055840,22.4,77.6
E00055841,25.3,74.7
E00055842,28.5,71.5
E00055843,28.5,71.5
E00055844,17.8,82.2
E00055845,16.3,83.7
E00055846,16.3,83.7
E00055847,22,78
E00055848,16.3,83.7
E00055849,37.1,62.9
E00055850,17,83
E00055851,16.5,83.5
E00055852,19.2,80.8
E00055853,14.7,85.3
E00055854,17.1,82.9
E00055855,20.8,79.2
E00055856,20.5,79.5
E00055857,18.5,81.5
E00055858,13.4,86.6
E00055859,24.5,75.5
E00055860,19.6,80.4
E00055861,19.6,80.4
E00055862,15.8,84.2
E00055863,26,74
E00055864,15.3,84.7
E00055865,10.8,89.2
E00055866,27.6,72.4
E00055867,18.2,81.8
E00055868,18.8,81.2
E00055869,10.7,89.3
E00055870,12.5,87.5
E00055871,17.6,82.4
E00055872,19,81
E00055873,16,84
E00055874,36.1,63.9
E00055875,16.1,83.9
E00055876,16.3,83.7
E00055877,15.3,84.7
E00055878,16.6,83.4
E00055879,19.1,80.9
E00055880,18.4,81.6
E00055881,20.5,79.5
E00055882,22.9,77.1
E00055883,17.4,82.6
E00055915,15.7,84.3
E00056150,13,87
E00056152,11.4,88.6
E00056153,19.6,80.4
E00056154,17.4,82.6
E00056155,27.2,72.8
E00056156,9.7,90.3
E00056157,26.2,73.8
E00056158,11.1,88.9
E00056161,12.8,87.2
E00056162,35.6,64.4
E00056164,25,75
E00056165,12.8,87.2
E00056166,11.9,88.1
E00056167,23.6,76.4
E00056168,16.5,83.5
E00056169,28.6,71.4
E00056170,14.2,85.8
E00056171,32.6,67.4
E00056172,26.2,73.8
E00056173,29.7,70.3
E00056174,13.1,86.9
E00056175,12.1,87.9
E00056176,19,81
E00056177,21.1,78.9
E00056178,17.9,82.1
E00056179,14,86
E00056180,25.6,74.4
E00056181,17.7,82.3
E00056182,17.1,82.9
E00056183,20.4,79.6
E00056184,22.8,77.2
E00056185,26.6,73.4
E00056186,13.1,86.9
E00056187,20.3,79.7
E00056188,15,85
E00056189,36.2,63.8
E00056190,23.4,76.6
E00056191,17.9,82.1
E00056192,17,83
E00056193,21.5,78.5
E00056194,10,90
E00056195,11.1,88.9
E00056196,17.1,82.9
E00056197,20,80
E00056198,20.8,79.2
E00056199,13.1,86.9
E00056200,19,81
E00056201,16.3,83.7
E00056202,18.6,81.4
E00056203,14.1,85.9
E00056264,12.7,87.3
E00056265,23.6,76.4
E00056266,15.1,84.9
E00056267,22.1,77.9
E00056268,20.1,79.9
E00056269,15.2,84.8
E00056270,15.1,84.9
E00056271,8.4,91.6
E00056272,16.1,83.9
E00056273,12.5,87.5
E00056274,28.3,71.7
E00056275,30.6,69.4
E00056276,15,85
E00056277,12.8,87.2
E00056278,29.2,70.8
E00056279,20.1,79.9
E00056281,14.2,85.8
E00056282,15,85
E00056283,15,85
E00056284,17.1,82.9
E00056285,17.4,82.6
E00056286,15,85
E00056287,12.4,87.6
E00056288,13.6,86.4
E00056289,18,82
E00056290,15.2,84.8
E00056291,30.3,69.7
E00056292,12.5,87.5
E00056293,26.2,73.8
E00056294,12.8,87.2
E00056295,19.9,80.1
E00056296,13.3,86.7
E00056297,20.5,79.5
E00056298,19.4,80.6
E00056299,14.6,85.4
E00056300,20.1,79.9
E00056301,15.7,84.3
E00056302,14.7,85.3
E00056303,23.1,76.9
E00056304,14,86
E00056305,19.7,80.3
E00056306,13,87
E00056307,19.7,80.3
E00056308,13.5,86.5
E00056309,20.5,79.5
E00056310,15.4,84.6
E00056311,12.2,87.8
E00056312,16.2,83.8
E00056313,16.4,83.6
E00056314,9.6,90.4
E00056315,16.8,83.2
E00056316,17.2,82.8
E00056317,14.7,85.3
E00056318,19,81
E00056319,28.3,71.7
E00056320,17.5,82.5
E00056321,21.3,78.7
E00056322,18.7,81.3
E00056323,15,85
E00056324,9.2,90.8
E00056326,13.1,86.9
E00056327,11.1,88.9
E00056328,15.3,84.7
E00056329,21.1,78.9
E00056330,12.3,87.7
E00056332,11.7,88.3
E00056333,11,89
E00056334,11,89
E00056336,17.8,82.2
E00056337,16.1,83.9
E00056338,9.2,90.8
E00056339,18.9,81.1
E00056340,28.1,71.9
E00056341,12.4,87.6
E00056342,10.4,89.6
E00056343,15.4,84.6
E00056344,16.4,83.6
E00056345,13.5,86.5
E00056346,21.4,78.6
E00056347,12.1,87.9
E00056348,12.7,87.3
E00056349,16.1,83.9
E00056350,20.7,79.3
E00056351,16.7,83.3
E00056352,21.1,78.9
E00056354,24.6,75.4
E00056355,10.1,89.9
E00056356,16.3,83.7
E00056359,12.1,87.9
E00056360,12.7,87.3
E00056361,16.1,83.9
E00056363,13,87
E00056364,20,80
E00056365,16.7,83.3
E00056366,15,85
