areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00055463,76,11.5,12.5
E00055469,80.3,5.6,14.1
E00055472,70.6,11.1,18.3
E00055478,74.3,2.3,23.3
E00055481,78.2,6.7,15.1
E00055486,95.6,0.7,3.7
E00055783,90,1.6,8.4
E00055784,88.9,1.4,9.8
E00055786,91.7,1.7,6.6
E00055787,85.9,1.2,12.9
E00055788,82.5,3,14.5
E00055789,87.7,1.3,11.1
E00055790,84.1,1.8,14.1
E00055791,83.8,1.2,15
E00055792,72.9,3.1,24
E00055793,81.6,2.3,16.1
E00055794,79.7,3,17.3
E00055795,87.1,2.2,10.7
E00055796,87.7,0.3,11.9
E00055797,80.4,1.2,18.4
E00055798,90.6,1.6,7.8
E00055799,80.2,2.5,17.3
E00055800,86.1,1.7,12.2
E00055801,78,3.3,18.8
E00055802,91.7,0.7,7.6
E00055803,93.4,0,6.6
E00055804,72.2,2.7,25.1
E00055805,83.4,2.9,13.7
E00055806,86.5,2.7,10.8
E00055807,90.7,1.6,7.7
E00055808,85.4,2.3,12.3
E00055809,74.9,0.9,24.2
E00055810,82,0,18
E00055811,81.7,2.2,16
E00055812,69.3,1.8,28.9
E00055813,79.1,1.7,19.1
E00055815,77.5,3.3,19.2
E00055816,90.8,0.3,8.9
E00055817,86.5,0.8,12.7
E00055818,85.9,1.1,13
E00055819,80.7,0.4,19
E00055820,89.7,1.5,8.8
E00055821,77.5,3.7,18.8
E00055822,81.1,1.1,17.7
E00055823,87.5,3.6,8.9
E00055824,81.6,1,17.3
E00055825,84.6,3,12.4
E00055826,90.4,0.6,9
E00055827,73.8,3,23.2
E00055828,85.5,1,13.5
E00055829,87.7,1.8,10.5
E00055830,60,25.5,14.6
E00055831,84.9,2.6,12.5
E00055832,77.4,4.1,18.5
E00055833,78.9,2,19
E00055834,92.1,1.5,6.4
E00055835,72.4,9.9,17.6
E00055836,76.8,13.3,9.9
E00055837,75.4,12.9,11.7
E00055838,75.5,8.8,15.8
E00055839,68.5,9.7,21.9
E00055840,72.9,5.9,21.2
E00055841,75,8.3,16.7
E00055842,62.8,13.8,23.5
E00055843,77,5.9,17.1
