geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00003377,29.8,53.6,13.2,3.3
E00003727,6.7,50,27.9,15.4
E00003733,6.8,44.4,34.6,14.3
E00003758,26.4,54.1,13.5,6.1
E00003760,7.5,50,34,8.5
E00003761,12.6,38.7,32.4,16.2
E00003762,11.7,38.3,40.8,9.2
E00003763,28.4,40.4,23.9,7.3
E00003764,6,42,40,12
E00003772,56.4,31.6,10.3,1.7
E00003781,8.1,40.7,35.8,15.4
E00003782,34.4,40,20.8,4.8
E00003783,9.2,50,29.2,11.7
E00003784,24.2,44.6,26.8,4.5
E00003785,12,51.3,23.9,12.8
E00003786,15.1,51.6,24.6,8.7
E00003787,33.8,45.5,15.6,5.2
E00003788,33.6,52.2,8.8,5.3
E00003789,31.7,47.1,18.3,2.9
E00003790,11.4,56.1,23.6,8.9
E00003791,9.1,50,33.3,7.6
E00003792,13,38.4,37,11.6
E00003793,18.7,49.5,28,3.7
E00003795,11.9,42.9,33.3,11.9
E00003796,14.6,55,21.2,9.3
E00003797,8.9,56.9,28.5,5.7
E00003798,32,37.6,20,10.4
E00003799,7.6,46.2,35.3,10.9
E00003800,12.2,47.3,30.5,9.9
E00003801,37.4,43.5,15.7,3.5
E00003802,8.8,38.4,34.4,18.4
E00003803,8.6,55.7,24.3,11.4
E00003804,6.5,45.2,35.5,12.9
E00004047,3.5,44.7,38.6,13.2
E00004048,5.8,39.4,33.7,21.2
E00004051,13.2,41.1,29.5,16.3
E00004054,5.9,49.6,32.8,11.8
E00004055,3.9,30.1,40.8,25.2
E00004057,5.7,21.9,48.6,23.8
E00004061,4,30.6,36.3,29
E00004063,3,36.6,40.6,19.8
E00004066,3.5,30.4,52.2,13.9
E00004068,6.2,30.1,44.2,19.5
E00004069,4.7,29,43.9,22.4
E00004075,8,44.8,38.4,8.8
E00004076,9.6,45.6,35.3,9.6
E00004078,8.2,49.3,30.1,12.3
E00004079,22.1,46.3,22.1,9.6
E00004080,8.6,52.9,25.7,12.9
E00004081,9.1,53,25.8,12.1
E00004082,24.1,45.7,21.6,8.6
E00004083,8.1,40.9,36.9,14.1
E00004084,36,51.5,11,1.5
E00004085,4.1,49.6,33.9,12.4
E00004086,13.8,50.9,24.1,11.2
E00004087,26.7,51.1,19.3,3
E00004088,23.5,45.9,24.1,6.5
E00004090,26.7,50,18,5.2
E00004091,10.5,50.3,25.7,13.5
E00004092,15.8,51.1,21.1,12
E00004093,9.3,49.2,32.2,9.3
E00004094,22.4,52.6,17.2,7.8
E00004095,13,39.8,40.7,6.5
E00004096,10.6,50,28.8,10.6
E00004097,71.4,28.6,0,0
E00004098,18.9,41.5,30.8,8.8
