geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00003377,10.1,12.6,7.1,68.2,1.9
E00003727,7.5,2.8,2.8,86.8,0
E00003733,2.1,3.9,7.6,83,3.4
E00003758,3.5,17,5.1,71.8,2.7
E00003760,10.4,8.4,8.1,72.8,0.3
E00003761,7.5,4.7,4.4,76.6,6.9
E00003762,6.7,10.1,9.6,71.9,1.7
E00003763,5.6,18.4,6.6,67.9,1.5
E00003764,5.7,4.2,7.8,82,0.4
E00003772,0,0,0,99.4,0.6
E00003781,10.6,1.6,4.5,77.7,5.6
E00003782,9.5,9.9,6.6,70.4,3.6
E00003783,1.7,2.9,6,85.9,3.4
E00003784,6.9,11.8,6.1,73.3,2
E00003785,2.3,6.1,7.2,82.7,1.7
E00003786,13.1,3.6,6.3,74.4,2.7
E00003787,5.7,15.1,7.2,66.7,5.3
E00003788,7,3.9,5.4,79,4.7
E00003789,2.3,8.7,7.2,80.3,1.5
E00003790,5.2,4.7,2.9,86.6,0.6
E00003791,7.5,4.1,4.9,79.6,3.9
E00003792,3.9,1.8,6.4,85.1,2.8
E00003793,7,6.7,7.4,75,3.9
E00003795,4.7,4.7,8,81.3,1.4
E00003796,7.3,5.9,5,80.1,1.7
E00003797,5.5,9.6,3.8,80.8,0.3
E00003798,3.2,4.7,3.6,85.6,2.9
E00003799,7.3,7,6.4,76.6,2.7
E00003800,3.7,8.9,3.1,82.2,2.1
E00003801,3.4,16.5,7.6,68.2,4.2
E00003802,7,4.7,7.5,75.5,5.3
E00003803,11,8,9.7,69.4,1.8
E00003804,8.6,8,6.9,74.6,1.9
E00004047,10.4,0.3,5.5,79.5,4.3
E00004048,13.3,7,4.7,69.3,5.7
E00004051,12.7,7.1,3.6,72.5,4.1
E00004054,10,1.8,4.4,81.5,2.4
E00004055,14.9,2.6,6.8,73.4,2.3
E00004057,11.7,1.3,6.7,79,1.3
E00004061,10.4,1.3,4.4,82.3,1.6
E00004063,6.3,2.2,3.5,83.9,4.1
E00004066,8,3.2,5.6,82,1.2
E00004068,3.3,4.3,4,88.1,0.3
E00004069,5,2.8,4.1,83.8,4.4
E00004075,2.7,2.4,2.1,91.9,0.9
E00004076,5.8,2.6,2,87.4,2
E00004078,7,2.2,3.6,82.9,4.3
E00004079,6.2,9.5,3.6,75.7,5
E00004080,4.2,4,5.6,84.4,1.9
E00004081,5.3,3.4,5,86.1,0.3
E00004082,5.6,5.2,5.6,76.7,7
E00004083,8.4,1.1,3.2,83.9,3.4
E00004084,6.2,7.5,5,79.3,2.1
E00004085,6.1,0.9,4,89,0
E00004086,7.7,6.5,8.3,77.2,0.3
E00004087,2.3,10,9,76.5,2.3
E00004088,5.4,3.2,6.7,82.5,2.2
E00004090,13.4,1.5,5.2,78.6,1.3
E00004091,5.9,3.8,3.1,86.7,0.5
E00004092,2.4,2.7,5.8,88,1
E00004093,4.8,3.6,2.7,86.4,2.4
E00004094,3.8,5.9,5.9,84.3,0
E00004095,3.3,3,4.9,86.6,2.3
E00004096,4,7,4,82.4,2.7
E00004097,1.4,0,0,97.9,0.7
E00004098,4.5,1.4,2,92.1,0
E00004099,2.7,4.6,4,87.8,0.9
E00004100,8.5,1,2.9,83.1,4.6
E00004101,5,5.8,4.8,82.8,1.6
E00004102,3.8,2.1,4.1,89,1
E00004103,5.1,1.1,5.5,87.6,0.7
E00004104,2.4,2.9,4.7,87,2.9
E00004105,6.1,3.4,3.4,86.5,0.5
E00004106,5.2,8.4,7.4,74.2,4.8
E00004107,3.2,2,5.2,89.2,0.3
E00004109,18.3,5.2,3.2,72.5,0.8
E00004110,9.1,6.7,5.8,74.8,3.6
E00004112,6.7,5.3,5.6,81.3,1.1
E00004113,4.8,2.1,7,85.2,0.9
E00004115,7.1,4.5,4.9,80.1,3.4
E00004116,8,3,3.9,82,3
E00004117,7.7,4.9,7.1,77.8,2.5
E00004118,7.1,3.3,4.2,85.2,0.3
E00004119,6.1,6.9,4.4,77.8,4.7
E00004854,16.1,24.6,9.1,49.1,1.1
E00004855,16.7,11.5,12.8,55.7,3.3
E00004856,3.9,24.9,5.8,61.5,3.9
E00004857,18.3,26.7,10.4,38.2,6.3
E00004858,20.8,28.6,13.9,30.7,6
E00004859,22.3,18.1,8.8,47.5,3.3
E00004860,11.7,31.9,9.8,42.9,3.7
E00004861,20.3,23,3,48.6,5.1
E00004862,6.2,23.9,8,55.7,6.2
E00004863,16,25.8,11.6,44.7,1.8
E00004864,9.5,25.5,7.9,53.9,3.3
E00004865,15.6,24.7,7.1,49.4,3.2
E00004866,11.2,37.2,10.5,35.9,5.2
E00004867,6.8,27.1,8.4,53.8,4
E00004868,6.3,12.9,8.8,71.7,0.4
E00004869,9.8,16,8,64,2.2
