geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00003377,21.2,26.5,37.7,14.6
E00003727,0,13.5,46.2,40.4
E00003733,4.6,24.4,45,26
E00003758,18.1,19.5,45.6,16.8
E00003760,0,15,35.5,49.5
E00003761,7.2,14.4,36,42.3
E00003762,0,3.3,59.5,37.2
E00003763,2.8,10.1,74.3,12.8
E00003764,0,4,36.4,59.6
E00003772,81.2,5.1,5.1,8.5
E00003781,0,3.3,18.7,78
E00003782,28,27.2,34.4,10.4
E00003783,0.8,2.5,61.5,35.2
E00003784,7.1,37.8,43.6,11.5
E00003785,0,3.4,73.7,22.9
E00003786,4,5.6,60.8,29.6
E00003787,30.3,43.9,17.4,8.4
E00003788,17,37.5,38.4,7.1
E00003789,1.9,37.4,40.2,20.6
E00003790,0,1.7,60,38.3
E00003791,1.5,1.5,53.4,43.5
E00003792,0,5.5,48.6,45.9
E00003793,6.4,10.9,57.3,25.5
E00003795,1.6,0.8,57.1,40.5
E00003796,2,12,64,22
E00003797,0.8,3.3,58.5,37.4
E00003798,30.2,4,39.7,26.2
E00003799,0.9,2.6,75.2,21.4
E00003800,0,24.4,60.3,15.3
E00003801,44,11.2,28.4,16.4
E00003802,1.6,1.6,60,36.8
E00003803,5,4.3,49.6,41
E00003804,0,1.6,66.7,31.7
E00004047,0,1.8,24.8,73.5
E00004048,1,1.9,20,77.1
E00004051,5.4,17.7,16.9,60
E00004054,0,1.7,34.5,63.9
E00004055,0,1.9,10.7,87.4
E00004057,1,1.9,6.7,90.5
E00004061,0,0.8,21,78.2
E00004063,0,1,11.8,87.3
E00004066,0,6.1,35.1,58.8
E00004068,0,3.6,29.1,67.3
E00004069,0,2.9,19,78.1
E00004075,3.9,13.4,35.4,47.2
E00004076,0.7,14.7,48.5,36
E00004078,2.7,1.4,30.6,65.3
E00004079,11.2,25.4,34.3,29.1
E00004080,0,9.4,34.5,56.1
E00004081,0.8,5.3,59.1,34.8
E00004082,9.2,27.5,45.8,17.5
E00004083,0,21.5,34.9,43.6
E00004084,35.3,47.8,16.2,0.7
E00004085,0,7.4,41.3,51.2
E00004086,0.9,13.7,45.3,40.2
E00004087,6,55.2,18.7,20.1
E00004088,8.8,29.4,37.1,24.7
E00004090,21.5,33.7,25.6,19.2
E00004091,3,24.3,43.2,29.6
E00004092,12.1,12.1,47.7,28
E00004093,0.8,5.1,59.3,34.7
E00004094,18.1,23.3,36.2,22.4
E00004095,0,4.1,56.6,39.3
E00004096,0,0.8,63.4,35.9
E00004097,89.8,8.5,1.7,0
E00004098,8.9,16.5,31,43.7
E00004099,0,2.5,19.8,77.7
E00004100,0,7.7,37.6,54.7
E00004101,9.4,4.4,27.5,58.8
E00004102,0.8,5.1,41.5,52.5
E00004103,0,5.2,36.2,58.6
E00004104,0.9,5.2,14.8,79.1
E00004105,2.2,6,53,38.8
E00004106,0.9,1.9,42.6,54.6
E00004107,0.9,2.6,51.8,44.7
E00004109,43.8,17.4,7.4,31.4
E00004110,0,2.9,52.9,44.2
E00004112,0,1.7,39.8,58.5
E00004113,0,2.7,43.2,54.1
E00004115,21,32.3,34.7,12.1
E00004116,0,4,50,46
E00004117,0,1.5,56.8,41.7
E00004118,0,7.3,48.8,43.9
E00004119,0,8.6,60.2,31.3
E00004854,15,33.8,42.1,9
E00004855,21.3,48.8,24.4,5.5
E00004856,0.9,23.9,52.3,22.9
E00004857,31,39.4,10.6,19
E00004858,37.1,23.5,28,11.4
E00004859,23,49.7,18.3,8.9
E00004860,71.6,21.6,4.5,2.3
E00004861,52.7,39.2,4.1,4.1
E00004862,5.8,27.9,51,15.4
E00004863,0,22.3,66,11.7
E00004864,4.8,24.2,54,16.9
E00004865,6.4,51.2,38.4,4
E00004866,9.4,30.2,48.9,11.5
E00004867,4.7,67.9,20.8,6.6
E00004868,1,39.2,47.1,12.7
E00004869,0,38.3,51.1,10.6
E00004870,10.1,10.1,65.2,14.6
E00004871,8.4,34.4,46.6,10.7
E00004872,21.2,28.8,29.7,20.3
E00004873,16.5,30.6,44.6,8.3
E00004874,9.4,60.1,29,1.4
E00004875,1.1,20.4,62.4,16.1
E00004876,24.8,28,29.6,17.6
E00004877,5.9,40.3,45.4,8.4
E00004878,0.8,31.8,53.5,14
E00004879,20.2,53.2,20.2,6.4
