geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00037241,70.6,22.1,7.3
E00037242,72.6,20.4,7
E00037243,83.2,13.1,3.7
E00037244,66.2,21.1,12.7
E00037245,66.9,18.8,14.2
E00037246,71.5,17.4,11.1
E00037247,79.5,14.5,6
E00037248,64.4,19.9,15.7
E00037249,75.9,18.8,5.3
E00037250,77.7,15.5,6.9
E00037251,78.6,13.8,7.6
E00037252,74.7,15,10.2
E00037253,75.2,16,8.8
E00037254,78.4,14.1,7.5
E00037255,78.2,14.4,7.4
E00037256,73.1,19.4,7.5
E00037257,77.3,16,6.7
E00037260,78.8,16.7,4.5
E00037261,73.7,18.6,7.7
E00037262,73,18.2,8.8
E00037263,68.9,21.6,9.5
E00037264,80.7,14.1,5.2
E00037322,75.7,12.7,11.6
E00037323,69.3,20.4,10.4
E00037324,69,19.7,11.4
E00037327,71.7,20.6,7.7
E00037328,76.3,16.7,7
E00037329,70.7,22.1,7.2
E00037330,78.6,13.4,8
E00037331,67.9,21.1,10.9
E00037332,71.4,15.8,12.9
E00037333,65.4,23.5,11
E00037334,76.2,14.8,9
E00037336,74.4,18.3,7.4
E00037337,65.1,23.1,11.8
E00037338,74.2,14.1,11.7
E00037339,69.8,15.4,14.8
E00037340,74.7,16,9.3
E00037341,76.9,14.1,9
E00037342,51.7,30.5,17.9
E00037343,70.3,20.1,9.6
E00037344,65.9,23.2,10.8
E00037345,76.1,16.7,7.2
E00037346,72.7,18,9.3
E00037348,72.4,17.9,9.7
E00037349,79.7,15.5,4.9
E00037351,69.6,19.8,10.6
E00037352,81.6,13.3,5.1
E00037353,77.3,12.8,9.9
E00037354,62.7,28.2,9.1
E00037355,76.2,17.9,5.9
E00037356,77.3,16.5,6.3
E00037357,66.6,22.3,11.1
E00037358,78.1,17.4,4.4
E00037359,66.5,19.6,13.9
E00037363,50,25.3,24.7
E00037374,68.3,19.5,12.2
E00037375,70.7,16.4,12.9
E00037376,69.4,20.2,10.3
E00037740,78,13.9,8
E00037742,76.9,17.2,5.9
E00037750,81.6,11.7,6.7
E00037753,80.3,13.5,6.1
E00037754,76.9,16.7,6.5
E00037755,70.9,19.6,9.4
E00037756,75.6,15.8,8.6
E00037757,74,18.9,7
E00037761,77.1,15.6,7.3
E00037762,72.1,21.9,5.9
E00037766,79.5,14.8,5.7
E00037768,77.4,15.2,7.4
E00037770,74.9,14.9,10.1
E00037771,72.3,15.1,12.7
E00037772,65.3,24.6,10.1
E00037773,82.5,12.3,5.2
E00037774,79,15.6,5.4
E00037777,76.6,19.4,4
E00037778,79.4,16.8,3.8
E00037781,82.7,12.5,4.8
E00037786,84.3,11.6,4
E00037791,79.3,13.8,6.9
E00037793,71.3,18.6,10.1
E00037794,77.1,15.2,7.7
E00038187,81.1,12.8,6.2
E00038188,56.3,23.8,20
E00038191,76.5,13.9,9.5
E00038192,82.9,11.4,5.7
E00038193,79.8,11.8,8.4
E00038194,70.6,17.2,12.2
E00038196,74.5,16.4,9.1
E00038197,69.1,18.1,12.8
E00038199,68.8,15.4,15.8
E00038200,61.3,23,15.7
E00038202,82.5,11.7,5.8
E00038203,53.8,26.5,19.7
E00038204,61.4,24.4,14.2
E00038205,73.8,17.9,8.3
E00038206,58.3,23.8,17.9
E00038207,77.8,11.3,10.9
E00038208,75.9,15.3,8.8
E00038210,62.6,22.5,14.9
E00038211,69.1,25.1,5.8
E00038212,78.4,13.1,8.5
E00038214,79.3,13.8,6.9
E00038215,77.6,14.2,8.1
E00038216,76.2,16.2,7.6
E00038219,77.8,14.9,7.3
E00038221,72.4,15.5,12.1
E00038222,72.7,18.8,8.6
E00038223,75.2,15.8,9
E00038224,76.3,15,8.6
E00038225,67.5,21.3,11.2
E00038226,75.8,14.9,9.3
E00038227,83.4,10.4,6.2
E00038228,76.3,14.1,9.6
E00038229,38.3,24.2,37.5
E00038230,72.2,17.4,10.4
E00038231,69.8,17.2,13.1
E00038232,69.2,17.8,13
E00038233,83.5,11.7,4.7
E00038358,65.8,23.5,10.7
E00038359,75.6,19.4,5
E00038360,77,14.2,8.8
E00038361,71.2,17.6,11.2
E00038362,74.3,17.3,8.4
E00038363,72.2,19.5,8.3
E00038364,75.8,18.1,6.1
E00038365,76.6,17.4,6
E00038366,81,12.6,6.5
E00038367,72.7,20.9,6.5
E00038368,73,20.5,6.5
E00038369,78.9,15.2,5.9
E00038370,69.3,17,13.7
E00038371,83,12.4,4.6
E00038372,65.8,24.8,9.5
E00038373,81.8,11.9,6.3
E00038374,73.7,19.7,6.6
E00038375,57.9,23.9,18.2
E00038376,70,22.1,7.9
E00038377,76.1,19.2,4.7
E00038378,55.4,26.2,18.5
E00038379,79.9,11.8,8.4
E00038380,69.1,21.1,9.8
E00038381,78.9,14.4,6.7
E00038382,54.6,30,15.4
E00038383,75.5,21.2,3.3
E00038384,71.2,14.1,14.7
E00038385,77.3,15.2,7.6
E00038386,73.8,15.5,10.7
E00038387,73.9,14.8,11.3
E00038388,78.1,14.8,7.1
E00038389,71,17.3,11.7
E00038390,72.4,18.9,8.7
E00038392,62.3,23.2,14.5
E00038393,79.2,13.9,6.9
E00038394,68.2,23.1,8.7
E00038395,75.5,19.8,4.7
E00038396,78,15.7,6.3
E00038397,59.7,28.1,12.2
E00038399,76.4,15.2,8.4
E00038400,77.3,16.2,6.5
E00038401,71.8,20.6,7.7
E00038402,79.4,14.3,6.3
E00038403,78.7,15.4,6
E00038404,73.3,14.6,12.1
E00038405,75.5,16.3,8.2
E00038406,79.1,14.3,6.6
E00038407,64.8,22.5,12.7
E00038410,77,14.3,8.7
E00038411,84.6,11.6,3.8
E00038412,76.7,18.1,5.2
E00038413,74.4,17.9,7.7
E00038414,82.6,13.3,4.1
E00038415,82.5,12.3,5.3
E00038429,77.6,15.1,7.3
E00038936,83.4,12.5,4.1
E00038937,81.2,14.2,4.6
E00038938,73.6,19,7.3
E00038939,89.1,8.1,2.8
E00038940,71.4,18.4,10.2
E00038941,86.9,7.6,5.6
E00038942,77.3,17.2,5.5
E00038967,72.7,17.8,9.4
E00038970,63.3,23.5,13.3
E00038971,77.8,13.6,8.6
E00038972,70,19.5,10.5
E00038973,82.5,12.3,5.2
E00038974,78.4,13.2,8.5
E00038975,84.9,12.4,2.7
E00038976,77.3,15,7.7
E00038977,73.7,15.6,10.6
E00038978,65.7,23.7,10.6
E00038979,72.7,15.9,11.4
E00038980,58.5,24.9,16.6
E00038981,80.3,13.5,6.2
E00038982,76.5,17.2,6.3
E00038983,68.2,18.6,13.3
E00038984,78.8,14.3,6.9
E00038985,76.1,14.9,9
E00038986,77.4,15.4,7.2
E00038987,71.2,19,9.8
E00038988,85,11.6,3.4
E00038989,75,13.2,11.8
E00038991,84.5,9.3,6.2
E00038992,80.4,16.5,3.2
E00038997,75.4,16.4,8.2
E00039081,77.4,15.8,6.8
E00039082,81.2,15,3.8
E00039083,46.6,30.1,23.3
E00039084,78.3,18.5,3.1
E00039101,78.4,12.7,8.9
E00039104,47.9,26.5,25.6
E00039105,63.5,23,13.5
E00039106,76.4,14.2,9.3
E00039107,75.2,14.5,10.2
E00039108,69.8,17.9,12.4
E00039109,76.2,15.2,8.6
E00039110,63.3,21.7,15
E00039111,72.7,19.5,7.9
E00039130,81.9,13.5,4.7
E00039131,49.2,25.2,25.6
E00039132,75.2,17.6,7.3
E00039133,90.6,9.4,0
E00039134,70.6,17.8,11.7
E00039135,80.9,14,5.1
E00039137,60.4,23.9,15.7
E00039138,70.1,22.5,7.4
E00039139,85.9,9.6,4.5
E00039140,71.7,20.2,8.1
E00039141,64.4,22.3,13.3
E00039142,56.5,25.1,18.4
E00039143,81.7,12,6.3
E00039144,75.4,15.5,9.1
E00039145,74.6,15.7,9.7
E00039146,77.2,16.8,6
E00039147,72,18.9,9.1
E00039148,66.1,18,15.8
E00039149,68.4,18.3,13.3
E00039150,73.8,17.4,8.9
E00039151,73.1,19.1,7.8
E00039152,62.6,21,16.4
E00039153,78.8,16,5.1
E00039154,70.1,19.3,10.6
E00039155,69.3,16.9,13.8
E00039156,67,18.8,14.1
E00039157,56.8,29.3,14
E00039158,78.7,16.2,5.1
E00039159,66.5,17.3,16.2
E00039160,78.3,15.7,6
E00039161,72.7,16.3,11
E00039162,64.2,21.2,14.6
E00039163,78.3,13.9,7.9
E00039164,60.5,23.6,15.9
E00039165,70,23.8,6.3
E00039166,78.2,18.2,3.6
E00039167,54.7,28.3,17
E00039168,76.9,13,10.1
E00039169,68,20.6,11.3
E00039170,66,22,12
E00039171,82.7,13.5,3.8
E00039172,78.9,13.1,8
E00039173,67.7,19.9,12.4
E00039174,75.8,19.3,4.9
E00039175,70.8,19.3,9.9
E00039176,71.4,18.9,9.7
E00039183,71.8,16.8,11.4
E00039184,63.6,21.5,14.8
E00039185,80.5,11.2,8.3
E00039186,72.3,16.8,11
E00039187,82,13.6,4.4
E00039188,37,32,31
E00039189,79.5,12.9,7.6
E00039190,74.5,18.4,7.1
