geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00073183,8.4,33.6,44.3,13.7
E00073184,0,2.5,88.4,9.1
E00073185,14.1,9.9,69,7
E00073186,0.9,18.6,70.8,9.7
E00073187,10.9,8.2,74.1,6.8
E00073188,18.1,4.3,71.6,6
E00073189,2.5,29.4,59.7,8.4
E00073190,2.5,7.5,83.3,6.7
E00073191,11.1,60.3,23,5.6
E00073192,7.4,27.3,57,8.3
E00073193,2.2,12.2,61.2,24.5
E00073194,5.1,23.1,69.2,2.6
E00073195,0.8,10.5,76.7,12
E00073196,21.3,45.1,32.8,0.8
E00073197,7.9,39.9,28.7,23.6
E00073198,30.4,44,22.4,3.2
E00073199,6.7,6.7,74.3,12.4
E00073200,25.4,12.3,56.2,6.2
E00073201,5.1,11,80.5,3.4
E00073202,17.9,51.9,17.9,12.3
E00073203,4.2,52.4,35,8.4
E00073204,0.9,5.2,87.8,6.1
E00073205,13.2,32.3,34.7,19.8
E00073206,1.7,19.9,59.1,19.3
E00073207,5.1,40.1,46.7,8
E00073208,2.6,71.8,23.1,2.6
E00073209,15.4,52.2,29.4,2.9
E00073210,0,7.6,70.8,21.5
E00073211,14.9,20,46.2,19
E00073212,31.4,27.8,24.3,16.6
E00073213,28,21.7,38.2,12.1
E00073214,1.4,19.7,70.7,8.2
E00073215,0.9,96.3,2.8,0
E00073216,4.5,58.3,34.1,3
E00073217,17.9,21.4,50.7,10
E00073218,2.8,28.2,53.5,15.5
E00073219,9.4,74.6,12.3,3.6
E00073220,17.2,13.8,60.7,8.3
E00073221,1.5,44.3,47.3,6.9
E00073222,10.7,8.1,73.8,7.4
E00073223,0.8,17.7,74.6,6.9
E00073929,10.9,27.1,49.6,12.4
E00073930,13.8,3.3,74,8.9
E00073931,10.5,2.6,73.7,13.2
E00073932,5,0.8,65.3,28.9
E00073933,25.2,13.9,53.9,7
E00073934,13.8,4.3,75,6.9
E00073935,1.6,4.9,87.8,5.7
E00073936,31.5,5.4,54.1,9
E00073937,7.3,8.1,73.4,11.3
E00073938,9.8,74.8,13.8,1.6
E00073939,2.3,5.4,71.5,20.8
E00073940,32.1,9.4,48.1,10.4
E00073941,2.5,25.4,62.3,9.8
E00073942,15.6,68.9,14.1,1.5
E00073943,15,30.7,43.6,10.7
E00073944,16.5,53.9,27,2.6
E00073945,4.7,46.5,23.6,25.2
E00073946,2.1,22.5,45.1,30.3
E00073947,6.3,7.2,76.6,9.9
E00073948,2,38,54,6
E00073949,23.6,61.4,11.8,3.1
E00073950,31,48.8,15.5,4.8
E00073951,19.2,44,30.4,6.4
E00073952,13.8,37.1,44,5.2
E00073953,11.5,23.9,57.5,7.1
E00073954,37.2,28.1,28.1,6.6
E00073955,0,2.8,11.9,85.3
E00073956,1.6,12.2,44.7,41.5
E00073957,24.6,12.7,44.8,17.9
E00073958,15.2,3,70.5,11.4
E00073959,4.5,2.2,73.9,19.4
E00073960,0.8,12.5,30.5,56.3
E00073961,4,2.4,83.9,9.7
E00073962,0,2.5,79,18.5
E00073963,13.3,6.7,71.3,8.7
E00073964,0.8,6.2,88.5,4.6
E00074302,0.8,5.6,56,37.6
E00074303,3.5,29.8,28.1,38.6
E00074304,6.7,17.5,16.7,59.2
E00074306,0.8,20,25,54.2
E00074308,4.2,20.8,27.5,47.5
E00074309,1.7,0.8,10,87.5
E00074311,10.2,53.4,29.7,6.8
E00074312,26.2,42.6,27,4.1
E00074317,0.8,12.9,19.7,66.7
E00074319,0,2.3,33.1,64.7
E00074320,0.7,15.9,18.1,65.2
E00074321,8.3,12.4,26.4,52.9
E00074326,0,25.7,31.4,42.9
E00074440,0.8,3.8,16.2,79.2
E00074441,1.5,8.1,23,67.4
E00074442,5.4,21.4,46.4,26.8
E00074443,11.7,9,33.3,45.9
E00074444,0,6.3,48,45.7
E00074445,0.8,6.7,36.1,56.3
E00074446,4.1,12.3,47.5,36.1
