geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00073183,7.7,27.7,64.6
E00073184,7.3,14.6,78
E00073185,7,26.6,66.4
E00073186,9.9,20.7,69.4
E00073187,11.8,30.6,57.6
E00073188,7.1,34.8,58
E00073189,9.4,21.4,69.2
E00073190,11.8,18.5,69.7
E00073191,4.8,31.2,64
E00073192,8.4,33.6,58
E00073193,5.8,22.5,71.7
E00073194,5.2,23.3,71.6
E00073195,7.4,21.5,71.1
E00073196,5,45.5,49.6
E00073197,5.6,36.5,57.9
E00073198,4.1,55.7,40.2
E00073199,11.4,23.8,64.8
E00073200,7.1,38.6,54.3
E00073201,8.5,32.2,59.3
E00073202,6.8,42.9,50.3
E00073203,5.6,35.2,59.2
E00073204,10.3,18.1,71.6
E00073205,10.2,29.3,60.5
E00073206,5.6,26.1,68.3
E00073207,5.1,32.8,62
E00073208,4.2,30.3,65.5
E00073209,2.9,36,61
E00073210,8.4,19.6,72
E00073211,12.4,29.5,58
E00073212,14.9,39.3,45.8
E00073213,11.5,37.2,51.3
E00073214,8.8,18.9,72.3
E00073215,6.5,14.8,78.7
E00073216,7.6,21.4,71
E00073217,13.9,30.7,55.5
E00073218,16.1,26.6,57.3
E00073219,5.1,29.4,65.4
E00073220,13,28.8,58.2
E00073221,7.6,31.8,60.6
E00073222,4.7,21.6,73.6
E00073223,6.9,22.1,71
E00073929,3.9,25,71.1
E00073930,5,27.5,67.5
E00073931,8.9,25.9,65.2
E00073932,8.3,27.3,64.5
E00073933,5.1,38.5,56.4
E00073934,9.5,27.6,62.9
E00073935,8.1,14.5,77.4
E00073936,5.2,40,54.8
E00073937,14.6,22,63.4
E00073938,9.9,30.6,59.5
E00073939,11.5,15.4,73.1
E00073940,4.7,43.4,51.9
E00073941,10.7,18,71.3
E00073942,3.6,26.3,70.1
E00073943,7.1,31.9,61
E00073944,10.3,31.9,57.8
E00073945,11,29.1,59.8
E00073946,9.1,21,69.9
E00073947,10,21.8,68.2
E00073948,13.6,13.6,72.8
E00073949,5.5,44.1,50.4
E00073950,3,42.5,54.5
E00073951,10.4,38.4,51.2
E00073952,4.3,39.1,56.5
E00073953,8.8,36,55.3
E00073954,9,42.6,48.4
E00073955,5.6,20.4,73.9
E00073956,4.1,19.5,76.4
E00073957,5.2,38.5,56.3
E00073958,6.8,26.5,66.7
E00073959,2.9,13.8,83.3
E00073960,5.3,22.9,71.8
E00073961,7.9,18.3,73.8
E00073962,8.5,16.2,75.2
E00073963,6.7,25.3,68
E00073964,9.5,12.7,77.8
E00074302,7.9,23.6,68.5
E00074303,4.3,37.4,58.3
E00074304,1.6,31.1,67.2
E00074306,3.3,26.4,70.2
E00074308,5.9,26.1,68.1
E00074309,1.7,15.3,83.1
E00074311,1.7,49.1,49.1
E00074312,4.8,45.2,50
E00074317,1.5,23.1,75.4
E00074319,6,19.5,74.4
E00074320,10.7,17.1,72.1
E00074321,3.3,18.9,77.9
E00074326,7.5,23.4,69.2
E00074440,0.8,18.5,80.8
E00074441,5.1,19.9,75
E00074442,3.6,20.7,75.7
E00074443,7.1,26.8,66.1
E00074444,4.6,18.9,76.6
E00074445,2.6,14,83.3
E00074446,0.8,17.4,81.8
E00074448,6.9,13.8,79.3
E00074449,6.7,17,76.3
E00074450,3.9,29.7,66.4
E00074451,5,19.3,75.6
E00074452,5.2,27,67.8
E00074453,4.8,29.8,65.3
E00074454,5.6,20.2,74.2
E00074455,10.3,26.2,63.6
E00074456,2.7,21.6,75.7
E00074457,2.3,14.5,83.2
E00074588,4.9,18,77
E00074589,1.7,14.4,83.9
E00074590,2.6,21.8,75.6
E00074591,6,19.4,74.6
E00074592,4.3,14.5,81.2
E00074593,4.2,29.6,66.2
E00074594,9,19.9,71.1
E00074595,1,24.8,74.3
E00074598,6.1,20.9,73
E00074600,2.7,23.2,74.1
E00074601,1.7,29.7,68.6
E00074602,3.5,29.2,67.4
E00074603,7,22.6,70.4
E00074604,8.5,14.2,77.3
E00074606,5.6,22.4,72
E00074638,1.4,32.9,65.7
E00074639,2.3,22,75.8
E00074640,3.3,34.4,62.3
E00074641,1.7,48.7,49.6
E00074642,2.5,19.8,77.7
E00074643,1.6,20.3,78.1
E00074644,7.5,27.1,65.4
E00074645,0,14.1,85.9
E00074646,2.4,23.6,74
E00074647,1.6,17.5,81
E00074648,4.5,27.3,68.2
E00074649,2.5,20,77.5
E00074650,5,19.8,75.2
E00074651,3.8,16.5,79.7
E00074652,4,22.6,73.4
E00074653,3.4,15.6,81
E00074654,4.4,27.2,68.4
E00074655,3.4,27.7,68.9
E00074656,1.7,23.7,74.6
E00074657,1.6,18.4,80
E00074658,3.7,19.4,76.9
