geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00073183,26,38.9,17.6,17.6
E00073184,13.9,33.6,26.2,26.2
E00073185,26.8,33.1,16.2,23.9
E00073186,18.3,33,25.7,22.9
E00073187,30.1,29.5,16.4,24
E00073188,36,22.8,17.5,23.7
E00073189,20.5,39.3,12.8,27.4
E00073190,18.5,28.6,23.5,29.4
E00073191,31.7,34.1,19.8,14.3
E00073192,32.3,33.9,11.3,22.6
E00073193,22.3,35.3,22.3,20.1
E00073194,23.9,27.4,18.8,29.9
E00073195,21.8,35.3,20.3,22.6
E00073196,44.6,37.2,8.3,9.9
E00073197,36.1,33.9,16.1,13.9
E00073198,55.4,30.6,6.6,7.4
E00073199,23.8,22.8,18.8,34.7
E00073200,38.3,28.1,15.6,18
E00073201,31.9,36.1,16,16
E00073202,43.7,31,13.9,11.4
E00073203,35,38.5,14,12.6
E00073204,18.3,35.7,20.9,25.2
E00073205,29.3,35.3,13.2,22.2
E00073206,26.9,32.6,13.1,27.4
E00073207,32.6,39.9,10.9,16.7
E00073208,29.1,47,8.5,15.4
E00073209,36.3,31.1,19.3,13.3
E00073210,19.4,37.5,18.8,24.3
E00073211,28.4,30.5,11.7,29.4
E00073212,39.1,22.5,21.9,16.6
E00073213,36.9,30.6,15.9,16.6
E00073214,17.8,34.9,19.9,27.4
E00073215,14.8,25,33.3,26.9
E00073216,22,24.2,24.2,29.5
E00073217,30,36.4,16.4,17.1
E00073218,28.1,24,20.5,27.4
E00073219,29,23.2,23.2,24.6
E00073220,27.6,31,19.3,22.1
E00073221,32.1,33.6,18.3,16
E00073222,22.4,32.7,17.7,27.2
E00073223,21.5,39.2,15.4,23.8
E00073929,25.6,41.6,15.2,17.6
E00073930,28.7,28.7,20.5,22.1
E00073931,25.7,28.3,20.4,25.7
E00073932,28.8,27.2,20,24
E00073933,40.5,27.9,14.4,17.1
E00073934,27.6,34.5,19.8,18.1
E00073935,14.5,38.7,19.4,27.4
E00073936,39.3,16.1,17.9,26.8
E00073937,22.1,23,23.8,31.1
E00073938,31.7,29.3,25.2,13.8
E00073939,15.3,28.2,25.2,31.3
E00073940,42.5,24.5,12.3,20.8
E00073941,17.5,25,20.8,36.7
E00073942,26.5,25,25,23.5
E00073943,32.1,27.1,15.7,25
E00073944,31,23.3,20.7,25
E00073945,28.9,25,18.8,27.3
E00073946,20.7,34.5,19.3,25.5
E00073947,20.7,30.2,18.1,31
E00073948,14.1,28.3,26.3,31.3
E00073949,44.8,31.2,16,8
E00073950,42,30.2,14.2,13.6
E00073951,37.9,26.6,21,14.5
E00073952,40.2,31.6,13.7,14.5
E00073953,35.7,33,10.4,20.9
E00073954,42.5,24.2,15.8,17.5
E00073955,20.4,39.4,18.3,21.8
E00073956,19.4,40.3,14.5,25.8
E00073957,38.8,29.1,14.2,17.9
E00073958,25.8,35.9,17.2,21.1
E00073959,14.2,37.3,21.6,26.9
E00073960,22,42.5,18.1,17.3
E00073961,18.3,31.7,20.6,29.4
E00073962,16.2,41.9,14.5,27.4
E00073963,25.2,31.8,19.2,23.8
E00073964,12.3,27.7,26.2,33.8
E00074302,24.4,31.7,17.1,26.8
E00074303,36.6,41.1,11.6,10.7
E00074304,30,40.8,13.3,15.8
E00074306,26.7,43.3,16.7,13.3
E00074308,25.8,43.3,11.7,19.2
E00074309,15,42.5,11.7,30.8
E00074311,49.6,36.5,9.6,4.3
E00074312,46.3,35.5,11.6,6.6
E00074317,22.6,35.3,16.5,25.6
E00074319,19.7,37.9,17.4,25
E00074320,15.2,45.7,15.2,23.9
E00074321,19.8,30.6,19.8,29.8
E00074326,23.3,35.9,23.3,17.5
E00074440,18.5,45.4,14.6,21.5
E00074441,19.4,43.3,13.4,23.9
E00074442,20.8,27.4,27.4,24.4
E00074443,27.8,41.7,15.7,14.8
E00074444,18.5,33.1,21.3,27
E00074445,12.6,38.7,16,32.8
E00074446,18.9,30.3,16.4,34.4
E00074448,13.8,35.3,19,31.9
E00074449,18.1,34.1,13,34.8
E00074450,30.6,33.1,10.5,25.8
E00074451,19.5,44.1,12.7,23.7
E00074452,26.7,34.5,13.8,25
E00074453,30.3,27,22.1,20.5
E00074454,19.9,34.1,11.4,34.7
E00074455,23.9,35.8,16.5,23.9
E00074456,20.9,28.1,20.9,30.1
E00074457,14.5,42.7,15.3,27.5
E00074588,18,36.9,20.5,24.6
E00074589,14.9,44.7,12.3,28.1
E00074590,22.7,44,18.7,14.7
E00074591,20.3,52.2,10.9,16.7
E00074592,14.6,44.5,14.6,26.3
E00074593,29.7,47.1,10.9,12.3
E00074594,20.4,45.1,14.2,20.4
E00074595,24.8,43.6,11.9,19.8
E00074598,21.2,44.5,12.3,21.9
E00074600,23.9,43.1,13.8,19.3
E00074601,30.4,28.7,18.3,22.6
E00074602,29.7,35.2,13.1,22.1
E00074603,23.5,47.8,13.9,14.8
E00074604,16.1,42.3,17.5,24.1
E00074606,22.6,51.6,11.3,14.5
E00074638,32.6,32.6,15.6,19.1
E00074639,22,37,18.1,22.8
E00074640,34.7,36.4,14.9,14
E00074641,48.8,34.7,6.6,9.9
E00074642,20.8,46.7,15.8,16.7
E00074643,19.7,51.2,13.4,15.7
E00074644,27.1,32.3,18.8,21.8
E00074645,14,44.2,20.9,20.9
E00074646,22.4,41.6,20,16
E00074647,17.5,38.1,27,17.5
E00074648,27.1,44.4,11.3,17.3
E00074649,20.7,43,19,17.4
E00074650,18.3,30.2,23,28.6
E00074651,16.8,47.3,13.7,22.1
E00074652,23.8,43.4,10.7,22.1
E00074653,16,52.8,12.5,18.8
E00074654,27.2,37.7,14,21.1
E00074655,27.3,31.4,17.4,24
E00074656,23.5,50.4,9.2,16.8
E00074657,18.3,47.6,15.9,18.3
E00074658,19.8,37.4,21.4,21.4
E00074659,24.8,33.1,17.9,24.1
E00074660,24.2,45.2,16.9,13.7
E00074661,22.1,50,11.4,16.4
E00074662,24.1,57.4,9.2,9.2
E00074663,18.5,48.4,12.9,20.2
E00074664,19.5,44.7,13,22.8
E00074665,14.9,39.1,24.1,21.8
E00074666,27.7,39.3,15.2,17.9
E00074667,19,42.2,16.4,22.4
E00074668,48.8,36.6,7.3,7.3
E00074669,29.4,29.4,16.7,24.6
E00074670,35.7,44.4,5.6,14.3
E00074671,35.8,35.8,10.9,17.5
E00074672,45.3,31.1,14.9,8.8
E00074673,44.9,31.8,13.1,10.3
E00074674,33.1,40.5,10.7,15.7
E00074675,53.3,32.8,5.1,8.8
E00074676,46.2,38,8.2,7.6
E00074677,41.6,30.1,12.4,15.9
E00074678,28.4,40.4,13.8,17.4
E00074679,27,45.9,16.4,10.7
E00074680,40,36.5,11.3,12.2
E00074681,14.4,46.6,15.3,23.7
E00074682,33.5,33.5,11.6,21.3
E00074683,44.1,35.1,10.8,9.9
E00074684,45.9,29.6,8.9,15.6
E00074685,25.9,32.4,16.5,25.2
E00074686,35.7,40.2,8.9,15.2
E00074687,77.9,15.6,3.3,3.3
E00074688,28.1,36,16.7,19.3
E00074689,28.4,30.3,12.8,28.4
E00074690,18.6,41.6,18.6,21.2
E00074691,39.4,39.4,8.7,12.6
E00074692,21.9,49.5,12.4,16.2
E00074693,24.1,37.1,19,19.8
E00074694,20.3,34.2,20.9,24.6
E00074695,37.8,30.7,15,16.5
E00074696,30.4,22.6,27.8,19.1
E00074697,26.9,33.6,20.2,19.3
E00074698,29.2,42.9,11.2,16.8
E00074699,33.1,34.7,18.2,14
E00074700,39.5,41.1,8.1,11.3
E00074701,41.5,30.5,12.7,15.3
E00074702,24.6,36.9,17.2,21.3
E00074703,31.2,44,16,8.8
E00074704,25.5,36.5,22.6,15.3
E00074705,21.9,26.7,24.8,26.7
E00074706,55.1,28.3,5.9,10.7
E00074707,41.6,31.9,8.8,17.7
E00074708,21.9,36.8,18.4,22.8
E00074709,57.8,21.1,10.1,11
E00074711,34.4,38.9,12.2,14.5
E00074712,27.7,38.5,14.6,19.2
E00074713,14.4,44.6,13.7,27.3
E00074714,28.6,32.8,10.1,28.6
E00074715,30.8,46.7,9.3,13.1
E00074716,36,29.6,12.8,21.6
E00074717,15.2,49.2,15.9,19.7
E00074718,17.8,48.6,15,18.7
E00074719,40.4,44.9,8.1,6.6
E00074720,20.3,46.1,16.4,17.2
E00074721,13.9,27.9,20.9,37.3
E00074722,15.7,30.4,26.7,27.2
E00074723,40.3,37.1,12.1,10.5
E00074724,26.4,43.2,12.8,17.6
E00074725,36.7,34.2,12.5,16.7
