geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00065212,72.5,0.8,26.7
E00065213,80.3,1.7,18
E00065214,83,0,17
E00065215,83.6,2.4,14
E00065216,83.9,2.1,14
E00065217,85,1.2,13.8
E00065218,65.9,1.8,32.2
E00065219,60.7,0,39.3
E00065220,80.9,4.2,14.9
E00065221,55.9,3.4,40.7
E00065222,56.7,2.5,40.7
E00065224,70.7,2.7,26.6
E00065225,69.5,1.8,28.7
E00065226,71.2,2.7,26.1
E00065227,80.6,2.3,17.1
E00065228,79.4,1.8,18.8
E00065229,65.8,1.2,32.9
E00065230,56.3,0,43.7
E00065231,73.5,1.4,25.1
E00065232,51.6,1.6,46.8
E00065233,67.5,4.4,28.1
E00065234,72.3,3.7,24
E00065235,77.3,3.3,19.4
E00065236,77.4,1.9,20.7
E00065237,65.4,1,33.6
E00065238,57.9,0.7,41.4
E00065239,78.6,0.6,20.8
E00065240,77.4,1.6,21
E00065241,72.1,4,23.9
E00065242,76.5,0.4,23.2
E00065243,81.4,1.9,16.7
E00065244,73.9,1,25.2
E00065245,66.8,0.5,32.7
E00065246,63.5,1.1,35.5
E00065247,65.3,2.1,32.6
E00065248,58.9,2,39.1
E00065249,77.9,0.5,21.7
E00065250,79.6,0.7,19.7
E00065251,74.4,1.5,24.1
E00065252,80.2,0.4,19.4
E00065253,88.1,0,11.9
E00065254,80.2,0.8,19
E00065255,83.5,0,16.5
E00065256,83,0.9,16.1
E00065257,83.4,0.3,16.3
E00065259,82.1,0.4,17.4
E00065260,79.7,0.7,19.6
E00065262,91.8,1.8,6.4
E00065263,81.7,1.9,16.3
E00065264,58.6,2.9,38.5
E00065265,83.1,0.4,16.5
E00065266,77.2,0.4,22.4
E00065267,70.8,1.5,27.7
E00065268,69.7,2.8,27.5
E00065269,82.5,0,17.5
E00065271,81.4,1.7,16.9
E00065272,82.2,2.2,15.6
E00065273,72.5,0.5,27
E00065274,74.1,0,25.9
E00065275,73.5,0.6,26
E00065276,72.5,2.4,25.1
E00065277,73.5,2.6,23.8
E00065278,80.3,1,18.8
E00065279,81.3,2.6,16.1
E00065280,73,2.8,24.2
E00065281,77.2,1.2,21.5
E00065282,73.4,2.3,24.3
E00065283,66.3,2.1,31.6
E00065284,76.4,0,23.6
E00065285,73.2,0.5,26.3
E00065286,75.1,0,24.9
E00065287,79.9,0.6,19.6
E00065288,82.4,0.5,17.2
E00065289,76.3,0,23.7
E00065290,75.2,4.7,20.1
E00065291,79.1,1,19.9
E00065292,77.7,0,22.3
E00065293,82.1,1,16.9
E00065294,85.2,0.7,14.1
E00065295,58.4,0.5,41.1
E00065296,77.3,2.5,20.2
E00065297,67.6,2.9,29.4
E00065298,64,0.3,35.7
E00065299,65.4,4,30.6
E00065300,61.3,2.1,36.6
E00065301,61.9,0,38.1
E00065302,62.9,4.4,32.7
E00065303,70.9,1.3,27.8
E00065304,74.3,2.4,23.3
E00065305,63,2.4,34.6
E00065306,60.2,0.4,39.5
E00065307,88.9,0.4,10.8
E00065308,82.4,1.5,16.1
E00065309,83.7,3.6,12.7
E00065310,67.5,0.4,32.2
E00065311,81.1,2.8,16
E00065312,71,2,27
E00065313,50.4,1.5,48.1
E00065314,53.6,2.9,43.4
E00065315,73.2,0.9,25.9
E00065316,77.9,3.9,18.2
E00065317,92.8,1.2,6
E00065318,69.8,3.3,26.9
E00065319,71.4,0.3,28.3
E00065320,84.4,0,15.6
E00065321,78.2,1.1,20.7
E00065322,75.9,3,21.1
E00065323,54.1,1.6,44.3
E00065324,82.7,1.6,15.7
E00065325,80.1,2.3,17.6
E00065326,79.1,0.7,20.2
E00065327,73.2,2.4,24.4
E00065328,69.3,3.4,27.3
E00065329,61.2,1.5,37.2
E00065330,66.6,5,28.5
E00065331,76.9,2.2,21
E00065332,68,3.1,28.8
E00065333,60,6.9,33.1
E00065334,64.9,7.5,27.6
E00065335,58,5.3,36.6
E00065336,69.1,1.2,29.8
E00065337,54.8,3.8,41.4
E00065338,62.1,7.4,30.5
E00065339,67.5,4.5,28
E00065340,67.4,4.3,28.3
E00065341,65,1.8,33.2
E00065342,55.1,7.7,37.2
E00065343,63.1,0.4,36.5
E00065344,67.4,1.7,30.9
E00065345,71.3,2.8,26
E00065500,76.4,2.2,21.5
E00065501,86.5,0.8,12.7
E00065502,78.2,0,21.8
E00065503,69.5,1,29.5
E00065509,75.2,1.4,23.4
E00065510,69.7,1.2,29.1
E00065511,73.1,1.3,25.6
E00065512,75.6,0.6,23.9
E00065513,86,1.4,12.6
E00065514,79.3,0.6,20.1
E00065522,88.1,0,11.9
E00065536,83.9,0.2,15.8
E00065537,78.7,0.5,20.8
E00065538,82.6,0.5,16.9
E00065540,72.8,0,27.2
E00065541,78.5,1.2,20.3
E00065543,82.7,1.2,16.1
E00141804,75.3,0.5,24.2
E00174850,79,3.6,17.4
E00175335,84.1,1.2,14.7
E00175336,84.2,0,15.8
E00175337,81.4,3.8,14.8
E00175340,74.6,5.1,20.3
E00175341,75.2,3.2,21.6
E00175363,82.1,0.7,17.2
E00175365,85.4,5.5,9.1
E00175367,66.2,1.3,32.5
E00175369,82.4,0.8,16.9
E00185507,66.6,0.3,33.1
E00185519,78.6,3.8,17.6
E00185538,70.2,0,29.8
