areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00084160,97.2,2.8,0
E00090193,97.7,2.3,0
E00090194,95.5,4.1,0.4
E00090201,98.9,1.1,0
E00145742,97.4,2,0.6
E00145743,99.6,0.4,0
E00145744,94.7,5.3,0
E00145745,98.8,0.9,0.3
E00145746,97.8,2.2,0
E00145747,98.3,1.7,0
E00145748,95.4,4.6,0
E00145749,96.6,2.8,0.6
E00145928,87.8,10.6,1.5
E00145929,97.8,2.2,0
E00145930,96.6,3.4,0
E00145931,97.1,2.9,0
E00145932,93.1,6.3,0.6
E00145933,97,2.6,0.3
E00145934,89.8,7.2,3
E00145935,97,3,0
E00145936,96.4,3.6,0
E00145937,90,8.5,1.4
E00145938,92.9,7.1,0
E00145939,93,7,0
E00145940,79.1,16.9,4
E00145941,94.2,5.8,0
E00145942,90.2,9.4,0.3
E00145943,99.3,0.7,0
E00145944,86.2,12,1.8
E00145945,96.1,3.6,0.3
E00145946,93.2,5.5,1.3
E00145947,100,0,0
E00145948,92.5,4.3,3.1
E00145949,89.4,10.1,0.4
E00145950,94.8,4.5,0.6
E00145951,96.7,3,0.3
E00145952,96.9,3.1,0
E00145953,97.8,2.2,0
E00145954,93.8,5.4,0.8
E00145955,98.6,1.4,0
E00145956,91.7,6.6,1.7
E00145957,97,2.5,0.5
E00145958,87,10,3
E00145959,84.8,13.6,1.6
E00145960,91.3,7,1.7
E00145961,98.5,1.5,0
E00145962,93.5,4,2.5
E00145963,96.9,2.7,0.4
E00145964,93.9,5.3,0.7
E00145965,98.8,1.2,0
E00145966,87.8,8.5,3.7
E00145967,97.8,2.2,0
E00145968,97,3,0
E00145979,97.2,1.9,0.9
E00145980,98.8,0.6,0.6
E00145982,97.6,2.4,0
E00145990,96.5,3.5,0
E00145993,99.7,0.3,0
E00145994,98.5,1.5,0
E00145995,98.8,1.2,0
E00145996,98.3,1.7,0
E00145997,99.4,0.6,0
E00145998,97.9,1.5,0.6
E00145999,99.7,0.3,0
E00146000,98.8,1.2,0
E00146001,92.2,7.8,0
E00146002,99.6,0.4,0
E00146003,94.1,5.3,0.6
E00146004,100,0,0
E00146005,99,1,0
E00146006,97.9,2.1,0
E00146007,97.8,1.7,0.4
E00146008,94.9,4.6,0.5
E00146009,98,2,0
E00146069,96.4,3.6,0
E00146070,98.6,1.4,0
E00146071,97.8,2.2,0
E00146074,99.2,0.8,0
E00173180,99.3,0.7,0
E00173187,95.3,4.2,0.6
E00186049,52.2,37.9,9.8
E00186051,98.3,1.7,0
