areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00084160,2.3,0,0,94.9,2.8
E00090193,0.9,0,3.6,93.8,1.8
E00090194,3.4,0.4,1.1,95.1,0
E00090201,0.7,1.4,0,94.6,3.2
E00145742,1.1,0,1.1,96.8,0.9
E00145743,1.1,0.4,2.9,95.7,0
E00145744,0.3,0,0,98.6,1
E00145745,2.2,0.3,2.2,94.9,0.3
E00145746,0.4,0,0.4,98.3,0.9
E00145747,1.4,0.6,1.2,96.8,0
E00145748,1,2.4,1.4,92.1,3.1
E00145749,1.1,0,1.1,97.5,0.3
E00145928,2.7,0.3,1.8,95,0.3
E00145929,2.1,0.4,2.8,94.7,0
E00145930,2,4.1,5.7,87.3,0.8
E00145931,1.6,0.3,1.3,94.8,2.1
E00145932,5,0,4.7,88,2.3
E00145933,1,0,2.9,96.1,0
E00145934,2.2,0.4,0,94.8,2.6
E00145935,3.4,0.5,2.5,93.6,0
E00145936,1.4,0,4.4,93.9,0.3
E00145937,2.3,2.3,4.1,90.4,0.9
E00145938,2.1,0.3,0.3,95.5,1.7
E00145939,0.6,1.3,2.9,93.5,1.6
E00145940,7,0,2.1,90.8,0
E00145941,2.8,0,2.3,94.9,0
E00145942,5.2,0,3.9,90.8,0
E00145943,1.3,0,1.9,96.8,0
E00145944,4.8,1.7,3.8,89.1,0.7
E00145945,3.3,0,1.4,93.7,1.7
E00145946,1.7,0,0,98.3,0
E00145947,0,0.8,0,98.3,0.8
E00145948,5,0,0,93.4,1.6
E00145949,1.6,1.6,2.9,92.7,1.2
E00145950,1.5,0,1.2,97.1,0.3
E00145951,0,0.3,2.9,95.8,1
E00145952,1.5,0.3,1.5,96.7,0
E00145953,7.2,0,0,92.8,0
E00145954,7.4,2,3.3,85.2,2
E00145955,1.4,0,2.7,95.9,0
E00145956,5.5,0,4.1,90,0.3
E00145957,0.5,0,2.8,92.9,3.8
E00145958,3.3,1,4.7,88.3,2.7
E00145959,1.8,3.1,3.1,89.6,2.4
E00145960,5.1,0,4.5,89.5,0.9
E00145961,0.6,0,1.2,97.1,1.2
E00145962,0.7,0.2,1.7,95.9,1.4
E00145963,2.1,0,1.7,94.4,1.7
E00145964,1,1.4,2.9,92.4,2.4
E00145965,4.1,0.6,4.7,90.7,0
E00145966,3.9,2.8,10.3,81.1,1.8
E00145967,0.4,0.4,2.1,96.2,0.8
E00145968,3,0,2.7,93.7,0.7
E00145979,2.5,0,2.5,92.3,2.7
E00145980,5.5,0.6,0.6,93.3,0
E00145982,0,0,1.7,97.2,1.1
E00145990,3.5,1.4,0.5,94.3,0.3
E00145993,0,0,1.9,97.8,0.3
E00145994,0.9,0.3,4.3,93.9,0.6
E00145995,1.2,0,3.7,92.5,2.6
E00145996,3.1,0,4.1,92.8,0
E00145997,1.7,0,0.8,97.5,0
E00145998,1.5,0,3.5,95,0
E00145999,1.5,0,3.5,95,0
E00146000,1.5,0,1.8,96.7,0
E00146001,1,0,2,93.7,3.3
E00146002,2.1,0,0.7,97.2,0
E00146003,3.6,0.6,2.1,93.7,0
E00146004,1.5,1.2,5.1,92.2,0
E00146005,2.8,0,2.8,92.6,1.9
E00146006,2.9,0,2.1,95,0
E00146007,2.5,0,3.1,93.9,0.4
E00146008,2.8,0,1.2,95.8,0.2
E00146009,2,0,3.4,94.1,0.6
E00146069,1.5,0,2,95.3,1.2
E00146070,0.5,0,1.3,97.6,0.5
E00146071,1.2,0,0.3,98.5,0
E00146074,1.9,0,2.3,95.8,0
E00173180,0.7,0,2.1,97.2,0
E00173187,3.2,0,1.7,93.9,1.2
E00186049,21.4,17.3,2.3,54.9,4.1
E00186051,3.3,0,0.8,95.8,0
