areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00084160,8.5,16,68.1,7.4
E00090193,9.6,19.1,61,10.3
E00090194,12.8,12.8,59.4,15
E00090201,9.5,21.9,58.4,10.2
E00145742,16.4,10.7,65.4,7.5
E00145743,24.1,15.8,49.6,10.5
E00145744,12.5,19.5,60.9,7
E00145745,18.6,12.4,61.6,7.3
E00145746,17.1,17.1,50.4,15.4
E00145747,19.5,10.8,53.5,16.2
E00145748,13.6,21.2,53.8,11.4
E00145749,20.4,10.5,57.4,11.7
E00145928,28,23.1,33.3,15.6
E00145929,18.5,15.4,56.9,9.2
E00145930,24.4,24.4,39,12.2
E00145931,17,12.3,61.4,9.4
E00145932,37.2,14.9,27,20.9
E00145933,24.2,15.8,50.3,9.7
E00145934,31.8,27.3,21.6,19.3
E00145935,8.7,23.2,62.3,5.8
E00145936,23.3,13.2,56.6,6.9
E00145937,16.3,12.4,58.1,13.2
E00145938,23.1,22.4,46.3,8.2
E00145939,21.7,17.5,52.4,8.4
E00145940,21.8,19.4,42.7,16.1
E00145941,23.3,14.7,50,12.1
E00145942,27.8,17.2,39.1,15.9
E00145943,17.5,16.8,56.6,9.1
E00145944,28.1,16.3,40.5,15
E00145945,14.3,13.7,62.1,9.9
E00145946,10.5,22.1,53.5,14
E00145947,20.7,41.4,24.1,13.8
E00145948,26.1,19.3,36.1,18.5
E00145949,14.5,19.8,51.9,13.7
E00145950,24.9,13,53.7,8.5
E00145951,24.3,12.2,43.2,20.3
E00145952,13.2,13.2,66.5,7.2
E00145953,21.2,17.8,55.1,5.9
E00145954,43.6,17.1,23.9,15.4
E00145955,11.6,15.5,70.2,2.8
E00145956,15.4,14.2,65.1,5.3
E00145957,17.4,16.5,57,9.1
E00145958,18.6,15.8,51.4,14.1
E00145959,24.7,15.4,43.4,16.5
E00145960,22.6,14,53,10.4
E00145961,12.8,16.1,66.4,4.7
E00145962,16,17.4,57.3,9.4
E00145963,17.8,15.8,54.5,11.9
E00145964,31.9,14.4,39.4,14.4
E00145965,14.2,17.3,65.4,3.1
E00145966,17.8,10.7,60.4,11.2
E00145967,14.2,14.9,53.7,17.2
E00145968,18.5,13.3,58.5,9.6
E00145979,17.8,16.4,56.5,9.3
E00145980,1.5,19.7,75.8,3
E00145982,19.8,15.9,53.4,10.8
E00145990,17.4,15.6,58.7,8.4
E00145993,11.9,12.6,67.1,8.4
E00145994,19.5,18.3,53.3,8.9
E00145995,20.2,10.1,61.2,8.5
E00145996,7.5,15.8,66.9,9.8
E00145997,13.9,17,61.8,7.3
E00145998,28.4,13.1,43.2,15.3
E00145999,15.5,14.9,55.3,14.3
E00146000,21.7,18.6,48.1,11.6
E00146001,37.1,15.3,31.5,16.1
E00146002,25.8,16.1,41.9,16.1
E00146003,23,18,47.2,11.8
E00146004,24.1,16.8,48.9,10.2
E00146005,37.6,16.5,23.5,22.4
E00146006,23.5,15.3,50,11.2
E00146007,28.3,10.3,47.3,14.1
E00146008,26.6,21,33.6,18.7
E00146009,19.6,16.5,49.4,14.6
E00146069,24.9,22.3,37.6,15.2
E00146070,11.4,17.1,65.7,5.7
E00146071,14,20.3,58.1,7.6
E00146074,3.7,19.3,60.7,16.3
E00173180,2.9,20.4,70.9,5.8
E00173187,7.8,20.3,60.1,11.8
E00186049,14,19.9,25.7,40.4
E00186051,15.4,30.8,46.2,7.7
