areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00006643,36.9,43.3,4.3,15.6
E00006644,17.5,9.1,24.5,49
E00006646,3.8,10,49,37.1
E00006647,7.2,25.4,52.9,14.5
E00006648,0,52.2,39.6,8.2
E00006650,7.1,55.3,28.2,9.4
E00006651,9.4,16.9,58.1,15.6
E00006652,23.5,15.7,18.3,42.5
E00006653,17,10.6,41.5,30.9
E00006654,41.3,35,5.6,18.2
E00006655,37.1,13.6,30.7,18.6
E00006656,11.6,4.1,56.2,28.1
E00006657,46.6,42.7,0,10.7
E00006658,37.8,47.2,5.5,9.4
E00006659,17.5,18.2,29.2,35
E00006660,36.9,41,4.9,17.2
E00006661,20.4,21.1,12.2,46.3
E00006662,1.5,1.5,88.1,8.9
E00006663,29.5,26.2,13.1,31.1
E00006667,7.3,5.5,78.2,9.1
E00006669,3.4,55.5,26.9,14.3
E00006671,0.9,1.9,88,9.3
E00006672,1.5,10.3,66.2,22.1
E00006762,13.9,7.4,46.7,32
E00006768,39.1,22.5,2.2,36.2
E00006769,20.4,17.9,23.5,38.3
E00006784,33.1,13.7,0.7,52.5
E00006787,32.5,26.3,9.6,31.6
E00006790,19.7,7.9,14.5,57.9
E00006791,36,30.9,4.4,28.7
E00006793,40.4,26.6,2.8,30.3
E00006794,32.8,23.4,9.4,34.4
E00006795,23.6,18.2,12.7,45.5
E00006796,28.5,22.2,2.8,46.5
E00006797,43.9,16.7,9.8,29.5
E00006800,31.6,24.1,5.3,39.1
E00006801,26.6,21.8,4,47.6
E00006802,16.5,16.5,13.7,53.2
E00006804,28.1,26.3,6.3,39.4
E00006806,16.1,12.6,16.8,54.5
E00006807,18.5,29,8.6,43.8
E00006809,16.5,20.9,15.7,47
E00006810,34.2,16.8,2.6,46.5
E00006811,21.2,19.2,24,35.6
E00006812,26.7,17.3,5.3,50.7
E00006813,28.6,33.8,3,34.6
E00006814,41.3,20,14,24.7
E00006815,2.6,3.8,89.7,3.8
E00006817,20.7,17.1,5.4,56.8
E00006818,24.2,19.5,15.6,40.6
E00006819,32.8,24.1,10.3,32.8
E00011974,12.9,21.1,19,46.9
E00011980,17.3,17.9,12.7,52
E00011982,31.3,22.9,1.5,44.3
E00012176,12.6,10.7,60.2,16.5
E00012178,34.8,30.4,6.3,28.6
E00012180,13.9,26.2,14.8,45.1
E00012182,21.3,30.1,1.5,47.1
E00012186,21.2,22.5,0.7,55.6
E00012187,10.7,32.7,6,50.7
E00012189,17.5,18.9,4.9,58.7
E00012195,25.9,16.4,5.2,52.6
E00012196,20.4,29.9,0.7,49
E00012197,12.6,18.4,21.3,47.7
E00012199,14.7,14.1,2.5,68.7
E00012200,18,29.5,2.9,49.6
E00012201,34.1,23.6,0,42.3
E00012384,2.7,17.3,70,10
E00012385,6.1,19.1,41.2,33.6
E00012386,35.8,29.9,3.6,30.7
E00012387,15.3,20.4,55.5,8.8
E00012390,28.8,26.1,7.2,37.8
E00012391,26.4,28.8,16,28.8
E00012392,0.8,1.7,87.4,10.1
E00012393,23.4,35,3.6,38
E00012394,29.9,39.3,2.6,28.2
E00012396,26.6,36.7,10.9,25.8
E00012397,26.5,36,0.7,36.8
E00012398,27.6,27.6,15.7,29.1
E00012399,25.2,37.8,13.4,23.6
E00012400,18.2,22.1,20.8,39
E00012401,27.1,42.6,7.8,22.5
E00012402,30.4,32.6,2.9,34.1
E00012403,19.1,30.5,3.1,47.3
E00012404,27,33.3,10.6,29.1
E00012405,23.7,27.3,4.3,44.6
E00012406,29.1,25.2,2.4,43.3
E00012407,27,27.9,4.1,41
E00012408,34.7,25.4,4.2,35.6
E00012409,29.5,23.3,0.8,46.5
E00012410,28.5,25.5,5.1,40.9
E00012411,30.2,30.9,16,22.8
E00012412,16.7,25.4,36,21.9
E00012413,34.2,29.2,1.7,35
E00012414,10.2,32.2,24.6,33.1
E00012415,24.4,40.7,3.3,31.7
E00012416,30.9,40.7,4.1,24.4
E00012417,17.9,17.2,50.7,14.2
E00012418,22.6,25.5,9.5,42.3
E00012419,19.5,24.4,21.1,35
E00012472,26.2,43,6.5,24.3
E00012474,31,26.7,0.9,41.4
E00012475,5.6,7.3,6.2,80.8
E00012476,14.1,12.5,37.5,35.9
E00012477,22.3,32.4,15.8,29.5
E00012478,21.3,11.8,34.6,32.3
E00012479,4.2,6.7,70.6,18.5
E00012713,32.8,39.7,7.6,19.8
E00012714,31.2,42.2,7.8,18.8
E00012715,20.4,37.2,9.5,32.8
E00012726,29.4,30.1,9.1,31.5
E00012727,31.5,33.9,6.5,28.2
E00012728,38.9,32.9,4.7,23.5
E00012729,29.3,29.3,4.3,37.1
E00012730,14.1,20.3,15.6,50
E00012731,21.3,39.3,7.3,32
E00012732,13,25,11.1,51
E00012733,5.8,28.7,51.5,14
E00012734,14.3,33.6,30.3,21.8
E00012735,32.8,42.9,6.7,17.6
E00012858,40.9,14.8,1.3,43
E00012859,4.6,23,52.9,19.5
E00012860,23.6,24.5,5.7,46.2
E00012861,19.4,17.1,6.2,57.4
E00012862,43.4,20.4,0.9,35.4
E00012863,30.9,20.8,12.1,36.2
E00012864,27.7,21.5,0,50.8
E00012865,13.3,26.5,38.1,22.1
E00012866,14,16.8,25.2,44.1
E00012867,29.2,15,13.3,42.5
E00012868,15.9,20.3,35.5,28.3
E00012869,8.2,5.2,71.6,14.9
E00012870,4.5,4.5,84.2,6.8
E00012871,4.1,2.4,82.9,10.6
E00012872,44.9,10.6,29.3,15.2
E00012873,2.3,0.6,72.8,24.3
E00012875,5.6,10.4,73.6,10.4
E00012876,11.8,33.2,21.9,33.2
E00012877,25.1,20.6,4,50.3
E00012878,1.1,4.3,10.8,83.9
E00012879,18.9,22.4,11.9,46.9
E00012880,20.3,32.2,6.3,41.3
E00012881,36.9,30.5,2.1,30.5
E00012882,31.3,15.6,0.8,52.3
E00012883,14.2,19.7,21.3,44.9
E00012884,17,12.4,0,70.6
E00012885,23.2,14.9,0.6,61.3
E00012886,30,20,0.6,49.4
E00012887,26.6,24.5,13.3,35.7
E00012888,38.1,19.8,2.4,39.7
E00012891,18.6,26.2,8.7,46.5
E00012892,15.8,19.6,56.3,8.2
E00012903,16,22,29,33
E00012904,26.5,22.5,34.3,16.7
E00012905,35.4,28.3,3.9,32.3
E00012906,33.3,37.3,0.8,28.6
E00012907,27.5,40.6,13,18.8
E00012908,25.4,36.2,0,38.5
E00012909,10.8,18,60.4,10.8
E00012910,13.3,28.5,33.9,24.2
E00012911,16,24.4,35.1,24.4
E00012912,27.7,22.6,27.7,21.9
E00012914,23.4,26.6,32,18
E00012916,34.1,36.4,12.9,16.7
E00012918,24.6,42.6,15.6,17.2
E00012919,26,34.7,3.3,36
E00013024,16.4,14.3,22.9,46.4
E00013025,23.6,31.9,13.9,30.6
E00013026,45.9,17.6,6.8,29.7
E00013027,13.4,14.2,25.4,47
E00013028,18.7,31.3,23.9,26.1
E00013029,23.4,22.8,20.7,33.1
E00013030,14.4,15.3,15.3,55.1
E00013031,26.8,16.3,11.4,45.5
E00013032,0.8,1.6,88.9,8.7
E00013035,17.6,38.9,6.9,36.6
E00013036,45.7,18.8,2.9,32.6
E00013037,32.2,44.6,0,23.1
E00013038,18.9,18.1,38.6,24.4
E00013039,45.2,29.4,4,21.4
E00013040,13.7,29.8,4,52.4
E00013041,44,32,0.7,23.3
E00013043,27.5,35.8,5,31.7
E00013044,38,31.8,2.3,27.9
E00013045,27.8,27.2,3.1,42
E00013046,6.2,10.6,75.2,8
E00013047,38.9,29.4,4,27.8
E00013048,42.2,37.1,1.7,19
E00013049,28.2,29.5,4,38.3
E00013050,27.8,33.1,9.3,29.8
E00013051,13.6,22.7,39,24.7
E00013052,11.9,19,41.1,28
E00013053,25.2,26,30.5,18.3
E00013054,18.4,19,23.8,38.8
E00013055,20.1,23.7,10.1,46
E00013056,33.9,33,3.6,29.5
E00013057,4.8,8.7,69,17.5
