areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00006643,12.8,48.9,21.3,17
E00006644,53.9,36.2,8.5,1.4
E00006646,59,35.2,4.8,1
E00006647,55.5,35.8,8,0.7
E00006648,24.4,60.7,11.1,3.7
E00006650,26,55,17.2,1.8
E00006651,38.9,38.3,19.1,3.7
E00006652,39,37.7,14.9,8.4
E00006653,34,35.1,24.5,6.4
E00006654,8.4,28,37.8,25.9
E00006655,36.6,43.7,12.7,7
E00006656,48.3,36.7,12.5,2.5
E00006657,6.2,20.8,34.6,38.5
E00006658,8.7,16.7,44.4,30.2
E00006659,35,46,9.5,9.5
E00006660,14.9,43,19,23.1
E00006661,35.9,42.1,16.6,5.5
E00006662,45.2,40.7,11.1,3
E00006663,19.2,38.3,25.8,16.7
E00006667,32.1,47.7,13.8,6.4
E00006669,31.9,50,18.1,0
E00006671,30.2,50.9,17,1.9
E00006672,46.4,39.9,9.4,4.3
E00006762,48.4,40.2,9,2.5
E00006768,18.7,43.9,25.2,12.2
E00006769,46.6,33.7,14.7,4.9
E00006784,49.3,28.3,18.8,3.6
E00006787,28.4,50,18.1,3.4
E00006790,52.9,30.7,15,1.3
E00006791,19.9,43.4,21.3,15.4
E00006793,24.8,36.7,24.8,13.8
E00006794,36.2,42.3,16.2,5.4
E00006795,44.2,33.3,12.7,9.7
E00006796,31,41.4,23.4,4.1
E00006797,32.1,42.7,16.8,8.4
E00006800,29.3,37.6,21.1,12
E00006801,42.3,38.2,19.5,0
E00006802,51.8,32.6,10.6,5
E00006804,42.5,39.4,13.1,5
E00006806,46.9,37.8,11.9,3.5
E00006807,39.3,41.1,12.9,6.7
E00006809,38.5,41.9,14.5,5.1
E00006810,25,35.9,29.5,9.6
E00006811,53.8,27.4,12.3,6.6
E00006812,38.1,39.5,10.9,11.6
E00006813,23.7,36.6,26,13.7
E00006814,25.3,33.3,27.3,14
E00006815,38.2,36.8,18.4,6.6
E00006817,43.6,40.9,12.7,2.7
E00006818,44.4,33.3,16.7,5.6
E00006819,28.2,48.7,17.1,6
E00011974,30.9,45.6,20.8,2.7
E00011980,45.4,33.3,16.7,4.6
E00011982,26,45,19.8,9.2
E00012176,39.6,46.5,11.9,2
E00012178,20.5,48.2,20.5,10.7
E00012180,35.5,43,17.4,4.1
E00012182,30.1,39,22.1,8.8
E00012186,32,41.3,22.7,4
E00012187,37.7,43,17.2,2
E00012189,40.8,42.3,14.1,2.8
E00012195,35,41.9,18.8,4.3
E00012196,23.5,38.3,26.2,12.1
E00012197,43.2,45.5,10.2,1.1
E00012199,43.2,45.1,11.1,0.6
E00012200,30.9,38.8,22.3,7.9
E00012201,22,45.5,26,6.5
E00012384,34.5,38.2,24.5,2.7
E00012385,34.1,47,15.2,3.8
E00012386,23,28.9,33.3,14.8
E00012387,32.1,45.3,18.2,4.4
E00012390,23.2,40.2,22.3,14.3
E00012391,18.7,32.5,33.3,15.4
E00012392,59.2,35,5.8,0
E00012393,12.9,41,34.5,11.5
E00012394,12,40.2,32.5,15.4
E00012396,16.4,43,32,8.6
E00012397,15.3,53.3,23.4,8
E00012398,19.8,42.1,29.4,8.7
E00012399,23.8,38.1,27,11.1
E00012400,35.7,38.3,19.5,6.5
E00012401,12.4,38.8,34.1,14.7
E00012402,23,33.8,29.5,13.7
E00012403,32.6,40.9,19.7,6.8
E00012404,14.2,48.2,24.8,12.8
E00012405,25.5,32.6,30.5,11.3
E00012406,19.2,39.2,24.8,16.8
E00012407,19.8,43.8,26.4,9.9
E00012408,15.3,26.3,40.7,17.8
E00012409,25.4,29.2,30,15.4
E00012410,28.1,32.4,30.2,9.4
E00012411,17.3,40.1,27.8,14.8
E00012412,28.6,38.4,24.1,8.9
E00012413,19,43.8,26.4,10.7
E00012414,23.5,40.3,23.5,12.6
E00012415,21.8,32.8,33.6,11.8
E00012416,12.2,36.6,31.7,19.5
E00012417,29.9,43.8,19,7.3
E00012418,21.2,46,27.7,5.1
E00012419,24.8,48.8,20.7,5.8
E00012472,17.8,43.9,29,9.3
E00012474,21.6,38.8,24.1,15.5
E00012475,64.4,27.1,6.8,1.7
E00012476,52.8,36,7.2,4
E00012477,17.4,42,29.7,10.9
E00012478,36.7,35.9,18.8,8.6
E00012479,50.4,42.1,7.4,0
E00012713,13.2,40.3,35.7,10.9
E00012714,15.8,48,23,13.2
E00012715,21.5,42.2,24.4,11.9
E00012726,19.6,56.6,14.7,9.1
E00012727,16.4,41,32,10.7
E00012728,13.2,41.7,27.2,17.9
E00012729,16.5,33.8,33.8,15.8
E00012730,44.5,41.4,10.9,3.1
E00012731,19.7,46.9,25.2,8.2
E00012732,30.6,49.3,18.2,1.9
E00012733,34.5,43.1,17.8,4.6
