areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00112731,0,0.3,0,98.7,1
E00112736,1.1,0,0.8,97.6,0.5
E00112741,0.2,0,0.7,99.1,0
E00112743,0.4,0,1.4,98.1,0.2
E00112744,0.8,0,1,97.9,0.2
E00112745,0.4,0,1.5,98.2,0
E00112746,0,2,0,96,2
E00112748,0.7,0,0,99.3,0
E00112749,0,0,1.3,98.7,0
E00112750,0.9,0.3,3.2,95.6,0
E00112751,0.8,0.3,0.3,98.3,0.3
E00158950,2.5,0,0.8,95.4,1.3
E00158951,1.9,0,1.9,95.5,0.6
E00158952,2.3,0.4,1.9,95.4,0
E00158953,0.7,0.7,3.2,95.4,0
E00158954,1.1,0,1.9,96.9,0
E00158955,2.2,1.1,4,92.4,0.4
E00158956,0.4,0.4,0.8,98.5,0
E00158957,1.9,0.3,1.3,95.8,0.8
E00158958,0,0,1.1,98.9,0
E00158959,1.3,0.3,0,98.4,0
E00158960,0,0,2.8,97.2,0
E00158961,7.5,0,3.3,89.1,0
E00158962,4.8,0,2.6,92.6,0
E00158963,0.3,0.3,1.3,98,0
E00158964,0.6,0,1,98.4,0
E00158965,5,0,0.3,93.1,1.6
E00158966,2.4,0.3,2.1,95.2,0
E00158967,0,0.4,1.6,97.5,0.4
E00158968,1.5,0.4,0,96.9,1.2
E00158969,2.2,1.9,2.2,93.7,0
E00158970,2.4,0,0,97.6,0
E00158971,1.6,0,1.3,97.1,0
E00158972,0,0,0,100,0
E00158973,0.3,0,0.3,99.1,0.3
E00158974,0.4,0.4,1.8,97.4,0
E00158976,0.8,0.8,0,98.4,0
E00158977,0.4,0,1.7,97.9,0
E00158978,3.2,0.5,0.9,95.4,0
E00158979,0,0,0.5,99.5,0
E00158980,0,0.5,0.5,99.1,0
E00158982,0.7,3.4,0,95.9,0
E00158984,0.4,0,0,97.6,2
E00158985,3.4,0,0,94.9,1.7
E00158986,1.9,0,1.6,96.4,0
E00158987,0,0,0.3,99.7,0
E00158988,0,0,0.6,99.2,0.2
E00158989,0,0.7,0,96.6,2.7
E00158990,0.3,0,0.3,98.3,1.1
E00158991,2.9,0,1,95,1.2
E00158992,1.2,0,0.7,98.1,0
E00158994,0.7,0,1.3,97.4,0.7
E00158995,0,0.3,1.4,98.4,0
E00158996,0,0,1.5,98.5,0
E00158997,0.4,0,0,97.7,1.9
E00158998,0.7,0,1.2,98,0
E00158999,0.7,0,0,98.9,0.4
E00159001,0,0,0.7,99.3,0
E00159002,1.4,0,0,98.6,0
E00159003,3.5,0.3,1.8,93.7,0.8
E00159004,0,0,0,100,0
E00159005,0.4,0,0.9,98.8,0
E00159006,0.5,0.5,1.4,97.7,0
E00159007,0.6,1.3,1.9,94.9,1.3
E00159080,0,0.3,1.3,97.9,0.5
E00159097,0.5,0,0.5,98.9,0
E00159098,0.3,0,1.1,98.4,0.3
E00159099,0.5,0,0,99.5,0
E00159100,0.9,0,0,99.1,0
E00159101,0.7,0,1.4,97.9,0
E00159102,1.1,0.2,3.5,94.7,0.6
E00159103,0,0,0,100,0
E00159104,0,0,0.8,98.9,0.4
E00159131,0,0,0,100,0
E00159133,0.7,0,4.8,94.5,0
E00159135,0,0,0.4,99.6,0
E00159275,0.3,0,0.7,97.9,1
E00159276,0,0,1.4,98.3,0.3
E00159289,1,0.3,2.3,96.3,0
E00159291,0.3,0.7,4.3,94.4,0.3
E00159292,1.8,0,1.5,96.7,0
E00159293,2.4,0.5,1.4,95.7,0
E00159326,0,0,4.9,92.4,2.8
E00159327,0.4,0.2,2.2,96.8,0.4
E00159328,0,0,0,99.5,0.5
E00159329,0,0.4,1.7,97.7,0.2
E00159330,0.3,0,0,99.1,0.6
E00159331,0,0,0,100,0
E00164394,0.5,0.2,3.1,96.2,0
E00164396,3.8,0.3,0,96,0
E00164397,0,0.7,2,95.3,2
E00164398,1.7,0.6,0,97.7,0
E00164399,1.8,0,0.9,97,0.3
E00164400,0,1.2,4.7,92.9,1.2
E00164401,0,0.3,1.1,98.6,0
E00164408,4.4,0.3,2.9,91.2,1.2
E00164409,3.8,0.2,2.8,92.5,0.8
E00164410,1.1,0.2,1.1,97,0.6
E00164411,0,0,1.4,98.6,0
E00164947,1.8,0.4,1.2,95.6,1.1
E00164948,0,0,0,99.4,0.6
E00164949,0,0,0,100,0
E00164950,2.5,0,1.6,95.9,0
E00164951,0,0,0,100,0
E00164952,0,0,0.4,99.6,0
E00164953,0.8,0,1.1,98.1,0
E00164954,0.3,0,0,99.5,0.3
E00164955,0,0.7,2.2,97,0
E00164956,1.4,0,1,96.3,1.4
E00164957,4.6,1.1,2.4,89.2,2.6
E00164958,0,0.4,0.4,99.3,0
E00164959,3.8,0,0,96.2,0
E00164960,1.5,0,0.6,94.6,3.3
E00164961,1,0,0.8,97.2,1
E00164962,0.3,0,1.3,98.4,0
E00164966,1.9,1.6,1.9,94.6,0
E00164967,4.2,0.9,3,91.9,0
E00164968,0,0,0.3,98.1,1.6
E00164969,0.8,0,0.4,98.9,0
E00164970,4.3,0,0,95.4,0.3
E00164971,0,0,1.9,95.9,2.2
E00164972,3.7,1,0,91.5,3.9
E00164975,0,0.3,0.6,99.2,0
E00164977,0.9,0.2,1.5,96.6,0.9
E00164989,0,0,0,99.1,0.9
E00164990,0.4,0,0.2,99.4,0
E00164991,0,0,2.2,97.8,0
E00164992,1.1,0.2,1.6,97.1,0
E00164993,5.9,0,1.5,92.6,0
E00164994,1.1,0,0.6,98.3,0
E00164995,0.7,0,0.4,98.9,0
E00164996,0,0,0.8,98.6,0.5
E00164997,0.4,0,1.5,92.8,5.3
E00165012,0,0.7,0.7,97.2,1.4
E00165014,0.4,0,0.4,99.1,0
E00165015,0.7,0,0.3,98.7,0.3
E00165016,1,0,3.4,95.1,0.5
E00165025,0,0.4,0.8,98.8,0
E00165026,0,0,2,98,0
E00165027,0,0.3,0,99.4,0.3
E00165028,0,0,1.5,98.5,0
E00165029,0.3,0,2,97.3,0.3
E00165110,0.6,0,0.6,98.4,0.3
E00165115,1,0.3,2.5,96.2,0
E00165116,0,0,0.4,99.6,0
E00165119,0.7,0,1.1,98.2,0
E00165120,1,0,0,99,0
E00165121,0.7,0,0.3,98.6,0.3
E00165122,0,0.9,1.3,96.5,1.3
E00165123,0.3,0,0.3,99.3,0
E00165127,2.8,0,0,97.2,0
E00165128,2.8,0.6,1.4,93.4,1.9
E00165129,0,0.3,2.4,96.2,1
E00165130,2.8,0.3,1,92.7,3.3
E00165131,0.5,0.5,3.9,88.9,6.3
E00165132,1.3,0.9,0.4,96.1,1.3
E00165133,2,0,1.5,92.2,4.4
E00165134,0,0,0,100,0
E00165135,0.5,0,1.8,97.6,0
E00165136,0.9,0,1.7,96.1,1.3
E00165137,2.7,0,1.9,93.1,2.3
E00165138,1.2,0.9,3.5,94.4,0
E00165139,1.8,0.7,2.1,95.1,0.4
E00165140,2.3,0,1.2,95.4,1.2
E00165141,3.2,0.9,3.7,88,4.2
E00165142,1.2,0,1.6,95.9,1.2
E00165143,1.5,0,1.5,96,1.1
E00165144,5.8,0,0.6,92.5,1.2
E00165146,0.3,0,1.3,98.4,0
E00165147,0.3,0,0.3,99.3,0
E00165148,2.6,0,1.1,93.2,3
E00165149,0.3,0.3,1.7,96.6,1
E00165150,1.1,0,2.3,92.9,3.8
E00165151,1,0,1.7,96.7,0.7
E00165152,1.1,0.4,0.4,98.2,0
E00165153,1.6,0,0.3,98.1,0
E00165154,1.2,0.2,1,97.1,0.5
E00165155,0.3,0,0.3,99.3,0
E00165156,0.8,0,0,99.2,0
E00165157,1.8,0.5,1,96.6,0
E00165158,3.8,0,1.1,93.2,1.9
E00165159,2.5,0,1.8,95.7,0
E00165160,1.8,0,0,96.4,1.8
E00165161,0.4,0,2.5,96.2,0.8
E00165162,0.4,0.4,1.5,97.4,0.4
E00165163,0.3,0,0,99.3,0.3
E00165164,0.3,0,0.6,99.1,0
E00165165,0,0,0.3,99.5,0.3
E00165166,0.3,0,2.9,96.8,0
E00165167,0.4,0,0,99.6,0
E00165168,1,1,0,98,0
E00165169,1.4,0,0,98.6,0
E00165170,0.6,0.6,0,98.9,0
E00165171,0,0.4,0.4,99.2,0
E00165172,1.8,0,0.4,97.9,0
E00165173,2.1,0.5,0.5,96.9,0
E00165176,0,0.7,0,99.3,0
E00165177,0.4,0,0,99.6,0
E00165178,0,0,0.4,99.6,0
E00165179,0,0,2.3,97.4,0.3
E00165180,0.3,2.7,1.4,95.6,0
E00165191,0.3,0.3,1.4,98,0
E00165192,0,0,0,100,0
E00165193,0.6,0.3,1.8,97.3,0
E00165194,0.2,0,1.5,98.3,0
E00165195,1,0,0.3,98.4,0.3
E00165196,1,0,0,99,0
E00165197,0,0,1,99,0
E00165198,0.3,0,1,97.7,1
E00165199,2,0,3.4,93.9,0.7
E00165200,0,0,1.3,98.2,0.4
E00165201,0.8,0,0.8,96.6,1.9
E00165202,0.8,0,1.1,98.1,0
E00165203,0.3,0.3,3.1,96,0.3
E00165204,1.4,0,1.2,97.4,0
E00165205,0,0,1.3,98.7,0
E00165206,0,0.7,0.2,98.9,0.2
E00165207,0,0,1.6,98.4,0
E00165208,0.7,0,2.2,96.4,0.7
E00165209,0.5,0,0.8,98.7,0
E00165210,0,0.9,0.9,98.2,0
E00165211,1.4,0,0,97.2,1.4
E00165212,0,0.3,2.2,96.8,0.6
E00165213,0.9,0,1.9,96.8,0.3
E00165214,0.4,0,1.5,97.7,0.4
E00165215,2.2,0,1.4,96.4,0
E00165217,0.6,1.5,4.3,93.5,0
E00165218,0,0.2,1.2,98.7,0
E00165219,0.7,0,1.3,98,0
E00165220,0,0,0,100,0
E00165221,1.6,0,2.9,95.4,0
E00165222,1.7,0,0.6,97.5,0.2
E00165223,0.4,0,1.1,98.1,0.4
E00165224,0.8,0,0.8,98.4,0
E00165225,0.3,0,0.9,98.5,0.3
E00165226,0.3,0.3,2.5,96.9,0
E00165227,1.2,0,0.6,98.2,0
E00165228,0.4,0,0.8,96.4,2.4
E00165229,0,0.4,0.4,97,2.3
E00165230,0.3,0.3,0,98.4,1
E00165231,1.6,0.3,0.7,96.4,1
E00165232,1.5,0,0.5,98,0
E00165233,1.8,0,0.7,95.4,2.1
E00165234,0.6,0,2.6,95.9,0.9
E00165235,0.4,0,1.5,97.8,0.4
E00165236,0,0.3,0.6,97.6,1.5
E00165237,1.3,0.6,0.3,96.9,0.9
E00165238,0,0.3,2.9,96.8,0
E00165240,0.8,0,0.8,97.1,1.4
E00165241,1.4,1,0,93.9,3.7
E00165242,0,0,1.8,97.8,0.4
E00165278,0,0.4,1.1,98.5,0
E00165279,0,0,2.3,97.2,0.5
E00165280,0,0.4,0.4,99.3,0
E00165283,0.4,0,2.6,96.6,0.4
E00165284,0.6,0.6,0,98.8,0
E00165285,1,0,0.6,98.4,0
E00165286,1.7,0.4,1.3,96.5,0
E00165287,1.7,0.7,1,96.7,0
E00165288,1.5,0,0.3,98.2,0
E00165289,0,0,1.9,98.1,0
E00165290,0.3,0.3,1,98,0.3
E00165291,1.9,0,0,97.4,0.6
E00165292,0,0,0,100,0
E00165293,1.5,0,0,98.2,0.3
E00165294,0.8,0.4,0.4,97.9,0.4
E00165295,0.4,0,0,99.6,0
E00165296,1.3,0,0,98.7,0
E00165297,1.3,0,0,98.7,0
E00165298,0.4,0,0,99.2,0.4
E00165299,0.4,0.4,0.9,98.3,0
E00165300,5.9,0,0,93.7,0.4
E00165301,0.4,0.4,2.1,96.7,0.4
E00165302,0.7,0,1.1,96.4,1.8
E00165303,0.4,0,1.7,97.9,0
E00165304,0.3,0,0,99.7,0
E00165305,0,0.6,0,99.1,0.3
E00165306,0.2,0,0.7,99.1,0
E00165307,0.6,0,0.3,99.1,0
E00165309,0.4,0,1.5,98.1,0
E00165310,0,0,1.9,97.7,0.4
E00165311,2.3,0,1.5,95.6,0.6
E00165312,0.7,0,0.4,98.9,0
E00165321,0,0,0.5,99.5,0
E00165322,0,1.2,0,98.1,0.6
E00165323,0,0.3,1.2,96.5,2.1
E00165324,0,0,0.7,99.3,0
E00165325,0,0.3,0,99,0.7
E00165326,0.6,0,0,99.4,0
E00165327,0,0,0.8,99.2,0
E00165329,0,0,0,100,0
E00165331,0.3,0,0.3,98.4,1
E00165332,0.8,0,2.3,96.1,0.8
E00165333,0.2,0,0.7,99.1,0
E00165334,0.3,0.3,1.7,96.9,0.7
E00165335,0.3,0,2.9,96.2,0.6
E00165336,0,0.3,0.3,99.3,0
E00165338,0,0,0,100,0
E00171599,0,1.2,0.4,98.4,0
E00171600,8.8,9.7,7.8,72.5,1.1
E00171601,1.4,0,3.8,94.5,0.3
E00171602,2,0,0,96.7,1.3
E00171603,0.4,0,0.4,99.2,0
E00171604,8.6,0.6,0.6,87.7,2.5
E00171605,0.6,2.5,2.5,93.1,1.3
E00181275,0.5,0,1.8,96.1,1.5
E00181282,0.6,0,0.9,98.4,0
E00181290,3.5,0.4,1.7,93.5,0.9
E00181291,2.4,0,0.3,96.7,0.6
E00181292,1.5,0.7,0.5,97.3,0
E00181295,0,0.8,1.6,97.6,0
E00181297,1.2,0,1.2,97.5,0
E00181301,0.4,0,0,99.6,0
E00181306,3.6,0,4.5,91.8,0
E00181322,1.9,0,2.3,95.3,0.5
E00181325,2.5,0,3.7,93.8,0
E00181332,1.2,1.5,0.2,96.8,0.2
E00181335,0,0,0.7,99.3,0
E00181341,0.8,0,0.8,96.9,1.6
E00181349,0.4,1.2,3.8,94.6,0
E00181350,0.7,2.2,0.7,96.4,0
E00181351,1.6,0,0.6,97.8,0
E00181356,0.8,0,0.8,97.7,0.8
E00181360,1.7,0,1.5,96.6,0.2
E00181392,0.9,0.9,2.1,96.1,0
E00181394,0,0,0.5,97.7,1.8
E00181400,0,0,2.3,97.7,0
E00181401,0,0,0.5,99.5,0
E00181404,0.5,0.5,1.5,96,1.5
E00181409,1.1,0,2.5,95.9,0.5
E00181410,0,2.4,0.9,96.4,0.3
E00186320,0.3,0.3,1.7,97.7,0
E00186871,0,0,4.5,95.5,0
E00186879,0,0,2.3,97.7,0
E00186882,6.4,0.3,5.1,88.2,0
E00186917,0.2,0,2.1,97.2,0.4
E00186931,3.1,0,3.3,92.6,1
E00186939,1.9,0,2.2,95.9,0
E00186941,3.9,0,4.4,90.5,1.3
E00186961,0.4,0,4.3,94,1.3
E00186973,3.5,0,3.1,92.2,1.2
E00186988,4.3,0,1.4,94.3,0
E00186992,2.4,0,3.7,93.9,0
E00187019,1.5,0,0,98.2,0.3
