areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00112731,94.8,3.9,1,0,0.3
E00112736,92,4.8,1.9,1.1,0.3
E00112741,96.2,3.4,0.5,0,0
E00112743,94.7,3.5,0.6,0,1.2
E00112744,94.6,4.6,0.6,0,0.2
E00112745,94.5,4.8,0.4,0,0.4
E00112746,92.9,4.4,0,1.6,1.2
E00112748,93.1,2.8,1.4,2.8,0
E00112749,97.3,2,0,0.3,0.3
E00112750,94.6,3.8,0.3,1.3,0
E00112751,94.1,5.3,0.3,0,0.3
E00158950,93.3,5,1.3,0,0.4
E00158951,93.2,4.8,1.3,0,0.6
E00158952,89.6,6.9,1.5,1.9,0
E00158953,94,5.3,0.4,0,0.4
E00158954,97.7,1.1,0.4,0.4,0.4
E00158955,96,2.9,0,0,1.1
E00158956,95.1,3.7,1.1,0,0
E00158957,97.1,1.9,0.3,0.3,0.5
E00158958,96,4,0,0,0
E00158959,93,4.6,1.9,0.5,0
E00158960,96.1,2.8,0.6,0.6,0
E00158961,93.7,4.2,0.4,0.4,1.3
E00158962,88.2,4.8,2.2,0.9,3.9
E00158963,94.1,3,1,1.7,0.3
E00158964,94.3,3.8,1,0,1
E00158965,86.5,9.7,0.9,1.6,1.3
E00158966,94.9,3.9,0.9,0,0.3
E00158967,93.4,4.9,0,1.2,0.4
E00158968,94.2,3.1,2.7,0,0
E00158969,91.5,5.7,1.3,1.6,0
E00158970,92.4,5.7,0,1.9,0
E00158971,95.5,3.2,1.1,0.3,0
E00158972,95.9,2.4,0.4,1.2,0
E00158973,94.7,2.8,0.9,1.6,0
E00158974,93,4.8,1.3,0.9,0
E00158976,93.8,4.7,1.6,0,0
E00158977,97.9,1.7,0,0,0.4
E00158978,95,5,0,0,0
E00158979,92.8,4.6,1.3,0,1.3
E00158980,93.7,4.1,1.4,0.9,0
E00158982,93.1,6.9,0,0,0
E00158984,92.5,4.7,0,2.4,0.4
E00158985,91.1,6.8,0.4,0,1.7
E00158986,94.2,5.8,0,0,0
E00158987,95.5,3,1.5,0,0
E00158988,93.8,3.1,1.7,1.2,0.2
E00158989,94.3,5.4,0.3,0,0
E00158990,91.5,5.4,1.7,0.3,1.1
E00158991,93.5,4.8,0.7,0.7,0.2
E00158992,94.2,4.1,0.5,0.7,0.5
E00158994,95.4,4.6,0,0,0
E00158995,95.1,3.8,0.8,0,0.3
E00158996,95.1,3,1.1,0.8,0
E00158997,95.7,1.2,2.7,0.4,0
E00158998,94.3,4.6,0.5,0.2,0.4
E00158999,89.8,5.1,2.2,1.8,1.1
E00159001,94.7,4.6,0.7,0,0
E00159002,91.8,5,0.7,0.7,1.8
E00159003,91.5,5.7,1,1.2,0.5
E00159004,95.5,2.4,1.4,0,0.7
E00159005,97.2,2,0.9,0,0
E00159006,96.8,2.8,0,0.5,0
E00159007,96.2,3.8,0,0,0
E00159080,94,1.6,1,1,2.3
E00159097,96.3,1.8,0.5,1.1,0.3
E00159098,97.3,1.9,0.3,0.3,0.3
E00159099,96.2,3.2,0,0,0.5
E00159100,93.5,4.6,0.9,0.9,0
E00159101,95.5,3.8,0.3,0.3,0
E00159102,94.5,4.1,1.3,0.2,0
E00159103,94.3,4.6,0.4,0.8,0
E00159104,95.4,4.6,0,0,0
E00159131,95.4,4.6,0,0,0
E00159133,97.9,1,0.3,0.3,0.3
E00159135,96.6,3,0.4,0,0
E00159275,97.2,1.4,1.4,0,0
E00159276,94.9,4.1,0.7,0.3,0
E00159289,96.7,3,0.3,0,0
E00159291,92,7.6,0.3,0,0
E00159292,92,5.5,1.5,1.1,0
E00159293,96.2,2.7,0.5,0,0.5
E00159326,93.7,5.6,0,0.7,0
E00159327,91.6,5.6,1.3,1.5,0
E00159328,92.8,5.7,1,0.2,0.2
E00159329,96.3,3.5,0,0.2,0
E00159330,94.8,4,1.2,0,0
E00159331,94.7,0.6,2.4,0,2.4
E00164394,97.4,1.9,0.2,0,0.5
E00164396,96.5,3,0.5,0,0
E00164397,97.3,2.4,0.3,0,0
E00164398,97.1,2.9,0,0,0
E00164399,95.5,4.2,0.3,0,0
E00164400,94.9,2,1.6,0.4,1.2
E00164401,97.8,2,0.3,0,0
E00164408,95.9,2.9,0.9,0.3,0
E00164409,93.2,3.6,2.1,1.1,0
E00164410,94.4,3.6,0.2,0.4,1.3
E00164411,94.8,4.9,0.3,0,0
E00164947,92.1,5.1,1.9,0.5,0.4
E00164948,93.3,4.1,2,0.6,0
E00164949,92.1,4.2,3.3,0,0.4
E00164950,93.2,2.7,1.1,0.9,2
E00164951,93.6,3.9,0.4,0.7,1.4
E00164952,96.5,2.8,0.4,0,0.4
E00164953,93,4.5,1.1,0,1.3
E00164954,96.1,2.1,1.3,0.3,0.3
E00164955,93.3,3.7,2,0.7,0.2
E00164956,75.7,5.1,8.1,5.1,6.1
E00164957,55.2,13,13.2,8.6,9.9
E00164958,94.7,4.2,1.1,0,0
E00164959,93.6,5.7,0.8,0,0
E00164960,74.5,9.3,6.3,6.6,3.3
E00164961,84.8,6.6,3.2,3.4,2
E00164962,96.1,2.9,0.6,0.3,0
E00164966,66.9,12.5,12.8,7.4,0.4
E00164967,76.7,13.3,6,3,0.9
E00164968,83.7,5.6,6.9,2.6,1.3
E00164969,64.9,6.5,9.5,14.5,4.6
E00164970,82.8,8.7,4.1,3,1.4
E00164971,72.4,5.9,6.8,9.3,5.6
E00164972,35.5,16.4,19.1,19.4,9.6
E00164975,97.5,2.2,0.3,0,0
E00164977,96.2,3.2,0.6,0,0
E00164989,89.7,7.7,1.7,0.9,0
E00164990,97.9,1.5,0.6,0,0
E00164991,97.4,2.6,0,0,0
E00164992,96.6,1.8,0.2,1.3,0
E00164993,80.9,11,2.2,0.7,5.1
E00164994,93.4,3.1,2.3,0.6,0.6
E00164995,92.6,4.4,0.7,1.9,0.4
E00164996,92.9,2.2,0.8,2.2,1.9
E00164997,81.2,5.3,4,3.6,5.9
E00165012,95.1,3.5,1.4,0,0
E00165014,97.8,2.2,0,0,0
E00165015,96,3,0.3,0.7,0
E00165016,89.8,8.3,0,2,0
E00165025,98,2,0,0,0
E00165026,97.2,2,0.9,0,0
E00165027,96.6,2.8,0.6,0,0
E00165028,95.8,2.7,0.4,1.2,0
E00165029,95.9,3.1,0.3,0,0.7
E00165110,90.3,6.9,0.6,0.3,1.9
E00165115,93,4.8,0,0.3,1.9
E00165116,96.4,2.2,1.4,0,0
E00165119,98.5,1.1,0.4,0,0
E00165120,94.4,4.9,0.3,0.3,0
E00165121,97.2,2.1,0,0,0.7
E00165122,95.1,2.7,2.2,0,0
E00165123,99,0.3,0.7,0,0
E00165127,77.4,5.5,8,6.1,3
E00165128,64,14.8,9.1,7.7,4.4
E00165129,78.7,6.8,8.4,5.7,0.3
E00165130,65.7,12.1,14.1,3.3,4.8
E00165131,67.3,11.1,11.1,7.7,2.9
E00165132,75.9,8.8,9.2,3.9,2.2
E00165133,67.2,9.8,7.8,10.8,4.4
E00165134,87.5,9.6,2,0.7,0.3
E00165135,91.3,7.6,0.3,0.8,0
E00165136,92.1,3.5,3.5,0.4,0.4
E00165137,64,9.6,12.3,7.3,6.9
E00165138,92.7,2.3,2.9,1.2,0.9
E00165139,71.8,9.2,12.7,3.9,2.5
E00165140,78.6,12.6,4.4,2.3,2.1
E00165141,84.3,9.7,0.9,2.8,2.3
E00165142,86.2,6.1,4.9,2.4,0.4
E00165143,86.2,9.1,3.3,0.4,1.1
E00165144,67.8,12.4,7.9,6.2,5.6
E00165146,89.1,5.8,4.8,0,0.3
E00165147,84.5,8.6,3,3,1
E00165148,90.3,6,1.5,1.9,0.4
E00165149,88.9,6.7,1.7,0.3,2.3
E00165150,88.3,8.3,2.3,0,1.1
E00165151,65.4,11.8,14.1,7.2,1.6
E00165152,93.9,3.6,1.4,0.7,0.4
E00165153,82.3,7.1,6.2,1.6,2.8
E00165154,76.4,9.6,8.8,4.7,0.5
E00165155,86.9,5.1,2.9,4.5,0.6
E00165156,87.2,7.8,1.6,1.9,1.6
E00165157,85.2,7.8,4.7,1.6,0.8
E00165158,90.9,4.5,3.8,0.8,0
E00165159,87.1,3.9,5.7,3.2,0
E00165160,89.3,6.8,2.1,1.4,0.4
E00165161,91.9,3.8,0.8,0,3.4
E00165162,94,6,0,0,0
E00165163,96.5,2.8,0.3,0,0.3
E00165164,95.7,2.3,0.9,0.6,0.6
E00165165,96.8,3.2,0,0,0
E00165166,97.7,2,0.3,0,0
E00165167,95.7,2.2,2.2,0,0
E00165168,86.7,8.2,1,3.1,1
E00165169,88.9,8.1,0.7,0.7,1.5
E00165170,94.3,2.9,0.6,1.7,0.6
E00165171,93.6,4,0.8,1.6,0
E00165172,85.8,7.1,2.5,2.5,2.1
E00165173,90.2,7.2,1,1,0.5
E00165176,89.8,6.2,3,1,0
E00165177,93.9,3.7,2,0.4,0
E00165178,97.3,1.8,0.9,0,0
E00165179,87.7,4.5,4.2,2.9,0.6
E00165180,86.7,4.6,4.1,1.4,3.3
E00165191,96.6,2.7,0.3,0.3,0
E00165192,95.2,1.9,0.8,1.1,1.1
E00165193,92.9,4.8,1.2,0.6,0.6
E00165194,97.8,1.2,0.2,0.2,0.5
E00165195,96.1,1.3,2.6,0,0
E00165196,96,2.3,1,0.7,0
E00165197,96.4,3,0.7,0,0
E00165198,96.8,2.9,0.3,0,0
E00165199,86.4,10.9,0.7,2,0
E00165200,94.1,3.6,1.8,0.5,0
E00165201,93.1,2.7,1.5,0.8,1.9
E00165202,96,2.8,1.1,0,0.2
E00165203,93.5,3.1,2,0.6,0.9
E00165204,92.4,4,1.2,1,1.4
E00165205,94.9,1.9,2.3,1,0
E00165206,97,2.5,0,0,0.5
E00165207,94.9,3.8,0.6,0,0.6
E00165208,93.5,6.5,0,0,0
