areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00112731,7.9,38.8,36.4,17
E00112736,6.1,33.3,41.8,18.8
E00112741,10.1,41.7,32.2,16.1
E00112743,6.6,38.9,42,12.4
E00112744,10.7,35,44.7,9.7
E00112745,16.4,39.3,30.3,13.9
E00112746,11.5,36.9,32.8,18.9
E00112748,12.5,34.7,43.1,9.7
E00112749,3.9,25.8,44.5,25.8
E00112750,12.1,36.4,42.4,9.1
E00112751,7.6,46.2,33.3,12.9
E00158950,31,46.8,11.9,10.3
E00158951,4.8,50,33.6,11.6
E00158952,20.1,48.2,21.6,10.1
E00158953,11.9,44.8,30.6,12.7
E00158954,18.5,43.7,27.7,10.1
E00158955,27.1,48.1,15,9.8
E00158956,3.3,36.7,46.7,13.3
E00158957,5.7,41.8,38.3,14.2
E00158958,18.2,29.8,37.2,14.9
E00158959,17.8,48.9,24.1,9.2
E00158960,37.2,47.3,9.3,6.2
E00158961,14,57.4,23.5,5.1
E00158962,8.5,68.1,19.1,4.3
E00158963,9.3,48.4,31.1,11.2
E00158964,9.7,46.5,37.4,6.5
E00158965,3.9,21.7,46.5,27.9
E00158966,16.2,36.2,32.3,15.4
E00158967,18,47.7,29.7,4.7
E00158968,18.6,49.6,27.9,3.9
E00158969,22.3,35.5,33.1,9.1
E00158970,1,31.3,45.8,21.9
E00158971,6.8,24.8,46.6,21.7
E00158972,5,28,47,20
E00158973,6.6,32.4,39,22.1
E00158974,0,25,49,26
E00158976,15.1,55.8,22.1,7
E00158977,10,38.2,33.6,18.2
E00158978,8.9,24.8,38.6,27.7
E00158979,3.1,31.1,48.4,17.4
E00158980,2.2,42.4,39.1,16.3
E00158982,16.5,53.2,22.8,7.6
E00158984,5.9,31.4,33.3,29.4
E00158985,2,24,47,27
E00158986,4.1,29.9,48.3,17.7
E00158987,17.6,41.2,29.4,11.8
E00158988,9.4,35.3,41.5,13.8
E00158989,3.2,28.8,48.8,19.2
E00158990,12.3,40.4,32.9,14.4
E00158991,5.8,29.8,49.7,14.6
E00158992,6.5,33.9,39.2,20.4
E00158994,4.7,32,39.1,24.2
E00158995,14.5,42.1,29.7,13.8
E00158996,9.3,29.7,46.6,14.4
E00158997,15,48.1,24.8,12
E00158998,5.6,32.7,41.6,20.1
E00158999,17.2,45.7,30.5,6.6
E00159001,7,36.4,34.9,21.7
E00159002,3.4,21.8,42,32.8
E00159003,9.6,39.1,28.8,22.4
E00159004,14.4,44.7,30.3,10.6
E00159005,7.9,32.8,40.6,18.8
E00159006,10.9,21.8,43.6,23.8
E00159007,4.1,25.7,44.6,25.7
E00159080,3.1,28.9,40.3,27.7
E00159097,4.6,53.1,28.6,13.7
E00159098,4.1,40.4,33.3,22.2
E00159099,10.8,42.2,34.9,12
E00159100,4.7,23.3,46.5,25.6
E00159101,6.3,38.9,35.7,19
E00159102,7.6,47.9,35.3,9.2
E00159103,9.2,32.5,49.2,9.2
E00159104,11,22,41.3,25.7
E00159131,7.1,30,31.4,31.4
E00159133,4.1,20.5,38.5,36.9
E00159135,7.1,25.3,36.4,31.3
E00159275,8.4,50.4,28.2,13
E00159276,24.6,46.3,21.6,7.5
E00159289,13.8,31.9,41.4,12.9
E00159291,17.9,42.7,25.6,13.7
E00159292,11.1,49.6,29.9,9.4
E00159293,7,29.7,41.1,22.2
E00159326,5.4,12.5,42.9,39.3
E00159327,3.8,30.1,41.9,24.2
E00159328,4.4,33,44.5,18.1
E00159329,8.2,31.9,38.2,21.7
E00159330,12,34.7,37.3,16
E00159331,1.5,26.5,50,22.1
E00164394,6.7,33.9,39.4,20
E00164396,11.3,27.4,40.5,20.8
E00164397,14.4,47.3,27.4,11
E00164398,0,24.6,36.9,38.5
E00164399,13.3,17.8,45.9,23
E00164400,18.5,38.7,29.8,12.9
E00164401,8.5,34.6,38.6,18.3
E00164408,12.3,30.4,37.7,19.6
E00164409,8.3,36.4,38.2,17.1
E00164410,3.7,25.7,35.8,34.8
E00164411,5.7,33.7,42.9,17.7
E00164947,6.6,28.9,46.9,17.5
E00164948,7.9,43.4,38.8,9.9
E00164949,11.6,49.6,25.6,13.2
E00164950,7.7,29.5,40.4,22.4
E00164951,7.5,35.1,41.8,15.7
E00164952,4.3,37.4,38.3,20
E00164953,9.2,30.9,42.1,17.8
E00164954,13.4,45.1,26.2,15.2
E00164955,6.9,33,37.8,22.3
E00164956,18.1,51.2,24.4,6.3
E00164957,28.8,53.4,13.7,4.1
E00164958,8.7,48.4,31,11.9
E00164959,8.7,36.2,40.2,15
E00164960,18,42.7,28.7,10.7
E00164961,7.3,38.5,42,12.2
E00164962,5.1,41.6,38.7,14.6
E00164966,57.2,33.3,7.5,1.9
E00164967,15.8,43.3,27.5,13.3
E00164968,12,39.2,36,12.8
E00164969,31.2,49.3,16.7,2.9
E00164970,16,35.3,32.8,16
E00164971,16.9,48.5,30.9,3.7
E00164972,32.1,50.8,11.8,5.3
E00164975,5.5,26,43.2,25.3
E00164977,2.6,21.9,44.3,31.3
E00164989,0,27.8,48.1,24.1
E00164990,7.6,44.4,29.8,18.2
E00164991,9.2,40.4,34,16.3
E00164992,8.6,31.9,38.9,20.5
E00164993,3.8,32.7,34.6,28.8
E00164994,13.1,42.9,31,13.1
E00164995,8.8,28,42.4,20.8
E00164996,7.5,27.4,43.2,21.9
E00164997,13.6,33.2,37.7,15.6
E00165012,1.5,34.3,50.7,13.4
E00165014,8,48.7,33.6,9.7
E00165015,6.5,33.3,38.4,21.7
E00165016,6.7,21.3,38.2,33.7
E00165025,0,38.9,38.9,22.2
E00165026,3.1,26.6,46.1,24.2
E00165027,8.6,36.7,32.4,22.3
E00165028,4.7,31.8,50.5,13.1
E00165029,15.2,39.2,32.8,12.8
E00165110,3.5,25.4,45.8,25.4
E00165115,7.1,27.1,42.9,22.9
E00165116,18.7,35.8,35,10.6
E00165119,8.3,33.9,36.4,21.5
E00165120,0.8,24.6,45.2,29.4
E00165121,9,30.1,34.6,26.3
E00165122,4.2,38.9,28.4,28.4
E00165123,7.9,31.4,40.7,20
E00165127,47.7,36,13.7,2.5
E00165128,43.6,43.6,10.8,2
E00165129,29.1,41,23.9,6
E00165130,27,53,12.4,7.6
E00165131,51.6,36.7,11.7,0
E00165132,38.9,40.5,15.9,4.8
E00165133,42,47.1,6.7,4.2
E00165134,9.4,28.3,40.9,21.3
E00165135,4.8,37,41.1,17.1
E00165136,16.1,49.2,22,12.7
E00165137,16.9,60.8,17.7,4.6
E00165138,11.9,47,29.1,11.9
E00165139,13.6,52,25.6,8.8
E00165140,22.8,43.9,27.5,5.8
E00165141,37.3,39.1,15.5,8.2
E00165142,41.8,28.2,20,10
E00165143,13.8,48.3,25.9,12.1
E00165144,26.4,59.3,12.1,2.2
E00165146,8.3,38.3,39.8,13.5
E00165147,4.5,40.3,44,11.2
E00165148,22.6,40.1,28.5,8.8
E00165149,7.1,34.1,40.5,18.3
E00165150,18.6,43.2,29.7,8.5
E00165151,13.1,55.5,24.8,6.6
E00165152,16.1,43.5,29,11.3
E00165153,25,37.2,29.7,8.1
E00165154,20.2,40.5,33.3,6
E00165155,19.7,42.5,21.3,16.5
E00165156,2.5,53.7,28.1,15.7
E00165157,17.2,40.2,31.6,10.9
E00165158,13.5,48.1,26.3,12
E00165159,33.6,36.9,19.7,9.8
E00165160,2.5,42.9,35.3,19.3
E00165161,8.5,25.6,42.7,23.2
E00165162,5.6,36.5,31.7,26.2
E00165163,8.9,29,41.1,21
E00165164,8.4,26,41.6,24
E00165165,12,37.2,35,15.8
E00165166,4.9,25.7,45.1,24.3
E00165167,9.1,33.9,38,19
E00165168,16.4,56.4,21.8,5.5
E00165169,6.7,31.7,36.7,25
E00165170,2.1,42.6,48.9,6.4
E00165171,6.4,36.4,41.8,15.5
