areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00135405,2.6,13,49.4,35.1
E00135406,1.2,32.9,35.4,30.5
E00135407,23.7,29.8,34.2,12.3
E00135408,7.2,26.1,48.6,18
E00135409,3,22.7,34.8,39.4
E00135410,5.1,26.9,42.3,25.6
E00135411,3.3,18,45.9,32.8
E00135412,1.9,23.2,56.1,18.7
E00135878,1.9,39.3,54.2,4.7
E00135879,2.4,38.1,47.6,11.9
E00135880,0.9,32.1,43.4,23.6
E00135881,0.8,60.2,32.8,6.3
E00135885,4.8,45.6,37.6,12
E00135886,1.7,24.4,48.7,25.2
E00135888,3.8,38,45.1,13.1
E00135897,7.2,36.1,43.4,13.3
E00135898,28.8,47,17.4,6.8
E00135899,32.8,32.8,25.9,8.6
E00135900,32.4,45.3,15.5,6.8
E00135901,52.3,14.7,30.3,2.8
E00135902,6.8,22,48.5,22.7
E00135903,2.2,48.9,34.8,14.1
E00135904,27.3,49.7,11.2,11.9
E00135905,41.7,38,15.7,4.6
E00135906,8.6,45,34.3,12.1
E00135907,27.7,17.7,30.8,23.8
E00135908,31.6,60.7,6.8,0.9
E00135909,12.8,36.8,40.2,10.3
E00135910,40.7,46,6.2,7.1
E00135911,31.3,51.9,11.5,5.3
E00135928,21.4,30.8,37.6,10.3
E00135929,6.2,21,43.2,29.6
E00135930,6.1,36.4,39.4,18.2
E00135931,5.3,18.6,37.2,38.9
E00135933,5.4,22.3,37.7,34.6
E00135937,4.8,17.7,48.4,29
E00135946,0.9,31.8,43.9,23.4
E00135947,2.4,23.2,52.4,22
E00135948,0.8,18,46.7,34.4
E00135949,22.5,19.7,31.7,26.1
E00135950,1.3,30.3,38.2,30.3
E00135951,1.5,30.9,48.5,19.1
E00135952,3.8,46.6,42.9,6.8
E00135953,4.7,25,46.9,23.4
E00135954,4.3,52.1,32.5,11.1
E00135964,0.8,37.9,49.2,12.1
E00136062,0,25,68.4,6.6
E00136063,2.5,49.6,32.2,15.7
E00136064,11.4,34.1,37.1,17.4
E00136065,7.9,33.7,32.6,25.8
E00136066,2.5,28,52.2,17.4
E00136069,6.8,27.7,47.3,18.2
E00136071,8.8,27.5,52,11.8
E00136072,1.1,25,49.4,24.4
E00136073,5,23,49,23
E00136074,2.4,27.7,56.6,13.3
E00136075,0,26.5,50,23.5
E00136076,23.8,33.3,37.1,5.7
E00136077,8.2,39.4,29.4,22.9
E00136078,3.9,34.3,40.2,21.6
E00136079,2.2,29.4,49.3,19.1
E00136080,6.4,30.9,46.8,16
E00136081,19.4,35.2,35.2,10.2
E00136082,5.8,31.1,47.6,15.5
E00136083,1.8,63.2,29.8,5.3
E00136084,11,45.1,26.4,17.6
E00136088,1.4,47.9,35.2,15.5
E00136110,12.7,31.8,30,25.5
E00136111,15.6,53.2,10.1,21.1
E00136112,49.6,16.2,29.1,5.1
E00136113,32.4,32.4,16.5,18.7
E00136114,10.1,29.4,31.1,29.4
E00136115,10.3,19.7,43.6,26.5
E00136116,4.9,27,46.7,21.3
E00136117,6,16.2,44.4,33.3
E00136118,6.4,44,28.4,21.1
E00136119,33.6,44.3,14.8,7.4
E00136120,3.3,25.8,49.2,21.7
E00136121,33,28.9,25.8,12.4
E00136122,16.7,13.5,57.1,12.7
E00136123,11.4,46.6,23.9,18.2
E00136124,4.1,11.9,30.1,53.9
E00136125,9.7,32.7,37.2,20.4
E00136126,1.4,41.5,36.7,20.4
E00136127,0.8,20.3,51.1,27.8
E00136128,0,7.6,33.6,58.8
E00136129,8.4,16.8,40.2,34.6
E00136130,0,21.6,53.2,25.2
E00136131,10.4,54.8,28.9,5.9
E00136132,2.1,43.2,47.9,6.8
E00136133,2.7,24.7,56.8,15.8
E00136134,6.9,19.3,62.8,11
E00136135,0,12.8,56.4,30.8
E00136136,7.6,32.1,29,31.3
E00136154,0,45.8,44.4,9.7
E00136155,3.9,35.9,55.3,4.9
E00136156,9.6,25.3,45.2,19.9
E00136157,0.8,39.5,40.3,19.4
E00136158,0.9,41.1,33.6,24.3
E00136159,6.7,58.2,20.6,14.5
E00136160,20.2,48.6,22,9.2
E00136161,5.3,48.7,32.7,13.3
E00136162,0,34.5,50.9,14.7
E00136163,3.9,37.6,45.9,12.7
E00136164,7.1,35,31.4,26.4
E00136165,3.6,39.6,42.3,14.4
E00136166,18.1,36.1,43.1,2.8
E00136177,1.9,18.4,38.8,40.8
E00136178,3.7,28.7,55.6,12
E00136179,3.4,38.7,44.5,13.4
E00136180,9.8,30.8,37.6,21.8
E00136181,1.9,27.8,42.6,27.8
E00136182,3.9,35.4,41.7,18.9
E00136183,2.7,34.2,41.6,21.5
E00136184,7.7,34.2,29.1,29.1
E00136193,7.9,24.8,52.5,14.9
E00169869,30.8,35.5,17.8,15.9
E00169870,25,21.9,34.4,18.8
E00169871,24.7,48.5,20.6,6.2
E00184661,6.9,63.8,17.2,12.1
E00184667,5.7,36.4,39.8,18.2
E00184727,2.3,19.5,41.4,36.8
