areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00135405,95.1,4.2,0.7,0,0
E00135406,92.5,5.2,1.5,0.7,0
E00135407,94.9,2.8,1.9,0,0.5
E00135408,94.8,4.8,0.4,0,0
E00135409,88,12,0,0,0
E00135410,87.3,8.5,0.6,0.6,3
E00135411,97.7,2.3,0,0,0
E00135412,94.5,4.9,0.3,0.3,0
E00135878,98.4,1.6,0,0,0
E00135879,97.7,1.9,0.4,0,0
E00135880,96.6,2.1,0.9,0.4,0
E00135881,96.3,3.2,0,0,0.5
E00135885,94.8,3.4,0.4,1.1,0.4
E00135886,95.8,3.4,0,0.8,0
E00135888,97.5,2.5,0,0,0
E00135897,96.3,3,0,0.3,0.3
E00135898,86.1,10.4,3,0,0.4
E00135899,92.3,4.1,2.6,1,0
E00135900,90.9,5.7,0.9,0.4,2.2
E00135901,96.2,2.7,1.1,0,0
E00135902,95.2,3.8,1,0,0
E00135903,92.3,5.6,1.7,0,0.4
E00135904,91.3,3.8,2.8,2.1,0
E00135905,86.3,10,0,3.1,0.6
E00135906,95.3,4.4,0,0,0.4
E00135907,90.3,7.6,0.4,0.8,0.8
E00135908,92.7,5.2,0.5,0,1.6
E00135909,98.3,0.8,0,0,0.8
E00135910,91,5.7,2.4,0,0.9
E00135911,91,5.5,2,1.5,0
E00135928,95.4,3.7,0,0.5,0.5
E00135929,88.7,8.3,1.2,1.8,0
E00135930,92.9,4.7,0.8,0.8,0.8
E00135931,93.8,5.7,0,0.5,0
E00135933,93.7,5.7,0.3,0,0.3
E00135937,89.8,5.6,3.7,0,0.9
E00135946,87.8,10.7,0.5,0.5,0.5
E00135947,95.6,4.4,0,0,0
E00135948,93.8,5.3,0.4,0,0.4
E00135949,95.1,4.9,0,0,0
E00135950,94.8,3.5,0.6,1.2,0
E00135951,91,7.1,0.6,0,1.3
E00135952,96.4,3.2,0.4,0,0
E00135953,96.2,3,0,0,0.8
E00135954,93.1,5.9,0.5,0.5,0
E00135964,94.4,5.1,0,0,0.5
E00136062,93.3,5.5,1.2,0,0
E00136063,98.3,1.7,0,0,0
E00136064,97.1,2.2,0.7,0,0
E00136065,95.1,2.2,1.1,0,1.6
E00136066,95,3.7,0,0.3,1
E00136069,95.7,3.1,0.3,0.3,0.6
E00136071,94,2.8,2.3,0.9,0
E00136072,96.9,1.7,0.8,0,0.6
E00136073,92,6.1,0.9,0,0.9
E00136074,96.1,2,2,0,0
E00136075,90.6,8.6,0,0,0.8
E00136076,95.4,3.7,0.5,0,0.5
E00136077,93,5.1,0,0,1.9
E00136078,95.5,2.8,1.7,0,0
E00136079,98.6,1.4,0,0,0
E00136080,96.5,3.5,0,0,0
E00136081,91.5,3.8,2.3,0.9,1.4
E00136082,95.9,3,0.5,0.5,0
E00136083,96.6,3.4,0,0,0
E00136084,86.2,8.8,2.5,1.9,0.6
E00136088,94.4,4.2,0,1.4,0
E00136110,95.6,2.9,0.5,0,1
E00136111,96,2,2,0,0
E00136112,95.9,4.1,0,0,0
E00136113,96.2,3.5,0,0,0.3
E00136114,93.6,4.7,0,1.7,0
E00136115,93.1,6.5,0,0,0.4
E00136116,96.8,3.2,0,0,0
E00136117,94.9,3.7,1.5,0,0
E00136118,93.1,4.4,1.5,0,1
E00136119,91.3,6.5,1.1,0.7,0.4
E00136120,95.6,3.7,0.4,0.4,0
E00136121,98.1,1.3,0.6,0,0
E00136122,96.9,2.4,0,0,0.7
E00136123,95.6,3.1,0,0.6,0.6
E00136124,97.7,1.9,0,0.5,0
E00136125,98.2,1.8,0,0,0
E00136126,97.1,1.8,0,1.1,0
E00136127,95.2,4.5,0,0,0.3
E00136128,94.6,5.1,0,0.4,0
E00136129,91.5,6,1.6,0,0.8
E00136130,97.1,2.9,0,0,0
E00136131,95.5,2.2,1,0.6,0.6
E00136132,94.1,5.2,0,0,0.7
E00136133,97.9,1.8,0,0.3,0
E00136134,97.1,2.2,0.6,0,0
E00136135,97,3,0,0,0
E00136136,92.2,3.5,1.2,0.4,2.7
E00136154,97.2,2.8,0,0,0
E00136155,98.6,1.4,0,0,0
E00136156,93.1,3.8,0.3,1,1.8
E00136157,91.2,4.2,2,0.3,2.3
E00136158,94,6,0,0,0
E00136159,94.5,3.3,1.5,0.7,0
E00136160,97.5,2.5,0,0,0
E00136161,97.1,2.6,0,0.3,0
E00136162,93.6,3.2,1.8,0.4,1.1
E00136163,94.8,3.1,1.5,0.3,0.3
E00136164,96.1,2.8,1.1,0,0
E00136165,99.3,0.7,0,0,0
E00136166,98.2,1.8,0,0,0
E00136177,98.4,1.2,0.4,0,0
E00136178,97.9,2.1,0,0,0
E00136179,96.9,2.7,0.4,0,0
E00136180,96.4,3.3,0,0,0.4
E00136181,95.7,4.3,0,0,0
E00136182,98,1.6,0,0.4,0
E00136183,93.6,6.4,0,0,0
E00136184,94.4,3.4,0.4,0.9,0.9
E00136193,99.5,0.5,0,0,0
E00169869,93.5,4.9,1.2,0.4,0
E00169870,97.7,1.9,0,0.5,0
E00169871,95.9,2.7,0,1.4,0
E00184661,96,4,0,0,0
E00184667,95.3,2.9,1.2,0,0.6
E00184727,90,5.1,0.6,1.7,2.6
