areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00135405,43.6,6,50.4
E00135406,28.7,2.3,69
E00135407,38.7,4.6,56.7
E00135408,48.5,3,48.5
E00135409,39.7,1.7,58.7
E00135410,54.5,3.5,42
E00135411,51.9,1.9,46.3
E00135412,45.5,3.3,51.3
E00135878,47.2,4.7,48.1
E00135879,36.1,3.2,60.6
E00135880,29.3,0,70.7
E00135881,21.3,0.5,78.2
E00135885,56.8,3.3,39.9
E00135886,50.9,1.3,47.9
E00135888,46,2.2,51.7
E00135897,30.6,1.1,68.3
E00135898,64.2,2.3,33.5
E00135899,32.1,1.6,66.3
E00135900,52.5,3,44.6
E00135901,31.7,2.5,65.8
E00135902,46.7,0.8,52.5
E00135903,21.1,1.8,77.1
E00135904,44.2,2.7,53.1
E00135905,52.9,8.5,38.6
E00135906,35.5,3.7,60.8
E00135907,50.5,3.3,46.2
E00135908,52,4.5,43.5
E00135909,49.5,0.5,50
E00135910,43.2,4.7,52.1
E00135911,53.7,8.5,37.9
E00135928,44.4,3.7,51.9
E00135929,34.2,2,63.8
E00135930,31.6,2.6,65.8
E00135931,32.3,1,66.7
E00135933,50.4,1.6,48
E00135937,38.3,1.9,59.8
E00135946,46.2,3.2,50.5
E00135947,47.3,4.2,48.5
E00135948,15.6,0.9,83.5
E00135949,27.7,2.4,70
E00135950,53.6,2.6,43.8
E00135951,43.8,3.1,53.1
E00135952,46.8,0.9,52.4
E00135953,34.8,2.5,62.7
E00135954,13.1,1,85.9
E00135964,26.1,0.5,73.4
E00136062,41.5,0.7,57.7
E00136063,39,1.4,59.5
E00136064,28.4,1.6,70
E00136065,44.8,1.2,53.9
E00136066,25.4,3.9,70.6
E00136069,45.3,1.1,53.6
E00136071,66.9,2.2,30.9
E00136072,44.6,1.2,54.2
E00136073,56.2,1.7,42.1
E00136074,66.7,1.1,32.2
E00136075,38.8,4.3,56.9
E00136076,46.3,2.3,51.4
E00136077,43.1,2.2,54.7
E00136078,36.3,2.4,61.3
E00136079,40.5,3.4,56.1
E00136080,40.9,0.5,58.5
E00136081,34.9,1.6,63.4
E00136082,42,1.8,56.2
E00136083,46,1.5,52.5
E00136084,51.4,2.8,45.8
E00136088,45.3,0,54.7
E00136110,52.4,2.1,45.5
E00136111,32.5,2.1,65.4
E00136112,42.9,2.3,54.8
E00136113,29.2,3.4,67.4
E00136114,36.3,0.9,62.8
E00136115,48.5,1.5,50
E00136116,41.1,2.2,56.7
E00136117,43.9,0,56.1
E00136118,46.7,1.1,52.2
E00136119,57.3,3.3,39.3
E00136120,34.4,0.4,65.2
E00136121,34.3,3.5,62.2
E00136122,55.2,3.3,41.5
E00136123,43,4.9,52.1
E00136124,35.1,1.8,63.1
E00136125,50.3,1.6,48.1
E00136126,20.2,1.9,77.9
E00136127,31.6,0.4,68
E00136128,33.6,0,66.4
E00136129,45.9,2.9,51.2
E00136130,45.7,1.9,52.4
E00136131,52.3,1.7,46
E00136132,37.2,1.9,60.9
E00136133,38.2,0.4,61.4
E00136134,44,3,53
E00136135,45.7,1.3,53
E00136136,37.7,0.8,61.4
E00136154,34.7,4.8,60.5
E00136155,49.5,2.5,48
E00136156,51.9,3.5,44.6
E00136157,41.8,2.6,55.6
E00136158,26.7,0.5,72.8
E00136159,24.4,2.3,73.3
E00136160,29.6,1.7,68.7
E00136161,48.6,1.2,50.2
E00136162,59.9,2.4,37.7
E00136163,33.9,0.3,65.8
E00136164,52.1,2.5,45.5
E00136165,52.3,2.3,45.5
E00136166,49.2,0.8,50
E00136177,52.2,2.4,45.4
E00136178,55.1,0.5,44.4
E00136179,48.6,0,51.4
E00136180,51.9,0,48.1
E00136181,35.8,1.6,62.7
E00136182,37.8,0.8,61.4
E00136183,24.6,1,74.4
E00136184,45.4,1.4,53.2
E00136193,57.3,0.5,42.2
E00169869,32,3.6,64.4
E00169870,29.4,1,69.5
E00169871,22.6,0,77.4
E00184661,41.2,2,56.9
E00184667,49,6.8,44.2
E00184727,27.6,0.9,71.5
