areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00065212,25.6,37.2,14.1,23.1
E00065213,29.3,25.6,24.1,21.1
E00065214,18.8,41.7,29.2,10.4
E00065215,36.6,17.8,23.8,21.8
E00065216,28.1,20.3,29.7,21.9
E00065217,38.5,24.8,17.1,19.7
E00065218,42.6,23.8,16.8,16.8
E00065219,49,25,7,19
E00065220,38.9,32.7,8.8,19.5
E00065221,57.1,29.6,4.1,9.2
E00065222,40,45,0,15
E00065224,46.5,22.2,15.2,16.2
E00065225,44.4,21,13.6,21
E00065226,49.2,27.7,6.2,16.9
E00065227,40.6,24.8,16.8,17.8
E00065228,51,21.3,8.4,19.4
E00065229,48.7,21,8.4,21.8
E00065230,51.1,28.7,7.4,12.8
E00065231,41.3,21.5,10.7,26.4
E00065232,50,23.2,12.2,14.6
E00065233,52.1,21.1,9.2,17.6
E00065234,46.5,27.8,9.1,16.6
E00065235,44.9,27,12.4,15.7
E00065236,42.7,23.3,14.6,19.4
E00065237,54.9,22.5,8.8,13.7
E00065238,43.1,28.4,8.8,19.6
E00065239,33.8,24.6,18.5,23.1
E00065240,44.7,22.7,12.1,20.6
E00065241,46.5,24.2,9.1,20.2
E00065242,32.5,31.2,13,23.4
E00065243,30.9,42,16,11.1
E00065244,45,28.7,10.1,16.3
E00065245,30.4,41.1,12.5,16.1
E00065246,32.4,25.5,17.6,24.5
E00065247,48.1,30.8,13.5,7.7
E00065248,41.2,39.7,4.4,14.7
E00065249,25.5,37.3,9.8,27.5
E00065250,39.3,29,8.4,23.4
E00065251,28.6,33.3,18.1,20
E00065252,25,36.8,26.5,11.8
E00065253,25.3,20.7,33.3,20.7
E00065254,25.6,32.2,25.6,16.7
E00065255,28.7,26.4,18.6,26.4
E00065256,28.4,31.8,14.8,25
E00065257,39.6,20.8,19.8,19.8
E00065259,41.7,20.9,20.9,16.5
E00065260,35.3,28.2,25.9,10.6
E00065262,37.3,28.4,15.7,18.7
E00065263,37.9,21.1,23.2,17.9
E00065264,29.7,21.9,23.4,25
E00065265,30.3,24.2,19.7,25.8
E00065266,30.9,39.7,13.2,16.2
E00065267,43.1,16.7,30.6,9.7
E00065268,29.3,36.6,26.8,7.3
E00065269,34.5,35.6,20.7,9.2
E00065271,28.2,39.7,14.1,17.9
E00065272,22.8,29.8,24.6,22.8
E00065273,35.1,24.6,21.1,19.3
E00065274,43.5,27.4,4.8,24.2
E00065275,40,24,12,24
E00065276,52.6,18.4,13.2,15.8
E00065277,49.4,23.5,11.1,16
E00065278,25,36.8,22.4,15.8
E00065279,11.4,45.7,28.6,14.3
E00065280,46,26,8,20
E00065281,27.8,27.8,22.2,22.2
E00065282,43.9,31.6,8.2,16.4
E00065283,24.4,36.6,29.3,9.8
E00065284,32.5,30,17.5,20
E00065285,30.2,26.4,20.8,22.6
E00065286,51.2,24.4,9.3,15.1
E00065287,41.5,26.2,18.5,13.8
E00065288,26,32,24,18
E00065289,36.8,33.3,10.5,19.3
E00065290,31.6,28.1,19.3,21.1
E00065291,22,37.3,28.8,11.9
E00065292,34.1,34.1,6.8,25
E00065293,37.1,27.4,22.6,12.9
E00065294,32.3,27.8,16.5,23.3
E00065295,40,36,12,12
E00065296,30.4,27.7,20.5,21.4
E00065297,45.7,25,13.6,15.7
E00065298,41.7,25.8,12.1,20.5
E00065299,40.2,24.4,18.1,17.3
E00065300,31.4,15.3,30.5,22.9
E00065301,51.9,18.5,11.1,18.5
E00065302,47,26.1,13.9,13
E00065303,31.5,35.6,19.2,13.7
E00065304,39.6,24.5,15.1,20.8
E00065305,41,17.9,15.4,25.6
E00065306,53.3,24,5.3,17.3
E00065307,36,23.7,17.5,22.8
E00065308,38.9,31.5,12.1,17.4
E00065309,34.3,25.4,24.6,15.7
E00065310,57.3,21.9,6.3,14.6
E00065311,38.4,33.6,12.8,15.2
E00065312,50.5,21.1,8.4,20
E00065313,42.3,32.1,6.4,19.2
E00065314,37,22.8,21.7,18.5
E00065315,41.4,16.1,19.5,23
E00065316,34.8,29.2,21.3,14.6
E00065317,39.4,33.9,15,11.8
E00065318,33.8,30.9,25,10.3
E00065319,28.9,28.9,12.2,30
E00065320,32.1,28.4,25.9,13.6
E00065321,37.2,22.1,24.4,16.3
E00065322,18.3,33.3,30,18.3
E00065323,49.3,28.4,6,16.4
E00065324,33.3,20.2,28.6,17.9
E00065325,40.6,21.1,20.3,18
E00065326,48,27.2,9.6,15.2
E00065327,48.5,27.3,9.8,14.4
E00065328,46,28.5,8.8,16.8
E00065329,32.1,34,25.5,8.5
E00065330,44.5,24.1,12.4,19
E00065331,49.1,25.8,10.7,14.5
E00065332,43.3,22.4,14.9,19.4
E00065333,38.5,25,22.1,14.4
E00065334,46.3,24.2,16.1,13.4
E00065335,42.7,27.3,9.1,20.9
E00065336,45,24.3,15.7,15
E00065337,43.2,29.5,12.6,14.7
E00065338,39.1,23.5,13.9,23.5
E00065339,42,23.7,13.7,20.6
E00065340,53,17.1,13.7,16.2
E00065341,37.6,27.7,18.8,15.8
E00065342,40,24.4,15.6,20
E00065343,37.6,31.8,11.8,18.8
E00065344,46.6,28.2,11.5,13.7
E00065345,34.4,31.3,25,9.4
E00065500,15,23,41,21
E00065501,12.8,45.2,25.6,16.4
E00065502,15.8,45.6,27.2,11.4
E00065503,23.5,34.3,27.5,14.7
E00065509,22.1,26.3,27.4,24.2
E00065510,45,23.4,18,13.5
E00065511,22.4,36.7,21,20
E00065512,26.4,25.8,27.7,20.1
E00065513,11.6,30.6,40.1,17.7
E00065514,18.4,29.6,42.1,9.9
E00065522,6.3,45.6,34.2,13.9
E00065536,20.9,32.2,32.2,14.7
E00065537,16.8,42.6,25.3,15.3
E00065538,22,31.8,28.3,17.9
E00065540,15,44.1,18.1,22.8
E00065541,21.5,38.9,24.3,15.3
E00065543,19.8,35.2,26.4,18.7
E00141804,16.8,28.6,33.5,21.1
E00174850,36.8,36.8,11.8,14.7
E00175335,38.8,25.2,19.4,16.5
E00175336,33.7,32.6,20.9,12.8
E00175337,32.4,33.3,15.7,18.6
E00175340,44.1,29.7,9.3,16.9
E00175341,51.4,22.1,12.7,13.8
E00175363,46.2,28,10.5,15.4
E00175365,42.5,26.7,17.5,13.3
E00175367,37.1,34.8,9,19.1
E00175369,24.2,22.6,29,24.2
E00185507,35.4,29.1,10.1,25.3
E00185519,36.5,29.7,14.9,18.9
E00185538,47.5,24.8,9.9,17.8
