areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00065212,1.8,36.4,61.8
E00065213,3.7,24.1,72.2
E00065214,2.9,27.1,70
E00065215,4.1,30.8,65.1
E00065216,7.7,20.2,72.1
E00065217,2.4,33.3,64.3
E00065218,5.1,38.4,56.5
E00065219,3.8,33.3,62.9
E00065220,0.8,25.2,73.9
E00065221,3.4,35.6,61
E00065222,0.7,61.8,37.5
E00065224,1.3,57.8,40.9
E00065225,2.7,37,60.3
E00065226,0.8,54.3,45
E00065227,2.9,39,58.1
E00065228,2.7,29.3,68
E00065229,0,37.7,62.3
E00065230,3.8,30.5,65.6
E00065231,4.8,28.8,66.4
E00065232,4.2,28.9,66.9
E00065233,7.6,28.8,63.6
E00065234,1.6,31.9,66.5
E00065235,2.6,23.2,74.2
E00065236,2.9,33.1,64
E00065237,5.1,27.4,67.5
E00065238,4.8,29.6,65.6
E00065239,2,33.3,64.6
E00065240,2.4,20.6,77
E00065241,4.4,38,57.7
E00065242,2.8,42.6,54.6
E00065243,1.6,32.6,65.9
E00065244,5.3,25,69.7
E00065245,4.3,48.7,47
E00065246,3.6,56.1,40.3
E00065247,0.8,52.9,46.3
E00065248,3.3,41.5,55.3
E00065249,1.7,37.8,60.5
E00065250,5.1,28.8,66.1
E00065251,3.3,40.7,56.1
E00065252,5.1,32.5,62.4
E00065253,1.4,23.2,75.4
E00065254,5.3,34.8,59.8
E00065255,4.6,23.6,71.8
E00065256,1.6,42.9,55.6
E00065257,3.5,22.9,73.6
E00065259,2.1,34,63.8
E00065260,3.6,30.4,65.9
E00065262,2.2,18,79.9
E00065263,5.9,24.4,69.7
E00065264,1.2,53.7,45.1
E00065265,0.9,29.8,69.3
E00065266,4.5,35.3,60.2
E00065267,6.4,37.6,56
E00065268,0.9,80,19.1
E00065269,0.7,23.2,76.1
E00065271,5.1,32.2,62.7
E00065272,4.3,35.9,59.8
E00065273,5,28,67
E00065274,3.6,35.5,60.9
E00065275,3.6,48.2,48.2
E00065276,2.1,42.6,55.3
E00065277,0,31.6,68.4
E00065278,5.1,39,55.9
E00065279,0,42,58
E00065280,5.5,25,69.5
E00065281,0,35.5,64.5
E00065282,2.5,32.2,65.3
E00065283,0.9,42.5,56.6
E00065284,4.7,23.4,72
E00065285,1.8,44.7,53.5
E00065286,2.2,44,53.7
E00065287,4.2,55.9,39.8
E00065288,3.5,36.8,59.6
E00065289,0,44.7,55.3
E00065290,1.3,41,57.7
E00065291,2.6,45.2,52.2
E00065292,5.7,47.2,47.2
E00065293,4.7,33,62.3
E00065294,2.3,21.1,76.6
E00065295,0,48.5,51.5
E00065296,4.8,53.7,41.5
E00065297,3.6,47.7,48.7
E00065298,6.8,35.4,57.8
E00065299,5,38.8,56.1
E00065300,8.2,58.2,33.5
E00065301,3.4,40.7,55.9
E00065302,10,32.3,57.7
E00065303,1.4,62.8,35.8
E00065304,6.3,47.6,46.2
E00065305,4.7,45.8,49.5
E00065306,3.9,40.2,55.9
E00065307,3.2,27.2,69.6
E00065308,10.6,24.4,65
E00065309,7.8,16.5,75.7
E00065310,3.4,42,54.6
E00065311,5.2,15.7,79.1
E00065312,7,43.5,49.6
E00065313,4,38.7,57.3
E00065314,10.4,45.6,44
E00065315,11.2,52.6,36.2
E00065316,6.6,44.3,49.2
E00065317,3.9,20.4,75.7
E00065318,3.7,39.5,56.8
E00065319,2.2,37.8,60
E00065320,4.8,36.8,58.4
E00065321,3.9,41.4,54.7
E00065322,5.4,46.2,48.4
E00065323,1.7,39.7,58.7
E00065324,2.6,14.7,82.8
E00065325,4.1,35.1,60.8
E00065326,3.1,25.8,71.1
E00065327,6.2,44.2,49.6
E00065328,5.4,29.2,65.4
E00065329,6.9,58.6,34.5
E00065330,8.6,32.8,58.6
E00065331,7.3,29.2,63.5
E00065332,8.1,42.3,49.7
E00065333,6,53.7,40.3
E00065334,6.7,31.3,61.9
E00065335,6.3,57,36.6
E00065336,4.8,50.2,45
E00065337,4.9,38.7,56.3
E00065338,10.5,52.9,36.6
E00065339,5.4,41.1,53.5
E00065340,4.3,43.3,52.5
E00065341,8,35.4,56.6
E00065342,5,63.4,31.7
E00065343,4.8,34.1,61.1
E00065344,3.5,36.6,59.9
E00065345,0.9,58.4,40.7
E00065500,5.3,26,68.7
E00065501,4.7,22.8,72.6
E00065502,3.4,33.6,63
E00065503,3.3,29.6,67.1
E00065509,2,29.7,68.3
E00065510,8.4,24.3,67.3
E00065511,2.7,28.2,69.1
E00065512,3.7,35,61.3
E00065513,4,20.6,75.4
E00065514,9.7,20.1,70.1
E00065522,0,18.3,81.7
E00065536,5.1,24.7,70.2
E00065537,3,21.3,75.6
E00065538,3.5,26.5,70
E00065540,5,28.3,66.7
E00065541,7.3,24.7,68
E00065543,5.5,24.8,69.7
E00141804,7.4,23.5,69.1
E00174850,3.2,42.4,54.4
E00175335,0.9,18.6,80.5
E00175336,5.8,28.9,65.3
E00175337,0,15.8,84.2
E00175340,3,44.7,52.3
E00175341,4.9,31.5,63.6
E00175363,0.9,21.1,78.1
E00175365,5.1,18.2,76.8
E00175367,0,33,67
E00175369,3.8,36.2,60
E00185507,4.7,13.4,81.9
E00185519,1.4,19.7,78.9
E00185538,2.9,23.6,73.6
