areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00065212,98.7,0,1.3
E00065213,96.9,0.6,2.5
E00065214,100,0,0
E00065215,96.9,0.3,2.7
E00065216,98.8,0,1.2
E00065217,99.6,0,0.4
E00065218,97.8,0,2.2
E00065219,99.3,0,0.7
E00065220,95.4,0,4.6
E00065221,94.7,0.8,4.6
E00065222,97.8,0,2.2
E00065224,97.3,0.4,2.3
E00065225,98.2,0.4,1.4
E00065226,96.5,0.9,2.6
E00065227,98.8,0.8,0.4
E00065228,97.6,0.3,2.1
E00065229,98.8,0,1.2
E00065230,99.7,0,0.3
E00065231,97.8,0.4,1.8
E00065232,97.9,0.5,1.6
E00065233,97.5,0,2.5
E00065234,94.4,0.2,5.4
E00065235,98.1,0.4,1.4
E00065236,97,0.7,2.2
E00065237,97.6,1.4,1
E00065238,96.1,0,3.9
E00065239,100,0,0
E00065240,98.4,1,0.6
E00065241,94.6,2,3.4
E00065242,98.9,0.7,0.4
E00065243,97.8,0.4,1.9
E00065244,98.1,1.3,0.6
E00065245,98.5,0.5,1
E00065246,96.8,1.1,2.1
E00065247,98.4,0,1.6
E00065248,98.4,0,1.6
E00065249,99.5,0,0.5
E00065250,98.9,0,1.1
E00065251,99.3,0,0.7
E00065252,99.1,0,0.9
E00065253,97.7,1.5,0.8
E00065254,98.4,0.4,1.2
E00065255,99.7,0,0.3
E00065256,98.7,0.9,0.4
E00065257,99.7,0,0.3
E00065259,99.1,0,0.9
E00065260,99.6,0.4,0
E00065262,97.3,0.3,2.4
E00065263,97.3,0.4,2.3
E00065264,96.5,0.3,3.2
E00065265,98.7,0,1.3
E00065266,98.4,1.2,0.4
E00065267,98.2,0,1.8
E00065268,94.4,2.1,3.5
E00065269,98.3,1,0.7
E00065271,98.8,0,1.3
E00065272,96.1,1.7,2.2
E00065273,99.5,0,0.5
E00065274,100,0,0
E00065275,98.9,0.5,0.5
E00065276,95.6,0,4.4
E00065277,98.4,1.1,0.5
E00065278,99,0,1
E00065279,96.2,1.3,2.6
E00065280,97.5,0,2.5
E00065281,98.8,0,1.2
E00065282,98,0.3,1.8
E00065283,95.7,1.6,2.7
E00065284,99.6,0,0.4
E00065285,99.5,0,0.5
E00065286,99.6,0,0.4
E00065287,98.3,0,1.7
E00065288,99.5,0,0.5
E00065289,99.6,0,0.4
E00065290,96,0,4
E00065291,98.4,0,1.6
E00065292,100,0,0
E00065293,99,0,1
E00065294,98.3,1.3,0.3
E00065295,99.5,0,0.5
E00065296,97.5,1.1,1.4
E00065297,97.6,0,2.4
E00065298,99.2,0,0.8
E00065299,96,0,4
E00065300,95.2,0.3,4.5
E00065301,99.6,0.4,0
E00065302,93.7,1.6,4.7
E00065303,97.8,0.4,1.8
E00065304,96.2,0.7,3.1
E00065305,96.2,0.5,3.3
E00065306,99.6,0,0.4
E00065307,97.1,0.7,2.2
E00065308,96.9,1.9,1.2
E00065309,95.6,1.1,3.3
E00065310,97.7,0,2.3
E00065311,99.6,0,0.4
E00065312,96.4,1.2,2.4
E00065313,98.2,0.4,1.5
E00065314,97.1,0,2.9
E00065315,96.9,0,3.1
E00065316,93.1,2.6,4.3
E00065317,98.8,0,1.2
E00065318,99.1,0,0.9
E00065319,99.3,0,0.7
E00065320,99.2,0,0.8
E00065321,98.2,1.1,0.7
E00065322,96.9,1,2
E00065323,97.1,1.3,1.6
E00065324,97.2,1.2,1.6
E00065325,97.4,0.3,2.3
E00065326,99.7,0,0.3
E00065327,97.9,0,2.1
E00065328,95.7,0.6,3.7
E00065329,98.8,0,1.2
E00065330,96.4,0,3.6
E00065331,96.6,1.2,2.2
E00065332,97.2,0,2.8
E00065333,92.1,0,7.9
E00065334,93.4,0.3,6.3
E00065335,96.6,0.8,2.7
E00065336,99.3,0,0.7
E00065337,95.5,0.3,4.2
E00065338,94.9,0.7,4.4
E00065339,93.7,1.9,4.5
E00065340,95.4,0,4.6
E00065341,97.9,1.4,0.7
E00065342,91.6,1.1,7.3
E00065343,99.3,0,0.7
E00065344,98.3,0,1.7
E00065345,95.6,0.5,3.8
E00065500,97.5,0,2.5
E00065501,98.6,0.4,1
E00065502,99,1,0
E00065503,97.4,1.3,1.3
E00065509,99.6,0,0.4
E00065510,98,0.8,1.2
E00065511,99.1,0,0.9
E00065512,99.2,0.3,0.6
E00065513,98.9,0,1.1
E00065514,98.7,0,1.3
E00065522,99.2,0,0.8
E00065536,98.6,1.2,0.2
E00065537,99.5,0,0.5
E00065538,98.4,0.5,1.2
E00065540,98.6,1.1,0.3
E00065541,98.5,0.3,1.2
E00065543,98.4,0.4,1.2
E00141804,99.5,0,0.5
E00174850,96.9,0,3.1
E00175335,95.3,3.9,0.8
E00175336,98.4,1.6,0
E00175337,96.2,0.4,3.4
E00175340,95.3,0.8,3.9
E00175341,95.7,1.7,2.6
E00175363,98.3,1,0.7
E00175365,94.5,1.2,4.3
E00175367,99.6,0.4,0
E00175369,98.9,0.4,0.8
E00185507,98.4,0,1.6
E00185519,95.6,2.5,1.9
E00185538,99.7,0,0.3
