areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00065212,35.8,42.2,9.2,12.8
E00065213,24.2,52.1,11.5,12.1
E00065214,27.5,49.3,15.9,7.2
E00065215,31.5,46.9,13.3,8.4
E00065216,18.7,52.3,13.1,15.9
E00065217,32.2,38,17.4,12.4
E00065218,39.4,46,8,6.6
E00065219,33.6,35.9,14.5,16
E00065220,25.2,46.2,15.1,13.4
E00065221,37,35.3,11.8,16
E00065222,62.3,20.5,4.8,12.3
E00065224,57.8,32.5,5.8,3.9
E00065225,37.8,42.7,9.1,10.5
E00065226,54.7,27.3,9.4,8.6
E00065227,39,39.7,13.2,8.1
E00065228,29.9,34,20.1,16
E00065229,37.3,33.3,16.3,13.1
E00065230,30.5,22.1,13.7,33.6
E00065231,27.4,38.7,19.4,14.5
E00065232,29.5,20.9,21.6,28.1
E00065233,29,31.3,14.5,25.2
E00065234,31.9,37.9,12.6,17.6
E00065235,23.4,40.6,18.8,17.2
E00065236,33.3,51.4,5.8,9.4
E00065237,29.2,30.8,15,25
E00065238,29.4,31.7,15.9,23
E00065239,32,60,6,2
E00065240,20.8,40,17.6,21.6
E00065241,37.4,32.4,15.8,14.4
E00065242,43.1,28.5,14.6,13.9
E00065243,32.8,42.2,11.7,13.3
E00065244,24.4,40.7,15.6,19.3
E00065245,48.7,34.2,12,5.1
E00065246,55,27.1,8.6,9.3
E00065247,51.7,35.6,9.3,3.4
E00065248,41.8,34.4,11.5,12.3
E00065249,38.1,49.2,8.5,4.2
E00065250,28.3,36.7,13.3,21.7
E00065251,41.6,30.4,12,16
E00065252,31.9,51.3,9.2,7.6
E00065253,24.3,66.4,7.9,1.4
E00065254,35.3,52.6,9,3
E00065255,23.6,52.9,13.2,10.3
E00065256,42.2,44.5,7.8,5.5
E00065257,22.4,51.7,12.6,13.3
E00065259,34.2,48.7,9.4,7.7
E00065260,30.7,51.8,8,9.5
E00065262,17.9,50,15.7,16.4
E00065263,24.2,54.2,9.2,12.5
E00065264,53,39.6,5.5,1.8
E00065265,30.1,58.4,5.3,6.2
E00065266,35.3,52.6,6.8,5.3
E00065267,37.6,51.2,4,7.2
E00065268,79.3,19,0.9,0.9
E00065269,23,57.6,10.8,8.6
E00065271,32.5,47.9,8.5,11.1
E00065272,35.1,50,8.5,6.4
E00065273,28,55,9,8
E00065274,36.1,46.3,9.3,8.3
E00065275,47.7,43.2,7.2,1.8
E00065276,43.3,39,12.8,5
E00065277,31.6,52,10.2,6.1
E00065278,39.5,43,14.9,2.6
E00065279,43,44.2,3.5,9.3
E00065280,25.2,47.2,11,16.5
E00065281,35.5,55.4,5,4.1
E00065282,32.5,48.7,10.2,8.6
E00065283,41.6,50.4,6.2,1.8
E00065284,23.6,51.9,16,8.5
E00065285,44.5,43.6,9.1,2.7
E00065286,43.4,41.9,8.8,5.9
E00065287,57.4,38.3,3.5,0.9
E00065288,37.2,49.6,9.7,3.5
E00065289,43.6,48.1,5.3,3
E00065290,41.6,40.3,5.2,13
E00065291,46.6,46.6,4.3,2.6
E00065292,46.3,38,11.1,4.6
E00065293,33.3,49.5,8.6,8.6
E00065294,20.9,49.6,11.6,17.8
E00065295,49,28.4,10.8,11.8
E00065296,54.1,30.1,6.8,8.9
E00065297,47.9,35.6,6.7,9.8
E00065298,35.1,29.7,17.6,17.6
E00065299,38,35,10.9,16.1
E00065300,58.5,23.3,5,13.2
E00065301,41.2,37.8,10.9,10.1
E00065302,31.5,30.8,17.7,20
E00065303,62.9,29.8,4.6,2.6
E00065304,46.2,32.4,7.6,13.8
E00065305,44.8,29.5,16.2,9.5
E00065306,40.8,32,13.6,13.6
E00065307,27.6,44.1,16.5,11.8
E00065308,23.6,40.9,7.9,27.6
E00065309,16.5,39.8,19.4,24.3
E00065310,41,26.5,16.2,16.2
E00065311,15.8,45.6,19.3,19.3
E00065312,43.9,29.8,7.9,18.4
E00065313,39.7,28.9,10.7,20.7
E00065314,46,20.2,13.7,20.2
E00065315,52.2,23,13.3,11.5
E00065316,44.1,34.7,12.7,8.5
E00065317,20.4,42.7,18.4,18.4
E00065318,39,43.9,6.1,11
E00065319,36.7,48.2,8.6,6.5
E00065320,36.8,43.2,12.8,7.2
E00065321,40.6,40.6,8.6,10.2
E00065322,44.7,37.2,9.6,8.5
E00065323,38.7,33.9,13.7,13.7
E00065324,14.7,67.2,10.3,7.8
E00065325,35.4,38.8,13.6,12.2
E00065326,25.4,40,16.9,17.7
E00065327,42.9,24.8,10.5,21.8
E00065328,30.2,37.3,19,13.5
E00065329,57.8,25.2,8.8,8.2
E00065330,33.3,32.5,10.3,23.8
E00065331,29,29.7,19.6,21.7
E00065332,41.7,31.1,12.6,14.6
E00065333,52.6,30.3,8.6,8.6
E00065334,31.1,35.6,13.3,20
E00065335,58.7,21,9.4,10.9
E00065336,50.2,27.8,12,10
E00065337,38.6,28.6,12.1,20.7
E00065338,52.9,28.1,9.8,9.2
E00065339,40.8,32.3,12.3,14.6
E00065340,44.1,28,13.3,14.7
E00065341,35.2,24.1,8.3,32.4
E00065342,62.7,19.6,9.5,8.2
E00065343,34.1,37.3,12.7,15.9
E00065344,37.4,34.5,15.1,12.9
E00065345,58.4,33.6,4.4,3.5
E00065500,26.4,49.6,14,10.1
E00065501,22.5,50.9,11,15.6
E00065502,32.9,42,14.7,10.5
E00065503,30.3,51.3,9.2,9.2
E00065509,30,48,7,15
E00065510,28.7,38,20.4,13
E00065511,27.3,41.2,13.9,17.5
E00065512,35,38.7,11.7,14.7
E00065513,20.5,55.9,7.9,15.7
E00065514,20.7,46.7,15.6,17
E00065522,17.5,61.4,5.3,15.8
E00065536,24.9,38.4,21.5,15.3
E00065537,22,45.8,16.7,15.5
E00065538,26.4,48.8,9,15.9
E00065540,27.7,46.5,12.3,13.5
E00065541,25.2,49.7,11.9,13.2
E00065543,24.5,49.1,10,16.4
E00141804,23.2,45.7,12.8,18.3
E00174850,42.4,44.8,5.6,7.2
E00175335,19.3,54.4,15.8,10.5
E00175336,29.2,49.2,9.2,12.5
E00175337,14.9,45.7,22.3,17
E00175340,46.2,30.8,12.3,10.8
E00175341,31,29,15.2,24.8
E00175363,19.5,38.9,16.8,24.8
E00175365,18.2,37.4,17.2,27.3
E00175367,33.3,47.1,8.8,10.8
E00175369,35.9,48.1,5.3,10.7
E00185507,12.9,47.6,21,18.5
E00185519,18.2,45.5,19.7,16.7
E00185538,23.4,45.4,12.8,18.4
