areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00065212,95.7,0,4.3,0
E00065213,93.5,0,6.3,0.3
E00065214,92.9,0,7.1,0
E00065215,97.6,0,2.4,0
E00065216,89.3,0,10.7,0
E00065217,94.5,0.8,4.3,0.4
E00065218,92.6,0,7.4,0
E00065219,92.9,0,7.1,0
E00065220,93.8,0,5.8,0.4
E00065221,95.7,0,4.3,0
E00065222,87.4,0,12.6,0
E00065224,87.8,0,12.2,0
E00065225,87.8,0,11.8,0.4
E00065226,94.1,0,5.9,0
E00065227,91.5,0,8.5,0
E00065228,93.6,0.3,6.1,0
E00065229,91.6,0,8.1,0.3
E00065230,94.6,0,5.4,0
E00065231,93.8,0,6.2,0
E00065232,88.3,0,11.4,0.3
E00065233,96.2,0.3,3.2,0.3
E00065234,90.9,0,9.1,0
E00065235,81.4,0,18.2,0.4
E00065236,94.4,0,5.6,0
E00065237,90.1,0,9.9,0
E00065238,93,0.3,6.6,0
E00065239,97.7,0,2.3,0
E00065240,96.7,0,3.3,0
E00065241,91.5,0,8.5,0
E00065242,93.2,0,6.4,0.4
E00065243,92.1,0.4,7.5,0
E00065244,94,0,6,0
E00065245,91.7,0,7.8,0.5
E00065246,93.6,0,6.4,0
E00065247,94.8,0,5.2,0
E00065248,89.7,0,8.6,1.6
E00065249,93.5,0,5.1,1.4
E00065250,95.7,0,4.3,0
E00065251,91.4,0,8.6,0
E00065252,93.1,0,6.9,0
E00065253,88.9,0,9.9,1.1
E00065254,89.8,0,10.2,0
E00065255,93.9,0,6.1,0
E00065256,85.9,3.1,11,0
E00065257,95.2,0,4.8,0
E00065259,92.4,0,7.6,0
E00065260,93.8,0.4,5.8,0
E00065262,95.1,0.3,4.6,0
E00065263,94.9,0,4.3,0.8
E00065264,83.3,0,15.8,1
E00065265,96.1,0.4,3.4,0
E00065266,93.1,0,6.9,0
E00065267,93.7,0,6.3,0
E00065268,84.6,0,14.7,0.7
E00065269,94.4,0,5.6,0
E00065271,90.8,0.4,8.3,0.4
E00065272,88.8,0,10.6,0.6
E00065273,92,0,8,0
E00065274,96.1,0,3.9,0
E00065275,90,0.6,9.4,0
E00065276,90.9,0,8.7,0.4
E00065277,91,0,9,0
E00065278,96.6,0,3.4,0
E00065279,96.1,0,3.9,0
E00065280,93.9,0,5.7,0.4
E00065281,93.1,0.4,6.5,0
E00065282,93.6,0.3,5.9,0.3
E00065283,93.6,0,6.4,0
E00065284,94.7,0,5.3,0
E00065285,91.7,0,7.8,0.5
E00065286,94.3,0,5.7,0
E00065287,92.8,0,7.2,0
E00065288,92.2,0.5,7.4,0
E00065289,95.1,0.4,4.5,0
E00065290,91,0,9,0
E00065291,95.8,0,3.7,0.5
E00065292,89.3,0,10.7,0
E00065293,94.6,0,5.4,0
E00065294,84.7,0,15.3,0
E00065295,93.9,0,6.1,0
E00065296,90.5,0,8.7,0.7
E00065297,85.6,0,14.4,0
E00065298,88.8,0,11.2,0
E00065299,92.3,0,7.3,0.3
E00065300,83.5,0,16.5,0
E00065301,96.5,0,2.7,0.9
E00065302,89.2,0.3,10.1,0.3
E00065303,83.7,0.9,14.9,0.5
E00065304,89.8,0,10.2,0
E00065305,91.2,0,8.8,0
E00065306,89.1,0,10.9,0
E00065307,96,0,2.9,1.1
E00065308,92.6,0,6.8,0.6
E00065309,90,0.4,9.3,0.4
E00065310,92.4,0,7.6,0
E00065311,93.2,0,6.8,0
E00065312,89.5,0,10.5,0
E00065313,93.9,0,6.1,0
E00065314,93.4,0,6.6,0
E00065315,89.7,0.4,9.4,0.4
E00065316,94.3,0,5.7,0
E00065317,96,0.8,2.4,0.8
E00065318,88.6,0.5,10.9,0
E00065319,92.2,0,7.8,0
E00065320,89.7,0,10.3,0
E00065321,93.5,0,6.5,0
E00065322,92.3,0,7.1,0.5
E00065323,89.3,0,10,0.7
E00065324,93.1,0,6.9,0
E00065325,94.4,0.3,5.2,0
E00065326,92.9,0,5.7,1.4
E00065327,91.3,1,7.7,0
E00065328,87.7,1.1,10.9,0.3
E00065329,88.2,0,11.8,0
E00065330,85.6,0,13.8,0.7
E00065331,90.4,0.3,9.3,0
E00065332,89.2,0.6,10.2,0
E00065333,87.2,0.3,12.4,0
E00065334,87.8,0.3,11.9,0
E00065335,85.2,0,13.7,1.1
E00065336,93.2,0,6.8,0
E00065337,84.9,0.3,14.1,0.6
E00065338,85.9,0,13,1.1
E00065339,93.2,0.4,6.4,0
E00065340,91.1,0,7.3,1.7
E00065341,97.1,0,2.9,0
E00065342,81.5,0,17.4,1.1
E00065343,93.7,0.4,5.9,0
E00065344,90.6,0,9.1,0.3
E00065345,86.7,0,11,2.2
E00065500,94.9,0,5.1,0
E00065501,89,0,10.4,0.6
E00065502,98,0,1.7,0.3
E00065503,93.3,0,5.7,1
E00065509,91.4,0.5,8.1,0
E00065510,94.7,0,4.5,0.8
E00065511,89.9,1.1,8.1,0.9
E00065512,94,0,5.7,0.3
E00065513,94.2,0,5.4,0.4
E00065514,96.5,0,2.9,0.6
E00065522,94,0,6,0
E00065536,91.8,0.2,8,0
E00065537,92.6,0.3,7.1,0
E00065538,89.9,0,9.9,0.2
E00065540,89.3,0.3,10.1,0.3
E00065541,91.1,0,8.9,0
E00065543,93.1,0.4,6.5,0
E00141804,96.4,0,3.6,0
E00174850,86.2,0,13.8,0
E00175335,89.6,0,10.4,0
E00175336,90.3,0.4,9.3,0
E00175337,91.1,0,7.2,1.7
E00175340,88.4,0,10.8,0.8
E00175341,82.2,0.6,16.9,0.3
E00175363,88.2,0,11.8,0
E00175365,91.7,0.4,7.9,0
E00175367,96.1,0,3.9,0
E00175369,93.9,0,6.1,0
E00185507,94.5,0,5.5,0
E00185519,96.2,0,3.8,0
E00185538,89.6,0,10.4,0
