areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00065212,96.6,3.4
E00065213,97.5,2.5
E00065214,97.9,2.1
E00065215,96.2,3.8
E00065216,97.9,2.1
E00065217,98.4,1.6
E00065218,97.5,2.5
E00065219,97.7,2.3
E00065220,94.2,5.8
E00065221,92.4,7.6
E00065222,96.4,3.6
E00065224,95.8,4.2
E00065225,96.5,3.5
E00065226,94.3,5.7
E00065227,95,5
E00065228,97,3
E00065229,98.8,1.2
E00065230,99.2,0.8
E00065231,96.8,3.2
E00065232,96.8,3.2
E00065233,94.7,5.3
E00065234,92.6,7.4
E00065235,94.7,5.3
E00065236,97.8,2.2
E00065237,96.6,3.4
E00065238,96.1,3.9
E00065239,97.7,2.3
E00065240,97.7,2.3
E00065241,94.6,5.4
E00065242,98.2,1.8
E00065243,96.7,3.3
E00065244,95.6,4.4
E00065245,97.6,2.4
E00065246,97.5,2.5
E00065247,96.4,3.6
E00065248,96.8,3.2
E00065249,98.2,1.8
E00065250,98.6,1.4
E00065251,97,3
E00065252,99.1,0.9
E00065253,98.5,1.5
E00065254,97.6,2.4
E00065255,100,0
E00065256,97.8,2.2
E00065257,98.7,1.3
E00065259,98,2
E00065260,97.8,2.2
E00065262,96.1,3.9
E00065263,97.3,2.7
E00065264,94.9,5.1
E00065265,97.9,2.1
E00065266,99.2,0.8
E00065267,97,3
E00065268,95.1,4.9
E00065269,95.8,4.2
E00065271,97.1,2.9
E00065272,92.2,7.8
E00065273,98.5,1.5
E00065274,98.5,1.5
E00065275,98.3,1.7
E00065276,94.9,5.1
E00065277,95.8,4.2
E00065278,98.1,1.9
E00065279,94.9,5.1
E00065280,96.5,3.5
E00065281,98,2
E00065282,98.2,1.8
E00065283,95.7,4.3
E00065284,97.8,2.2
E00065285,97.4,2.6
E00065286,98.8,1.2
E00065287,98.9,1.1
E00065288,95.6,4.4
E00065289,98.7,1.3
E00065290,94.7,5.3
E00065291,95.8,4.2
E00065292,97.9,2.1
E00065293,98,2
E00065294,97.6,2.4
E00065295,96,4
E00065296,93.1,6.9
E00065297,94.4,5.6
E00065298,98,2
E00065299,95,5
E00065300,96.2,3.8
E00065301,97,3
E00065302,92.8,7.2
E00065303,96,4
E00065304,94.4,5.6
E00065305,93.8,6.3
E00065306,99.6,0.4
E00065307,97.8,2.2
E00065308,97.2,2.8
E00065309,94.9,5.1
E00065310,96.1,3.9
E00065311,93.2,6.8
E00065312,96.4,3.6
E00065313,97.8,2.2
E00065314,96,4
E00065315,94.7,5.3
E00065316,90.9,9.1
E00065317,95.6,4.4
E00065318,96.2,3.8
E00065319,96.6,3.4
E00065320,99.6,0.4
E00065321,96.7,3.3
E00065322,94.5,5.5
E00065323,97.4,2.6
E00065324,98,2
E00065325,95.1,4.9
E00065326,98.7,1.3
E00065327,95.5,4.5
E00065328,95.2,4.8
E00065329,95.1,4.9
E00065330,93.4,6.6
E00065331,95.7,4.3
E00065332,97.2,2.8
E00065333,90.7,9.3
E00065334,91.2,8.8
E00065335,91.3,8.7
E00065336,97.9,2.1
E00065337,93.6,6.4
E00065338,88.3,11.7
E00065339,93.3,6.7
E00065340,93.4,6.6
E00065341,96.1,3.9
E00065342,90.4,9.6
E00065343,98.9,1.1
E00065344,95.5,4.5
E00065345,94.5,5.5
E00065500,98.2,1.8
E00065501,95.3,4.7
E00065502,99,1
E00065503,96.7,3.3
E00065509,98.2,1.8
E00065510,97.5,2.5
E00065511,97.6,2.4
E00065512,97.2,2.8
E00065513,97.8,2.2
E00065514,96.5,3.5
E00065522,97,3
E00065536,98.1,1.9
E00065537,98.7,1.3
E00065538,97.2,2.8
E00065540,99.1,0.9
E00065541,97.3,2.7
E00065543,97.2,2.8
E00141804,96.9,3.1
E00174850,94.6,5.4
E00175335,94.9,5.1
E00175336,98.8,1.2
E00175337,93.2,6.8
E00175340,92.2,7.8
E00175341,96.6,3.4
E00175363,97.3,2.7
E00175365,94.1,5.9
E00175367,96.2,3.8
E00175369,96.9,3.1
E00185507,97.7,2.3
E00185519,95,5
E00185538,98.5,1.5
