geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00084753,92.2,5.9,1.9
E00138025,80.1,13.2,6.7
E00138026,85.6,10.3,4.1
E00138027,87.5,10.5,2
E00138028,82.7,12.2,5.2
E00138029,91.2,6.2,2.6
E00138030,87.4,9.3,3.3
E00138031,74,19.1,7
E00138032,84,11.3,4.7
E00138033,89.6,7.8,2.6
E00138034,85.4,12,2.6
E00138035,91.6,7.2,1.2
E00138036,85.1,11,3.9
E00138037,88.9,8.9,2.2
E00138038,91.7,6.6,1.7
E00138039,84.3,10.7,5
E00138040,83,13.2,3.8
E00138041,74.8,17.6,7.5
E00138042,85.8,11.3,3
E00138043,87.1,10.6,2.3
E00138044,88.8,9,2.1
E00138045,90.6,6.9,2.4
E00138046,87.2,10.5,2.4
E00138047,85.2,9.2,5.6
E00138048,87.9,9.7,2.4
E00138049,91.6,6,2.4
E00138050,87.5,10.4,2.1
E00138051,82.7,13.9,3.4
E00138052,90.5,6.1,3.5
E00138053,88.6,7.2,4.2
E00138054,89.7,8.5,1.9
E00138055,86,10.4,3.6
E00138056,78.9,15.1,6
E00138057,87.4,9,3.6
E00138058,86.9,9.2,3.8
E00138059,84.9,10.7,4.4
E00138060,72.4,19.3,8.3
E00138061,75,13.9,11.1
E00138062,76.9,16,7.2
E00138063,79.9,13,7.1
E00138064,85.4,10.6,3.9
E00138065,80.4,15.3,4.3
E00138066,81.4,15.5,3
E00138067,86.2,10.2,3.7
E00138068,87.5,8.8,3.7
E00138069,81.9,13.9,4.2
E00138070,82.3,11,6.7
E00138071,72.2,19.7,8.1
E00138072,85.6,9.2,5.1
E00138073,83.2,14.3,2.5
E00138074,77,15.8,7.2
E00138075,85.1,10.7,4.1
E00138076,81.6,13.3,5.1
E00138077,85.5,12.8,1.7
E00138078,87.9,9.3,2.8
E00138080,89,9,2
E00138081,85.1,11.1,3.8
E00138212,83.3,13.4,3.3
E00138213,79.9,14.1,5.9
E00138214,76.9,16.9,6.2
E00138215,85.8,11.4,2.8
E00138216,85.8,10.9,3.3
E00138217,82.2,11.8,6
E00138218,76.5,15.2,8.4
E00138219,80.6,14.1,5.3
E00138220,86.4,9.6,4
E00138221,85.8,11.1,3.1
E00138222,82.5,10.9,6.6
E00138223,86,10.7,3.3
E00138224,86.2,12.9,0.9
E00138225,79.5,15.8,4.8
E00138226,88.1,9.1,2.8
E00138227,79.9,15.6,4.4
E00138228,82.4,11.3,6.3
E00138229,79.3,16,4.7
E00138230,79.8,14.8,5.4
E00138231,66.7,19.3,14.1
E00138232,86,10.4,3.7
E00138233,78.4,14,7.6
E00138234,83.5,13.4,3.1
E00138235,78,17.3,4.7
E00138236,78.9,15.3,5.8
E00138237,81.8,13.5,4.7
E00138238,84,10.3,5.7
E00138239,79.2,16.6,4.2
E00138240,87.4,8.7,3.9
E00138242,83.1,12,4.9
E00138244,88.9,9.4,1.7
E00138246,82.4,13.9,3.7
E00138247,85.6,10.3,4.1
E00138248,82.5,10.9,6.6
E00138249,87.6,9.7,2.7
E00138250,81.6,12.3,6.1
E00138251,84.2,12,3.9
E00138255,81.4,12.3,6.3
E00138256,83.5,10.9,5.6
E00138257,79.4,15.7,4.9
E00138258,79.4,12.2,8.4
E00138259,88.1,8.6,3.3
E00138260,83.4,13.6,3
E00138261,79,14.7,6.3
E00138262,66.4,19.7,13.9
E00138263,80.7,13,6.3
E00138264,81.7,14,4.3
E00138265,85,12.8,2.2
E00138266,80.6,12.3,7.1
E00138267,70.4,22.7,6.9
E00138268,82.2,15.1,2.7
E00138270,78.5,17.6,3.8
E00138271,82.8,14.2,3
E00138272,85.8,11.9,2.3
E00138273,69.9,20.4,9.7
E00138274,86.3,9.9,3.8
E00138275,83.3,14.2,2.5
E00138276,68.5,25.2,6.3
E00138277,88.9,9.1,2
E00138278,80.4,13.2,6.4
E00138279,63,28.6,8.5
E00138280,84.7,9.9,5.4
E00138281,69.9,19.3,10.8
E00138282,82.4,11.7,5.9
E00138283,84.7,12.3,3.1
E00138284,87.6,9.2,3.2
E00138285,87.9,10,2.2
E00138286,87.7,10.1,2.2
E00138287,73.3,19.9,6.8
E00138291,80.5,15.7,3.7
E00138292,80.7,16.3,3.1
E00138293,83.8,13.7,2.5
E00138294,80.9,13.4,5.7
E00138296,82.9,11.8,5.3
E00138297,85.1,10.9,4
E00138300,84.1,12.7,3.3
E00138301,80.1,12,7.9
E00138303,83.8,13.5,2.7
E00138307,84.6,12.6,2.8
E00138309,80.1,13.6,6.3
E00138314,69.3,16.6,14.1
E00138316,88.6,9.3,2.1
E00138318,87.9,8.5,3.6
E00138319,87.4,9.6,2.9
E00138348,72.4,18.1,9.5
E00138349,84.4,11.2,4.3
E00138350,80.4,12.4,7.2
E00138351,82.1,13.7,4.1
