areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00081235,98.2,1.3,0.4,0,0
E00081236,96.5,2.8,0.3,0.5,0
E00081237,95.7,3.4,0.7,0,0.2
E00081238,92.3,5.5,2.2,0,0
E00081239,95.9,3.5,0.3,0.3,0
E00081240,90.8,2.8,0,2.8,3.7
E00081241,88.5,9,1.5,1,0
E00081242,96.9,2.9,0.2,0,0
E00081243,95.5,2.4,1.7,0.3,0
E00081244,94.8,4.5,0.3,0.3,0
E00081245,94.8,3.9,0.8,0.3,0.3
E00081246,95.7,4,0.3,0,0
E00081247,93,6.4,0.6,0,0
E00081250,97,3,0,0,0
E00081252,92.2,6.3,0.9,0.3,0.3
E00081253,88,7.9,2.7,1.1,0.2
E00081254,89,8.1,2.3,0.2,0.4
E00081256,95.1,4.9,0,0,0
E00081257,98.8,1.2,0,0,0
E00081258,96.9,2.8,0.3,0,0
E00081259,94.9,4.7,0.4,0,0
E00081260,94.7,3.4,1.5,0.4,0
E00081261,93,5.2,1,0.7,0
E00081262,90.8,6.7,0,1.8,0.7
E00081263,98.5,1.5,0,0,0
E00081264,92.7,5.4,1.9,0,0
E00081265,93.8,2.5,2.1,1.7,0
E00081266,91.3,4.7,1.2,1.6,1.2
E00081267,86,8.9,3.1,1.4,0.7
E00081268,96.2,3.2,0,0,0.5
E00081274,86.6,8.5,3.3,1.2,0.4
E00081275,93,5.7,1,0,0.3
E00081276,92.5,6.4,0,0.4,0.7
E00081277,93.5,5.5,0.5,0.5,0
E00081432,89,6.8,1.2,1.7,1.2
E00081434,81,8.7,4.8,1.7,3.9
E00081628,95.3,4.2,0,0.3,0.3
E00167395,94,4.3,0.8,0.8,0.3
E00167396,92.4,6.7,0.4,0,0.5
E00167397,92.3,6.5,0.7,0.4,0
E00167398,92.8,6.8,0.3,0,0
E00167399,79.8,11.4,2.5,3.2,3.2
E00167403,89.1,8.1,1.9,0,0.8
E00167404,74.4,16,3.6,3.9,2.1
E00167408,81.1,5.7,5.4,4.3,3.6
E00189622,95.7,4,0.4,0,0
E00189635,87.2,6.4,3.5,1.5,1.5
E00189636,81.3,13.1,4.1,0.6,0.9
E00189643,89.9,9.2,0.6,0.3,0
E00189658,61.5,11.5,9.1,7.5,10.3
E00189665,95,4.2,0,0.8,0
E00189674,82.4,13.2,2.3,1,1
E00189687,90.3,6.6,2.6,0.3,0.3
E00189693,90,9,0.7,0.3,0
E00189703,88,10.4,0,1.6,0
E00189706,90.6,7.3,1.3,0.5,0.3
E00189746,91.5,7,0,1.2,0.3
E00189755,94.3,2.8,2.4,0,0.5
E00189758,90.5,6.3,2.1,0.5,0.5
E00189760,83.5,10.4,0.8,3.1,2.3
E00189780,80,10.4,3.8,3.3,2.5
E00189783,73.1,12.2,4.5,8.3,1.9
E00189792,92.9,3.6,2.4,0.4,0.8
