areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00081235,19.6,69.9,6.3,4.2
E00081236,10.7,10.7,49.3,29.3
E00081237,0,16.7,58.9,24.4
E00081238,4.7,11.2,65.4,18.7
E00081239,0,6,69.9,24.1
E00081240,2.4,15.7,37.3,44.6
E00081241,0,13,39.1,47.8
E00081242,2.4,8.4,44,45.2
E00081243,11.1,11.1,62.4,15.4
E00081244,1.4,45.8,42.4,10.4
E00081245,3.5,13.9,25,57.6
E00081246,1.5,4.5,26.5,67.4
E00081247,6.7,26.2,45.6,21.5
E00081250,0,33.6,57,9.3
E00081252,0,5.6,68,26.4
E00081253,19,22.8,50,8.2
E00081254,0.6,14,68.5,16.9
E00081256,0,17.6,63.9,18.5
E00081257,0,33.1,54.8,12.1
E00081258,0,21,68.5,10.5
E00081259,8.2,28.9,53.6,9.3
E00081260,1,8.2,70.1,20.6
E00081261,0.9,14.8,74.1,10.2
E00081262,3.5,29.2,56.6,10.6
E00081263,0.8,40,51.2,8
E00081264,3,6.1,75.8,15.2
E00081265,8.1,61.8,23.6,6.5
E00081266,17.1,23.3,42.5,17.1
E00081267,16.8,42,28.2,13
E00081268,6.7,8.3,50,35
E00081274,3.3,9.9,33,53.8
E00081275,10.1,23.9,59.7,6.3
E00081276,0,12,50,38
E00081277,9.9,23.4,39.8,26.9
E00081432,0.6,11.7,40.3,47.4
E00081434,11.2,38.6,36.3,13.9
E00081628,6.9,30.8,44.7,17.6
E00167395,31.5,21.8,26.7,20
E00167396,1.5,29.3,34.6,34.6
E00167397,1,25.1,42.9,30.9
E00167398,0,24,50.4,25.6
E00167399,18.7,43.2,24.5,13.5
E00167403,2.4,11.3,50,36.3
E00167404,4.2,25.2,55.5,15.1
E00167408,6.4,30.4,40.8,22.4
E00189622,16.3,69.1,12.4,2.2
E00189635,0,32.2,45.8,22
E00189636,19.2,43.2,30.8,6.8
E00189643,0.9,23.6,41.8,33.6
E00189658,54.3,44.6,1.1,0
E00189665,4.8,21.4,57.9,15.9
E00189674,10.8,18.9,27.7,42.6
E00189687,0,16.8,41.2,42
E00189693,3.3,29.5,53.3,13.9
E00189703,16.8,37.8,25.2,20.2
E00189706,6.5,24.7,37.7,31.2
E00189746,0.9,12.3,57.9,28.9
E00189755,12.5,66.4,17.2,3.9
E00189758,1.5,19.3,46.7,32.6
E00189760,10.3,18.1,42.2,29.3
E00189780,14.8,32.2,27,26.1
E00189783,44.1,54.9,0,1
E00189792,28.1,38.5,20,13.3
