areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00112295,8.2,28.7,63.1
E00112296,1.5,51.1,47.3
E00112297,10.3,32.9,56.8
E00112298,3.7,28.7,67.6
E00112299,11.5,25.7,62.8
E00112300,10.3,34.6,55.1
E00112301,8.1,27.4,64.5
E00112302,7.9,41.2,50.9
E00112303,10.3,51.4,38.4
E00112304,11.1,54.9,34
E00112305,5.7,61.7,32.6
E00112306,5.6,42.6,51.9
E00112307,12.1,48.5,39.4
E00112308,6.8,49.2,43.9
E00112309,8.9,55.7,35.4
E00112311,10,57.7,32.3
E00112312,5.1,30.3,64.6
E00112313,2.3,70.5,27.3
E00112314,6.1,31.8,62.1
E00112315,7.1,15.2,77.7
E00112316,0,43.9,56.1
E00112317,5.7,36.1,58.2
E00112319,4,28.6,67.5
E00112320,2.3,29.5,68.2
E00112321,1.7,25.2,73.1
E00112322,5.3,37.1,57.6
E00112323,1.5,24.1,74.4
E00112324,3.5,17.5,78.9
E00112325,6.5,19.5,74
E00112326,3.3,13.1,83.6
E00112327,4.2,23.5,72.3
E00112328,4.8,38.1,57.1
E00112329,6.4,20,73.6
E00112330,7.8,18.3,73.9
E00112331,12.6,27.7,59.7
E00112345,5.3,36.1,58.6
E00112349,2.7,29.2,68.1
E00112350,1.8,21.4,76.8
E00112351,2.6,25.6,71.8
E00112352,2.3,17.2,80.5
E00112353,1.9,25.5,72.6
E00112354,3.5,20.2,76.3
E00112355,5.5,14.5,80
E00112356,0,39.9,60.1
E00112357,3,18,78.9
E00112358,2.5,17.4,80.2
E00112359,3.6,25.2,71.2
E00112360,3.2,24.2,72.6
E00112361,2.7,54.9,42.5
E00112362,1.6,36.2,62.2
E00112363,3.6,31.3,65.2
E00112364,4.2,20.4,75.4
E00112365,1,21,78.1
E00112366,2.7,25.2,72.1
E00112367,1.5,40.8,57.7
E00112368,4.6,21.5,73.8
E00112369,7.8,17.5,74.8
E00112370,0.8,20,79.2
E00112371,2.3,31.1,66.7
E00112372,0.8,40.9,58.3
E00112373,2.2,23.9,73.9
E00112374,5.5,32,62.5
E00112375,3,57.4,39.6
E00112376,5.5,26.4,68.2
E00112377,6.2,46.9,46.9
E00112378,2.3,34.6,63.2
E00112379,1.9,24.7,73.4
E00112380,4.3,15.5,80.2
E00112381,2.6,37.7,59.6
E00112382,0.8,38.2,61
E00112383,2.1,18.6,79.3
E00112384,1.5,20.7,77.8
E00112386,7,34.8,58.3
E00112387,5.9,34.6,59.6
E00112388,7.7,50,42.3
E00112389,0,39,61
E00112390,3.6,29.1,67.3
E00112391,0,32.7,67.3
E00112392,4.5,17.4,78
E00112393,0.8,28.6,70.6
E00112394,1.8,30.9,67.3
E00112395,3.3,22,74.8
E00112396,7.1,65.7,27.3
E00112397,7.2,49.3,43.5
E00112398,10.2,38.3,51.6
E00112399,12.8,48.8,38.4
E00112400,3.6,62.6,33.8
E00112401,4.8,46.1,49.1
E00112402,7.4,48.3,44.3
E00112403,4.8,57.6,37.6
E00112404,8.1,55.9,36
E00112409,3.7,38.5,57.8
E00112425,8.6,52.5,38.9
E00112427,9.8,51.8,38.4
E00112428,2.9,58.7,38.4
E00112429,5.8,46.6,47.6
E00112430,5.9,44.1,50
E00112431,5.4,68.2,26.4
E00112432,4.2,63.6,32.2
E00112433,12.9,54.5,32.6
E00112434,2.6,53.8,43.6
E00112435,9,59.3,31.7
E00112436,2.8,80.7,16.5
E00112437,1.7,54.6,43.7
E00112439,4.5,34.1,61.4
E00112440,6.2,41.9,51.9
E00112441,2.5,45,52.5
E00112442,4.7,52.8,42.5
E00112443,5,59,36
E00112444,1,32,67
E00112445,5.8,58.7,35.6
E00112446,3.1,29,67.9
E00112447,2.5,26.4,71.1
E00112448,1.7,41,57.3
E00112449,2.5,31.4,66.1
E00112450,1.8,31.3,66.9
E00112451,2,33.7,64.3
E00112452,2.7,51.3,46
E00112453,3.5,24.8,71.6
E00112454,1.6,29.8,68.5
E00112455,7.6,24.2,68.2
E00112456,1.8,28.8,69.4
E00112457,0.6,47.2,52.2
E00112458,7.1,28.6,64.3
E00112459,1.7,37.3,61
E00112460,1.8,20.1,78
E00112461,1.6,24,74.4
E00112462,2.2,19.3,78.5
E00112463,1.5,27.4,71.1
E00112464,7.3,25.5,67.2
E00112465,5.5,29.7,64.8
E00112466,9,27.9,63.1
E00112467,5.9,28.9,65.2
E00112468,6.3,26.2,67.5
E00112469,8.1,16.3,75.6
E00112470,4.9,19.7,75.4
E00112471,6.3,48,45.7
E00112472,2.3,25.4,72.3
E00112473,6.5,37.1,56.5
E00112474,2.4,32.8,64.8
E00112475,11.2,11.2,77.6
E00112476,4.4,54.1,41.5
E00112477,4.5,47.1,48.4
E00112478,0.9,55.2,44
E00112479,9.8,11.5,78.7
E00112480,3.8,27.1,69.2
E00112481,5.9,45.1,49
E00112482,5.3,22.9,71.8
E00112483,3.9,19.5,76.6
E00112484,4.8,37.9,57.3
E00112485,6.4,44,49.5
E00112486,1.8,14.1,84
E00112487,7.1,46.2,46.8
E00112488,3.6,17.5,78.9
E00112489,3,42.7,54.3
E00112490,3.7,57.1,39.3
E00112491,2.3,50.8,47
E00112492,7.9,38.6,53.5
E00112493,3.9,49.4,46.7
E00112494,0.7,64.1,35.2
E00112495,2.6,47.8,49.6
E00112496,11,42.7,46.3
E00112497,3.8,31.4,64.8
E00112498,2.1,46.5,51.4
E00112499,4.2,42.7,53.1
E00112500,4.1,54.5,41.5
E00112501,0.8,59.5,39.7
E00112502,5.2,53.5,41.3
E00112503,3.1,33.6,63.3
E00112504,0,42.2,57.8
E00112505,1.7,35.6,62.7
E00112506,4.6,43.5,51.9
E00112507,14.3,40.3,45.4
E00112508,7.5,39.3,53.3
E00112509,7.8,54.5,37.7
E00112510,7.5,63.9,28.6
E00112511,7.3,51.8,40.9
E00112512,8,46.9,45.1
E00112513,6.6,41.2,52.2
E00112514,4.7,21.9,73.4
E00112516,3.2,27.8,69
E00112517,1.9,24.1,74.1
E00112518,0,34.5,65.5
E00112519,6.9,49.6,43.5
E00112520,2,57.2,40.8
E00112521,2.8,17.4,79.8
E00112522,2.7,41.6,55.7
E00112523,5.5,40.4,54.1
E00112524,7,59.2,33.8
E00112525,7.9,37.8,54.3
E00112526,3.2,27,69.8
E00112527,2.9,30,67.1
E00112528,0,30.3,69.7
E00112529,2.5,37,60.5
E00112530,2.4,23.2,74.4
E00112531,3.8,26.9,69.2
E00112532,4.7,31.1,64.2
E00112533,0.8,17.8,81.4
E00112534,5.4,22.5,72.1
E00112535,4.2,34.3,61.5
E00112536,3.5,24.1,72.3
E00112537,6.3,24.4,69.3
E00112538,2.8,43.4,53.8
E00112539,0.8,18.5,80.6
E00112540,3,43.6,53.3
