areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00112295,9.9,49.6,32.2,8.3
E00112296,21.2,51.5,20.5,6.8
E00112297,13.6,61,22.1,3.2
E00112298,12.4,55.4,29,3.2
E00112299,13.4,50.9,32.1,3.6
E00112300,14.4,45.2,27.9,12.5
E00112301,10,45,35,10
E00112302,13.8,63.3,16.5,6.4
E00112303,30.1,53.4,14.4,2.1
E00112304,50.3,45.5,4.2,0
E00112305,33.6,57.1,8.6,0.7
E00112306,15.6,45,30.3,9.2
E00112307,28.1,50.4,17.8,3.7
E00112308,27.7,46.2,23.8,2.3
E00112309,26.8,51.2,15.9,6.1
E00112311,48.5,36.4,9.1,6.1
E00112312,14.1,42.4,36.4,7.1
E00112313,29.1,59.3,10.5,1.2
E00112314,22.2,48.9,23.7,5.2
E00112315,0,39.8,51.9,8.3
E00112316,15.3,54,23.4,7.3
E00112317,18.8,43.6,30.8,6.8
E00112319,10.4,43.2,39.2,7.2
E00112320,8.6,40.6,39.8,10.9
E00112321,10.9,39.5,43.7,5.9
E00112322,22.3,50,26.9,0.8
E00112323,11.5,41.2,32.8,14.5
E00112324,8,27.7,42.9,21.4
E00112325,5,39.7,41.3,14
E00112326,4.1,19.8,47.1,28.9
E00112327,5.1,30.8,39.3,24.8
E00112328,24.8,25.7,35.2,14.3
E00112329,7.3,45,34.9,12.8
E00112330,8.8,45.6,36,9.6
E00112331,12.5,39.2,36.7,11.7
E00112345,10.4,56.7,26.1,6.7
E00112349,16.5,31.3,37.4,14.8
E00112350,7,35.7,40,17.4
E00112351,5.8,38.8,47.1,8.3
E00112352,8.6,32.8,45.3,13.3
E00112353,11.1,45.4,35.2,8.3
E00112354,7.1,33.6,45.1,14.2
E00112355,8.2,27.3,47.3,17.3
E00112356,21.9,44.5,25.3,8.2
E00112357,9.1,40.2,38.6,12.1
E00112358,5.8,32.2,47.1,14.9
E00112359,10.7,41.1,38.4,9.8
E00112360,8,48,39.2,4.8
E00112361,37.4,48.7,13,0.9
E00112362,18,56.3,18,7.8
E00112363,14.9,42.1,29.8,13.2
E00112364,9.2,33.1,45.1,12.7
E00112365,7.6,33.3,38.1,21
E00112366,6.6,34.4,42.4,16.6
E00112367,16.3,43.4,34.1,6.2
E00112368,8.3,36.8,39.8,15
E00112369,5.8,31.7,51.9,10.6
E00112370,9.2,40,42.3,8.5
E00112371,11.3,36.8,39.1,12.8
E00112372,18,46.9,27.3,7.8
E00112373,5.2,35.8,44.8,14.2
E00112374,11.5,52.7,27.5,8.4
E00112375,25.7,56.4,13.9,4
E00112376,14,44.7,28.1,13.2
E00112377,15.1,55.6,23.8,5.6
E00112378,9.8,48.5,31.8,9.8
E00112379,3.3,44.4,45.1,7.2
E00112380,6.1,30.7,48.2,14.9
E00112381,23.9,50.4,22.1,3.5
E00112382,19.4,37.1,29,14.5
E00112383,4.3,25.7,50.7,19.3
E00112384,4.4,41.2,40.4,14
E00112386,14,45.6,29.8,10.5
E00112387,12,57.9,23.3,6.8
E00112388,16.7,55.3,23.5,4.5
E00112389,9.6,55.8,28.8,5.8
E00112390,15.9,44.9,32.7,6.5
E00112391,15.5,54.5,28.2,1.8
E00112392,8.5,31,44.2,16.3
E00112393,10.3,46,38.9,4.8
E00112394,12.4,48.7,32.7,6.2
E00112395,5.6,44.8,39.2,10.4
E00112396,49.5,40.9,9.1,0.5
E00112397,27.6,51.9,17.8,2.8
E00112398,15.1,54,27,4
E00112399,42.3,44.2,11.7,1.8
E00112400,23,63.3,11.5,2.2
E00112401,19.5,60.4,16.5,3.7
E00112402,22,57.3,18,2.7
E00112403,26.8,53.7,16.3,3.3
E00112404,29.6,50.4,12.6,7.4
E00112409,22.1,45.6,25,7.4
E00112425,29,57.5,11,2.5
E00112427,25.2,50.5,18.9,5.4
E00112428,35.3,51.1,12.2,1.4
E00112429,10.5,61,22.9,5.7
E00112430,22,50,21.2,6.8
E00112431,29.1,56,14.2,0.7
E00112432,34.7,55.1,7.6,2.5
E00112433,48,41.9,9.5,0.6
E00112434,25,58.6,14.7,1.7
E00112435,49.5,42.1,6.9,1.5
E00112436,57.4,36.1,2.8,3.7
E00112437,27.1,57.6,10.2,5.1
E00112439,12.9,43.2,32.6,11.4
E00112440,16.3,52.7,28.7,2.3
E00112441,16.7,41.7,29.2,12.5
E00112442,22.9,56.2,15.2,5.7
E00112443,34.5,51.8,11.5,2.2
E00112444,7.2,34,48.5,10.3
E00112445,30.1,45.6,21.4,2.9
E00112446,8.3,50.4,33.1,8.3
E00112447,7.4,45.9,36.9,9.8
E00112448,16.7,40,33.3,10
E00112449,13.1,50.8,32,4.1
E00112450,11.4,50.6,28.9,9
E00112451,9,42,37,12
E00112452,16.8,52.2,24.8,6.2
E00112453,7.6,44.8,37.2,10.3
E00112454,9.9,45.5,33.9,10.7
E00112455,8,36.5,42.3,13.1
E00112456,7.9,43.9,39.5,8.8
E00112457,34.5,35,24.3,6.2
E00112458,17.9,40.2,35.7,6.3
E00112459,8.5,58.1,30.8,2.6
E00112460,4.8,27.7,50.6,16.9
E00112461,6.3,38.6,43.3,11.8
E00112462,4.3,33.3,51.4,10.9
E00112463,13.2,45.6,28.7,12.5
E00112464,25.2,43.7,24.4,6.7
E00112465,41.3,37.3,17.5,4
E00112466,24.3,40,17.4,18.3
E00112467,20.3,40.6,31.9,7.2
E00112468,25,44.4,22.6,8.1
E00112469,17.6,42,29.4,10.9
E00112470,23.7,52.5,17.8,5.9
E00112471,33.6,45.6,17.6,3.2
E00112472,30.5,39.1,23.4,7
E00112473,42.5,38.6,13.4,5.5
E00112474,29,44.4,18.5,8.1
E00112475,25.4,42.4,24.6,7.6
E00112476,28.5,48.2,18.2,5.1
E00112477,34.4,44.6,17.2,3.8
E00112478,19.5,62.8,17.7,0
E00112479,20,35,37.5,7.5
E00112480,16.3,40.7,29.6,13.3
E00112481,51,31.4,12.7,4.9
E00112482,26,41.2,22.1,10.7
E00112483,50,34.2,13.2,2.6
E00112484,8.9,56.9,26,8.1
E00112485,20.8,46.2,23.6,9.4
E00112486,4.3,39.9,45.4,10.4
E00112487,17.2,55.4,20.4,7
E00112488,5.1,36.9,42.9,15.2
E00112489,16.5,46.3,29.4,7.8
E00112490,35.5,45.8,15.1,3.6
E00112491,25,50.8,21.2,3
E00112492,7.8,54.9,31.4,5.9
E00112493,15.6,57.5,21.2,5.6
E00112494,50,41.4,7.1,1.4
E00112495,20.3,54.2,22,3.4
E00112496,23.8,48.8,23.8,3.7
E00112497,7.5,62.3,24.5,5.7
E00112498,12,56.3,25.4,6.3
E00112499,18.3,47.2,24.6,9.9
E00112500,17.5,56.3,21.4,4.8
E00112501,33.3,42.9,15.1,8.7
E00112502,21.4,53.2,23.4,1.9
E00112503,10.9,52.3,28.1,8.6
E00112504,19.6,43,30.8,6.5
E00112505,18,49.2,24.6,8.2
E00112506,15.9,43,31.8,9.3
E00112507,24.8,57.3,16.2,1.7
E00112508,21.6,53.2,22.5,2.7
E00112509,30.1,49,15.7,5.2
E00112510,50.7,38.5,9.5,1.4
E00112511,24.5,54.7,14.4,6.5
E00112512,38.6,36,18.4,7
