areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00112295,49.8,50.2
E00112296,38.1,61.9
E00112297,31.3,68.7
E00112298,46,54
E00112299,36.6,63.4
E00112300,52.1,47.9
E00112301,55,45
E00112302,25.8,74.2
E00112303,21,79
E00112304,17.8,82.2
E00112305,14.2,85.8
E00112306,51.3,48.7
E00112307,30.1,69.9
E00112308,21.9,78.1
E00112309,39.5,60.5
E00112311,13.4,86.6
E00112312,57.7,42.3
E00112313,14,86
E00112314,41.2,58.8
E00112315,65,35
E00112316,45.2,54.8
E00112317,41.1,58.9
E00112319,52.5,47.5
E00112320,58.6,41.4
E00112321,59.4,40.6
E00112322,37.5,62.5
E00112323,54.6,45.4
E00112324,66.9,33.1
E00112325,63.5,36.5
E00112326,68.4,31.6
E00112327,65.4,34.6
E00112328,66,34
E00112329,63.8,36.2
E00112330,44.4,55.6
E00112331,38.8,61.2
E00112345,39.1,60.9
E00112349,48,52
E00112350,63.2,36.8
E00112351,67.2,32.8
E00112352,68.1,31.9
E00112353,56,44
E00112354,53.4,46.6
E00112355,60.1,39.9
E00112356,52,48
E00112357,63.8,36.2
E00112358,65.6,34.4
E00112359,57.2,42.8
E00112360,50.7,49.3
E00112361,37.1,62.9
E00112362,44,56
E00112363,57.9,42.1
E00112364,59.9,40.1
E00112365,67,33
E00112366,62.2,37.8
E00112367,45,55
E00112368,61.6,38.4
E00112369,70.1,29.9
E00112370,63.8,36.2
E00112371,60.1,39.9
E00112372,54.2,45.8
E00112373,61.9,38.1
E00112374,56.1,43.9
E00112375,25.7,74.3
E00112376,55.1,44.9
E00112377,41.6,58.4
E00112378,50.2,49.8
E00112379,63.7,36.3
E00112380,71.2,28.8
E00112381,53.7,46.3
E00112382,59.7,40.3
E00112383,71.5,28.5
E00112384,56.2,43.8
E00112386,42.6,57.4
E00112387,42.6,57.4
E00112388,31.4,68.6
E00112389,51.1,48.9
E00112390,53.2,46.8
E00112391,49.2,50.8
E00112392,56.7,43.3
E00112393,50.4,49.6
E00112394,45.4,54.6
E00112395,67.1,32.9
E00112396,12.4,87.6
E00112397,28.7,71.3
E00112398,37.8,62.2
E00112399,18.3,81.7
E00112400,30.1,69.9
E00112401,50.6,49.4
E00112402,24.7,75.3
E00112403,26.1,73.9
E00112404,25.4,74.6
E00112409,39.6,60.4
E00112425,27.3,72.7
E00112427,30.6,69.4
E00112428,21.1,78.9
E00112429,35.7,64.3
E00112430,37.1,62.9
E00112431,13.2,86.8
E00112432,23,77
E00112433,14.9,85.1
E00112434,41.1,58.9
E00112435,26.2,73.8
E00112436,15.6,84.4
E00112437,36.1,63.9
E00112439,53.1,46.9
E00112440,41.3,58.7
E00112441,42.5,57.5
E00112442,33.1,66.9
E00112443,22.1,77.9
E00112444,56.5,43.5
E00112445,23.4,76.6
E00112446,55.5,44.5
E00112447,66.1,33.9
E00112448,62,38
E00112449,53.8,46.2
