areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00107180,96.7,1.9,1.4
E00107181,93.4,4.1,2.5
E00107182,97.3,1.6,1.1
E00107183,98.7,0,1.3
E00107184,95.9,0.7,3.4
E00107185,96.5,0.3,3.2
E00107186,94.8,0.5,4.7
E00107187,99,0,1
E00107188,98.2,0.4,1.4
E00107189,95,0.9,4.1
E00107190,93.1,1.6,5.3
E00107194,97.6,0.4,2
E00107195,92.7,2.8,4.5
E00107196,95.6,0.9,3.5
E00107197,96,1.1,2.9
E00107198,89.5,2.6,7.9
E00107268,95.3,1.6,3.1
E00107269,98.2,0.6,1.2
E00107270,98.7,0,1.3
E00107271,87.6,3.2,9.2
E00107272,98.3,1,0.7
E00107273,95.8,0.3,3.8
E00107275,96.6,0.8,2.6
E00107276,98.8,0,1.2
E00107277,86.7,4.6,8.8
E00107278,91.9,3.1,4.9
E00107279,90,2.2,7.8
E00107280,91.7,2,6.4
E00107281,90,1.5,8.5
E00107282,95.8,0.5,3.7
E00107283,95.7,1.4,2.9
E00107284,88.7,3.2,8.1
E00121721,92.3,2.1,5.6
E00121723,89.3,1.3,9.4
E00121724,91.6,1.3,7.1
E00121725,89.7,0.6,9.7
E00121726,95.4,1.2,3.4
E00121727,89.1,0.9,9.9
E00121730,92.1,2.8,5.1
E00121731,90.9,2.9,6.3
E00121732,82.8,1.7,15.5
E00121733,85.2,2.4,12.4
E00121734,81.9,2.6,15.6
E00121735,82.1,1.3,16.6
E00121736,79.6,2.5,17.9
E00121737,83.1,1.7,15.2
E00121738,82.6,1.4,16.1
E00121739,75.8,1.7,22.5
E00121740,82.7,0.9,16.4
E00121742,71.7,2.6,25.8
E00121743,80.8,2.6,16.6
E00121744,93.1,2.7,4.1
E00121745,67.1,5.1,27.8
E00121746,92.2,0.9,6.9
E00121747,76.7,2.3,21
E00121756,91.9,1.1,7
E00121757,90.9,2.9,6.2
E00121758,90.2,2.6,7.2
E00121759,97.8,1.1,1.1
E00121760,95.2,2.4,2.4
E00121761,93.8,2.2,4
E00121762,97.3,0,2.7
E00121763,91,0.8,8.1
E00121764,92.8,2.2,5
E00121765,93.1,0.6,6.3
E00121766,94.2,1.9,4
E00121767,92.2,2.6,5.2
E00121771,93.3,1.9,4.8
E00121772,89.5,0.9,9.6
E00121773,92.9,0,7.1
E00121774,93.7,2.7,3.7
E00121775,85,5.3,9.7
E00121776,84.5,2.3,13.2
E00121777,94.5,2.4,3.1
E00121778,94.2,0.7,5.1
E00121779,96.8,0,3.2
E00121799,95.4,2.9,1.7
E00121800,96.1,1.3,2.6
E00121801,96.3,0.4,3.3
E00121803,95.9,1.2,2.9
E00121805,83.2,0.7,16.1
E00121807,76.7,4.1,19.1
E00121808,87.8,3,9.1
E00121809,73.5,2.6,24
E00121810,83.6,3,13.4
E00121811,86.8,3,10.1
E00121814,95.2,0.3,4.6
E00121815,86,1.2,12.8
E00121816,89.2,1.2,9.6
E00121817,99.1,0,0.9
E00121819,95,0,5
E00121820,96.9,0.8,2.3
E00121821,93.1,2.9,4
E00121822,94.8,0.7,4.5
E00121823,91.5,0,8.5
E00121824,94.3,0.7,5
E00121825,91.4,1.9,6.8
E00121826,95.4,0.3,4.3
E00121827,87.7,3.7,8.6
E00121828,94.2,1.7,4
E00121829,95.2,2.1,2.7
E00121830,96.6,1.4,2
E00121831,97.4,0.3,2.3
E00121832,98.8,1.2,0
E00121833,97.9,0.4,1.7
E00121834,96.5,0,3.5
E00121835,95.7,0.5,3.9
E00121838,97.2,0.4,2.5
E00121839,98.5,0,1.5
E00121840,93.1,1.7,5.2
E00121841,96.9,0.6,2.6
E00121842,93,3.1,3.8
E00121843,94.8,0.6,4.7
E00121844,93.3,1.2,5.5
E00121845,98.6,0,1.4
E00121846,91.1,1.7,7.3
E00121848,90.6,2.6,6.7
E00121849,94.9,1.8,3.3
E00121850,96.7,1.3,2
E00121851,94.3,1.5,4.2
E00121852,95,0.2,4.8
E00121853,90.8,0.6,8.6
E00121854,77.3,3.4,19.4
E00121855,88.1,2.3,9.6
E00121856,81.6,1.7,16.7
E00121857,86.1,1.9,12.1
E00121858,78.6,0.4,20.9
E00121859,81.8,3.4,14.8
E00121860,93.2,3.4,3.4
E00121861,90.8,3.3,5.9
E00121862,95.4,1.3,3.4
E00121863,93.5,2.9,3.6
E00121864,86.4,1.7,11.9
E00121865,91,1.6,7.5
E00121866,92,0.8,7.3
E00121867,92.3,3.9,3.9
E00121868,93.9,0.6,5.5
E00121869,94.2,1,4.8
E00121870,93,1.6,5.4
E00121871,94.4,1.4,4.2
E00121872,93.8,1.9,4.4
E00121873,92.5,1.1,6.4
E00121874,79.7,2.6,17.7
E00121876,94.5,0.7,4.8
E00121877,87.5,1,11.5
E00121878,93.8,2.2,4.1
E00121880,88.9,1.6,9.5
E00121881,90.6,2.8,6.6
E00121882,93.5,2.9,3.7
E00121883,88.7,1.3,10
E00121884,94,0.8,5.3
E00121885,92.3,1.5,6.2
E00121888,94,0.8,5.1
E00121907,96.3,1.3,2.4
E00121909,95.5,1.2,3.4
E00121910,96.6,0.4,3
E00121911,94.1,2.6,3.3
E00121913,96.5,2.5,1
E00121914,96.6,1.1,2.2
E00121915,95.6,1.9,2.5
E00121916,96.8,0.6,2.7
E00121917,96,1.2,2.7
E00121918,95.3,1.4,3.3
E00121919,97.1,0.6,2.2
E00121920,97.8,0.2,2
E00121921,96.5,0.6,2.8
E00121922,95.7,1,3.3
E00121923,96.1,0.3,3.6
E00121924,86.6,3.8,9.5
E00121925,91,0,9
E00121926,92.1,0,7.9
E00121927,92.4,1.4,6.2
E00121928,93.6,2.1,4.3
E00121930,90.9,2.6,6.5
E00121931,93.4,2.2,4.4
E00121932,88,4,8
E00121933,94.4,2.5,3.1
E00121934,94.1,1.2,4.7
E00121935,95.4,1,3.6
E00121936,93.9,1.1,5
E00121937,92,2.7,5.3
E00121939,89.4,2.6,8
E00121940,81.8,0.8,17.4
E00121941,83.8,0.2,16
E00121942,80,2.2,17.8
E00121943,84.8,2.3,13
E00121944,81.6,0.8,17.6
E00121945,82.7,1.3,16
E00121946,91.8,0.9,7.3
E00121947,85.4,2.6,12.1
E00121948,81,1.3,17.7
E00121949,87.1,1.7,11.1
E00121950,91.7,0.7,7.6
E00121951,92.7,1.2,6.2
E00121952,76.1,3.3,20.5
E00121953,84.5,1.7,13.7
E00121954,83.6,3.5,12.9
E00121955,89.8,4.1,6.1
E00121956,75,2.3,22.7
E00121957,78.3,4.5,17.1
E00121958,83.8,4.1,12.1
E00121959,77.1,1.3,21.6
E00121960,86.3,3.2,10.5
E00121961,85.4,2.6,12
E00121962,97.5,0,2.5
E00121963,86,2.5,11.5
E00121964,87.4,2.5,10.2
E00121965,88.9,1.4,9.7
E00121966,80.3,1,18.7
E00121975,96.6,0.3,3.1
E00121978,96.6,1.9,1.6
E00121983,79.1,2.7,18.2
E00121984,80.8,0.4,18.9
E00121985,72.3,2.8,24.9
E00121986,76.9,3,20.2
E00121987,87,2.8,10.3
E00121988,90.3,1.9,7.8
E00121990,92.2,0.7,7.2
E00121991,85.2,2.2,12.6
E00121992,95.8,0.4,3.8
E00121993,85.1,1.3,13.6
E00121994,84.1,2.5,13.4
E00121995,74.2,4.9,20.9
E00121996,85.8,3.7,10.4
E00121997,83.1,2.5,14.4
E00121998,82.8,2.1,15.1
E00121999,81.6,3.1,15.3
E00122001,93.3,1.7,5
E00122002,96.4,0.9,2.7
E00122004,95.3,0.3,4.4
E00122005,95.6,0,4.4
E00122006,85.2,1.6,13.3
E00122007,88,0.3,11.7
E00122008,95.9,2.4,1.6
E00122009,99.3,0.7,0
E00122010,97.7,0.6,1.7
E00122011,96,1.7,2.3
E00122012,96.2,0.6,3.2
E00122015,94.2,2.2,3.6
E00122016,97.6,1,1.4
E00122018,97.4,0.9,1.7
E00122022,97.3,0.5,2.3
E00122023,99.2,0.3,0.6
E00122024,94.6,2.1,3.3
E00122025,95.8,1.9,2.3
E00122027,98.3,1.3,0.4
E00122029,95.2,1.1,3.7
E00122037,92.5,1.4,6.1
E00122039,95.7,0.7,3.6
E00122040,95.7,1.6,2.7
E00122041,98,0,2
